id	url	title	mediatype	hash	publisher	period	spend-over
d7753695-d44f-40dc-a745-f841522b22c4	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/April%202010%20The%20Royal%20Parks%20spend%20over%2025,000.csv	April 2010 return	text/plain	1a4fdee11421b02b41e685e9af8b758286433d0a	006be448-bac4-4627-887f-854df68495f0	NULL	25000
4f0d40ab-03a4-4647-835c-a2ba491d26d5	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/May%202010%20The%20Royal%20Parks%20spend%20over%2025,000.csv	May 2010 return	text/plain	bb68feb3639be81b695eecf1ac291a06cb38cf08	006be448-bac4-4627-887f-854df68495f0	NULL	25000
f02d5de4-ef67-4b74-b0a4-663dcbcf69cd	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/June%202010%20The%20Royal%20Parks%20spend%20over%2025,000.csv	June 2010 return	text/plain	1da0d67eb793f8decda9e09fd3f4075dbe2d015b	006be448-bac4-4627-887f-854df68495f0	NULL	25000
0a4e5237-822e-49b3-b5c7-fca77a4c89e8	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/July%202010%20The%20Royal%20Parks%20spend%20over%2025,000.csv	July 2010 return	text/plain	1eaba05b980a3193214e1b0f3c1f8a80a1449d0e	006be448-bac4-4627-887f-854df68495f0	NULL	25000
744febc1-1eff-4e64-a496-5f5d94d18e89	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/August%202010%20The%20Royal%20Parks%20spend%20over%2025,000.csv	August 2010 return	text/plain	dc9d2a4a4b68f4163738fe6cb3577dbafbf14e94	006be448-bac4-4627-887f-854df68495f0	NULL	25000
ea50fbee-1225-4437-aa22-a90dd14f2531	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/September%202010%20The%20Royal%20Parks%20spend%20over%2025000.csv	September 2010 return	text/plain	4d745fc7dc06d34d8a4c2b5f14bdb1f5bfa76eba	006be448-bac4-4627-887f-854df68495f0	NULL	25000
70a02be3-bfa0-48e8-9cf1-14fcac90d200	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/Oct%202010%20The%20Royal%20Parks%20spend%20over%2025000.csv	October 2010 return	text/plain	1f3a813f3f951a93a8e0bc0cb3b9d5f343e0aacf	006be448-bac4-4627-887f-854df68495f0	NULL	25000
ca4b99e9-0116-4616-b94a-be11c93e6344	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/Nov%202010%20The%20Royal%20Parks%20spend%20over%2025,000.csv	November 2010 return	text/plain	ec71ccc36a2d0dbfd0cd8576a486d9aadadebe7c	006be448-bac4-4627-887f-854df68495f0	NULL	25000
a6ee38ed-b866-4ce5-8611-b668913c3acf	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/December%202010%20The%20Royal%20Parks%20spend%20over%2025000.csv	December 2010 return	text/plain	00ba7ed2fc486db1d00fc89d3ce7973765a88739	006be448-bac4-4627-887f-854df68495f0	NULL	25000
d1e68f2e-f9be-4abc-9e47-097718582ced	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/January%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	January 2011 return	text/plain	511d8ad846b6c8c7f825c8aea04f21ffb443d29a	006be448-bac4-4627-887f-854df68495f0	NULL	25000
348da728-105e-4fbf-b426-2157ecb3253b	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/February%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	February 2011 return	text/plain	70d67b22d560d86ecde92b88029520f9909b002d	006be448-bac4-4627-887f-854df68495f0	NULL	25000
2bfcdb2d-d38c-4d29-acda-608c40ff059b	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/March%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	March 2011 return	text/plain	f72e777f543b7be3a43f86e1e9fa51fd33b9b4dd	006be448-bac4-4627-887f-854df68495f0	NULL	25000
feb64064-87f7-4ad5-b0d8-4741fe12357f	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/April%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	April 2011 return	text/plain	61cd65de4089b40b88ada1a8b4de841aa9bd2d1c	006be448-bac4-4627-887f-854df68495f0	NULL	25000
fe75f07c-96ec-4b56-80e8-62ed2ae9d42e	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/May%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	May 2011 return	text/plain	8736e5f2ba3b495a4cd92fa9e4a77570a9ea46d3	006be448-bac4-4627-887f-854df68495f0	NULL	25000
0d81caa5-9819-46b5-af72-534b26c9056a	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/June%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	June 2011 return	text/plain	903b95cc221fdc0e8cdf5e2c6a12c42a3dd5235c	006be448-bac4-4627-887f-854df68495f0	NULL	25000
17222f15-eabc-4dba-98ed-76194001e7b9	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/July%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	July 2011 return	text/plain	62471ae0596f80ed4976688bbee85c5c20a1ab35	006be448-bac4-4627-887f-854df68495f0	NULL	25000
a720ace0-f4c3-4cc3-8568-5d866a825686	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/August%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	August 2011 return	text/plain	0c5c2fb6adc4967b9c92e0b119d57114e2ce92a4	006be448-bac4-4627-887f-854df68495f0	NULL	25000
cb812f86-92b7-4f2c-922d-0cac2388ea5e	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/September%202011%20The%20Royal%20Parks%20spend%20over%2025,000.csv	September 2011 return	text/plain	2377d066f4eac002afbe4a2f9fdf825fcf225ff6	006be448-bac4-4627-887f-854df68495f0	NULL	25000
c0145bb2-b04b-4c4a-9046-a126fd6c65cb	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/October%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	October 2011 return	text/plain	60bd0bf21782b34540746ec0fb65f5b2aaf13841	006be448-bac4-4627-887f-854df68495f0	NULL	25000
732dcb99-1a2f-495c-bbc7-59d407cee5bb	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/November%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	November 2011 return	text/plain	0906832acf6354b027197051c86c1ccef2bdae47	006be448-bac4-4627-887f-854df68495f0	NULL	25000
c33dbff8-19c5-422e-a039-9c6a2cb50197	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/docs/about/transparency_reports/December%202011%20The%20Royal%20Parks%20spend%20over%2025000.csv	December 2011 return	text/plain	5d6720ed06f51697bceed923259e791541f57795	006be448-bac4-4627-887f-854df68495f0	NULL	25000
99090272-c4dc-47c6-a590-893aa00df765	http://www.royalparks.org.uk/docs/about/transparency_reports/January%202012%20The%20Royal%20Parks%20spend%20over%2025000.csv	January 2012 return	text/html	9e2e27e93c64db18c8aa4017d09083325944d80f	006be448-bac4-4627-887f-854df68495f0	NULL	25000
9a02acd3-2964-4f4d-a7dc-f0c7677fcd13	http://www.royalparks.org.uk/docs/about/transparency_reports/February%202012%20The%20Royal%20Parks%20spend%20over%2025000.csv	February 2012 return	text/html	9e2e27e93c64db18c8aa4017d09083325944d80f	006be448-bac4-4627-887f-854df68495f0	NULL	25000
3e58e849-6c40-44b3-92d0-d834e7004e50	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/__documents/about-us/march-2012-the-royal-parks-spend-over-25,000.xls	March 2012 return	application/ms-excel	63f60bfe157ab3b66ffb293205109c9f19c0cc73	006be448-bac4-4627-887f-854df68495f0	NULL	25000
25660a80-e7d5-49ef-bcf9-4a1281ca8378	http://webarchive.nationalarchives.gov.uk/+/http://www.royalparks.org.uk/__documents/about-us/april-2012-the-royal-parks-spend-over-25,000.xls	April 2012 return	application/ms-excel	6d0883654e17b84bfa28b08db523facba7644bf7	006be448-bac4-4627-887f-854df68495f0	NULL	25000
dc794de7-3739-420b-b472-1620ade82c15	http://www.royalparks.org.uk/__documents/the-royal-parks/transparency_reports/may-2012-the-royal-parks-spend-over-25,000.xls	May 2012 return	application/ms-excel	efd6c068988330a6e04f1c53e447792d6fff5a91	006be448-bac4-4627-887f-854df68495f0	NULL	25000
55c6ac88-0bf6-4e6e-b588-15833b7bf2e8	http://www.royalparks.org.uk/__documents/the-royal-parks/transparency_reports/june-2012-the-royal-parks-spend-over-25,000.xls	June 2012 return	application/ms-excel	d5b3d401bcd0ac8a888df5462a5b3eb87b054eb6	006be448-bac4-4627-887f-854df68495f0	NULL	25000
ed32cffe-badc-4961-b5dc-fc766fc3e82b	http://www.royalparks.org.uk/__documents/the-royal-parks/transparency_reports/july-2012-the-royal-parks-spend-over-25,000.xls	July 2012 return	application/ms-excel	191c1f0bc286e6e72ddc509ba64fb285127982e2	006be448-bac4-4627-887f-854df68495f0	NULL	25000
14280c7b-07b9-44e5-870f-fb6c9b406bbb	http://www.royalparks.org.uk/__documents/the-royal-parks/transparency_reports/august-2012-the-royal-parks-spend-over-25,000.xls	August 2012 return	application/ms-excel	551e14509229ad9911ffb518c0c0ff206a97ec85	006be448-bac4-4627-887f-854df68495f0	NULL	25000
77e0629f-d524-43a4-b89e-472fa6b5a9ac	http://www.royalparks.org.uk/__documents/the-royal-parks/transparency_reports/september-2012-the-royal-parks-spend-over-25,000.xls	September 2012 return	application/ms-excel	ce683af409581c8a7548f50a1be3819cc87fa527	006be448-bac4-4627-887f-854df68495f0	NULL	25000
