Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2016448509,"7,927.55"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2016448509,"2,369.56"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2016448509,"1,446.31"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016448509,234.19
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016448509,"5,355.83"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016448509,"45,845.93"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016448509,"16,478.51"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016448509,"4,302.76"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016448509,"16,964.89"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,CAPITA RESOURCING LIMITED,2016448509,"14,406.09"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016448509,"2,549.75"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2016448509,"9,075.89"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2016448509,"4,462.06"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016448509,"6,178.85"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016448509,"2,326.68"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016448509,"3,187.19"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016448509,"2,390.42"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016448509,"27,204.96"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016448509,"3,539.98"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016448509,"62,476.41"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2016448509,"3,051.18"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2016448509,"2,326.68"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2016448509,"7,700.33"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2016448509,"1,174.47"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2016448509,"1,210.84"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2016448509,"1,033.27"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2016448509,"1,425.62"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2016448509,"5,736.94"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2016448509,"13,931.59"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2016448509,"3,187.19"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016448509,"227,900.26"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2016448509,"2,039.80"
Department for Work and Pensions,Corporate,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2016448509,"1,434.26"
Department for Work and Pensions,"Pension, Disability Carers Services",02/08/2010,TEMPORARY (TEMP) STAFF COSTS,PDCS CHANGE ,CAPITA RESOURCING LIMITED,2016448509,"9,529.73"
Department for Work and Pensions,Jobcentre Plus,02/08/2010,TEMPORARY (TEMP) STAFF COSTS, STRATEGY AND PLANNING,CAPITA RESOURCING LIMITED,2016448509,"2,868.47"
Department for Work and Pensions,Jobcentre Plus,02/08/2010,TEMPORARY (TEMP) STAFF COSTS,ISD PROGRAMMES,CAPITA RESOURCING LIMITED,2016448509,"2,656.68"
Department for Work and Pensions,Corporate,05/08/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,COI CENTRAL OFFICE OF INFORMATION,2016542711,"21,097.13"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2016563238,"1,450.46"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2016563238,"2,369.56"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2016563238,"3,905.03"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,EG,CAPITA RESOURCING LIMITED,2016563238,"20,857.19"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016563238,"5,736.94"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016563238,"29,720.97"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016563238,"7,162.98"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016563238,"3,824.67"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2016563238,"13,005.57"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,CAPITA RESOURCING LIMITED,2016563238,"9,306.59"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016563238,"2,549.75"
Department for Work and Pensions,Corporate,10/08/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2016563238,"2,868.47"
