Department,Entity,Payment date,Transaction Number,Invoice Amount,Supplier ,Account Description
FCO,FCO,21/10/2014,"4,831,107","47,650",BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,IT/IS Consultancy
FCO,FCO,21/10/2014,"4,831,118","32,402",BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,IT/IS Consultancy
FCO,FCO,17/10/2014,"4,831,140","100,723.30",BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Specialist Contractors
FCO,FCO,17/10/2014,"4,831,323","140,000",NORDIC INTERNATIONAL SUPPORT FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/10/2014,"4,831,327","140,000",NORDIC INTERNATIONAL SUPPORT FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/10/2014,"4,831,448","63,603",PHYSICIANS FOR HUMAN RIGHTS INC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/10/2014,"4,831,576","119,439.70",BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Specialist Contractors
FCO,FCO,14/10/2014,"4,831,582","47,010.49",AFRICAN CENTER FOR JUSTICE AND PEACE STUDIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/10/2014,"4,831,749","38,648",LIVING EARTH FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/10/2014,"4,832,367","38,936.19",INCHCAPE MOTORS ESTONIA OU,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,10/10/2014,"4,832,548","30,326.06",MOLLER AUTO LATVIA SIA,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,07/10/2014,"4,832,566","34,427.55",RANGER PROTECTION AND SECURITY COMPANY LTD,Local Guards
FCO,FCO,06/10/2014,"4,833,352","37,900",GFK NOP LTD,General Information Services
FCO,FCO,06/10/2014,"4,833,363","154,710",CONTROL RISKS GROUP,UK Mobile Guarding Contract overseas
FCO,FCO,06/10/2014,"4,833,368","30,881.88",SUPPLY PLUS,Estates - Other Machinery and Equipment
FCO,FCO,15/10/2014,"4,833,373","28,430",ECA INTERNATIONAL,Cost of Living Addition (COLA)
FCO,FCO,08/10/2014,"4,833,377","28,702.50",COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,21/10/2014,"4,833,386","76,256.65",COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,08/10/2014,"4,833,399","33,919",FCO SERVICES,Post - Air Travel
FCO,FCO,08/10/2014,"4,833,409","183,289.80",FCO SERVICES,Residential Property Services
FCO,FCO,08/10/2014,"4,833,416","135,983.20",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,08/10/2014,"4,833,417","71,453.98",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,08/10/2014,"4,833,419","388,705.50",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,08/10/2014,"4,833,420","209,317",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/10/2014,"4,833,763","1,250,000",TRAVELHIRE,Vehicle Hire
FCO,FCO,07/10/2014,"4,833,855","101,693",AFRICAN SKIES LTD,Local Guards
FCO,FCO,08/10/2014,"4,833,876","810,000",FCO SERVICES,Security: Works Non-Residential
FCO,FCO,08/10/2014,"4,833,880","1,445,833",FCO SERVICES,Specialist Contractors
FCO,FCO,09/10/2014,"4,833,967","30,032.83",NSSL GLOBAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/10/2014,"4,834,158","532,500",FCO SERVICES,Security: Works Non-Residential
FCO,FCO,13/10/2014,"4,835,043","27,485.49",CENTRE FOR POLICY ALTERNATIVES CPA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/10/2014,"4,835,529","58,449",RTKL-UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/10/2014,"4,835,538","39,895.37",RTKL-UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/10/2014,"4,835,546","65,588.16",CAMERA DE COMERT BRITANICA ROMANA,UKTI HQ Allocation- DSO
FCO,FCO,10/10/2014,"4,835,632","195,033.40",BOUYGUES CONSTRUCTION NIGERIA LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,08/10/2014,"4,835,755","63,819.58",SCHLOSS HERRENHAUSEN GMBH,Business Hospitality (former DEE)
FCO,FCO,09/10/2014,"4,836,267","30,663.91",TRESOR PUBLIC,Rates Taxes Residential
FCO,FCO,10/10/2014,"4,836,521","44,939.66",INTERNATIONAL MEDIA SUPPORT IMS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/10/2014,"4,837,443","30,421.25",STARTJG HONG KONG LIMITED,UKTI HQ Allocation- Marketing
FCO,FCO,14/10/2014,"4,837,958","384,189.10",MRB ATTORNEYS,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/10/2014,"4,838,013","30,784.39",BAFTA LA,UKTI HQ Allocation- Marketing
FCO,FCO,10/10/2014,"4,838,102","26,061.18",SECURITAS SAC,Local Guards
FCO,FCO,10/10/2014,"4,838,753","45,218.05",THE CITIZENS ARCHIVE OF PAKISTAN,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/10/2014,"4,839,461","175,318.20",COMPUTACENTER UK LTD,Recruitment - Gen And Training
FCO,FCO,23/10/2014,"4,839,467","42,866",COMPUTACENTER UK LTD,"Estates Management Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance"
FCO,FCO,13/10/2014,"4,839,957","122,014",M INTEGRATED SOLUTIONS,Inward visits to the UK and UK Conferences
FCO,FCO,13/10/2014,"4,839,979","857,106.50",GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,14/10/2014,"4,839,980","65,894.25",GARDA WORLD LTD,UK Guarding Contracts Overseas
FCO,FCO,13/10/2014,"4,839,992","44,199.55",MEDIA DIVERSITY INSTITUTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/10/2014,"4,840,014","38,202",MACE INTERNATIONAL UK LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,13/10/2014,"4,840,022","502,059.90",THE CELTIC MANOR RESORT,Accommodation
FCO,FCO,13/10/2014,"4,840,033","117,372.60",HEALIX INTERNATIONAL LTD,Fco Healthcare Scheme
FCO,FCO,13/10/2014,"4,840,079","57,160.36",SUBMERGE ENTERTAINMENT PRIVATE LIMITED,UKTI HQ Allocation- Marketing
FCO,FCO,15/10/2014,"4,840,174","39,607.90",HOTELLINE FOR TOURISTIC INVESTMENT LTD,"Meals, Rental Payments - residential"
FCO,FCO,15/10/2014,"4,840,550","38,279.25",Elixir Solutions,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/10/2014,"4,840,555","38,279.25",Elixir Solutions,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/10/2014,"4,840,558","38,279.25",Elixir Solutions,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/10/2014,"4,840,714","55,450",AGILE BYTE LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/10/2014,"4,840,894","212,717",MSECURE LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,21/10/2014,"4,841,739","35,588.81",TOLO TV INTERNATIONAL INC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/10/2014,"4,841,787","44,939.66",INTERNATIONAL MEDIA SUPPORT IMS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/10/2014,"4,841,866","57,595.17",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,871","58,562.08",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,875","31,327.85",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,877","88,947.44",ISS FACILITY SERVICES LTD FCO OP,"Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,878","40,436.79",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,882","29,264.34",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,883","97,383.12",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,884","43,005.97",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,891","41,205.98",ISS FACILITY SERVICES LTD FCO OP,"FM Interserve Office Support Services, Purchase of Furniture, Fittings and Domestic Appliances"
FCO,FCO,21/10/2014,"4,841,904","35,937.98",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,21/10/2014,"4,841,908","33,775.49",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,21/10/2014,"4,841,913","76,277.13",ISS FACILITY SERVICES LTD FCO OP,"FM Interserve BES Maintenance, FM Interserve Cleaning, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,917","87,806.40",ISS FACILITY SERVICES LTD FCO OP,"FM Interserve BES Maintenance, FM Interserve Cleaning, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,918","33,069.58",ISS FACILITY SERVICES LTD FCO OP,"FM Interserve BES Maintenance, Unscheduled repairs to building infrastructure"
FCO,FCO,21/10/2014,"4,841,921","338,385.80",ISS FACILITY SERVICES LTD FCO OP,"FM Interserve BES Maintenance, FM Interserve Cleaning"
FCO,FCO,21/10/2014,"4,841,923","67,005.19",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,16/10/2014,"4,841,933","151,824.40",RESO GARANTIA OSAO,"Programme Spend (Oracle Projects Control Account), Recharge Suspense Account (Oracle PA Control Account), Subsidy To Local Medical Schemes"
FCO,FCO,17/10/2014,"4,841,954","30,784.39",COUNSELLING SERVICES UNIT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/10/2014,"4,842,344","76,035",STEER DAVIES AND GLEAVE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/10/2014,"4,842,356","105,499.50",LANGUAGE SERVICES DIRECT,Language Tuition: Essential
FCO,FCO,15/10/2014,"4,842,449","918,750",FCO SERVICES,Security: Works Non-Residential
FCO,FCO,15/10/2014,"4,842,455","1,445,833",FCO SERVICES,Specialist Contractors
FCO,FCO,15/10/2014,"4,842,575","43,648.31",FABDEI SRL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27/10/2014,"4,842,613","41,115",CAPITA PROPERTY AND INFRASTRUCTURE LTD,"Assets Under Construction (Oracle PA Control Account), Assets Under Construction PY B/F"
FCO,FCO,15/10/2014,"4,843,173","35,954.75",ICRIER-INDIAN COUNCIL FOR RESEARCH ON INTERNATIONAL ECONOMIC RELATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/10/2014,"4,843,287","34,214",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/10/2014,"4,843,290","888,836",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/10/2014,"4,843,292","456,950",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/10/2014,"4,843,294","379,737",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/10/2014,"4,843,295","210,342",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/10/2014,"4,843,301","438,237",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/10/2014,"4,843,305","84,868.39",CONCEPT BUILDING SERVICES SOUTHERN LTD,Construction Project more than £10k
FCO,FCO,21/10/2014,"4,843,722","92,353.15",DIPLOMAT FREIGHT SERVICES LTD(DFS),Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/10/2014,"4,843,740","41,360",HEATHROW TRAVEL CARE,Human Rights : Assistance Policy
FCO,FCO,21/10/2014,"4,843,779","34,450",MARSH UK LTD,Insurance Of Personal Effects
FCO,FCO,27/10/2014,"4,844,483","26,414.50",MINISTRY OF NATURAL RESOURCES AND ENVIRONMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/10/2014,"4,844,680","25,219.87",IA MEMO RU,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/10/2014,"4,844,702","489,292.80",ARTEOS GMBH,"Electricity Non-Residential, Estates - Other Machinery and Equipment, Pfi : Public/Private Partnership Consultants Fees Non-Residential, Waste Disposal, Water Residential"
FCO,FCO,17/10/2014,"4,844,708","26,528.46",THAMES VALLEY POLICE AUTH INCOME,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/10/2014,"4,845,040","58,039.46",HARIS ENTERPRISES PVT LTD,Local Guards
FCO,FCO,17/10/2014,"4,845,062","34,476.81",THE CITIZENS ARCHIVE OF PAKISTAN,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/10/2014,"4,845,064","49,664.49",JINNAH INSTITUTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/10/2014,"4,845,081","44,641.34",CATERPILLAR NI LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,17/10/2014,"4,845,089","44,508",CATERPILLAR NI LIMITED,"Assets Under Construction (Oracle PA Control Account), Recharge Suspense Account (Oracle PA Control Account)"
FCO,FCO,22/10/2014,"4,845,115","27,600",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,17/10/2014,"4,845,158","37,767",SALZBURG GLOBAL SEMINAR,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/10/2014,"4,845,167","102,457.70",ABROTEA BULGARIA AD,Rental Payments - non residential
FCO,FCO,17/10/2014,"4,845,220","324,266",NORTHERN IRELAND PUBLIC SECTORS ENTERPRISES LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/10/2014,"4,845,225","412,752.50",RISK ADVISORY GROUP PLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/10/2014,"4,845,309","29,502.60",CROWN AGENTS BANK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/10/2014,"4,845,311","36,848.07",JOHN SMITH MEMORIAL TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/10/2014,"4,845,312","37,863",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,22/10/2014,"4,845,313","96,677.54",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,20/10/2014,"4,845,872","38,504.49",ACTIONAID MYANMAR,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/10/2014,"4,845,885","41,775.03",INTERNATIONAL PEACE COOPERATION CENTER,Programme Spend (Oracle Projects Control Account)
