Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
DEFRA,Rural Payments Agency,01-Jul-10,Telecoms Service Charges (inc conferencing),CIO - Service Management,BRITISH TELECOM PLC~105000844,VP83682270/M06101,33991.59 
DEFRA,Rural Payments Agency,05-Jul-10,RPA Vehicle Scheme Costs,,ARVAL,988181,28539.47 
DEFRA,Rural Payments Agency,06-Jul-10,Barclaycard Account - cleared out each month & Journalled,,Barclaycard Business~105048156,4715320649085800 1 JUL 10,25284.94 
DEFRA,Rural Payments Agency,06-Jul-10,Contractors (VAT Irrecoverable),CIO - Strategy & Enterprise Architecture,METHODS CONSULTING~105029039,100010675,26906.33 
DEFRA,Rural Payments Agency,06-Jul-10,Contractors (VAT Irrecoverable),COO/Performance Directorate (OPT),METHODS CONSULTING~105029039,100010705,28098.06 
DEFRA,Rural Payments Agency,06-Jul-10,Contractors (VAT Irrecoverable),COO/Performance Directorate (OPT),METHODS CONSULTING~105029039,100010649,28098.08 
DEFRA,Rural Payments Agency,06-Jul-10,Contractors (VAT Irrecoverable),COO/Performance Directorate (OPT),METHODS CONSULTING~105029039,100010647,37111.20 
DEFRA,Rural Payments Agency,07-Jul-10,IT Licences,CIO - Service Management,SAP UK LTD~114950181,6604011722,76546.76 
DEFRA,Rural Payments Agency,07-Jul-10,Works & Services - Non Capital Furniture/Removals & Household,Corporate Services,QUICKSILVER,243256,22431.17 
DEFRA,Rural Payments Agency,08-Jul-10,Contractors (VAT Irrecoverable),Commercial - Procurement,Amtec Consulting plc~113094694,15793,26884.00 
DEFRA,Rural Payments Agency,08-Jul-10,IT Licences,CIO - Service Management,Trustmarque Solutions Ltd~113121083,MAN-61897-RPA001,524982.90 
DEFRA,Rural Payments Agency,08-Jul-10,SSD Recharge - Legal,Legal,DEFRA.~105038940,192588,148936.17 
DEFRA,Rural Payments Agency,08-Jul-10,Supplier Contractors (VAT Irrecoverable),Finance - Finance Director,DEFRA.~105038940,192578,154682.88 
DEFRA,Rural Payments Agency,08-Jul-10,,,DEFRA.~105038940,192608,25090.00 
DEFRA,Rural Payments Agency,09-Jul-10,Contractors (VAT Irrecoverable),CIO - Strategy & Enterprise Architecture,METHODS CONSULTING~105029039,100010756,27401.00 
DEFRA,Rural Payments Agency,09-Jul-10,Contractors (VAT Irrecoverable),CIO - Strategy & Enterprise Architecture,Bearing Point Ltd~113042919,4520100225,34442.19 
DEFRA,Rural Payments Agency,12-Jul-10,IT Outsourced Services,Supplier Management,IBM UK LTD~105002620,5807100565,67838.01 
DEFRA,Rural Payments Agency,12-Jul-10,Supplier Contractors (VAT Recoverable),Customer Directorate - Customer Strategy,ORC International~114656333,0610/089,29311.25 
DEFRA,Rural Payments Agency,14-Jul-10,IT Outsourced Services,Supplier Management,DSGi Business~113219956,10542677,28500.00 
