MODGPC23206,13-Feb-12,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,Ł856.99,23206
MODGPC23207,09-Feb-12,Books and Periodicals              , BOOK STORES,Ł711.75,23207
MODGPC23208,08-Feb-12,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,Ł735.90,23208
MODGPC23209,06-Feb-12,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"Ł1,353.00",23209
MODGPC23210,07-Feb-12,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"Ł2,400.00",23210
MODGPC23211,01-Feb-12,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,Ł600.00,23211
MODGPC23212,09-Feb-12,Books and Periodicals              , BOOK STORES,Ł585.48,23212
MODGPC23213,06-Feb-12,Books and Periodicals              , BOOK STORES,Ł880.00,23213
MODGPC23214,03-Feb-12,Books and Periodicals              , BOOK STORES,"Ł2,070.00",23214
MODGPC23215,06-Feb-12,Books and Periodicals              , BOOK STORES,Ł834.00,23215
MODGPC23216,09-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł846.48,23216
MODGPC23217,09-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,164.77",23217
MODGPC23218,01-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł990.19,23218
MODGPC23219,07-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł767.04,23219
MODGPC23220,02-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł720.00,23220
MODGPC23221,10-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł3,687.24",23221
MODGPC23222,13-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł1,916.26",23222
MODGPC23223,09-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł985.82,23223
MODGPC23224,03-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł516.00,23224
MODGPC23225,07-Feb-12,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"Ł2,511.60",23225
MODGPC23226,07-Feb-12,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"Ł2,511.60",23226
MODGPC23227,09-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł710.40,23227
MODGPC23228,13-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł6,702.95",23228
MODGPC23229,08-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł1,800.00",23229
MODGPC23230,08-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł2,160.00",23230
MODGPC23231,08-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł3,817.44",23231
MODGPC23232,08-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł4,000.00",23232
MODGPC23233,08-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł25,432.70",23233
MODGPC23234,10-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł7,257.60",23234
MODGPC23235,10-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł20,260.80",23235
MODGPC23236,03-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,149.36",23236
MODGPC23237,06-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł552.41,23237
MODGPC23238,08-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,018.36",23238
MODGPC23239,08-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł542.93,23239
MODGPC23240,08-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł3,394.66",23240
MODGPC23241,03-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł4,762.63",23241
MODGPC23242,06-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł744.00,23242
MODGPC23243,02-Feb-12,Building Materials                 , PLUMBING/HEATING EQUIPMENT,"Ł3,384.00",23243
MODGPC23244,08-Feb-12,Building Materials                 , PLUMBING/HEATING EQUIPMENT,"Ł1,173.60",23244
MODGPC23245,06-Feb-12,Building Materials                 , CONSTRUCTION MATERIALS - DEF,Ł971.66,23245
MODGPC23246,06-Feb-12,Building Materials                 , CONSTRUCTION MATERIALS - DEF,Ł971.66,23246
MODGPC23247,03-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł4,212.50",23247
MODGPC23248,09-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł526.36,23248
MODGPC23249,07-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł1,752.00",23249
MODGPC23250,06-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł2,397.00",23250
MODGPC23251,09-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł873.52,23251
MODGPC23252,01-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł575.42,23252
MODGPC23253,10-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,034.00",23253
MODGPC23254,03-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł852.60,23254
MODGPC23255,09-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł716.20,23255
MODGPC23256,06-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł519.54,23256
MODGPC23257,01-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł613.18,23257
MODGPC23258,09-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł1,641.19",23258
MODGPC23259,04-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł888.72,23259
MODGPC23260,02-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł3,046.86",23260
MODGPC23261,07-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł625.80,23261
MODGPC23262,10-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł733.08,23262
MODGPC23263,13-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł5,334.48",23263
MODGPC23264,09-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł680.76,23264
MODGPC23265,02-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł3,570.00",23265
MODGPC23266,03-Feb-12,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,"Ł4,371.30",23266
MODGPC23267,07-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł511.45,23267
MODGPC23268,02-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł1,659.00",23268
MODGPC23269,02-Feb-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł529.20,23269
MODGPC23270,03-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł715.48,23270
MODGPC23271,08-Feb-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł899.28,23271
MODGPC23272,08-Feb-12,Building Services                  , AIR COND/REFRIG REPAIR SHOP,Ł522.00,23272
MODGPC23273,06-Feb-12,Building Services                  , ELECTRICAL CONTRACTORS,Ł556.34,23273
MODGPC23274,08-Feb-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,Ł583.62,23274
MODGPC23275,13-Feb-12,Building Services                  ," HEATING, PLUMBING, AIR COND",Ł723.59,23275
MODGPC23276,08-Feb-12,Building Services                  ," HEATING, PLUMBING, AIR COND","Ł1,061.66",23276
MODGPC23277,06-Feb-12,Building Services                  ," HEATING, PLUMBING, AIR COND","Ł3,785.98",23277
MODGPC23278,06-Feb-12,Building Services                  ," HEATING, PLUMBING, AIR COND","Ł3,517.58",23278
MODGPC23279,02-Feb-12,Building Services                  ," HEATING, PLUMBING, AIR COND","Ł4,057.99",23279
MODGPC23280,01-Feb-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"Ł4,800.00",23280
MODGPC23281,07-Feb-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"Ł1,947.89",23281
MODGPC23282,07-Feb-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"Ł2,051.35",23282
MODGPC23283,08-Feb-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"Ł3,870.55",23283
MODGPC23284,08-Feb-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,Ł975.49,23284
MODGPC23285,09-Feb-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"Ł3,870.56",23285
MODGPC23286,13-Feb-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"Ł1,282.46",23286
MODGPC23287,01-Feb-12,Building Services                  , ELECTRICAL CONTRACTORS,"Ł1,220.95",23287
MODGPC23288,03-Feb-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"Ł1,170.84",23288
MODGPC23289,06-Feb-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,Ł767.52,23289
MODGPC23290,09-Feb-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,Ł691.60,23290
MODGPC23291,09-Feb-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"Ł1,210.64",23291
MODGPC23292,10-Feb-12,Building Services                  ," HEATING, PLUMBING, AIR COND",Ł523.66,23292
MODGPC23293,02-Feb-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,Ł534.24,23293
MODGPC23294,07-Feb-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"Ł2,213.28",23294
MODGPC23295,09-Feb-12,Business Clothing and Footwear     , COMMERCIAL FOOTWEAR,"Ł5,196.29",23295
MODGPC23296,02-Feb-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"Ł4,500.00",23296
MODGPC23297,02-Feb-12,Catering and Catering Supplies     , CATERERS,"Ł2,700.00",23297
MODGPC23298,02-Feb-12,Catering and Catering Supplies     , CATERERS,Ł668.89,23298
MODGPC23299,02-Feb-12,Catering and Catering Supplies     , CATERERS,Ł797.16,23299
MODGPC23300,13-Feb-12,Catering and Catering Supplies     , CATERERS,Ł649.70,23300
MODGPC23301,07-Feb-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł568.37,23301
MODGPC23302,08-Feb-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł586.99,23302
MODGPC23303,09-Feb-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł632.74,23303
MODGPC23304,10-Feb-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł560.40,23304
MODGPC23305,02-Feb-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł907.20,23305
MODGPC23306,07-Feb-12,Catering and Catering Supplies     , CATERERS,Ł750.00,23306
MODGPC23307,02-Feb-12,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,"Ł1,071.53",23307
MODGPC23308,07-Feb-12,Cleaning Services and Supplies     , DRY CLEANERS,"Ł2,218.92",23308
MODGPC23309,06-Feb-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,Ł658.20,23309
MODGPC23310,02-Feb-12,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,Ł588.72,23310
MODGPC23311,02-Feb-12,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,Ł550.84,23311
MODGPC23312,02-Feb-12,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,Ł588.72,23312
MODGPC23313,01-Feb-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,Ł515.35,23313
MODGPC23314,02-Feb-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"Ł2,430.00",23314
MODGPC23315,02-Feb-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"Ł1,483.20",23315
MODGPC23316,09-Feb-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł1,213.31",23316
MODGPC23317,02-Feb-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,Ł855.46,23317
MODGPC23318,07-Feb-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł708.00,23318
MODGPC23319,06-Feb-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"Ł1,074.00",23319
MODGPC23320,08-Feb-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł734.88,23320
MODGPC23321,08-Feb-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł646.00,23321
MODGPC23322,03-Feb-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł1,470.00",23322
MODGPC23323,02-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,880.04",23323
MODGPC23324,02-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,880.04",23324
MODGPC23325,10-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,542.80",23325
MODGPC23326,10-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,626.15",23326
MODGPC23327,10-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,589.13",23327
MODGPC23328,10-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł21,328.20",23328
MODGPC23329,10-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł3,193.83",23329
MODGPC23330,10-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł33,754.74",23330
MODGPC23331,01-Feb-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"Ł1,126.40",23331
MODGPC23332,01-Feb-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł709.38,23332
MODGPC23333,01-Feb-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł676.80,23333
MODGPC23334,02-Feb-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł794.42,23334
MODGPC23335,13-Feb-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"Ł1,019.16",23335
MODGPC23336,03-Feb-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł883.79,23336
MODGPC23337,06-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,596.00",23337
MODGPC23338,01-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł799.19,23338
MODGPC23339,08-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,771.64",23339
MODGPC23340,02-Feb-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł687.24,23340
MODGPC23341,10-Feb-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł1,075.20",23341
MODGPC23342,03-Feb-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł781.20,23342
MODGPC23343,13-Feb-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł781.20,23343
MODGPC23344,03-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,746.37",23344
MODGPC23345,01-Feb-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł726.09,23345
MODGPC23346,13-Feb-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł1,746.32",23346
MODGPC23347,06-Feb-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł1,386.00",23347
MODGPC23348,07-Feb-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł2,952.33",23348
MODGPC23349,13-Feb-12,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY","Ł2,884.10",23349
MODGPC23350,07-Feb-12,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł739.98,23350
MODGPC23351,13-Feb-12,Freight and Storage                , PUBLIC WAREHOUSING,"Ł1,179.68",23351
MODGPC23352,06-Feb-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,"Ł1,150.00",23352
MODGPC23353,06-Feb-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,"Ł1,039.88",23353
MODGPC23354,08-Feb-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,"Ł1,180.00",23354
MODGPC23355,03-Feb-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,802.00",23355
MODGPC23356,06-Feb-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł514.80,23356
MODGPC23357,10-Feb-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł2,261.85",23357
MODGPC23358,02-Feb-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,212.00",23358
MODGPC23359,13-Feb-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,999.90",23359
MODGPC23360,10-Feb-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł4,005.90",23360
MODGPC23361,02-Feb-12,General Retail and Wholesale       , SHOE STORES,Ł531.02,23361
MODGPC23362,01-Feb-12,General Retail and Wholesale       , SHOE STORES,"Ł2,774.88",23362
MODGPC23363,01-Feb-12,General Retail and Wholesale       , SHOE STORES,"Ł4,162.32",23363
MODGPC23364,03-Feb-12,General Retail and Wholesale       , SHOE STORES,"Ł3,361.43",23364
MODGPC23365,07-Feb-12,General Retail and Wholesale       , SHOE STORES,Ł884.72,23365
MODGPC23366,03-Feb-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł625.00,23366
MODGPC23367,08-Feb-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł609.90,23367
MODGPC23368,09-Feb-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł2,723.60",23368
MODGPC23369,02-Feb-12,General Retail and Wholesale       , DISCOUNT STORES,"Ł1,335.87",23369
MODGPC23370,03-Feb-12,General Retail and Wholesale       , DISCOUNT STORES,Ł959.65,23370
MODGPC23371,10-Feb-12,General Retail and Wholesale       , DISCOUNT STORES,Ł813.43,23371
MODGPC23372,06-Feb-12,General Retail and Wholesale       , DISCOUNT STORES,Ł590.89,23372
MODGPC23373,01-Feb-12,General Retail and Wholesale       , DISCOUNT STORES,Ł962.73,23373
MODGPC23374,08-Feb-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"Ł1,000.00",23374
MODGPC23375,03-Feb-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł519.04,23375
MODGPC23376,01-Feb-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł2,960.70",23376
MODGPC23377,01-Feb-12,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS","Ł3,666.00",23377
MODGPC23378,06-Feb-12,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS","Ł4,254.00",23378
MODGPC23379,02-Feb-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł54,244.40",23379
MODGPC23380,10-Feb-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł783.24,23380
MODGPC23381,06-Feb-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,750.00",23381
MODGPC23382,08-Feb-12,General Retail and Wholesale       , HARDWARE STORES,"Ł1,112.28",23382
MODGPC23383,09-Feb-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,Ł984.00,23383
MODGPC23384,01-Feb-12,General Retail and Wholesale       , ELECTRONICS STORES,Ł570.00,23384
MODGPC23385,13-Feb-12,General Retail and Wholesale       , HARDWARE STORES,Ł868.80,23385
