Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
DEFRA,VETERINARY MEDICINES DIRECTORATE,11/08/2010,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,0000054913,"134,369.86"
DEFRA,VETERINARY MEDICINES DIRECTORATE,30/09/2010,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,0000055199,"-134,369.86"
DEFRA,VETERINARY MEDICINES DIRECTORATE,30/09/2010,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,0000055201,"39,149.24"
DEFRA,VETERINARY MEDICINES DIRECTORATE,30/09/2010,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,0000055200,"39,149.24"
DEFRA,VETERINARY MEDICINES DIRECTORATE,30/09/2010,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,0000055202,"39,149.24"
DEFRA,VETERINARY MEDICINES DIRECTORATE,30/09/2010,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,0000055203,"39,149.24"
DEFRA,VETERINARY MEDICINES DIRECTORATE,30/09/2010,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,0000055204,"39,149.24"
DEFRA,VETERINARY MEDICINES DIRECTORATE,30/09/2010,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,0000055205,"39,149.24"
DEFRA,VETERINARY MEDICINES DIRECTORATE,01/10/2010,SHARED SERVICE CHARGES - LEGAL,CORE SERVICES & QUALITY,DEFRA - YORK,0000055212,"51,500.00"
DEFRA,VETERINARY MEDICINES DIRECTORATE,04/10/2010,NON-STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FOOD & ENV. RESEARCH AGENCY,0000055234,"82,810.00"
DEFRA,VETERINARY MEDICINES DIRECTORATE,12/10/2010,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,0000055287,"44,637.29"
