Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
Defra,Defra,30/12/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,RIRP088088,25000,PO 379797 ADAS JOB CODE VH2O001,WV9 5AP,,WT1550,0,Expense,
Defra,Defra,24/12/2015,Current Grants E,"Strategy, International and Biosecurity DG",University Of Newcastle Upon Tyne,91215,25097.5,PO 353971 DARWIN REF: 19-020 QTR 3 PERIOD: FROM OCTOBER 2015 TO DECEMBER  2015,NE1 7RU,,Exempt,DARWDFID,Expense,
Defra,Defra,04/12/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6161887,25474.33,PO 353148 OPERATION OF THE UK,OX11 0QR,,Exempt,AQRDXXXX,Expense,
Defra,Defra,30/12/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6162196,25474.33,PO 353148  OPERATION OF EUTROPHYING,OX11 0QR,,Exempt,AQRDXXXX,Expense,
Defra,Defra,24/12/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-566330-53733,25700.22,SE1855 (variation) Investigation of the risk of transmission of scrapie in milk of sheep (Dec 14) - VLA,KT15 3NB,SME,Exempt,0,Expense,
Defra,Defra,22/12/2015,Inwards Secondments,Chief Operating Officer DG,Natural England,8000024597,25958.34,PO 379209 STAFF SECONDMENTS,YO1 7PX,,DFP,CAPDFA10,Expense,
Defra,Defra,24/12/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-566321-53762,26915.25,OZ0347 - Development of enhanced methods for outbreak investigation and source attribution of Salmonella - APHA - FY15/16,KT15 3NB,SME,,0,Expense,
Defra,Defra,16/12/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Cascade Consulting (Environment & Planning) Ltd,3728,27717,PO 372764 MILESTONE D DELIVERY OF PRESENTATION AND SHORT REPORT PROVIDING,M15 6SE,SME,WT1559,0,Expense,
Defra,Defra,08/12/2015,Contractor - Management Cover,Chief Operating Officer DG,Indigo Blue Consulting Ltd,1510611,27900,PO 378079 RPA RECHARGE OCT 15 D JOHNSON,SW1Y 6JP,SME,CAP392,CAPDBA00,Expense,
Defra,Defra,04/12/2015,Contractor - Management Cover,Chief Operating Officer DG,Badenoch & Clark,4719184,28800,PO 380043 14/08/15 MR P MCANINLY,W1T 5AE,,CAP463,CAPDFA10,Expense,
