Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,AHDB,19/09/2016,Invoice,,SAC Commercial Ltd,123915,29870,Research: AHDB Beef & Lamb - Lifetime growth pattern & beef eating quality SRUC ref 2074133,EH9 3JG,,,,,435882817
DEFRA,AHDB,19/09/2016,Invoice,,ICA Ltd,126806,53862.29,Works: AHDB Potatoes - 2b Valuation 3 - 10 new storage cells with environmental control at Sutton Bridge crop research 2015-109,TN12 6UT,,,,,619448319
DEFRA,AHDB,19/09/2016,Invoice,,SAC Commercial Ltd,126547,99500,Research: AHDB Dairy - Genetic Evaluations Op Services Apr to Jun 2016,EH9 3JG,,,,,435882817
DEFRA,AHDB,19/09/2016,Invoice,,JONES LANG LASALLE,127050,102981.61,Rent: Service charge & rent 01/10/16 - 31/12/16 for Stoneleigh Park HQ buildings,E14 1HA,,,,,385839396
DEFRA,AHDB,26/09/2016,Invoice,,Innovatiesteunpunt VZW,127304,65869.44,"Research: AHDB Dairy - EuroDairy project, pre-payment. EU Grant Agreement 696364",,,,,,
DEFRA,AHDB,26/09/2016,Invoice,,Stichting Dienst Landbouwkundig Onderzoek  -  PPO-PRI,127306,97069.6,"Research: AHDB Dairy - EuroDairy project, pre-payment. EU Grant Agreement 696364",,,,,,
DEFRA,AHDB,27/09/2016,Invoice,,UNUM Provident,126422,50180,"Insurance: Registered group dependants policy, registered group life policy",RH4 3LZ,,,,,
DEFRA,AHDB,28/09/2016,Invoice,,Good Relations Ltd,126674,43610,Marketing: Fees for LambSoc Youth PR Campaign April - August 2016. Spending Controls Ref number SC 16-17/1569,WC2A 1PQ,,,,,238822251
DEFRA,AHDB,28/09/2016,Invoice,,NIAB EMR,127081,45326,Research: AHDB Horticulture - TF 223 IPM of Tree Fruit Pests and Diseases,CB3 0LE,,,,,100132207
DEFRA,AHDB,30/09/2016,Invoice,,NIAB,127448,31804.49,Research: Recommended List Quality testing 2nd installment harvest 2015,CB3 0LE,,,,,100132207
DEFRA,AHDB,30/09/2016,Invoice,,KMS Projects Ltd.,126896,32250,Research: CP 153a Development of Automated broccoli harvester,LR7 9LG,,,,,102565646
