Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/01/2016,Central Telecommunications Services,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",VODAFONE LTD,78492,-74.31,FCDT Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,ICT Outsourcing & Maintenance/Support,Economics & Markets - Analysis Directorate,DAISY COMMUNICATIONS LTD,79999,31.97,E&M Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,ICT Outsourcing & Maintenance/Support,Economics & Markets - Analysis Directorate,DAISY COMMUNICATIONS LTD,86148,31.97,E&M Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,ICT Outsourcing & Maintenance/Support,Economics & Markets - Analysis Directorate,DAISY COMMUNICATIONS LTD,92089,31.97,E&M Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,ICT Outsourcing & Maintenance/Support,Economics & Markets - Analysis Directorate,DAISY COMMUNICATIONS LTD,96475,31.97,E&M Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/01/2016,Other IT Consultancy,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",VODAFONE LTD,97922,1198.80,FCDT Devolved Admin-Other IT Consultancy,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,ICT Outsourcing & Maintenance/Support,Economics & Markets - Analysis Directorate,DAISY COMMUNICATIONS LTD,100244,31.97,E&M Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,ICT Outsourcing & Maintenance/Support,Economics & Markets - Analysis Directorate,DAISY COMMUNICATIONS LTD,105493,31.97,E&M Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,ICT Outsourcing & Maintenance/Support,Economics & Markets - Analysis Directorate,DAISY COMMUNICATIONS LTD,109864,31.97,E&M Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/01/2016,Printing,"People, Strategy and Higher Education - Communications Directorate",WILLIAMS LEA LTD,112038,143.71,PSHE Devolved Admin-Printing,EC1M 4NA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/01/2016,Printing,"People, Strategy and Higher Education - Communications Directorate",WILLIAMS LEA LTD,112038,2861.27,PSHE Devolved Admin-Printing,EC1M 4NA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,ICT Outsourcing & Maintenance/Support,Economics & Markets - Analysis Directorate,DAISY COMMUNICATIONS LTD,112354,31.97,E&M Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/01/2016,Learning and Dev - CS Skills,Economics & Markets - Digital Economy Unit,CAPITA BUSINESS SERVICES LTD,113607,97.00,BLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/01/2016,ICT Training,Business and Science - DG/Finance & Corporate Planning,CAPITA BUSINESS SERVICES LTD,113891,265.00,B&S Devolved Admin-ICT Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2016,Learning and Dev - CS Skills,"Skills, Deregulation and Local Growth - Vocational Education Directorate",CAPITA BUSINESS SERVICES LTD,116162,3672.00,SDLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,ICT Outsourcing & Maintenance/Support,Economics & Markets - Analysis Directorate,DAISY COMMUNICATIONS LTD,116384,31.97,E&M Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2016,Economic Consultancy & Research,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",JOHN ATKINS CONSULTING LTD,116628,1131.84,BRDO: Evaluation and Research-Economic Consultancy & Research,CV8 2WA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2016,Economic Consultancy & Research,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",JOHN ATKINS CONSULTING LTD,116628,8363.40,BRDO: Evaluation and Research-Economic Consultancy & Research,CV8 2WA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2016,PPM (Project & Programme Management),"Skills, Deregulation and Local Growth - Better Regulation Executive (BRE)",CAPITA BUSINESS SERVICES LTD,118691,142.00,SDLG Devolved Admin-PPM (Project & Programme Management),DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2016,PPM (Project & Programme Management),"Skills, Deregulation and Local Growth - Better Regulation Executive (BRE)",CAPITA BUSINESS SERVICES LTD,118691,303.00,SDLG Devolved Admin-PPM (Project & Programme Management),DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/01/2016,Technical Advice / Services & Support,Economics & Markets - International Trade & Export Control,IMS LTD (INTEREXPORT MANAGEMENT SYSTEMS LTD),118944,3408.75,ECO - Non Proliferation Awareness Seminars-Technical Advice / Services & Support,IG2 6DA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,Learning and Dev - CS Skills,"Skills, Deregulation and Local Growth - Vocational Education Directorate",CAPITA BUSINESS SERVICES LTD,118954,612.00,SDLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,Learning and Dev - CS Skills,"Skills, Deregulation and Local Growth - Apprentiship Directorate",CAPITA BUSINESS SERVICES LTD,118954,3060.00,SDLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/01/2016,Other Travel,Shareholder Executive - Corporate Finance Practice,"Personal Expense, Name Witheld",119042,9.20,BIS CFER Income From Postal Services Act Company-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/01/2016,Other Travel,Shareholder Executive - Corporate Finance Practice,"Personal Expense, Name Witheld",119042,12.76,BIS CFER Income From Postal Services Act Company-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2016,Central Telecommunications Services,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",LEVEL 3 COMMUNICATIONS UK LTD,119136,-235.73,FCDT Devolved Admin-Central Telecommunications Services,RG24 8NA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2016,Hire of Interim Managers,Economics & Markets - DG & Group Support,ALLEN LANE LTD,119273,2690.40,E&M Devolved Admin-Hire of Interim Managers,BN11 2BW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/01/2016,Central Telecommunications Services,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",VODAFONE LTD,120388,210.00,FCDT Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/01/2016,Central Telecommunications Services,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",VODAFONE LTD,120389,1080.00,FCDT Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2016,Finance & Accounting Advice,"Finance, Commercial & Digital Transformation - Finance Directoreate",CIGNA RECRUITMENT LTD,120391,111.00,FCDT Devolved Admin-Finance & Accounting Advice,EN5 4HL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2016,Finance & Accounting Advice,"Finance, Commercial & Digital Transformation - Finance Directoreate",CIGNA RECRUITMENT LTD,120394,5743.80,FCDT Devolved Admin-Finance & Accounting Advice,EN5 4HL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2016,Finance & Accounting Advice,"Finance, Commercial & Digital Transformation - Finance Directoreate",CIGNA RECRUITMENT LTD,120394,6406.20,FCDT Devolved Admin-Finance & Accounting Advice,EN5 4HL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/01/2016,Training & Skills - Consultancy,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CAPITA BUSINESS SERVICES LTD,120531,20615.85,FCDT Devolved Admin-Training & Skills - Consultancy,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,ICT Outsourcing & Maintenance/Support,Economics & Markets - Analysis Directorate,DAISY COMMUNICATIONS LTD,120543,31.97,E&M Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/01/2016,Other Professional Services,"People, Strategy and Higher Education - Human Resources",HM REVENUE & CUSTOMS,120843,30636.75,PSHE Non Devolved Admin-Other Professional Services,BN12 4XH,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/01/2016,Training & Skills - Consultancy,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CAPITA BUSINESS SERVICES LTD,121549,20615.85,FCDT Devolved Admin-Training & Skills - Consultancy,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,Computer Consumables,Legal Services - Legal Services,PITNEY BOWES FINANCE LTD,121571,-24.82,Legal Services Admin-Computer Consumables,CM20 2FQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,Application Support Service,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,121723,259.40,FCDT Devolved Admin-Application Support Service,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,Application Support Service,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,121724,259.40,FCDT Devolved Admin-Application Support Service,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/01/2016,Application Support Service,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,121726,16715.71,FCDT Devolved Admin-Application Support Service,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/01/2016,Standard Desktop Services (PFI),"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,121727,509.74,FCDT Devolved Admin-Standard Desktop Services (PFI),CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2016,Maintenance of IT Equipment,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,122089,3823.68,FCDT Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/01/2016,Application Support Service,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,122090,1185.97,FCDT Devolved Admin-Application Support Service,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2016,Application Support Service,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,122093,589.26,FCDT Devolved Admin-Application Support Service,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2016,Maintenance of IT Equipment,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,122094,1491.01,FCDT Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2016,Maintenance of IT Equipment,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,122094,7455.07,FCDT Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2016,Maintenance of IT Equipment,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,122094,33351.74,FCDT Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2016,Maintenance of IT Equipment,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,122095,3263.35,FCDT Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2016,Maintenance of IT Equipment,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,122097,5336.57,FCDT Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2016,Maintenance of IT Equipment,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,122099,7455.07,FCDT Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2016,Maintenance of IT Equipment,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CGI IT UK LTD,122101,61894.75,FCDT Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/01/2016,Training & Skills - Consultancy,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CAPITA BUSINESS SERVICES LTD,122642,1767.07,FCDT Devolved Admin-Training & Skills - Consultancy,DL1 9HN,VENDOR,,,
