Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,13/05/2013,IT and communication services,Head Office & Corporate Services,OFFICE OF COMMUNICATIONS (OFCOM),SE1 9HA,205627,Line + telephone rental including commercial charge for use of radio frequencies,"38,719,600.00"
Ministry of Defence,Ministry of Defence,17/05/2013,Development costs for military equipment,Defence Equipment & Support,DAEWOO SHIPBUILDING AND MARINE ENGINEERING CO LTD,,207349,Shipbuilding design work for MARS (Military Afloat Reach and Sustainability) Tanker,"29,892,698.00"
Ministry of Defence,Ministry of Defence,20/05/2013,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,207844,Non-residential property PFI service charge,"23,534,679.66"
Ministry of Defence,Ministry of Defence,22/05/2013,Grants in aid,Head Office & Corporate Services,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,5000096990,Pay costs grant in aid to the Commonwealth War Graves commission,"10,881,355.93"
Ministry of Defence,Ministry of Defence,13/05/2013,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,205391,Estate core services charge,"10,214,492.95"
Ministry of Defence,Ministry of Defence,17/05/2013,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11159,Monthly GPC payment,"8,889,019.39"
Ministry of Defence,Ministry of Defence,30/05/2013,Fees for professional services,Head Office & Corporate Services,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,211413,Fees for professional services excluding legal fees - Service personnel administration systems,"8,150,163.66"
Ministry of Defence,Ministry of Defence,16/05/2013,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11157,Monthly GPC payment,"7,562,157.04"
Ministry of Defence,Ministry of Defence,08/05/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,203502,Estate core services charge,"7,222,722.87"
Ministry of Defence,Ministry of Defence,13/05/2013,Property leases,Defence Infrastructure Organisation ,MODUS SERVICES LIMITED,SW1A 2HB,205538,Property non dwellings private finance initiative - service concession arrangement service charge,"6,965,121.66"
Ministry of Defence,Ministry of Defence,28/05/2013,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,210697,Non-residential property PFI service charge,"6,019,248.59"
Ministry of Defence,Ministry of Defence,21/05/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,208522,Estate core services charge,"5,783,930.82"
Ministry of Defence,Ministry of Defence,14/05/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,205920,Utilities consumed - electricity,"5,612,898.47"
Ministry of Defence,Ministry of Defence,16/05/2013,Property leases,Defence Infrastructure Organisation ,RMPA SERVICES PLC,CO2 7ST,207087,Property dwellings private finance initiative - service concession arrangement service charge,"5,591,815.47"
Ministry of Defence,Ministry of Defence,01/05/2013,Rent and rates,Defence Infrastructure Organisation ,SOUTH GLOUCESTERSHIRE COUNCIL,BS37 5YU,201343,Rent buildings - non civil estate property and married quarter property,"5,499,249.60"
Ministry of Defence,Ministry of Defence,15/05/2013,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,206423,Estate + facilities management services - accommodation inventory + service,"5,320,988.80"
Ministry of Defence,Ministry of Defence,22/05/2013,Rent and rates,Defence Infrastructure Organisation ,LAND & PROPERTY SERVICES,BT2 7SL,38934,Rent buildings - non civil estate property and married quarter property,"5,146,819.07"
Ministry of Defence,Ministry of Defence,16/05/2013,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,206781,Estate core services charge,"5,139,958.51"
Ministry of Defence,Ministry of Defence,30/05/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,211681,Cost of food purchases,"4,227,207.85"
Ministry of Defence,Ministry of Defence,13/05/2013,Property leases,Defence Infrastructure Organisation ,SEVERN TRENT COSTAIN WATER LIMITED,B37 7YG,205702,Property non dwellings private finance initiative - service concession arrangement service charge,"4,225,472.27"
Ministry of Defence,Ministry of Defence,10/05/2013,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,204689,Fees for professional services excluding legal fees,"4,153,961.00"
Ministry of Defence,Ministry of Defence,01/05/2013,Spend on Inventory - General,Defence Equipment & Support,SELEX ES LTD,LU1 3PG,201334,Spend on Inventory - General,"3,749,868.00"
Ministry of Defence,Ministry of Defence,08/05/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,203502,Works - estate management,"3,706,691.98"
Ministry of Defence,Ministry of Defence,10/05/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,204819,Utilities consumed - electricity,"3,529,255.33"
Ministry of Defence,Ministry of Defence,09/05/2013,IT and communication services,Land Forces,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,204259,IT and communications private finance initiative - service concession arrangements service charge,"3,523,935.00"
Ministry of Defence,Ministry of Defence,09/05/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,204343,Estate core services charge,"3,423,974.59"
Ministry of Defence,Ministry of Defence,15/05/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,206340,Fiscal asset under construction - capital in year addition,"3,333,754.94"
Ministry of Defence,Ministry of Defence,20/05/2013,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,207898,Works - estate management,"3,254,981.50"
Ministry of Defence,Ministry of Defence,10/05/2013,Rental of plant and machinery,Defence Equipment & Support,ALC (SPC) LIMITED,OX25 2LD,204612,Plant + machinery private finance initiative - service concession arrangements service charge,"3,080,533.07"
Ministry of Defence,Ministry of Defence,13/05/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,205537,Estate core services charge,"2,985,505.06"
Ministry of Defence,Ministry of Defence,23/05/2013,Property leases,Defence Infrastructure Organisation ,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,209504,Property non dwellings private finance initiative - service concession arrangement service charge,"2,921,239.14"
Ministry of Defence,Ministry of Defence,14/05/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,SAAB AB (PUBL),,3000009153,Single use military equipment asset under construction - capital in year addition,"2,700,000.00"
Ministry of Defence,Ministry of Defence,28/05/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,5000097148,Estate core services charge,"2,652,118.71"
Ministry of Defence,Ministry of Defence,31/05/2013,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,211943,Grant in aid to the council of reserve forces and cadet associations,"2,581,968.00"
Ministry of Defence,Ministry of Defence,24/05/2013,Grants to NDPBs,Head Office & Corporate Services,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,209922,Grant in aid commonwealth war graves commission,"2,431,615.00"
Ministry of Defence,Ministry of Defence,07/05/2013,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,202966,Property non dwellings private finance initiative - service concession arrangement service charge,"2,430,808.48"
Ministry of Defence,Ministry of Defence,03/05/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,SAAB AB (PUBL),,3000009124,Single use military equipment asset under construction - capital in year addition,"2,430,000.00"
Ministry of Defence,Ministry of Defence,01/05/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,T/A COMBAT STRESS,KT22 0BX,201366,Cost of claims/compensation and related expenses against MOD,"2,200,000.00"
Ministry of Defence,Ministry of Defence,23/05/2013,Property leases,Defence Infrastructure Organisation ,VEOLIA WATER NEVIS LIMITED,WS11 8JP,209783,Property non dwellings private finance initiative - service concession arrangement service charge,"2,183,674.09"
Ministry of Defence,Defence Science and Technology Laboratory,31/05/2013,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000152495 - 00163642,,"2,040,492.96"
Ministry of Defence,Ministry of Defence,28/05/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLION CONSTRUCTION LIMITED,WV1 4HY,210525,Fiscal asset under construction - capital in year addition,"2,039,323.80"
Ministry of Defence,Ministry of Defence,01/05/2013,Rent and rates,Defence Infrastructure Organisation ,SHROPSHIRE COUNCIL,SY2 6ND,201337,Rent buildings - non civil estate property and married quarter property,"1,951,824.00"
Ministry of Defence,Ministry of Defence,15/05/2013,Fees for professional services,Head Office & Corporate Services,SERVICES SOUND & VISION CORPORATION,SL9 8TN,206586,Fees for professional services excluding legal fees,"1,898,499.00"
Ministry of Defence,Defence Science and Technology Laboratory,24/05/2013,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000152336 - 00163009,,"1,853,136.65"
Ministry of Defence,Ministry of Defence,15/05/2013,Estate management,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,206440,Estate + facilities management services - accommodation inventory + service,"1,829,486.75"
Ministry of Defence,Ministry of Defence,20/05/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,207943,Fiscal asset under construction - capital in year addition,"1,807,693.10"
Ministry of Defence,Ministry of Defence,15/05/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,206458,Fiscal asset under construction - capital in year addition,"1,784,749.20"
Ministry of Defence,Ministry of Defence,13/05/2013,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,205396,Property non dwellings private finance initiative - service concession arrangement service charge,"1,775,636.91"
Ministry of Defence,Ministry of Defence,01/05/2013,Rent and rates,Defence Infrastructure Organisation ,LONDON BOROUGH OF HILLINGDON,UB8 1UW,201155,Rent buildings - non civil estate property and married quarter property,"1,773,606.00"
Ministry of Defence,Ministry of Defence,20/05/2013,Grants to NDPBs,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,207928,Grant in aid to the council of reserve forces and cadet associations,"1,728,031.00"
Ministry of Defence,Ministry of Defence,22/05/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,208970,Utilities consumed - electricity,"1,649,758.62"
Ministry of Defence,Ministry of Defence,01/05/2013,Rent and rates,Defence Infrastructure Organisation ,NORTHUMBERLAND COUNTY COUNCIL,NE61 2EF,201259,Rent buildings - non civil estate property and married quarter property,"1,649,596.04"
Ministry of Defence,Ministry of Defence,22/05/2013,Rent and rates,Defence Infrastructure Organisation ,THE MORAY COUNCIL,IV30 1BX,209217,Rent buildings - non civil estate property and married quarter property,"1,648,500.00"
Ministry of Defence,Ministry of Defence,07/05/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000096173,Works - estate management,"1,643,101.78"
Ministry of Defence,Ministry of Defence,20/05/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,207898,Fiscal asset under construction - capital in year addition,"1,627,490.75"
Ministry of Defence,Ministry of Defence,24/05/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,210045,Works services - excluding United States forces/NATO + married quarters,"1,602,433.00"
Ministry of Defence,Ministry of Defence,01/05/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,HENRY BROTHERS (MAGHERAFELT)LIMITED,BT45 6HJ,38751,Fiscal asset under construction - capital in year addition,"1,591,306.80"
Ministry of Defence,Ministry of Defence,03/05/2013,Property leases,Defence Infrastructure Organisation ,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,202332,Property dwellings private finance initiative - service concession arrangement service charge,"1,581,563.29"
Ministry of Defence,Ministry of Defence,01/05/2013,Rent and rates,Defence Infrastructure Organisation ,TEST VALLEY BOROUGH COUNCIL,SP10 3AJ,201374,Rent buildings - non civil estate property and married quarter property,"1,545,384.23"
Ministry of Defence,Ministry of Defence,20/05/2013,Rent and rates,Defence Infrastructure Organisation ,THE MORAY COUNCIL,IV30 1BX,208244,Rent buildings - non civil estate property and married quarter property,"1,439,264.70"
Ministry of Defence,Ministry of Defence,28/05/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,210921,Cost of food purchases,"1,343,720.91"
Ministry of Defence,Ministry of Defence,21/05/2013,Design services and minor equipment purchases,Defence Equipment & Support,CUBIC DEFENSE APPLICATIONS INC.,,208392,Post design services which are not capitalised,"1,328,619.40"
Ministry of Defence,Ministry of Defence,03/05/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,202619,Cost of food purchases,"1,306,337.97"
Ministry of Defence,Ministry of Defence,20/05/2013,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,208200,Equipment support non-project costs,"1,297,505.67"
Ministry of Defence,Ministry of Defence,23/05/2013,Medical treatment & stores and welfare services,Joint Forces Command,CHAS.A.BLATCHFORD & SONS LIMITED,RG22 4AH,209374,Medical health services,"1,258,679.26"
Ministry of Defence,Ministry of Defence,10/05/2013,Fees for professional services,Head Office & Corporate Services,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,204755,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"1,241,353.95"
Ministry of Defence,Defence Science and Technology Laboratory,17/05/2013,Sub Contracted Research,Programme Office,SELEX ES LIMITED,,V - 9000152160 - 00162300,,"1,225,510.00"
Ministry of Defence,Ministry of Defence,15/05/2013,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,206240,External military training ,"1,222,659.00"
Ministry of Defence,Ministry of Defence,17/05/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,207649,Cost of food purchases,"1,190,171.33"
Ministry of Defence,Ministry of Defence,31/05/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,212095,Estate core services charge,"1,162,431.37"
Ministry of Defence,Ministry of Defence,31/05/2013,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,212254,Works - estate management,"1,154,901.36"
Ministry of Defence,Ministry of Defence,23/05/2013,Fees for professional services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Fees for professional services excluding legal fees,"1,154,368.47"
Ministry of Defence,Defence Science and Technology Laboratory,24/05/2013,IT Hardware,Infrastructure,STERIA LIMITED,,V - 9000152303 - 00163276,,"1,144,553.45"
Ministry of Defence,Ministry of Defence,16/05/2013,Fees for professional services,Joint Forces Command,CRANFIELD UNIVERSITY,MK43 0AL,206814,Fees for professional services excluding legal fees,"1,121,681.58"
Ministry of Defence,Ministry of Defence,14/05/2013,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,205993,Estate + facilities management services - accommodation inventory + service,"1,116,906.15"
Ministry of Defence,Ministry of Defence,10/05/2013,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,204730,Cost of food services,"1,071,840.08"
Ministry of Defence,Defence Science and Technology Laboratory,10/05/2013,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000151910 - 00162036,,"1,068,326.00"
Ministry of Defence,Ministry of Defence,09/05/2013,Transport hire charges,Land Forces,BUSVERKEHR OSTWESTFALEN GMBH,,5000096349,Transport other hire charge,"1,064,148.38"
Ministry of Defence,Ministry of Defence,31/05/2013,Transport hire charges,Land Forces,BUSVERKEHR OSTWESTFALEN GMBH,,5000097342,Transport other hire charge,"1,064,148.38"
Ministry of Defence,Ministry of Defence,30/05/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,211404,Utilities consumed - gas,"1,061,655.53"
Ministry of Defence,Ministry of Defence,23/05/2013,Property leases,Joint Forces Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,209541,Property non dwellings private finance initiative - service concession arrangement service charge,"1,050,266.04"
Ministry of Defence,Ministry of Defence,08/05/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000009129,Spend on Inventory - General,"1,046,608.04"
Ministry of Defence,Ministry of Defence,07/05/2013,Property leases,Defence Infrastructure Organisation ,VEOLIA WATER NEVIS LIMITED,WS11 8JP,203443,Property non dwellings private finance initiative - service concession arrangement service charge,"1,032,767.34"
Ministry of Defence,Ministry of Defence,29/05/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,211120,Fiscal asset under construction - capital in year addition,"980,224.48"
Ministry of Defence,Ministry of Defence,20/05/2013,Grants to Reserves Forces and Cadets Association,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,207928,Grants to reserve forces and cadet associations,"979,148.56"
Ministry of Defence,Ministry of Defence,15/05/2013,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,206423,Fiscal asset under construction - capital in year addition,"974,029.77"
Ministry of Defence,Defence Science and Technology Laboratory,10/05/2013,Capital Asset expenditure,Infrastructure,SOUTHERN ELECTRIC POWER DISTRIBUTION PLC,,V - 9000151952 - 00160490,,"970,716.25"
Ministry of Defence,Ministry of Defence,01/05/2013,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,201317,Operating costs grant in aid to the Royal Hospital Chelsea,"965,500.00"
Ministry of Defence,Ministry of Defence,31/05/2013,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,212239,Operating costs grant in aid to the Royal Hospital Chelsea,"965,500.00"
Ministry of Defence,Ministry of Defence,10/05/2013,Purchase of buildings and military equipment ,Head Office & Corporate Services,THE COLT CAR COMPANY LIMITED,GL7 1LF,205198,Fiscal asset under construction - capital in year addition,"904,457.80"
Ministry of Defence,Ministry of Defence,31/05/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,212266,Estate + facilities management services - accommodation inventory + service,"888,659.88"
Ministry of Defence,Defence Science and Technology Laboratory,03/05/2013,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000151784 - 00159401,,"887,526.00"
Ministry of Defence,Ministry of Defence,03/05/2013,Purchase of inventory and services ,Defence Equipment & Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,202100,Cost of other material consumed,"875,088.30"
Ministry of Defence,Ministry of Defence,10/05/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,204900,Works - estate management,"870,866.93"
Ministry of Defence,Ministry of Defence,15/05/2013,Estate management,Defence Infrastructure Organisation ,AMEC ENVIRONMENT & INFRASTRUCTURE UK LIMITED,NE3 3AF,206222,Works - estate management,"870,697.96"
Ministry of Defence,Ministry of Defence,09/05/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,204144,Fiscal asset under construction - capital in year addition,"869,817.15"
Ministry of Defence,Ministry of Defence,17/05/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,207506,Estate core services charge,"844,980.55"
Ministry of Defence,Ministry of Defence,30/05/2013,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS MARINE LTD,GU14 6YU,211332,Equipment support non-project costs,"841,911.00"
Ministry of Defence,Ministry of Defence,10/05/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,205078,Cost of food purchases,"840,980.55"
Ministry of Defence,Defence Science and Technology Laboratory,31/05/2013,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000152495 - 00163277,,"821,176.67"
Ministry of Defence,Defence Science and Technology Laboratory,31/05/2013,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000152495 - 00163471,,"821,176.67"
Ministry of Defence,Ministry of Defence,09/05/2013,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,204041,Transport fighting equipment operating lease,"805,819.46"
Ministry of Defence,Ministry of Defence,17/05/2013,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,207260,External military training ,"801,704.58"
Ministry of Defence,Defence Science and Technology Laboratory,10/05/2013,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000151910 - 00162035,,"798,024.00"
Ministry of Defence,Ministry of Defence,13/05/2013,Grants to NDPBs,Navy Command,SEA CADET CORPS,SE1 7JF,205695,Operating costs grant in aid to the royal navy marine society and sea cadets.,"794,791.00"
Ministry of Defence,Ministry of Defence,15/05/2013,Design services and minor equipment purchases,Defence Equipment & Support,KPMG LLP,WD17 1DE,206462,Equipment support non-project costs,"793,096.00"
Ministry of Defence,Ministry of Defence,03/05/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,202769,Works - estate management,"781,172.11"
Ministry of Defence,Ministry of Defence,08/05/2013,Rental of plant and machinery,Defence Equipment & Support,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,203531,Plant + machinery private finance initiative - service concession arrangements service charge,"780,783.31"
Ministry of Defence,Ministry of Defence,02/05/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,201667,Fiscal asset under construction - capital in year addition,"775,628.40"
Ministry of Defence,Ministry of Defence,13/05/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,205391,Fiscal asset under construction - capital in year addition,"767,770.12"
Ministry of Defence,Ministry of Defence,21/05/2013,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000019160,Aviation fuel casual uplift consumed,"761,474.36"
Ministry of Defence,Ministry of Defence,07/05/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000009127,Spend on Inventory - General,"758,304.62"
Ministry of Defence,Defence Science and Technology Laboratory,10/05/2013,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000151910 - 00162142,,"756,534.00"
Ministry of Defence,Defence Science and Technology Laboratory,24/05/2013,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000152254 - 00162520,,"756,534.00"
Ministry of Defence,Ministry of Defence,07/05/2013,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,GU21 6DB,202912,Information technology services,"753,446.33"
Ministry of Defence,Ministry of Defence,14/05/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK FLAGSHIP LIMITED,BH23 6BS,205830,Estate + facilities management services - accommodation inventory + service,"751,821.38"
Ministry of Defence,Ministry of Defence,24/05/2013,Payment of utilities,Defence Infrastructure Organisation ,ELECTRICITY AUTHORITY OF CYPRUS,CY1399,5000097089,Utilities consumed - electricity,"743,377.34"
Ministry of Defence,Ministry of Defence,02/05/2013,Property leases,Defence Infrastructure Organisation ,TRICOMM HOUSING LIMITED,EH3 7HL,201999,Property dwellings private finance initiative - service concession arrangement service charge,"736,455.93"
Ministry of Defence,Ministry of Defence,28/05/2013,Property leases,Defence Infrastructure Organisation ,TRICOMM HOUSING LIMITED,EH3 7HL,211038,Property dwellings private finance initiative - service concession arrangement service charge,"736,149.94"
Ministry of Defence,Ministry of Defence,14/05/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,205899,Fiscal asset under construction - capital in year addition,"735,939.79"
Ministry of Defence,Ministry of Defence,24/05/2013,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000019193,Aviation fuel casual uplift consumed,"725,188.33"
Ministry of Defence,Ministry of Defence,08/05/2013,Design services and minor equipment purchases,Defence Equipment & Support,POLAR SHIP INVEST II AS,N5809,3000009132,Equipment support non-project costs,"712,500.00"
Ministry of Defence,Ministry of Defence,24/05/2013,Rent and rates,Defence Infrastructure Organisation ,WILTSHIRE COUNCIL,BA14 4DS,210394,Rent buildings - non civil estate property and married quarter property,"705,525.42"
Ministry of Defence,Ministry of Defence,21/05/2013,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,208313,Equipment support non-project costs,"702,638.00"
Ministry of Defence,Ministry of Defence,02/05/2013,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000018991,Aviation fuel casual uplift consumed,"698,064.98"
Ministry of Defence,Ministry of Defence,22/05/2013,Payment of utilities,Defence Equipment & Support,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,208970,Utilities consumed - electricity,"695,552.43"
Ministry of Defence,Ministry of Defence,08/05/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,203850,Cost of food purchases,"690,076.01"
Ministry of Defence,Ministry of Defence,01/05/2013,Rent and rates,Defence Infrastructure Organisation ,PETERBOROUGH CITY COUNCIL,PE1 1HQ,201279,Rent buildings - non civil estate property and married quarter property,"687,660.00"
Ministry of Defence,Ministry of Defence,28/05/2013,Development costs for military equipment,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,210721,Intangible single use military equipment asset  - in year capital addition,"687,342.56"
Ministry of Defence,Ministry of Defence,08/05/2013,Design services and minor equipment purchases,Defence Equipment & Support,KPMG LLP,WD17 1DE,203727,Equipment support non-project costs,"685,775.00"
Ministry of Defence,Ministry of Defence,07/05/2013,Design services and minor equipment purchases,Land Forces,CUBIC DEFENSE APPLICATIONS INC.,,202959,Equipment support non-project costs,"681,494.00"
Ministry of Defence,Ministry of Defence,16/05/2013,Rent and rates,Air Command,BABCOCK FLAGSHIP LIMITED,BH23 6BS,206726,Rent buildings - non civil estate property and married quarter property,"670,450.77"
Ministry of Defence,Ministry of Defence,16/05/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,206832,Fiscal asset under construction - capital in year addition,"664,744.10"
Ministry of Defence,Defence Science and Technology Laboratory,24/05/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000152336 - 00163235,,"655,513.19"
Ministry of Defence,Ministry of Defence,17/05/2013,Spend on Inventory - General,Defence Equipment & Support,LINCAD LIMITED,GU12 5QF,207480,Spend on Inventory - General,"650,520.00"
Ministry of Defence,Ministry of Defence,10/05/2013,General services and support,Defence Equipment & Support,SAAB AB,,3000009145,Defence equipment CLS/IOS service charge,"644,728.00"
Ministry of Defence,Defence Science and Technology Laboratory,10/05/2013,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000151925 - 00161664,,"636,105.00"
Ministry of Defence,Ministry of Defence,28/05/2013,IT and communication services,Defence Equipment & Support,CGI IT UK LIMITED,CF31 9AP,210536,IT Services -internal costs,"631,257.87"
