Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,17/06/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,ANNINGTON RECEIVABLES LTD,W1U 1DR,350402,Rent UK married quarters - operating lease payments,"39,986,324.21"
Ministry of Defence,Ministry of Defence,06/06/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,346807,Property dwellings private finance initiative - service concession arrangement service charge,"23,800,106.68"
Ministry of Defence,Ministry of Defence,16/06/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,349975,Estate core services charge,"10,534,042.89"
Ministry of Defence,Ministry of Defence,23/06/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,SW1A 2HB,352841,Property non dwellings private finance initiative - service concession arrangement service charge,"10,397,521.62"
Ministry Of Defence,Ministry Of Defence,16/06/2014,Government Procurement Card ,Ministry of Defence ,Barclays Bank PLC ,TS17 6YG,EMP11324,Monthly GPC Payment ,"9,861,739.31"
Ministry Of Defence,Ministry Of Defence,20/06/2014,Government Procurement Card ,Ministry of Defence ,Barclays Bank PLC ,TS17 6YG,EMP11327,Monthly GPC Payment ,"9,767,407.40"
Ministry of Defence,Ministry of Defence,11/06/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,348408,Fiscal asset under construction - capital in year addition,"7,545,051.73"
Ministry of Defence,Ministry of Defence,25/06/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,353920,Estate core services charge,"7,387,877.67"
Ministry of Defence,Ministry of Defence,25/06/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,353640,Equipment support non-project costs,"7,162,317.60"
Ministry of Defence,Ministry of Defence,27/06/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,355044,Estate core services charge,"7,141,897.38"
Ministry of Defence,Ministry of Defence,12/06/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,349101,Property dwellings private finance initiative - service concession arrangement service charge,"6,042,435.90"
Ministry of Defence,Ministry of Defence,26/06/2014,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,354330,Fees for professional services excluding legal fees,"5,748,650.00"
Ministry of Defence,Ministry of Defence,24/06/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,353305,Utilities consumed - electricity,"5,477,999.56"
Ministry of Defence,Ministry of Defence,04/06/2014,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,345807,Estate + facilities management services - accommodation inventory + service,"5,412,670.99"
Ministry of Defence,Ministry of Defence,27/06/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,354878,Works - estate management,"4,743,636.65"
Ministry of Defence,Ministry of Defence,09/06/2014,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,347368,Fees for professional services excluding legal fees,"4,612,934.56"
Ministry of Defence,Ministry of Defence,25/06/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,353778,Utilities consumed - electricity,"4,298,990.85"
Ministry of Defence,Ministry of Defence,12/06/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,348790,Estate core services charge,"4,063,847.92"
