Department Family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Project Code,Expenditure Type,,,,,,,,,,
Department Family,ENTITY,DATE,EXPENSE_TYPE_3,EXPENSE_AREA_3,SUPPLIER,TRANSACTION_NUMBER,DISTRIBUTION_AMOUNT,DESCRIPTION,SUPPLIER_POSTCODE,PROJECT_CODE,PROG / ADMIN?,OU,BE_LEVEL_7,EXPENSE_AREA_1,EXPENSE_TYPE_6,SPEND_CATEGORY,CONTRACT NUMBER,SUPPLIER_TYPE,INV_NUM,TOTAL_INVOICE_VALUE,INVOICE_TYPE
Ministry of Justice,HMCTS,19-Sep-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1142,"$5,531,458.39 ",,BD98 8AA-PAYE,0,Balance Sheet,20,WW000,ZZ900-MoJ HQ,710111-Taxation - Income Tax - Main Payroll NG1,ITEM,,,WW00001059,"$9,949,418.20 ",
Ministry of Justice,HMCTS,15-Sep-11,211000-Judicial Salaries - Salaried,SL999-Centralised Frontline,JUDICIAL PENSIONS SCHEME,1137,"$3,362,290.07 ",,SW1H 9AJ,0,Programme,20,SL201,XZ999-Total HMCTS,211323-Judicial Superannuation Higher,ITEM,,,AR10110287,"$6,022,265.38 ",
Ministry of Justice,HMCTS,19-Sep-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1142,"$2,782,556.40 ",,BD98 8AA-PAYE,0,Balance Sheet,20,WW000,ZZ900-MoJ HQ,710114-Income Tax -  Main Payroll - Ng 2,ITEM,,,WW00001059,"$9,949,418.20 ",
Ministry of Justice,HMCTS,15-Sep-11,211000-Judicial Salaries - Salaried,SL999-Centralised Frontline,JUDICIAL PENSIONS SCHEME,1137,"$2,659,975.31 ",,SW1H 9AJ,0,Programme,20,SL201,XZ999-Total HMCTS,211322-Judicial Superannuation Lower,ITEM,,,AR10110287,"$6,022,265.38 ",
Ministry of Justice,HMCTS,9-Sep-11,222002-Other Property Costs,GZ999-North West Region,GARTSIDE LTD,1738998,"$1,849,317.50 ",Manchester CJC - Gartside Limited - Rent Due Under Lease for Manchester CJC - Quarterly,W1G 0QF,0,Programme,21,GC108,XZ999-Total HMCTS,222112-Conveyancing,ITEM,,,19061,"$2,219,181.00 ",
Ministry of Justice,HMCTS,19-Sep-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1142,"$1,568,716.37 ",,BD98 8AA-PAYE,0,Balance Sheet,20,WW000,ZZ900-MoJ HQ,710112-Taxation - Income Tax - Local Fees,ITEM,,,WW00001059,"$9,949,418.20 ",
Ministry of Justice,HMCTS,23-Sep-11,532000-Tangible GBV - Additions,BZ999-London Region,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1754810,"$1,342,870.80 ",,DA2 6SN,F078,Programme,21,BB305,XZ999-Total HMCTS,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,ITEM,,,AJ10111850,"$1,342,870.80 ",
Ministry of Justice,HMCTS,27-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CBRE CB RICHARD ELLIS,1757468,"$1,236,675.00 ",,EC2V 5WB,0,Programme,21,BA108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,968192,"$1,484,010.00 ",
Ministry of Justice,HMCTS,19-Sep-11,311200-Criminal Legal Aid,SL999-Centralised Frontline,FRISBY SOLICITORS LTD T/A FRISBY & CO#DX 14564,1746455,"$1,205,263.32 ",,DX 14564,0,Programme,20,AU140,XZ999-Total HMCTS,311201-Solicitors CFT - Non Specified,ITEM,,,B4181242288/O/08-Sep-11,"$1,205,263.32 ",
Ministry of Justice,HMCTS,13-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,BERKLEY ESTATES LONDON LTD,1740709,"$1,011,856.74 ",,W1U 1QS,0,Programme,21,BA108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,31039,"$1,088,018.70 ",
Ministry of Justice,HMCTS,7-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COLLINGWOOD RIGBY,1737059,"$977,113.00 ",,B17 9PU-RENT,0,Programme,21,FJ108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,253488,"$1,172,535.60 ",
Ministry of Justice,HMCTS,27-Sep-11,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1757607,"$960,841.38 ",CIS Labour - Chelmsford and Colchester - Construction,CIS-LE10 3JF,F080,Programme,21,CD113,XZ999-Total HMCTS,532603-TA GBV Add CIS Labour Costs,ITEM,,,CN2512-01-17201,"$1,153,009.66 ",
Ministry of Justice,HMCTS,19-Sep-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1140,"$804,046.54 ",,BD98 8AA-PAYE,0,Balance Sheet,20,WW000,ZZ900-MoJ HQ,710112-Taxation - Income Tax - Local Fees,ITEM,,,WW00001057,"$804,046.54 ",
Ministry of Justice,HMCTS,27-Sep-11,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1757607,"$797,637.66 ",CIS Labour - Chelmsford and Colchester - Construction,CIS-LE10 3JF,F080,Programme,21,CD113,XZ999-Total HMCTS,532603-TA GBV Add CIS Labour Costs,ITEM,,,CN2513-01-17202,"$957,165.19 ",
Ministry of Justice,HMCTS,30-Sep-11,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1762225,"$770,496.44 ",DWP MOTO BUSINESS RENT  FOR INVOICE TRANSACTION NO: 5024230,FY5 3TA,0,Programme,21,TC150,XZ999-Total HMCTS,222171-TS PRIME FUP Costs,ITEM,,,5024230,"$985,104.93 "
Ministry of Justice,HMCTS,30-Sep-11,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1762225,"$770,496.43 ",,FY5 3TA,0,Programme,21,TC150,XZ999-Total HMCTS,222171-TS PRIME FUP Costs,ITEM,,,5024303,"$979,662.44 "
Ministry of Justice,HMCTS,27-Sep-11,262000-SCA Costs,DZ999-South West Region,SERVICES SUPPORT (AVON & SOMERSET) LTD,1758174,"$670,563.65 ",Worle - Services Support - (Avon & Somerset) Ltd - Unitary Charges for Worle  Bristol PFI - Monthly -11/12,SW1E 5LB,0,Programme,21,DB108,XZ999-Total HMCTS,223326-SCA Accommodation,ITEM,,,64000012,"$804,676.38 "
Ministry of Justice,HMCTS,16-Sep-11,222002-Other Property Costs,BZ999-London Region,MITIE SECURITY LTD,1745977,"$609,943.85 ",London Region Consolidated - Contracted Security Costs - Mitie - 2011/12,MK6 2WX,0,Programme,20,BF131,XZ999-Total HMCTS,222151-Security,ITEM,,,49/439890,"$731,932.62 "
Ministry of Justice,HMCTS,19-Sep-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1141,"$572,408.62 ",,BD98 8AA-PAYE,0,Balance Sheet,20,WW000,ZZ900-MoJ HQ,710122-National Insurance - Local Fees,ITEM,,,WW00001058,"$571,934.86 "
Ministry of Justice,HMCTS,6-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SCOTTISH WIDOWS PLC,1734355,"$528,125.00 ",,E14 5WR-AMARENT,0,Programme,21,DB108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,30027110,"$633,750.00 "
Ministry of Justice,HMCTS,27-Sep-11,221000-Property Rent and Rates,BZ999-London Region,NB REAL ESTATE,1757853,"$490,306.00 ",CAPITA SYMONDS RENT FIELD HOUSE BREAMS BUILDING LONDON EC4A 1DZ 29-09-2011 TO 24-12-2011,W1S 3HQ-A/C 605,0,Programme,21,TI122,XZ999-Total HMCTS,221112-Property Rents - Passing Rent,ITEM,,,900725/16,"$588,367.20 "
Ministry of Justice,HMCTS,28-Sep-11,262000-SCA Costs,FZ999-Midlands Region,H & W COURTS LIMITED,1760411,"$479,031.46 ",Hereford & Worcester - H&W Courts Ltd - Unitary Charges for Hereford &  Worcester PFI - Monthly,SE1 9RA,0,Programme,21,FI108,XZ999-Total HMCTS,223326-SCA Accommodation,ITEM,,,11-012,"$574,837.76 "
Ministry of Justice,HMCTS,20-Sep-11,262000-SCA Costs,GZ999-North West Region,UK COURT SERVICES LTD,1749630,"$477,049.33 ",Manchester PFI - UK Court Services LTD - Unitary charges for Manchester PFI - Monthly -11/12,WR12 7LJ,0,Programme,21,GC303,XZ999-Total HMCTS,223326-SCA Accommodation,ITEM,,,UK11026,"$572,459.20 "
Ministry of Justice,HMCTS,2-Sep-11,262000-SCA Costs,FZ999-Midlands Region,DERBYSHIRE COURTS LTD,1731281,"$443,627.97 ",Derby & Chesterfield - Derbyshire Court Ltd - Unitary Charges for derbyshire PFI - Monthly,SE1 9RA,0,Programme,21,FB108,XZ999-Total HMCTS,223326-SCA Accommodation,ITEM,,,011-008,"$532,353.56 "
Ministry of Justice,HMCTS,7-Sep-11,222002-Other Property Costs,CZ999-South East Region,MITIE SECURITY LTD,1737251,"$431,973.31 ",SE Region- Mitie- Security - Core Invoices 11/12,MK6 2WX,0,Programme,20,CA102,XZ999-Total HMCTS,222151-Security,ITEM,,,34/440186,"$518,367.97 "
Ministry of Justice,HMCTS,9-Sep-11,222002-Other Property Costs,GZ999-North West Region,GARTSIDE LTD,1738998,"$369,863.50 ",,W1G 0QF,0,Programme,21,GC108,XZ999-Total HMCTS,222112-Conveyancing,VAT,,,19061,"$2,219,181.00 "
Ministry of Justice,HMCTS,20-Sep-11,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,1748992,"$366,351.13 ",Ipswich & Cambridge PFI - Modern Courts (East Anglia) Ltd - Unitary Charges for East Anglia PFI - Monthly -11/12,BR8 7AG,0,Programme,21,CH108,XZ999-Total HMCTS,223326-SCA Accommodation,ITEM,,,MCEAL126/1/RB,"$496,561.36 "
Ministry of Justice,HMCTS,13-Sep-11,222002-Other Property Costs,GZ999-North West Region,MITIE SECURITY LTD,1741148,"$337,628.60 ",NW Region - Mitie Contractual April 11 - March 12,MK6 2WX,0,Programme,20,GA103,XZ999-Total HMCTS,222151-Security,ITEM,,,23/442196,"$405,154.32 "
Ministry of Justice,HMCTS,7-Sep-11,222002-Other Property Costs,FZ999-Midlands Region,MITIE SECURITY LTD,1737251,"$336,699.91 ",Mitie Security. Midlands contract costs 2011/12.,MK6 2WX,0,Programme,20,FA107,XZ999-Total HMCTS,222151-Security,ITEM,,,34/440187,"$404,039.89 "
Ministry of Justice,HMCTS,14-Sep-11,222002-Other Property Costs,HZ999-North East Region,MITIE SECURITY LTD,1744207,"$334,779.93 ",North East Consol Acc - Monthly Contractual Security Guarding contract continuation replacing PO 20000128504 - Mitie Security - 11/12,MK6 2WX,0,Programme,20,HA102,XZ999-Total HMCTS,222151-Security,ITEM,,,21/442144,"$401,735.92 "
Ministry of Justice,HMCTS,28-Sep-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,1760295,"$326,828.00 ",CCN A-R-02920-02 Site Surveys,WV10 6UH,B716,Programme,20,AV335,XZ999-Total HMCTS,223561-IT Infrastructure Costs,ITEM,,,5584091188,"$392,193.60 "
Ministry of Justice,HMCTS,9-Sep-11,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,1739188,"$314,875.22 ","Beverly, Hull & Bridlington - Moder Courts (Humberside) Ltd - Unitary Charges for Humberside PFI - Monthly - 11/12",BR8 7AG,0,Programme,21,HD108,XZ999-Total HMCTS,223326-SCA Accommodation,ITEM,,,MCHL194/RB,"$421,341.19 "
Ministry of Justice,HMCTS,13-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,SYNERGY HUNTINGDON TRUSTEE LTD,1741440,"$313,791.12 ",,E14 5LQ,0,Programme,21,CC108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,4929,"$376,549.34 "
Ministry of Justice,HMCTS,23-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1755540,"$301,245.00 ",Rates Invoice,RATES,0,Programme,21,IA105,XZ999-Total HMCTS,610450-Rates Prepayment Control Account,ITEM,,,400868842/2011-12,"$301,245.00 "
Ministry of Justice,HMCTS,16-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,GREAT CAPITAL PARTNERSHIP (GP) LTD,1745848,"$278,750.00 ",,W1G 0PW,0,Programme,21,BA108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,15238,"$334,500.00 "
Ministry of Justice,HMCTS,6-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,DTZ DEBENHAM TIE LEUNG,1733766,"$273,260.06 ",,B4 6AJ A/C CPS,0,Programme,21,BA108,XZ999-Total HMCTS,610440-Service Chg Prepay Control Account,ITEM,,,29008,"$273,260.06 "
Ministry of Justice,HMCTS,21-Sep-11,222002-Other Property Costs,BZ999-London Region,MACLELLAN INTERNATIONAL LTD,1752239,"$264,422.73 ",London Region Consolidated - Maclellan -  Contracted - 11/12,B70 1EN,0,Programme,20,BF131,XZ999-Total HMCTS,222152-Cleaning (excl Waste Collctn),ITEM,,,FI00010203,"$317,307.28 "
Ministry of Justice,HMCTS,29-Sep-11,262000-SCA Costs,DZ999-South West Region,ENTERPRISE CIVIC BUILDINGS LIMITED,1760800,"$262,593.49 ",Exter PFI - Enterprise Civic Buildings Ltd - Unitary Charges for Exeter PFI - Monthly -11/12,GU9 7PT,0,Programme,21,DC651,XZ999-Total HMCTS,223326-SCA Accommodation,ITEM,,,2011/010,"$315,115.77 "
Ministry of Justice,HMCTS,27-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CBRE CB RICHARD ELLIS,1757468,"$247,335.00 ",,EC2V 5WB,0,Programme,21,BA108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,VAT,,,968192,"$1,484,010.00 "
Ministry of Justice,HMCTS,7-Sep-11,222002-Other Property Costs,DZ999-South West Region,MITIE SECURITY LTD,1737251,"$238,397.27 ",South West Region-DA170-222151- Mitie- Static Guarding 2010/11,MK6 2WX,0,Programme,20,DA170,XZ999-Total HMCTS,222151-Security,ITEM,,,34/440189,"$286,076.72 "
Ministry of Justice,HMCTS,20-Sep-11,221000-Property Rent and Rates,BZ999-London Region,ASHWELL ROGERS LLP,1748234,"$231,875.00 ",ASHWELL RENT 43-35 BEDFORD SQUARE LONDON WC1  29-09-2011 TO 24-12-2011,W1S 3NQ,0,Programme,21,TO120,XZ999-Total HMCTS,221112-Property Rents - Passing Rent,ITEM,,,BED/018,"$278,250.00 "
Ministry of Justice,HMCTS,13-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MERCHANT PLACE PROPERTY PARTNERSHIP 36,1741139,"$230,796.19 ",,W1K 4QX,0,Programme,21,CC108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,2047,"$276,955.43 "
Ministry of Justice,HMCTS,16-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,B&HS MANAGEMENT LTD,1745647,"$229,909.50 ",,W1G 0PW,0,Programme,21,BA108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,14974,"$275,891.40 "
Ministry of Justice,HMCTS,23-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,1755647,"$227,325.00 ",Rates Invoice,RATES,0,Programme,21,GC108,XZ999-Total HMCTS,610450-Rates Prepayment Control Account,ITEM,,,700863725/2011-12,"$227,325.00 "
