Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) 
FCO,FCO,13-Mar-13,Proceeds from Assets held for sale,DG CHANGE & DELIVERY,GNE INTERNATIONAL,2005102,"1,485,832.76"
FCO,FCO,06-Mar-13,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,SILVEIRA HOUSE,700003094,"31,718.76"
FCO,FCO,26-Mar-13,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,CENTRE FOR HUMANITARIAN DIALOGUE,5000655,"38,563.00"
FCO,FCO,05-Mar-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,I TO I RESEARCH LIMITED,1069071,"51,000.00"
FCO,FCO,05-Mar-13,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,I TO I RESEARCH LIMITED,1069071,"10,200.00"
FCO,FCO,26-Mar-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,I TO I RESEARCH LIMITED,1071498,"36,000.00"
FCO,FCO,26-Mar-13,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,I TO I RESEARCH LIMITED,1071498,"7,200.00"
FCO,FCO,25-Mar-13,General Information Services,DG CHANGE & DELIVERY,BULLET MARKETING LTD,1071341,"26,666.00"
FCO,FCO,25-Mar-13,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BULLET MARKETING LTD,1071341,"5,333.20"
FCO,FCO,26-Mar-13,Recruitment - Gen And Training,#N/A,CAPITA RESOURCING LTD,1071453,"23,916.93"
FCO,FCO,26-Mar-13,Recruitment - Gen And Training,#N/A,CAPITA RESOURCING LTD,1071453,"4,783.39"
FCO,FCO,19-Mar-13,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BACTEC INTERNATIONAL LTD,1070487,"541,100.00"
FCO,FCO,19-Mar-13,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BACTEC INTERNATIONAL LTD,1070487,"-541,100.00"
FCO,FCO,19-Mar-13,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BACTEC INTERNATIONAL LTD,1070487,"211,160.00"
FCO,FCO,19-Mar-13,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BACTEC INTERNATIONAL LTD,1070487,"329,940.00"
FCO,FCO,22-Mar-13,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,EDENRED,2000557,"39,305.00"
FCO,FCO,22-Mar-13,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,EDENRED,2000557,786.1
FCO,FCO,22-Mar-13,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,EDENRED,2000557,157.22
FCO,FCO,18-Mar-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,TERRESTRIAL JERUSALEM YERUSHALAYIM D'LEMATA,700000376,"27,134.08"
FCO,FCO,15-Mar-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,JAMES FIREBRACE ASSOCIATES LTD,1070239,"25,985.73"
FCO,FCO,12-Mar-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,SPECIAL TRIBUNAL FOR LEBANON,5000626,"1,000,000.00"
FCO,FCO,21-Mar-13,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,CAE AVIATION,1004218,"613,635.97"
FCO,FCO,21-Mar-13,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,ARCHER SMITH LTD,1070937,"49,680.00"
FCO,FCO,21-Mar-13,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,ARCHER SMITH LTD,1070937,"11,040.00"
FCO,FCO,21-Mar-13,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,ARCHER SMITH LTD,1070937,"7,750.00"
FCO,FCO,21-Mar-13,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,ARCHER SMITH LTD,1070937,"9,936.00"
