Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Work and Pensions,Corporate,01/06/2010,APPS DEV,CHANGE MANAGEMENT DIRECTORATE,ACCENTURE UK LTD,2015555094,"150,262.18"
Department for Work and Pensions,Corporate,01/06/2010,COMPUTER SERVICES,CHANGE MANAGEMENT DIRECTORATE,ACCENTURE,2015555093,"231,421.46"
Department for Work and Pensions,Corporate,01/06/2010,COMPUTER SERVICES,CORPORATE IT,XEROX UK LIMITED 3W,2015558739,"144,340.20"
Department for Work and Pensions,Corporate,01/06/2010,COMPUTER SERVICES,Corporate and Support Services,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,2015555668,"48,468.00"
Department for Work and Pensions,Corporate,01/06/2010,COMPUTER SERVICES,CORPORATE IT,ATOS ORIGIN IT SERVICES UK LTD,2015555187,"43,916.03"
Department for Work and Pensions,Corporate,01/06/2010,COMPUTER SERVICES,GROUP FINANCE,ACCENTURE UK LTD,2015555094,"92,827.70"
Department for Work and Pensions,Corporate,01/06/2010,CONFERENCES AND MEETINGS,Corporate and Support Services,LEWIS LIVE LTD,2015557629,"15,829.06"
Department for Work and Pensions,Corporate,01/06/2010,EMPLOYMENT ZONES,PENSIONS CLIENT DIRECTORATE,HEALTH & SAFETY LABORATORY,2015557186,"29,980.00"
Department for Work and Pensions,Corporate,01/06/2010,MANAGEMENT CONSULTANCY,Corporate and Support Services,PRICEWATERHOUSE COOPERS LLP,2015558064,"37,849.00"
Department for Work and Pensions,Corporate,01/06/2010,NETWORK,CORPORATE IT,BT SYNTEGRA,2015555317,"198,731.57"
Department for Work and Pensions,Corporate,01/06/2010,OFFICE MACHINERY HIRE & MAINTENANCE,LSPG,RICOH UK LTD,2015558161,400.46
Department for Work and Pensions,Corporate,01/06/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015558161,271.21
Department for Work and Pensions,Corporate,01/06/2010,PRINTING STATIONERY IT & CONSUMABLES,LSPG,RICOH UK LTD,2015558161,47.21
Department for Work and Pensions,Corporate,01/06/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015558161,2.46
Department for Work and Pensions,Corporate,01/06/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,XEROX UK LIMITED 3W,2015558739,"49,318.87"
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,WWG ,ARNOLD CLARK,2015555169,384.16
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,WWG ,ARNOLD CLARK,2015555169,224.05
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,WWG ,ARNOLD CLARK,2015555169,98.95
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,EG,ARNOLD CLARK,2015555169,142.41
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,EG,ARNOLD CLARK,2015555169,65.13
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,EG,ARNOLD CLARK,2015555169,213.71
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,EG,ARNOLD CLARK,2015555169,928.26
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,EG,ARNOLD CLARK,2015555169,42.09
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,EG,ARNOLD CLARK,2015555169,109.29
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,EG,ARNOLD CLARK,2015555169,226.44
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,EG,ARNOLD CLARK,2015555169,351.37
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,EG,ARNOLD CLARK,2015555169,336.54
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,EG,ARNOLD CLARK,2015555169,22.50
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,GROUP FINANCE,ARNOLD CLARK,2015555169,277.46
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,GROUP FINANCE,ARNOLD CLARK,2015555169,50.74
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,GROUP FINANCE,ARNOLD CLARK,2015555169,76.12
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,GROUP FINANCE,ARNOLD CLARK,2015555169,107.58
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,GROUP FINANCE,ARNOLD CLARK,2015555169,289.90
Department for Work and Pensions,Corporate,01/06/2010,STAFF COSTS,GROUP FINANCE,ARNOLD CLARK,2015555169,117.71
