Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,BAE Systems,24/07/2014,Administration,HO+CS,BAE Systems,,CO006,Administration,"£59,560.57"
Ministry of Defence,Ministry of Defence,09/07/2014,Food and clothing,Defence Equipment + Support,SODEXO LTD,M50 0AL,359217,Cost of food services,"£59,441.74"
Ministry of Defence,Ministry of Defence,22/07/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,STADTWERKE BIELEFELD GMBH,,5000116775,Utilities consumed - gas,"£59,395.20"
Ministry of Defence,Ministry of Defence,31/07/2014,Fees for professional services,Defence Equipment + Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,366176,The provision of advice and assistance relating to the strategy of an organisation,"£59,360.33"
Ministry of Defence,Ministry of Defence,25/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BEZIRKSREGIERUNG DUESSELDORF,,5000116918,Works - estate management,"£59,109.40"
Ministry of Defence,Ministry of Defence,21/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,TLMNEXUS LTD,BN1 6AF,362405,Equipment support non-project costs,"£59,044.80"
Ministry of Defence,Ministry of Defence,23/07/2014,Administration,Navy Command,DATAFORCE INTERACT LIMITED,NN3 6DF,363018,General administration,"£59,036.85"
Ministry of Defence,Ministry of Defence,23/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,363481,Works - estate management,"£58,906.79"
Ministry of Defence,Ministry of Defence,09/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,SOMERS FORGE LTD,B62 8DZ,359223,Equipment support project costs,"£58,903.83"
Ministry of Defence,Ministry of Defence,21/07/2014,Externally delivered education and training,Navy Command,CARLISLE STAFFING PLC,LU1 3BA,361956,External military training ,"£58,812.61"
Ministry of Defence,Ministry of Defence,04/07/2014,Estate management,Navy Command,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,357340,Works - estate management,"£58,804.71"
Ministry of Defence,Ministry of Defence,07/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,GOODRICH ACTUATION SYSTEMS LIMITED,WV10 7EH,182382,Equipment support non-project costs,"£58,680.18"
Ministry of Defence,Ministry of Defence,09/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,358833,Equipment support project costs,"£58,527.37"
Ministry of Defence,Ministry of Defence,09/07/2014,Medical treatment & stores and welfare services,Land Forces,RICHMOND SCHOOL,DL10 7BQ,359173,Schools + community relations initiatives,"£58,500.00"
Ministry of Defence,Ministry of Defence,21/07/2014,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,361922,Cost of other material consumed,"£58,473.10"
Ministry of Defence,Ministry of Defence,02/07/2014,Spend on Inventory - General,Defence Equipment + Support,3M UNITED KINGDOM PUBLIC LIMITED COMPANY,RG12 8HT,356172,Spend on Inventory - General,"£58,428.00"
Ministry of Defence,Ministry of Defence,01/07/2014,Fuel for military use,DEFENCE INFRASTRUCTURE ORGANISATION,WATSON PETROLEUM LTD,SN15 5DN,356160,Cost of ground diesel fuel consumed,"£58,415.16"
Ministry of Defence,Ministry of Defence,08/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,QINETIQ LIMITED,GU14 0LX,358575,Equipment support non-project costs,"£58,400.16"
Ministry of Defence,Ministry of Defence,25/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,TEWKESBURY BOROUGH COUNCIL,GL20 5TT,364519,Rent buildings - non civil estate property and married quarter property,"£58,244.97"
Ministry of Defence,Ministry of Defence,14/07/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,BRITISH GAS TRADING LIMITED,M16 0TW,359811,Utilities consumed - gas,"£58,244.31"
Ministry of Defence,Ministry of Defence,23/07/2014,Rent and rates,Land Forces,NATIONAL RIFLE ASSOCIATION,GU24 0PB,363308,Rent buildings - non civil estate property and married quarter property,"£57,903.95"
Ministry of Defence,Ministry of Defence,23/07/2014,Externally delivered education and training,Land Forces,UNIVERSITY OF SOUTHAMPTON,SO17 1BJ,363488,External military training ,"£57,831.36"
Ministry of Defence,United Kingdom Hydrographic Office,09/07/2014,Project External Costs,United Kingdom Hydrographic Office,QinetiQ Ltd,,2000069867,Paper Charts,"£57,815.00"
Ministry of Defence,Ministry of Defence,21/07/2014,"Transportation of personnel, freight and travel expenses",Air Command,EUROCONTROL,,5000116725,Aircraft landing fees,"£57,767.57"
Ministry of Defence,Ministry of Defence,25/07/2014,Administration,HO+CS,CIVIL AVIATION AUTHORITY,RH6 0YR,364208,General administration,"£57,700.00"
Ministry of Defence,Ministry of Defence,25/07/2014,Spend on Inventory - General,Defence Equipment + Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,364140,Spend on Inventory - General,"£57,685.37"
Ministry of Defence,Ministry of Defence,02/07/2014,Spend on Inventory - General,Defence Equipment + Support,OSHKOSH CORPORATION,,3000010733,Spend on Inventory - General,"£57,636.11"
Ministry of Defence,Ministry of Defence,24/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,KPMG LLP,WD17 1DE,363792,Equipment support non-project costs,"£57,613.00"
Ministry of Defence,Ministry of Defence,01/07/2014,Rent and rates,JFC,DEPARTMENT FOR INTERNATIONAL DEVELOPMENT,G75 8EA,355877,Rent buildings - non civil estate property and married quarter property,"£57,542.00"
Ministry of Defence,Ministry of Defence,25/07/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,BRITISH GAS TRADING LIMITED,M16 0TW,364167,Utilities consumed - gas,"£57,498.72"
Ministry of Defence,Ministry of Defence,08/07/2014,Purchase of inventory and services ,Land Forces,WILLIAMS LEA LIMITED,NR3 1PD,358690,Cost of other material consumed,"£57,146.25"
Ministry of Defence,Ministry of Defence,21/07/2014,IT and communication services,Defence Equipment + Support,SUPERLETTER.COM INC,,362371,Information technology services,"£57,111.32"
Ministry of Defence,Ministry of Defence,22/07/2014,Spend on Inventory - General,Defence Equipment + Support,SELEX ES LTD,SS14 3EL,362801,Spend on Inventory - General,"£56,952.23"
Ministry of Defence,Ministry of Defence,22/07/2014,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,362867,Cost of other material consumed,"£56,813.55"
Ministry of Defence,Ministry of Defence,07/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000116210,Works services - excluding United States forces/NATO + married quarters,"£56,680.02"
Ministry of Defence,Ministry of Defence,22/07/2014,"Adminstration, claims, compensation and awards",HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,"£56,549.45"
Ministry of Defence,Ministry of Defence,29/07/2014,Research and development,Defence Equipment + Support,QINETIQ LIMITED,GU14 0LX,365372,Research and development excluding defence science and technology laboratory,"£56,351.00"
Ministry of Defence,DEFENCE INFRASTRUCTURE ORGANISATION,28/07/2014,Estates-Equipment/Works,DEFENCE INFRASTRUCTURE ORGANISATION,CORTECH,WA16 0SG,AP041415003,Estates-Equipment/Works,"£56,296.80"
Ministry of Defence,Ministry of Defence,14/07/2014,Spend on Inventory - General,Defence Equipment + Support,SATAIR UK LIMITED,TW5 9NR,360235,Spend on Inventory - General,"£56,162.83"
Ministry of Defence,Ministry of Defence,02/07/2014,Spend on Inventory - General,Defence Equipment + Support,VARIVANE INDUSTRIES LIMITED,SN10 3EW,356580,Spend on Inventory - General,"£56,073.72"
Ministry of Defence,Ministry of Defence,09/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BEZIRKSREGIERUNG DUESSELDORF,,5000116266,Works - estate management,"£55,866.80"
Ministry of Defence,Ministry of Defence,07/07/2014,Spend on Inventory - General,Defence Equipment + Support,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,357942,Spend on Inventory - General,"£55,860.90"
Ministry of Defence,Ministry of Defence,25/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,SOUTH SOMERSET DISTRICT COUNCIL,BH20 2DH,364479,Rent buildings - non civil estate property and married quarter property,"£55,727.66"
Ministry of Defence,Ministry of Defence,15/07/2014,"Transportation of personnel, freight and travel expenses",Air Command,BAHRAIN AIRPORT COMPANY,,2002610,Aircraft landing fees,"£55,540.44"
Ministry of Defence,Ministry of Defence,22/07/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,STADTWERKE BIELEFELD GMBH,,5000116775,Utilities consumed - electricity,"£55,520.00"
Ministry of Defence,Ministry of Defence,17/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,SHEPWAY DISTRICT COUNCIL,CT20 2QY,361458,Rent buildings - non civil estate property and married quarter property,"£55,512.64"
Ministry of Defence,Ministry of Defence,30/07/2014,Spend on Inventory - General,Defence Equipment + Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,365555,Spend on Inventory - General,"£55,356.92"
Ministry of Defence,Ministry of Defence,15/07/2014,Externally delivered education and training,Defence Equipment + Support,NATIONAL SKILLS ACADEMY (NUCLEAR),CA13 0RJ,360501,External training - civilian,"£55,309.20"
Ministry of Defence,Ministry of Defence,16/07/2014,Medical treatment & stores and welfare services,Land Forces,CUMRAN PRIMARY SCHOOL,BT30 8RB,42358,Schools + community relations initiatives,"£55,000.00"
Ministry of Defence,DEFENCE INFRASTRUCTURE ORGANISATION,28/07/2014,Estates-Equipment/Works,DEFENCE INFRASTRUCTURE ORGANISATION,MYCO INSTALLATIONS LTD,B93 8NR,AP041415004,Estates-Equipment/Works,"£54,972.24"
Ministry of Defence,Ministry of Defence,23/07/2014,Externally delivered education and training,Air Command,TAYSIDE AVIATION LTD,DD2 1UH,363451,External military training ,"£54,949.61"
Ministry of Defence,Ministry of Defence,21/07/2014,Spend on Inventory - General,Defence Equipment + Support,T.W.KEMPTON (CORPORATE CLOTHING) LTD,LE4 0DG,362381,Spend on Inventory - General,"£54,947.34"
Ministry of Defence,Ministry of Defence,23/07/2014,Spend on Inventory - General,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,362889,Spend on Inventory - General,"£54,902.27"
Ministry of Defence,Ministry of Defence,28/07/2014,Spend on Inventory - General,Defence Equipment + Support,DS SMITH CORRUGATED PACKAGING LIMITED,LE10 3BX,364736,Spend on Inventory - General,"£54,675.72"
Ministry of Defence,Ministry of Defence,22/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,TERADYNE LIMITED,SK3 0XG,362831,Equipment support non-project costs,"£54,403.92"
Ministry of Defence,Ministry of Defence,23/07/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,CR9 2UL,363246,Fees for professional services excluding legal fees,"£54,226.45"
Ministry of Defence,Ministry of Defence,31/07/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,URS INFRASTRUCTURE & ENVIRONMENT UK LIMITED,RG21 7PP,366528,Fiscal asset under construction - capital in year addition,"£54,185.00"
Ministry of Defence,BAE Systems,24/07/2014,Administration,HO+CS,BAE Systems,,CO007,Administration,"£53,941.00"
Ministry of Defence,Ministry of Defence,22/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,362506,Equipment support non-project costs,"£53,860.48"
Ministry of Defence,Ministry of Defence,28/07/2014,Spend on Inventory - General,Defence Equipment + Support,FORCE PROTECTION EUROPE LIMITED,CV31 1FQ,364759,Spend on Inventory - General,"£53,831.05"
Ministry of Defence,Ministry of Defence,28/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,TANGO MAOS LIMITED,,3000010807,Rent land - non civil estate property + married quarter property,"£53,821.00"
Ministry of Defence,Ministry of Defence,30/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PRIMARY HEALTH INVESTMENT  PROPERTIES LIMITED,GU21 6BS,365887,Rent land - non civil estate property + married quarter property,"£53,700.00"
Ministry of Defence,United Kingdom Hydrographic Office,08/07/2014,Electricity,United Kingdom Hydrographic Office,EDF Energy,,2000069851,Facilities Management,"£53,535.10"
Ministry of Defence,Ministry of Defence,21/07/2014,Fuel for military use,Land Forces,CERTAS ENERGY UK LIMITED,WA3 6XG,361965,Cost of ground diesel fuel consumed,"£53,411.38"
Ministry of Defence,Ministry of Defence,14/07/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,AIRTRICITY GAS SUPPLY (NI) LIMITED,BT3 9ED,182443,Utilities consumed - gas,"£53,192.00"
Ministry of Defence,Ministry of Defence,03/07/2014,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,357110,Cost of ground diesel fuel consumed,"£53,179.47"
Ministry of Defence,Ministry of Defence,02/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK LTD,LS16 6QY,356195,Estate + facilities management services - accommodation inventory + service,"£53,138.94"
Ministry of Defence,Ministry of Defence,22/07/2014,Spend on Inventory - General,Defence Equipment + Support,PRECISION POLYMER ENGINEERING LTD,BB1 3EA,362773,Spend on Inventory - General,"£53,010.70"
Ministry of Defence,Ministry of Defence,24/07/2014,General services and support,Defence Equipment + Support,CAE (UK) PLC,RH15 9TW,363600,Defence equipment CLS/IOS service charge,"£53,008.65"
Ministry of Defence,Ministry of Defence,25/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WINDSOR AND MAIDENHEAD ROYAL BOROUGH COUNCIL,SL6 1RF,364571,Rent buildings - non civil estate property and married quarter property,"£52,996.71"
Ministry of Defence,Ministry of Defence,30/07/2014,Spend on Inventory - General,Defence Equipment + Support,CENTURION SAFETY PRODUCTS LTD,IP24 1HZ,365562,Spend on Inventory - General,"£52,942.50"
Ministry of Defence,Ministry of Defence,31/07/2014,Purchase of inventory and services ,Navy Command,WILLIAMS LEA LIMITED,NR3 1PD,366543,Cost of other material consumed,"£52,822.04"
Ministry of Defence,Ministry of Defence,04/07/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,URS INFRASTRUCTURE & ENVIRONMENT UK LIMITED,RG21 7PP,357639,Fiscal asset under construction - capital in year addition,"£52,751.64"
Ministry of Defence,Ministry of Defence,31/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,QINETIQ LIMITED,GU14 0LX,366414,Equipment support non-project costs,"£52,660.80"
Ministry of Defence,Ministry of Defence,08/07/2014,Fuel for military use,Air Command,AIR MARK HAVACILIK LTD,,7000000594,Aviation fuel casual uplift consumed,"£52,575.36"
Ministry of Defence,Ministry of Defence,22/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,EAST HAMPSHIRE DISTRICT COUNCIL,GU31 4EX,362635,Rent buildings - non civil estate property and married quarter property,"£52,565.12"
Ministry of Defence,Ministry of Defence,16/07/2014,Spend on Inventory - General,Defence Equipment + Support,AIR AND GROUND AVIATION LIMITED,ST18 0PN,360624,Spend on Inventory - General,"£52,445.31"
Ministry of Defence,Ministry of Defence,31/07/2014,"Adminstration, claims, compensation and awards",HO+CS,FUJITSU SERVICES LIMITED,WA3 6GD,366214,MoD GEMS award payments,"£52,315.20"
Ministry of Defence,Ministry of Defence,03/07/2014,Purchase of inventory and services ,JFC,AAH PHARMACEUTICALS LTD,CV2 2TX,356601,Consumption of medical dental and veterinary inventory,"£52,293.90"
Ministry of Defence,Ministry of Defence,04/07/2014,"Transportation of personnel, freight and travel expenses",Defence Equipment + Support,WINCANTON GROUP LIMITED,SN14 0WT,357659,Freight movement costs,"£52,240.44"
Ministry of Defence,Ministry of Defence,22/07/2014,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,362867,Cost of other material consumed,"£52,205.59"
Ministry of Defence,Council of Reserve Forces and Cadets Association,15/07/2014,Energy Cons & Env Chge & Trade Waste,Infrastructure,FRED STODDART LTD,,16547,Energy Cons & Env Chge & Trade Waste,"£52,171.70"
Ministry of Defence,Ministry of Defence,01/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,JAGUAR LAND ROVER LIMITED,CV35 0RR,355946,Post design services which are not capitalised,"£51,924.75"
Ministry of Defence,Ministry of Defence,28/07/2014,IT and communication services,Land Forces,EUROPEAN ELECTRONIQUE LIMITED,OX29 4TT,364752,Computer equipment costing below the capitalisation threshold,"£51,854.40"
Ministry of Defence,Ministry of Defence,18/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,WINDER POWER LIMITED,LS28 6QS,361841,Works - estate management,"£51,790.90"
Ministry of Defence,Ministry of Defence,21/07/2014,Spend on Inventory - General,Defence Equipment + Support,"AAR INTERNATIONAL, INC.",TW6 2RE,361851,Spend on Inventory - General,"£51,758.91"
Ministry of Defence,Ministry of Defence,18/07/2014,Payment of utilities,Navy Command,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,361587,Utilities consumed - gas,"£51,738.08"
Ministry of Defence,Ministry of Defence,24/07/2014,Fuel for military use,Defence Equipment + Support,ARVAL UK LTD,SN5 6PE,363554,Oil and lubricants consumed excluding those from the inventory system,"£51,628.97"
Ministry of Defence,Ministry of Defence,21/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,"AAR INTERNATIONAL, INC.",TW6 2RE,361851,Equipment support non-project costs,"£51,613.84"
Ministry of Defence,National Army Museum  GIA,02/07/2014,Lease Costs,Operations,PROSPECT BUSINESS CENTRES,,5,Lease Costs,"£51,411.66"
Ministry of Defence,Ministry of Defence,03/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,356867,Equipment support non-project costs,"£51,373.17"
Ministry of Defence,Ministry of Defence,25/07/2014,Spend on Inventory - General,Defence Equipment + Support,B.C.B. INTERNATIONAL LTD,CF24 2QS,364134,Spend on Inventory - General,"£51,336.00"
Ministry of Defence,Ministry of Defence,10/07/2014,Dilapidation charges  ,Defence Equipment + Support,H M REVENUE & CUSTOMS,M50 3XN,359461,Other provisions payment against provision,"£51,182.44"
Ministry of Defence,Ministry of Defence,25/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WINCHESTER CITY COUNCIL,SO23 9LJ,364570,Rent buildings - non civil estate property and married quarter property,"£51,082.23"
Ministry of Defence,Ministry of Defence,18/07/2014,Food and clothing,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000116704,Cost of food purchases,"£51,061.38"
Ministry of Defence,Ministry of Defence,29/07/2014,Food and clothing,Air Command,TECHNOGYM U K LIMITED,RG12 1WP,365428,Cost of purchasing and repairing clothing,"£50,966.64"
Ministry of Defence,Ministry of Defence,16/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,361058,Estate + facilities management services - accommodation inventory + service,"£50,862.28"
Ministry of Defence,Ministry of Defence,14/07/2014,Spend on Inventory - General,DEFENCE INFRASTRUCTURE ORGANISATION,FORBO FLOORING UK LIMITED,DE5 3NT,359939,Spend on Inventory - General,"£50,799.04"
Ministry of Defence,Ministry of Defence,02/07/2014,"Adminstration, claims, compensation and awards",HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,"£50,744.63"
Ministry of Defence,Ministry of Defence,15/07/2014,Fuel for military use,Land Forces,CERTAS ENERGY UK LIMITED,WA3 6XG,360413,Cost of ground diesel fuel consumed,"£50,739.36"
Ministry of Defence,Ministry of Defence,02/07/2014,Estate management,Land Forces,BUNDESWEHR DIENSTLEISTUNGSZENTRUM,,5000116043,Estate + facilities management services - accommodation inventory + service,"£50,550.99"
Ministry of Defence,Ministry of Defence,14/07/2014,Building maintenance and accommodation stores,Land Forces,SENATOR INTERNATIONAL LTD,BB5 5YE,360244,Building maintenance accommodation inventory,"£50,536.59"
Ministry of Defence,Ministry of Defence,21/07/2014,Spend on Inventory - General,Defence Equipment + Support,DUNLOP AIRCRAFT TYRES LTD,B24 9HL,362029,Spend on Inventory - General,"£50,482.00"
Ministry of Defence,Ministry of Defence,14/07/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,ANNINGTON PROPERTY LTD,W1U 1DR,359765,Fees for professional services excluding legal fees,"£50,000.00"
Ministry of Defence,Ministry of Defence,25/07/2014,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,RESERVE FORCES AND CADETS ASSOCIATION FOR GREATER LONDON,SW6 3JS,364436,Building maintenance accommodation inventory,"£50,000.00"
Ministry of Defence,Ministry of Defence,16/07/2014,International contributions,HO+CS,THE BRITISH COUNCIL,,361083,Defence military assistance fund international subscriptions and other payments,"£50,000.00"
Ministry of Defence,Ministry of Defence,02/07/2014,IT and communication services,Land Forces,VODAFONE D2 GMBH,,5000116115,Line + telephone rental including commercial charge for use of radio frequencies,"£49,908.32"
Ministry of Defence,Ministry of Defence,24/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,363769,Works - estate management,"£49,701.16"
Ministry of Defence,Ministry of Defence,04/07/2014,Spend on Inventory - General,Defence Equipment + Support,SIL-MID LIMITED,B461HG,357584,Spend on Inventory - General,"£49,686.24"
Ministry of Defence,Ministry of Defence,01/07/2014,Fees for professional services,HO+CS,ENVIRONMENT AGENCY,PE2 8YD,2.00E+11,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£49,670.49"
Ministry of Defence,Ministry of Defence,10/07/2014,Estate management,Navy Command,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,RH10 9WE,359399,Estate + facilities management services - accommodation inventory + service,"£49,627.84"
Ministry of Defence,Ministry of Defence,23/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,HUNTINGDONSHIRE DISTRICT COUNCIL,PE29 3TN,363155,Rent buildings - non civil estate property and married quarter property,"£49,581.20"
Ministry of Defence,Ministry of Defence,09/07/2014,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,359295,Cost of ground diesel fuel consumed,"£49,575.58"
Ministry of Defence,Ministry of Defence,23/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,FAREHAM BOROUGH COUNCIL,PO16 7PU,363076,Rent buildings - non civil estate property and married quarter property,"£49,547.46"
Ministry of Defence,Ministry of Defence,21/07/2014,Spend on Inventory - General,Defence Equipment + Support,FIRMIN & SONS LIMITED,B6 4HU,362058,Spend on Inventory - General,"£49,524.79"
Ministry of Defence,Ministry of Defence,04/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,357626,Works - estate management,"£49,452.61"
Ministry of Defence,Ministry of Defence,24/07/2014,Purchase of inventory and services ,JFC,AAH PHARMACEUTICALS LTD,CV2 2TX,363517,Consumption of medical dental and veterinary inventory,"£49,417.72"
Ministry of Defence,Ministry of Defence,10/07/2014,Fuel for military use,Defence Equipment + Support,ARVAL UK LTD,SN5 6PE,359335,Oil and lubricants consumed excluding those from the inventory system,"£49,330.82"
Ministry of Defence,Ministry of Defence,10/07/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,SW1A 2HB,359526,Fiscal private finance initiative asset under construction - capital in year addition,"£49,328.40"
Ministry of Defence,Ministry of Defence,31/07/2014,Purchase of inventory and services ,Defence Equipment + Support,WILLIAMS LEA LIMITED,NR3 1PD,366543,Cost of other material consumed,"£49,288.13"
Ministry of Defence,Ministry of Defence,08/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,AEM LTD,CM24 1RB,358302,Equipment support non-project costs,"£49,164.00"
Ministry of Defence,Ministry of Defence,18/07/2014,Transport hire charges,Navy Command,H. LUCKETT & CO. LTD,PO16 8TB,361642,Transport other hire charge,"£49,145.00"
Ministry of Defence,Ministry of Defence,17/07/2014,Spend on Inventory - General,DEFENCE INFRASTRUCTURE ORGANISATION,FORBO FLOORING UK LIMITED,DE5 3NT,361257,Spend on Inventory - General,"£49,131.01"
Ministry of Defence,Ministry of Defence,02/07/2014,Externally delivered education and training,Land Forces,TQ EDUCATION AND TRAINING  LIMITED,NN17 1NN,356569,External military training ,"£48,845.60"
Ministry of Defence,Council of Reserve Forces and Cadets Association,07/07/2014,Assets in the Course of Construction,Capital Expenditure,Wernick Buildings Ltd,,2157,Assets in the Course of Construction,"£48,323.50"
Ministry of Defence,Ministry of Defence,21/07/2014,Fuel for military use,Air Command,HARVEST ENERGY LIMITED,W1G 0PU,362090,Cost of ground diesel fuel consumed,"£48,265.95"
Ministry of Defence,Council of Reserve Forces and Cadets Association,26/05/2014,IT Maintenance Services & Contracts,IT & Comms,Aujla Business Systems Ltd,,121,IT Maintenance Services & Contracts,"£48,262.80"
Ministry of Defence,Ministry of Defence,25/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,364232,Equipment support non-project costs,"£48,255.00"
Ministry of Defence,Ministry of Defence,17/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PURBECK DISTRICT COUNCIL,BH20 4PP,361419,Rent buildings - non civil estate property and married quarter property,"£48,159.90"
Ministry of Defence,Council of Reserve Forces and Cadets Association,17/07/2014,Condition Grade Improvement,Estates Management,J Martin-Hoyes Ltd,,888,Condition Grade Improvement,"£48,046.74"
Ministry of Defence,Ministry of Defence,01/07/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,RAMBOLL UK LIMITED,W1T 3DA,356051,Fiscal asset under construction - capital in year addition,"£48,000.00"
Ministry of Defence,Ministry of Defence,23/07/2014,Spend on Inventory - General,Defence Equipment + Support,WYEDEAN WEAVING COMPANY  LIMITED (THE),BD22 8PA,363505,Spend on Inventory - General,"£47,968.61"
Ministry of Defence,Ministry of Defence,21/07/2014,"Transportation of personnel, freight and travel expenses",HO+CS,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,362283,Military short term detached duty,"£47,810.30"
Ministry of Defence,Ministry of Defence,28/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,364801,Works services - excluding United States forces/NATO + married quarters,"£47,551.03"
Ministry of Defence,Ministry of Defence,21/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,362123,Estate + facilities management services - accommodation inventory + service,"£47,412.84"
Ministry of Defence,Ministry of Defence,02/07/2014,Design services and minor equipment purchases,Defence Equipment + Support,POWERFIELD LIMITED,CW7 2JZ,356483,Equipment support non-project costs,"£47,411.00"
Ministry of Defence,Ministry of Defence,14/07/2014,"Transportation of personnel, freight and travel expenses",Defence Equipment + Support,WINCANTON GROUP LIMITED,SN14 0WT,360364,Freight movement costs,"£47,406.97"
Ministry of Defence,Ministry of Defence,17/07/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PETERBOROUGH CITY COUNCIL,PE1 1HQ,361404,Rent buildings - non civil estate property and married quarter property,"£47,369.64"
Ministry of Defence,Ministry of Defence,28/07/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,364851,Estate + facilities management services - accommodation inventory + service,"£47,366.66"
Ministry of Defence,Ministry of Defence,18/07/2014,Spend on Inventory - General,Defence Equipment + Support,RIGHTON LIMITED,BS37 5FF,361748,Spend on Inventory - General,"£47,307.07"
