Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Ministry of Justice,MoJ HQ,06-May-14,912200-Other Movements in Year,KY300-Legal Services Strategy,LEGAL AID AGENCY (LAA),4556,"57,121,000.00",MoJ Corporate - Legal Aid Funding
Ministry of Justice,MoJ HQ,12-May-14,912200-Other Movements in Year,KY300-Legal Services Strategy,LEGAL AID AGENCY (LAA),4573,"21,390,000.00",MoJ Corporate - Legal Aid Funding
Ministry of Justice,MoJ HQ,19-May-14,912200-Other Movements in Year,KY300-Legal Services Strategy,LEGAL AID AGENCY (LAA),4600,"25,752,000.00",MoJ Corporate - Legal Aid Funding
Ministry of Justice,MoJ HQ,27-May-14,912200-Other Movements in Year,KY300-Legal Services Strategy,LEGAL AID AGENCY (LAA),4617,"26,217,000.00",MoJ Corporate - Legal Aid Funding
Ministry of Justice,MoJ HQ,01-May-14,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CCRC (CRIMINAL CASES REVIEW COMMISSION),4534,"560,000.00",Monthly Grant in Aid payment to CCRC (May) 
Ministry of Justice,MoJ HQ,07-May-14,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CICA (CRIMINAL INJURIES COMPENSATION AUTHORITY),4558,"45,000,000.00",Grant in Aid to Criminal Injuries Compensation Authority
Ministry of Justice,MoJ HQ,29-May-14,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CICA (CRIMINAL INJURIES COMPENSATION AUTHORITY),4624,"18,500,000.00",Grant in Aid to Criminal Injuries Compensation Authority
Ministry of Justice,MoJ HQ,08-May-14,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,THE PAROLE BOARD#KY14820018,4565,"1,000,000.00",Grant in Aid to NDPBs
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,116.08,IT peripherals/individual ordered software and equipment
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,11.62,IT peripherals/individual ordered software and equipment
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,IT peripherals/individual ordered software and equipment
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,34.86,IT peripherals/individual ordered software and equipment
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,IT peripherals/individual ordered software and equipment
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,58.47,Replace faulty blackberry device
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,43.43,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,78.26,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,242.09,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,11.62,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,78.26,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,11.62,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,328,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,264,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,164,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,138,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,46,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,138,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
Ministry of Justice,MoJ HQ,01-May-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1130738,92.96,"Provision of IT equipment, applications and services to the Rehabilitation Programme team"
