Organisation,,Partnerships for Schools,,,,,,
Submitted By,,Management Accountant,,,,,,
Spend Tolerance,,"£25,000",,,,,,
Month,,01.03.2011 to 31.03.2011,,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT,VAT Registration Number
DfE,PfS,01/03/2011,Benchmarking System Maint,Information Systems,PA CONSULTING GROUP,312781,220.19,
DfE,PfS,01/03/2011,Benchmarking System Maint,Information Systems,PA CONSULTING GROUP,312781,10349.23,
DfE,PfS,01/03/2011,Benchmarking System Maint,Information Systems,PA CONSULTING GROUP,312781,17248.71,
DfE,PfS,01/03/2011,Acquisition of Property (Free/leasehold),Director Academies,DTZ,312801,22200,
DfE,PfS,01/03/2011,Building_Condition Surveys,Director Academies,DTZ,312801,5162.4,
DfE,PfS,01/03/2011,Red Book Valuations,Director Academies,DTZ,312801,9000,
DfE,PfS,01/03/2011,Site Search,Director Academies,DTZ,312801,2475,
DfE,PfS,01/03/2011,Seconded Staff Costs,Design,SHEFFIELD CITY  COUNCIL,312805,27432.1,
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,314560,68358.1,
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,ROCHESTER DIOCESAN BOARD OF EDUCATION,314564,28931.64,
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,314568,77699.04,
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,314572,55603.93
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,ST PHILOMENA'S SCHOOL,314588,90675.6
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,314590,210072.27
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,314592,66499.59
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,ST ANTHONY'S SPECIAL FUND,314596,108391.62
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,314598,59823.95
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,314602,66781.51
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF REDBRIDGE TRINITY ROMAN CATHOLIC HEXHAM,314604,34222.5
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,ST RICHARDS ROMAN CATHOLIC PRIMARY SCHOOL,314606,45000
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,314608,121991.25
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,COVENTRY DIOCESAN BOARD OF EDUCATION,314610,113502.5
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,314620,106962.9
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,DURHAM DIOCESAN BOARD OF FINANCE SCHOOLS BUILDINGS SERVICES,314622,452077.41
DfE,PfS,02/03/2011,Capital Grant,Schools Capital and Revenue Grants,ST PETER'S CHURCH SCHOOL AND SPECIALIST SCIENCE,314624,65366.05
DfE,PfS,03/03/2011,Benchmarking System Maint,Information Systems,PA CONSULTING GROUP,314670,446.23
DfE,PfS,03/03/2011,Benchmarking System Maint,Information Systems,PA CONSULTING GROUP,314670,20972.83
DfE,PfS,03/03/2011,Benchmarking System Maint,Information Systems,PA CONSULTING GROUP,314670,6990.94
DfE,PfS,03/03/2011,Technical Services,Director Academies,TURNER & TOWNSEND,314686,89785.54
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,314742,52935.2
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,ST EDMUNDSBURY AND IPSWICH DIOCESAN BOARD OF FINANCE BARCHESTER,314744,153171
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,CANTERBURY DIOCESAN BOARD OF EDUCATION,314746,330476.53
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE OF ARUNDEL AND BRIGHTON DIOCESAN SCHOOLS,314748,446389.56
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,CHICHESTER DIOCESAN BOARD OF FINANCE 11,314752,40179.76
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,314754,122150.95
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,314758,445287.21
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD DIOCESAN COUNCIL OF EDUCATION,314760,32004.16
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,314768,32324.17
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,314770,90050.04
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,ST MICHAELS ROMAN CATHOLIC AND CHURCH OF ENGLAND HIGH SCHOOL ACCOUNT,314774,233066.13
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED CHRIST CHURCH ST JOSEPHS SCHOOL,314776,76469.4
DfE,PfS,04/03/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,314988,70791.14
