Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,06/05/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,335053,Property dwellings private finance initiative - service concession arrangement service charge,"23,875,432.50"
Ministry of Defence,Ministry of Defence,06/05/2014,"Purchase of munitions, other inventory or fuel",Defence Equipment + Support,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A,,2000022015,Raw materials and consumable aviation fuel inventory purchased,"16,834,102.55"
Ministry of Defence,Ministry of Defence,20/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,340467,Estate core services charge,"12,171,673.11"
Ministry of Defence,Ministry of Defence,16/05/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,339443,Utilities consumed - electricity,"9,400,415.59"
Ministry of Defence,Ministry of Defence,16/05/2014,Grants in aid,HO+CS,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,5000114106,Pay costs grant in aid to the Commonwealth War Graves commission,"8,770,491.80"
Ministry of Defence,Ministry of Defence,19/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,SW1A 2HB,340018,Works - estate management,"8,088,689.29"
Ministry of Defence,Ministry of Defence,19/05/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,340211,Property dwellings private finance initiative - service concession arrangement service charge,"6,357,141.02"
Ministry of Defence,Ministry of Defence,27/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,342611,Estate core services charge,"6,253,809.30"
Ministry of Defence,Ministry of Defence,13/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,338082,Estate core services charge,"5,758,918.79"
Ministry of Defence,Ministry of Defence,13/05/2014,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,337903,Fees for professional services excluding legal fees,"5,536,612.17"
Ministry of Defence,Ministry of Defence,19/05/2014,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,339921,Estate + facilities management services - accommodation inventory + service,"5,398,337.13"
Ministry of Defence,Ministry of Defence,20/05/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,340467,Fiscal asset under construction - capital in year addition,"5,219,117.79"
Ministry of Defence,Ministry of Defence,02/05/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,LAND & PROPERTY SERVICES,BT2 7SL,41768,Rent buildings - non civil estate property and married quarter property,"5,187,164.72"
Ministry of Defence,Ministry of Defence,29/05/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,343753,Fiscal asset under construction - capital in year addition,"4,503,169.71"
Ministry of Defence,Ministry of Defence,08/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,336103,Estate core services charge,"3,943,572.88"
Ministry of Defence,Ministry of Defence,12/05/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,337713,Property non dwellings private finance initiative - service concession arrangement service charge,"3,904,436.64"
Ministry of Defence,Ministry of Defence,16/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,339399,Estate + facilities management services - accommodation inventory + service,"3,806,732.44"
Ministry of Defence,Ministry of Defence,19/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,339725,Estate core services charge,"3,806,558.14"
Ministry of Defence,Ministry of Defence,12/05/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,337522,Fiscal asset under construction - capital in year addition,"3,719,785.39"
Ministry of Defence,Ministry of Defence,12/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONENTERPRISE LIMITED,B75 7RL,337354,Estate core services charge,"3,667,066.00"
Ministry of Defence,Ministry of Defence,06/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,335313,Estate core services charge,"3,487,078.25"
Ministry of Defence,Ministry of Defence,27/05/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,342755,Property non dwellings private finance initiative - service concession arrangement service charge,"3,300,622.74"
Ministry of Defence,Ministry of Defence,22/05/2014,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,341361,Grant in aid to the council of reserve forces and cadet associations,"3,291,261.50"
Ministry of Defence,Ministry of Defence,12/05/2014,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,337278,Plant + machinery private finance initiative - service concession arrangements service charge,"3,114,724.78"
Ministry of Defence,Ministry of Defence,07/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,336031,Works - estate management,"3,000,000.00"
Ministry of Defence,Ministry of Defence,20/05/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,340468,Fiscal asset under construction - capital in year addition,"2,842,740.36"
Ministry of Defence,Ministry of Defence,22/05/2014,Spend on Inventory - General,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,341577,Spend on Inventory - General,"2,819,610.00"
Ministry of Defence,Ministry of Defence,22/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,341269,Works - estate management,"2,651,970.25"
Ministry of Defence,Ministry of Defence,16/05/2014,Grants to NDPBs,HO+CS,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,339397,Grant in aid commonwealth war graves commission,"2,524,861.00"
Ministry of Defence,Ministry of Defence,08/05/2014,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,336202,Property non dwellings private finance initiative - service concession arrangement service charge,"2,510,826.98"
Ministry of Defence,Ministry of Defence,28/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,343485,Estate core services charge,"2,450,843.84"
Ministry of Defence,Ministry of Defence,14/05/2014,Design services and minor equipment purchases,Defence Equipment + Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,5000114003,Equipment support project costs,"2,367,587.42"
Ministry of Defence,Ministry of Defence,02/05/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,OX25 1LP,334459,Fiscal asset under construction - capital in year addition,"2,363,362.16"
Ministry of Defence,Ministry of Defence,30/05/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,344181,Fiscal asset under construction - capital in year addition,"2,323,131.76"
Ministry of Defence,Ministry of Defence,28/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONENTERPRISE LIMITED,B75 7RL,343328,Estate core services charge,"2,305,345.87"
Ministry of Defence,Ministry of Defence,08/05/2014,Spend on Inventory - General,Defence Equipment + Support,NATO SUPPORT AGENCY (NSPA),,5000113737,Spend on Inventory - General,"2,262,103.31"
Ministry of Defence,Ministry of Defence,27/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONENTERPRISE LIMITED,B75 7RL,342470,Works - estate management,"2,255,163.03"
Ministry of Defence,Ministry of Defence,19/05/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,339855,Fiscal asset under construction - capital in year addition,"2,239,266.08"
Ministry of Defence,Ministry of Defence,07/05/2014,"Purchase of munitions, other inventory or fuel",Defence Equipment + Support,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 6AJ,2000022037,Raw materials and consumable aviation fuel inventory purchased,"2,175,191.53"
Ministry of Defence,Ministry of Defence,09/05/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,337007,Fiscal asset under construction - capital in year addition,"2,162,205.47"
Ministry of Defence,Ministry of Defence,29/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,5000114596,Estate core services charge,"2,030,018.18"
Ministry of Defence,Ministry of Defence,08/05/2014,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,336209,Property non dwellings private finance initiative - service concession arrangement service charge,"2,006,972.39"
Ministry of Defence,Ministry of Defence,19/05/2014,Grants to NDPBs,Air Command,ROYAL AIR FORCE MUSEUM,NW9 5LL,340218,Operating costs grant in aid to the Royal Air Force museum,"1,968,000.00"
Ministry of Defence,Ministry of Defence,19/05/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,HORIZONS INCORPORATED,OH 44128,339926,Fiscal asset under construction - capital in year addition,"1,965,688.11"
Ministry of Defence,Ministry of Defence,20/05/2014,Research and development,JFC,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,340397,Research and development excluding defence science and technology laboratory,"1,954,638.63"
Ministry of Defence,Ministry of Defence,14/05/2014,IT and communication services,Defence Equipment + Support,ORACLE CORPORATION U K LTD,RG6 1RA,338629,IT Services -internal costs,"1,934,772.76"
Ministry of Defence,Ministry of Defence,09/05/2014,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,337123,Cost of food purchases,"1,901,182.65"
Ministry of Defence,Ministry of Defence,27/05/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,342423,Equipment support non-project costs,"1,900,000.00"
Ministry of Defence,Ministry of Defence,19/05/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,339725,Works - estate management,"1,889,593.79"
