Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,01/10/2015,ENDPBs Admin Revenue Grant in Aid,DG: Central Technical,CARE QUALITY COMMISSION (CQC) CQC033,HAFS-18813," 10,000,000 ",,,PUBLIC,,,
,,01/10/2015,ENDPBs Admin Revenue Grant in Aid,DG: Central Technical,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,HAFS-18814," 17,000,000 ",,WF3 1WE,PUBLIC,,,
,,01/10/2015,ENDPBs Admin Revenue Grant in Aid,DG: Central Technical,HEALTH EDUCATION ENGLAND T1510,HAFS-18815," 525,000,000 ",,LS1 4PL,PUBLIC,,,
,,01/10/2015,ENDPBs Admin Revenue Grant in Aid,DG: Central Technical,HEALTH RESEARCH AUTHORITY,HAFS-18816," 1,100,000 ",,SE1 6LH,PUBLIC,,,
,,01/10/2015,ENDPBs Admin Revenue Grant in Aid,DG: Central Technical,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS MIR033,HAFS-18817," 6,000,000 ",,,PUBLIC,,,
,,01/10/2015,ENDPBs Admin Revenue Grant in Aid,DG: Central Technical,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),HAFS-18818," 5,000,000 ",,SE1 7NT,PUBLIC,,,
,,01/10/2015,SpHAs Programme Revenue Parliamentary Funding,DG: Central Technical,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-18819," 28,000,000 ",,NE1 6SN,PUBLIC,,,
,,01/10/2015,ENDPBs Admin Revenue Grant in Aid,DG: Central Technical,NHS ENGLAND CBA033,HAFS-18820," 3,865,704,000 ",,LS2 7UE,PUBLIC,,,
,,01/10/2015,ENDPBs Admin Revenue Grant in Aid,DG: Central Technical,NHS ENGLAND CBA033,HAFS-18821," 5,229,470,000 ",,LS2 7UE,PUBLIC,,,
,,01/10/2015,SpHAs Programme Revenue Parliamentary Funding,DG: Central Technical,NHS TRUST DEVELOPMENT AUTHORITY,HAFS-18822," 3,000,000 ",,SW1E 6QT,PUBLIC,,,
,,01/10/2015,SpHAs Programme Revenue Parliamentary Funding,DG: Central Technical,PUBLIC HEALTH ENGLAND PHE033,HAFS-18823," 985,555,000 ",,SP4 0JG,PUBLIC,,,
