Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,17/01/13,212001-Agency staff,PZ501-MoJ ICT Feeder,CAPITA RESOURCING LTD,1091592,"£51,768.26",34869 CIPHERL00504 -Strategy Consultant (RC Programme Director) -  for a maximum of 150 days from 28/08/2012 to 30/03/2013 subject to the terms and conditions of contract reference RPUSW 0827-1,SL6 1DP,0000,Admin
Ministry of Justice,MoJ HQ,24/01/13,212001-Agency staff,PZ501-MoJ ICT Feeder,CAPITA RESOURCING LTD,1091983,"£32,879.00",8462 CIPHERL00547 -E2E Transition Manager (RC Programme Manager) -  for a maximum of 111 days from 22/10/2012 to 30/03/2013,SL6 1DP,0000,Programme
Ministry of Justice,MoJ HQ,21/01/13,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,2557,"£30,992.86","CCRC accomodation charges - St Philip's Place, Birmingham",HP2 4XN,0000,Admin
Ministry of Justice,MoJ HQ,21/01/13,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,2557,"£105,162.72","CCRC accomodation charges - St Philip's Place, Birmingham",HP2 4XN,0000,Admin
Ministry of Justice,MoJ HQ,10/01/13,222001-Maintenance,NZ406-Strategic Estates Feeder,M J FERGUSON LTD,1091095,"£242,782.56","PPM monthly costs, June 2012-March 2013, across the MoJ HQ Estate. MTC monthly costs, June 2012-March 2013, across the MoJ HQ Estate.",CIS-CM12 0BT,0000,Admin
Ministry of Justice,MoJ HQ,03/01/13,222002-Other Property Costs,NZ406-Strategic Estates Feeder,HOME OFFICE,2483,"£34,306.08",Grenadier House FM costs for 2012-13,NP20 9BB,0000,Admin
Ministry of Justice,MoJ HQ,10/01/13,222002-Other Property Costs,NZ406-Strategic Estates Feeder,LEGAL SERVICES COMMISSION (LSC),2526,"£77,302.00",Occupancy cost - Queens Square,NP20 9FN,0000,Admin
Ministry of Justice,MoJ HQ,10/01/13,222002-Other Property Costs,NZ406-Strategic Estates Feeder,LEGAL SERVICES COMMISSION (LSC),2525,"£225,020.00",Occupancy cost - Harcourt House,NP20 9FN,0000,Admin
Ministry of Justice,MoJ HQ,21/01/13,222002-Other Property Costs,LZ510-Combined CFO/OSPT Operations,HMRC,2565,"£386,951.30",Accommodation charges - 22 Kingsway,BN12 4XH,0000,Programme
Ministry of Justice,MoJ HQ,17/01/2013,222003-CIS Labour TFM Estates,QY200-OU10 Billback,MITIE JUSTICE LTD,1091670,"£135,994.32",TFM Soft Services Fixed Costs April 2012 to March 2013 MOJ HQ MITIE SECURITY,CIS-BS16 7FH,0000,Admin
Ministry of Justice,MoJ HQ,17/01/13,223000-Other Expenditure,RB999-JPG - CJRD,THE SALVATION ARMY,1091709,"£500,000.00","The Salvation Army acts as prime contractor, commissioning services on behalf of Govt for victims of trafficking. The contract for 2nd yr is valued at £2m, with payments of £500k per quarter starting on 1 October 2012.",SE1 6BN,0000,Programme
Ministry of Justice,MoJ HQ,07/01/2013,223000-Other Expenditure,NZ900-Finance & Corporate Services,HOME OFFICE,2505,"£108,950.46",CAST Project - FY 12-13,NP20 9BB,0000,Admin
Ministry of Justice,MoJ HQ,15/01/2013,223000-Other Expenditure,NZ900-Finance & Corporate Services,OFFICE FOR NATIONAL STATISTICS,2538,"£360,000.00","ONS commission and manage CSEW, Moj have agreed to provide an annula contribution for the survey until 2015. the contribution agreed by ministers for 2012-13 is £360,000.",NP10 8XG,0000,Admin
Ministry of Justice,MoJ HQ,15/01/2013,223000-Other Expenditure,NZ900-Finance & Corporate Services,SHEFFIELD HALLAM UNIVERSITY,1091498,"£25,738.73","Milestone 3-6: 1st draft of Year 1 report, Final draft of Year 1 report, 1st draft of Year 2 report & Acceptance of final draft of Year 2 final report",S1 1WB,0000,Admin
Ministry of Justice,MoJ HQ,10/01/2013,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1090913,"£26,945.89",MoJ Lease Car Service and Fuel Costs FY 12-13,SN5 6PQ,0000,Admin
Ministry of Justice,MoJ HQ,21/01/2013,223000-Other Expenditure,QZ600-CPG Other,HMRC,2564,"£220,000.00",MoJ Contribution to CS Local Funding FY12/13,BN12 4XH,0000,Admin,,,,
Ministry of Justice,MoJ HQ,28/01/13,223000-Other Expenditure,LZ600-Transforming Justice,TNT UK LTD,1092479,"£51,441.81",Monthly 'storage' and 'activity' costs for paper records stored by TNT on MoJ's behalf at its secure repositories at Swadlincote. £75k per month,BL8 9AR,0000,Admin,,,,
Ministry of Justice,MoJ HQ,07/01/13,223000-Other Expenditure,LZ600-Transforming Justice,TNT UK LTD,1090879,"£70,523.68",Monthly 'storage' and 'activity' costs for paper records stored by TNT on MoJ's behalf at its secure repositories at Swadlincote. £75k per month,BL8 9AR,0000,Admin,,,,
Ministry of Justice,MoJ HQ,28/01/13,223001-Printing Postage and Office expenditure,MF600-Directorate of Judicial Offices,THE STATIONERY OFFICE LTD,1092474,"£89,522.62",Inquiry Costs,NR3 1QZ,0000,Programme,,,,
Ministry of Justice,MoJ HQ,24/01/13,224000-Staff travel and other,OZ501-HRD Feeder,XEXEC LTD,1092264,"£82,087.87",MoJ R&R Voucher Scheme - FY 12-13 (Replaces PO 10000029633),NW4 1BE,0000,Admin,,,,
Ministry of Justice,MoJ HQ,02/01/13,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CCRC (CRIMINAL CASES REVIEW COMMISSION),2476,"£430,000.00",Grant-in-aid requirement for Arm's Length Body,B3 2PW,0000,Grant,,,,
Ministry of Justice,MoJ HQ,02/01/13,245000-Grants in Aid to NDPBs,MD600-Information Directorate,INFORMATION COMMISSIONERS OFFICE (ICO),2478,"£1,000,000.00",Grant-in-aid requirement for Arm's Length Body,SK9 5AF,0000,Grant,,,,
Ministry of Justice,MoJ HQ,02/01/13,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,2479,"£35,500,000.00",Grant-in-aid requirement for Arm's Length Body,SW1H 9AJ,0000,Grant,,,,
Ministry of Justice,MoJ HQ,02/01/13,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CICA (CRIMINAL INJURIES COMPENSATION AUTHORITY),2477,"£20,000,000.00",Grant-in-aid requirement for Arm's Length Body,G2 4LN,0000,Grant,,,,
Ministry of Justice,MoJ HQ,03/01/13,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,THE PAROLE BOARD#KY14820002,2487,"£500,000.00",Grant-in-aid requirement for Arm's Length Body,SW1P 2DX,0000,Grant,,,,
Ministry of Justice,MoJ HQ,10/01/13,246000-Current Grants,RB999-JPG - CJRD,DOMESTIC VIOLENCE AND ABUSE SERVICE (SOUTH AND WEST DEVON),1090998,"£28,273.53",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime Victim & Witness General Fund,TQ12 1LZ,0000,Grant,,,,
Ministry of Justice,MoJ HQ,15/01/13,246000-Current Grants,RG999-CFLAP Accumulator,LAW WORKS,1091424,"£29,000.00","""Grant payment to support the work in the field of Pro Bono services.  Funding for 2012-13. """,WC2A 1JF,0000,Grant,,,,
Ministry of Justice,MoJ HQ,10/01/13,246000-Current Grants,RB999-JPG - CJRD,LIGHTHOUSE WOMEN'S AID LTD TRADING AS IPSWICH WOMEN'S AID,1091092,"£29,403.50",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime Victim & Witness General Fund,IP1 1HE,0000,Grant,,,,
Ministry of Justice,MoJ HQ,10/01/13,246000-Current Grants,RB999-JPG - CJRD,IPSWICH AND SUFFOLK COUNCIL FOR RACIAL EQUALITY,1091062,"£31,450.00",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime Victim & Witness General Fund,IP1 3EP,0000,Grant,,,,
Ministry of Justice,MoJ HQ,10/01/13,246000-Current Grants,RB999-JPG - CJRD,NSPCC,1091123,"£46,204.46",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime Victim & Witness General Fund,EC2A 3NH,0000,Grant,,,,
Ministry of Justice,MoJ HQ,15/01/13,246000-Current Grants,RB999-JPG - CJRD,VICTIM SUPPORT,1091526,"£9,500,000.00",Victim Support Core Grant - Quarterly Payment,W1W 6JL,0000,Grant,,,,
Ministry of Justice,MoJ HQ,11/01/13,246000-Current Grants,RB999-JPG - CJRD,DORSET RAPE CRISIS SUPPORT CENTRE#RB31110238,1091293,"£25,000.00",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime Rape Support Fund,BH15 9GN,0000,Grant,
Ministry of Justice,MoJ HQ,25/01/13,246000-Current Grants,RG999-CFLAP Accumulator,CORONERS' COURTS SUPPORT SERVICE#RG70320053,1092267,"£60,000.00",One-off payment the CCSS,SW1P 2ED,0000,Grant,
Ministry of Justice,MoJ HQ,04/01/2013,246000-Current Grants,QZ600-CPG Other,UK SUPREME COURT,2504,"£446,000.00",Funding Contribution for UK Supreme Court FY12/13,NP20 9FN,0000,Grant,
Ministry of Justice,MoJ HQ,04/01/2013,246000-Current Grants,QZ600-CPG Other,UK SUPREME COURT,2503,"£1,313,280.00",Quarterly Funding Contribution for UK Supreme Court FY12/13- Funding Contribution for UKSC Qtr4.,NP20 9FN,0000,Grant,
Ministry of Justice,MoJ HQ,17/01/13,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1091611,"£49,833.14","Electricity supply in 2012-13 to: 102 Petty France, Steel House and Clive House.",PL3 5XQ,0000,Admin,
Ministry of Justice,MoJ HQ,15/01/2013,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1091429,"£43,389.20",ARAMIS Charges for 2012-13 ; to be reconciled and agreed Monthly,NP10 9XA,0000,Admin,
Ministry of Justice,MoJ HQ,15/01/2013,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1091429,"£1,028,755.53",ARAMIS Charges for 2012-13 ; to be reconciled and agreed Monthly,NP10 9XA,0000,Admin,
Ministry of Justice,MoJ HQ,17/01/2013,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1091658,"£224,578.71",Monthly Payroll Service charges for financial year 2012/13 (This replaces PO10000023349),NP10 9XA,0000,Admin,
Ministry of Justice,MoJ HQ,10/01/2013,262000-SCA Costs,QZ600-CPG Other,LIBERATA UK LTD,1091090,"£677,040.00",'FSMO 216c-Managed Accounting Service - FSMO 216C- Fixed Monthly Fee - Dec-12,NP10 8BA,0000,Admin,
Ministry of Justice,MoJ HQ,11/01/13,262000-SCA Costs,QZ500-Arms Length Bodies (CPG),NATIONAL SAVINGS & INVESTMENTS,2531,"£100,166.00",Repayment to National Savings and Investments of loan to pay for modernisation development costs.,SW1V 2QX,0000,Admin,
Ministry of Justice,MoJ HQ,10/01/13,262000-SCA Costs,QZ500-Arms Length Bodies (CPG),NATIONAL SAVINGS & INVESTMENTS,2528,"£531,732.40",Provision of Court Funds Office service for the 2012/13 Financial Year,SW1V 2QX,0000,Admin,
Ministry of Justice,MoJ HQ,10/01/13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),1091111,"£325,945.20",Parc YOI Contract - FY 12-13,NP20 9BB,0000,Programme,
Ministry of Justice,MoJ HQ,31/01/13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),1092748,"£399,554.00",Escorting contract for YOIs - FY 12-13,NP20 9BB,0000,Programme,
Ministry of Justice,MoJ HQ,07/01/13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),1090837,"£474,908.00",Escorting contract for YOIs - FY 12-13,NP20 9BB,0000,Programme,
Ministry of Justice,MoJ HQ,10/01/13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,MEDOMSLEY TRAINING SERVICES LTD,1091106,"£680,305.54","Operation Delivery services in respect of Prisons, YOIs or STCs",RG29 9XB,0000,Programme,
Ministry of Justice,MoJ HQ,15/01/13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (ONLEY) LTD,1091366,"£1,278,950.57","Operation Delivery services in respect of Prisons, YOIs or STCs",WR12 7LJ,0000,Programme,
Ministry of Justice,MoJ HQ,15/01/13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (COOKHAM WOOD) LTD,1091365,"£1,365,172.33","Operation Delivery services in respect of Prisons, YOIs or STCs",WR12 7LJ,0000,Programme,
Ministry of Justice,MoJ HQ,31/01/13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),1092748,"£2,333,996.58",Ashfield YOI Contract - FY 12-13,NP20 9BB,0000,Programme,
Ministry of Justice,MoJ HQ,31/01/13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),1092748,"£2,410,937.19",Ashfield YOI Contract - FY 12-13,NP20 9BB,0000,Programme,
Ministry of Justice,MoJ HQ,24/01/13,263000-Other Contracted Out Services,LZ600-Transforming Justice,STAFFORDSHIRE COUNTY COUNCIL,1092218,"£173,780.83",Staffordshire Council County provides the Claims Management Regulation Monitoring and Compliance Unit under contract to the MOJ.,ST16 2LG,0000,Admin,
Ministry of Justice,MoJ HQ,10/01/13,264000-Consultancy,MF600-Directorate of Judicial Offices,PUNTER SOUTHALL LTD,1091154,"£34,085.00",To provide actuarial advice on Pension reform.,SW1Y 4UJ,0000,Programme,
Ministry of Justice,MoJ HQ,10/01/13,264000-Consultancy,PZ501-MoJ ICT Feeder,ERNST & YOUNG LLP,1091010,"£917,742.39",A flexible Managed PMO Service for the Future IT Sourcing programme (FITS) PN101,SE1 2AF,0000,Programme,
Ministry of Justice,MoJ HQ,03/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1090661,"£34,464.98",FJS Governance   Managed Service (Schedule),WA3 9BD,0000,Programme,
Ministry of Justice,MoJ HQ,03/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1090661,"£44,463.05",CJSE Transition (E204) Fujitsu CCNF452-02 Exit Assistance T&M ,WA3 9BD,E204,Programme,
Ministry of Justice,MoJ HQ,03/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1090629,"£50,145.72","A-R-02726-03 Resilient Solution	One Off Charge -Atos Labour,Third prty services,Procurement,Contingency						  						",WV10 6UH,0000,Programme,
Ministry of Justice,MoJ HQ,03/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1090687,"£114,836.00",ICT Printing (Schedule),CF31 9AP,0000,Programme,
Ministry of Justice,MoJ HQ,03/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1090675,"£118,566.59",HP ICT Hosting (VAT Rec) FY12/13 (Schedule),RG12 1HN,0000,Programme,
Ministry of Justice,MoJ HQ,03/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1090639,"£126,018.78",JVS NOMS VCT Call Launching Service Recurring Charges,MK3 5JP,0000,Programme,
Ministry of Justice,MoJ HQ,03/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1090687,"£164,588.70",Service Management Services Dec 12,CF31 9AP,0000,Programme,
Ministry of Justice,MoJ HQ,03/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1090687,"£402,178.00",ICT Hosting (Schedule),CF31 9AP,0000,Programme,
Ministry of Justice,MoJ HQ,03/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1090687,"£2,533,071.53",ICT App Maint & Supp (Schedule),CF31 9AP,0000,Programme,
Ministry of Justice,MoJ HQ,07/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1090826,"£25,891.00",CCN - LR-3175-02 - Meris Upgrade T&M (one off cost),CF31 9AP,E007,Programme,
Ministry of Justice,MoJ HQ,07/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1090791,"£26,742.16","CCN No: 432 - YJB Connectivity Hosting 01/04/12 - 31/07/13					 					 							",WA3 9BD,0000,Programme,
Ministry of Justice,MoJ HQ,07/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1090826,"£28,857.94","L-S-3456-03-Service Design Proposal Document	one off charge					",CF31 9AP,0000,Admin,
Ministry of Justice,MoJ HQ,07/01/13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1090752,"£94,926.83","CCN2277-01 (CIR¿NOP¿0987) WAN/LAN Decommissioning Resources	One Off Charge					",WV10 6UH,E149,Programme,
