Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,14/06/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,ANNINGTON RECEIVABLES LTD,W1U 1DR,140028,Rent UK married quarters - operating lease payments,"£42,699,283.63"
Ministry of Defence,Ministry of Defence,13/06/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,AMEC(AGL) LTD,DL1 2ED,139552,Fiscal asset under construction - capital in year addition,"£36,000,000.00"
Ministry of Defence,Ministry of Defence,16/06/2016,Development costs for military equipment,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,GU14 6YU,140844,Intangible single use military equipment asset  - in year capital addition,"£22,705,724.33"
Ministry of Defence,Ministry of Defence,09/06/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,DAEWOO SHIPBUILDING AND MARINE ENGINEERING CO LTD,,138679,Fiscal asset under construction - capital in year addition,"£22,375,785.66"
Ministry of Defence,Ministry of Defence,20/06/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,141651,Single use military equipment asset under construction - capital in year addition,"£20,521,801.00"
Ministry of Defence,Ministry of Defence,09/06/2016,Energy conservation and environmental charges.,DEFENCE INFRASTRUCTURE ORGANISATION,DEPARTMENT OF ENERGY AND CLIMATE CHANGE,SW1A 2AW,138685,Consumption of CRC energy efficiency scheme allowances,"£17,535,556.50"
Ministry of Defence,Ministry of Defence,01/06/2016,Development costs for military equipment,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,136240,Intangible fiscal asset  - in year capital addition,"£15,366,000.00"
Ministry of Defence,Ministry of Defence,01/06/2016,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,136288,Fees for professional services excluding legal fees,"£11,263,222.32"
Ministry of Defence,Ministry of Defence,22/06/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV3 0SR,143973,Works - estate management,"£10,698,271.78"
Ministry of Defence,Ministry of Defence,15/06/2016,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,140344,Equipment support non-project costs,"£10,375,946.83"
Ministry of Defence,Ministry of Defence,13/06/2016,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,139701,Utilities consumed - electricity,"£10,024,214.22"
Ministry of Defence,Ministry of Defence,16/06/2016,Government Procurement Card,Ministry of Defence,RBS,,11805,Monthly GPC Payment,"£9,741,016.14"
Ministry of Defence,Ministry of Defence,13/06/2016,Government Procurement Card,Ministry of Defence,RBS MAIN JUN 16,,11804,Monthly GPC Payment,"£9,548,843.24"
Ministry of Defence,Ministry of Defence,09/06/2016,Design services and minor equipment purchases,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,138780,Equipment support non-project costs,"£9,385,617.17"
Ministry of Defence,Ministry of Defence,17/06/2016,Development costs for military equipment,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,2000003516,Intangible single use military equipment asset  - in year capital addition,"£9,362,465.75"
Ministry of Defence,Ministry of Defence,17/06/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,SW1A 2HB,141472,Property non dwellings private finance initiative - service concession arrangement service charge,"£8,880,698.67"
Ministry of Defence,Ministry of Defence,15/06/2016,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,140409,Fees for professional services excluding legal fees,"£8,552,458.73"
Ministry of Defence,Ministry of Defence,24/06/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,145142,Fiscal asset under construction - capital in year addition,"£7,553,531.30"
Ministry of Defence,Ministry of Defence,09/06/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LAGAN LACOVOU JV,,6000016007,Fiscal asset under construction - capital in year addition,"£7,126,209.92"
Ministry of Defence,Ministry of Defence,15/06/2016,IT and communication services,JFC,BYTES SOFTWARE SERVICES LIMITED,KT22 7TW,140368,Information technology services,"£7,000,139.99"
Ministry of Defence,Ministry of Defence,08/06/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,138483,Property dwellings private finance initiative - service concession arrangement service charge,"£6,528,776.80"
Ministry of Defence,Ministry of Defence,23/06/2016,Government Procurement Card,Ministry of Defence,BARCLAYS BANK,,11811,Monthly GPC Payment,"£6,413,754.38"
Ministry of Defence,Ministry of Defence,06/06/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,137593,Fiscal asset under construction - capital in year addition,"£5,671,210.58"
Ministry of Defence,Ministry of Defence,20/06/2016,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,141926,Fees for professional services excluding legal fees,"£5,630,852.40"
Ministry of Defence,Ministry of Defence,20/06/2016,Estate management,Army TLB,HOLDFAST TRAINING SERVICES LTD,W1U 1QX,141784,Estate + facilities management services - accommodation inventory + service,"£5,555,978.48"
Ministry of Defence,Ministry of Defence,14/06/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,140152,Estate core services charge,"£5,323,153.83"
Ministry of Defence,Ministry of Defence,21/06/2016,Spend on Inventory - General,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,142538,Spend on Inventory - General,"£5,242,430.36"
Ministry of Defence,Ministry of Defence,06/06/2016,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,137486,Fees for professional services excluding legal fees,"£4,903,820.50"
Ministry of Defence,Ministry of Defence,09/06/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,138613,Fiscal asset under construction - capital in year addition,"£4,276,111.58"
Ministry of Defence,Ministry of Defence,03/06/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,DEFENCE SUPPORT (ST ATHAN) LIMITED,WC2B 6AN,137083,Rent buildings - non civil estate property and married quarter property,"£4,237,618.83"
Ministry of Defence,Ministry of Defence,03/06/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000015848,Works - estate management,"£4,112,634.37"
Ministry of Defence,Ministry of Defence,20/06/2016,Fees for professional services,Army TLB,CAPITA BUSINESS SERVICES LTD,DL1 9HN,141683,Fees for professional services excluding legal fees,"£3,977,339.35"
Ministry of Defence,Ministry of Defence,17/06/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,141304,Estate core services charge,"£3,920,959.72"
Ministry of Defence,Ministry of Defence,20/06/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,141811,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,863,646.21"
Ministry of Defence,Ministry of Defence,01/06/2016,Spend on Inventory - General,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,136258,Spend on Inventory - General,"£3,821,216.97"
Ministry of Defence,Ministry of Defence,07/06/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,137844,Estate core services charge,"£3,760,661.63"
Ministry of Defence,Ministry of Defence,03/06/2016,IT and communication services,Army TLB,TRUSTMARQUE SOLUTIONS LIMITED,YO32 9GZ,137339,IT Services -internal costs,"£3,701,058.44"
Ministry of Defence,Ministry of Defence,21/06/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,142529,Fiscal asset under construction - capital in year addition,"£3,691,583.51"
Ministry of Defence,Ministry of Defence,21/06/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,142771,Fiscal asset under construction - capital in year addition,"£3,667,121.24"
Ministry of Defence,Ministry of Defence,17/06/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,141278,Single use military equipment asset under construction - capital in year addition,"£3,643,958.40"
Ministry of Defence,Ministry of Defence,07/06/2016,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,137844,Works - civil estate,"£3,614,834.89"
Ministry of Defence,Ministry of Defence,21/06/2016,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,142541,Equipment support non-project costs,"£3,565,692.00"
Ministry of Defence,Ministry of Defence,20/06/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,141918,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,510,729.81"
Ministry of Defence,Ministry of Defence,21/06/2016,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,142538,Equipment support non-project costs,"£3,468,667.36"
Ministry of Defence,Ministry of Defence,17/06/2016,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,141278,Equipment support non-project costs,"£3,206,747.60"
Ministry of Defence,Ministry of Defence,22/06/2016,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,143930,Equipment support non-project costs,"£3,187,320.00"
Ministry of Defence,Ministry of Defence,15/06/2016,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,140321,Plant + machinery private finance initiative - service concession arrangements service charge,"£2,973,976.88"
Ministry of Defence,Ministry of Defence,03/06/2016,Grants to NDPBs,Army TLB,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,137069,Grant in aid to the council of reserve forces and cadet associations,"£2,965,513.17"
Ministry of Defence,Ministry of Defence,24/06/2016,Purchase of information and communications technology,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,145142,IT + communications asset - in year capital addition,"£2,718,761.21"
Ministry of Defence,Ministry of Defence,23/06/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,144845,Estate + facilities management services - accommodation inventory + service,"£2,700,317.67"
Ministry of Defence,Ministry of Defence,17/06/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,HILL PARTNERSHIPS LIMITED,EN9 1BN,141410,Fiscal asset under construction - capital in year addition,"£2,693,313.34"
Ministry of Defence,Ministry of Defence,21/06/2016,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,142588,Grant in aid to the council of reserve forces and cadet associations,"£2,615,436.90"
Ministry of Defence,Ministry of Defence,20/06/2016,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,141646,Equipment support non-project costs,"£2,570,169.00"
Ministry of Defence,Ministry of Defence,17/06/2016,Research and development,Army TLB,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,141465,Research and development incurred on projects with defence science and technology laboratory,"£2,541,600.00"
Ministry of Defence,Ministry of Defence,07/06/2016,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,137863,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,518,078.19"
Ministry of Defence,Ministry of Defence,10/06/2016,Spend on Inventory - General,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,139049,Spend on Inventory - General,"£2,428,641.91"
