Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,13/10/2015,Current Grants E,"Strategy, International and Biosecurity DG",IPGRI Bioversity International,81015,"25,035.00",FOREIGN PAYMENT DARWIN  INITIATIVE PROJECT 22-017-2015-16 Q3 GRANT CLAIM MUTUALLY SUPPORTIVE IMPLEMENTATION OF THE NAGOYA PROTOCOL AND PLANT TREATY,,,,DARWDFID,Expense,
DEFRA,DEFRA,19/10/2015,Capital LA Grant E,Policy Delivery DG,Isle Of Wight Council,93390406,"195,749.00",PO 371751 FLOOD RESILIENT GRANT Q4,PO3O 1UD,,,0,Expense,
DEFRA,DEFRA,05/10/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Jacobs UK Ltd,B1723096001,"36,000.00",PO 379919 SEPTEMBER FEE APPLICATION NO 1,LS11 9DX,,,B085P002,Asset,
DEFRA,DEFRA,13/10/2015,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,51015,"734,000.00",PO 376879 GIS PAYMENT FOR JNCC,PE1 1JY,SME,GIA,0,Expense,
DEFRA,DEFRA,05/10/2015,Civil service Pension Administration,Chief Operating Officer DG,JSS Pensions Administration,RCPS10578,"42,689.30","PO 370269,  SEPTEMBER 2015 PENSION HRI",SN2 1FF,,16500,0,Expense,
DEFRA,DEFRA,19/10/2015,Other Current Payments E,Policy Delivery DG,JSS Pensions Administration,RCPS10584,"151,903.07",PO 376876 SEPTEMBER 2015 PENSIONS NCC,SN2 1UH,,,0,Expense,
DEFRA,DEFRA,15/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Keep Britain Tidy,110385,"29,986.00","PO 379796,  EQO 107 LOCAL ENVIRONMENTAL QUALITY SURVEY",WN3 4EX,SME,EQ0107,0,Expense,
DEFRA,DEFRA,15/10/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Kier Construction Western & Wales,15020015,"72,000.00","PO 376933, FERA BUILDING 23 11F27",BS15 4WW,,10195 J,B281P010,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Kier Facilities Services Ltd,15030024,"85,994.06",PO 380194 EDEN BRIDGE HOUSE RELAMPING,RG21 4HG,,10195J,B177P003,Asset,
DEFRA,DEFRA,29/10/2015,Evidence Non R&D,Policy Delivery DG,Kynetec Ltd,8373006491,"96,359.00",PO 348602 BRITISH SURVEY,RG20 8JE,SME,1307,FCAG0003,Expense,
DEFRA,DEFRA,19/10/2015,Current Grants E,"Strategy, International and Biosecurity DG",L T S International Ltd,2645,"28,045.00",PO 346173 APPLICATION & SUPPORT TO DEC,EH26 0PH,SME,GIA,0,Expense,
DEFRA,DEFRA,01/10/2015,Current Grants E,Policy Delivery DG,Lake District National Park Auth,110915,"1,217,648.00","PO 377273, LAKE DISTRICT NATIONAL PARK AUTHORITY 2015/16 Q3",LA9 7RL,SME,IGS,LAKEDIST,Expense,
DEFRA,DEFRA,29/10/2015,Telephone Call Charges (C),Chief Operating Officer DG,Level 3 Communications UK Limited,80407075,"133,817.30",PO 377406 CHARGES,RG24 8NA,,40564,0,Expense,
DEFRA,DEFRA,29/10/2015,Capital LA Grant E,Policy Delivery DG,London Borough Of Bromley,700808415,"49,874.38",PO 373000 PAYMENT FOR FLOOD RESILIENCE GRANTS QTR 1 15/16,BR1 3UH,,GRANT,0,Expense,
DEFRA,DEFRA,29/10/2015,IT Software,Chief Operating Officer DG,M D S Technologies Ltd,4623,"173,113.84",PO 377778 PHYSICAL SERVERS AND STORAGE CHARGES FOR SEP 2015,SN14 0GX,SME,8887,CAPDFA08,Expense,
DEFRA,DEFRA,23/10/2015,IT Consultancy Non-Scheme,Chief Operating Officer DG,M4 MANAGED SERVICES INTERNATIONAL LTD,DEFRAM41509,"63,882.00",PO 380372 EXPLORATORY MANAGEMENT,CF11 9LJ,SME,,CAPDPROG,Expense,
DEFRA,DEFRA,07/10/2015,Capital LA Grant E,Policy Delivery DG,Maidstone Borough Council,2010274,"219,768.11",PO 371761 REPAIR & RENEW GRANTS,ME15 6JQ,,Grant,0,Expense,
DEFRA,DEFRA,13/10/2015,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,61015,"237,000.00",PO 361076 GRANT IN AID PAYMENT TO MMO  OCT 2015,NE4 7YH,,,0,Expense,
DEFRA,DEFRA,15/10/2015,Contractor - Management Cover,Chief Operating Officer DG,Merrick UK Ltd,103,"43,004.40",PO 378906 WEYBRIDGE NCS TECHNICAL COORDINATION,80111,,17359,B0870000,Expense,
DEFRA,DEFRA,13/10/2015,Current Grants E,Policy Delivery DG,Met Office,I0099214,"575,000.00",PO 361544 FROM 01.10.2015 TO 31.12.2015 FLOOD FORECASTING CENTRE FY 1516,EX1 3PB,,IGS,0,Expense,
DEFRA,DEFRA,09/10/2015,Overhead Incidental Expenses,Chief Operating Officer DG,Ministry Of Justice,IOH162HQ11926,"113,756.40",PO 378579 C RECOVERY FROM OTHER GOV DEPARTMENTS CSHR,NP20 9BB,,IGS,0,Expense,
DEFRA,DEFRA,01/10/2015,Estates Professional Fees & Services,Chief Operating Officer DG,Montagu Evans LLP,WE160043,"60,000.00","PO 377292,  Professional Chartered Surveyor fees relating to the disposal of a freehold premises",W1J 8BA,SME,8972,B1290000,Expense,
DEFRA,DEFRA,07/10/2015,Current Grants E,Policy Delivery DG,National Farmers Union,OP0030402,"140,823.77",PO 375654 CFE RCT CONTRACT,CV8 2TZ,SME,21635,0,Expense,
DEFRA,DEFRA,05/10/2015,Current Grants E,"Strategy, International and Biosecurity DG",National Farmers Union,OP0030420,"67,000.00",PO 379342 FU SOUTH WEST TB FARMER ADVISORY SERVICE GRANT FUNDING 1 APR 15 TO 30 JUN 15,CV8 2TZ,SME,21730,FAP00001,Expense,
DEFRA,DEFRA,27/10/2015,International Subscriptions (Foreign Payments),"Strategy, International and Biosecurity DG",National Measurement Office,E017711,"299,820.00",PO 374455 TO CHARGE FOR WORK CARRIED OUT BY THE NMRO,TW11 0JZ,,FDP,0,Expense,
DEFRA,DEFRA,13/10/2015,Inwards Secondments,Chief Operating Officer DG,Natural England,8000022188,"38,592.50",PO 375796 NE140 STAFF SECONDMENTS SALARY AND EXPENSES,CW1 6GJ,,DFP,0,Expense,
DEFRA,DEFRA,05/10/2015,Grant-in Aid Payments,Policy Delivery DG,Natural England,230915,"9,000,000.00",PO 376763 GRANT IN AID PAYMENT FOR NATURAL ENGLAND OCT 15,YO1 7PX,,DFP,0,Expense,
DEFRA,DEFRA,27/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Natural Environ Research Council,NERC16046,"200,000.00","PO 348092,  2015/16 CONTRIBUTION TO SHELF SEA",SN2 1EU,,Exempt,0,Expense,
DEFRA,DEFRA,13/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Natural Environ Research Council,7060008732CR,"-124,978.00",PO 372351 CREDIT NOT FOR INVOICE 7060007763,SN2 1EU,,AQ0833,AQRDXXXX,Expense,
DEFRA,DEFRA,29/10/2015,Contractor - Management Cover,Chief Operating Officer DG,Networkers International (UK) Plc,411126890,"35,942.40",PO 379108 P/E 30/08/15,BR1 1HP,,42320,CAPDFA08,Expense,
DEFRA,DEFRA,01/10/2015,Current Grants E,Policy Delivery DG,New Forest National Park Auth,240915,"751,790.00","PO 377264,  NEW FOREST NATIONAL PARK AUTHORITY Q3 GRANT CLAIM 2015/16",SO41 9ZG,SME,IGS,NEFOREST,Expense,
DEFRA,DEFRA,15/10/2015,Capital LA Grant E,Policy Delivery DG,Newark & Sherwood District Council,I0093714,"462,413.01",PO 376201 REPAIR AND RENEW GRANT CLAIM,NG23 5QX,,IGS,0,Expense,
DEFRA,DEFRA,29/10/2015,Capital LA Grant E,Policy Delivery DG,North Dorset District Council,500291028,"72,860.60",PO 371768 REPAIR AND RENEWAL GRANT QTR 2015 2016,DT11 7LL,SME,GRANT,0,Expense,
DEFRA,DEFRA,01/10/2015,Capital LA Grant E,Policy Delivery DG,North Norfolk District Council,SSDX0001A0000429,"235,273.15","PO 371593, ,  REPAIR & RENEW GRANT CLAIM Q1 15/16, 01/04/15 TO 30/06/15",NR27 9EN,,Grant,0,Expense,
DEFRA,DEFRA,01/10/2015,Current Grants E,Policy Delivery DG,North York Moors National Park,240915,"1,023,197.00","PO 377271,  NORTH YORK MOORS NATIONAL PARK AUTHORITY 2015/16 QTR 3",YO62 5BP,SME,GIA,YORKMOOR,Expense,
DEFRA,DEFRA,01/10/2015,Current Grants E,Policy Delivery DG,Northumberland Nat Park Authority,240915,"127,900.00","PO 377270,  NORTHUMBERLAND NATIONAL PARK AUTHORITY Q3 2015/16",NE46 1BS,SME,IGS,NORTHUMB,Expense,
DEFRA,DEFRA,05/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Nottingham Trent University,1218232,"30,348.00",PO 370261 MILESTONE 3 STAGE PAYMENT,NG1 4BU,,EV0554,0,Expense,
DEFRA,DEFRA,14/10/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",OEPP/EPPO,1521094,"90,075.84",FOREIGN PAYMENT,75011,SME,,0,Expense,
DEFRA,DEFRA,01/10/2015,Current Grants E,Policy Delivery DG,Peak District National Park Auth,240915,"1,500,000.00","PO 377269, PEAK NATIONAL PARK AUTHORITY Q3 2015/16",DE45 1AE,SME,IGS,PEAKDIST,Expense,
DEFRA,DEFRA,19/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,R S P B,SLINV00028631,"43,426.00",PO 370712 PROJECT LM 0108,SG19 2DL,,LM0108,0,Expense,
DEFRA,DEFRA,29/10/2015,IBM Base Services Control,Chief Operating Officer DG,Rackspace Ltd,582752,"25,142.51",PO 371976 CLOUD BLOCK STORAGE - VOL FEE,UB3 4AZ,SME,16716,CAPDFA08,Expense,
DEFRA,DEFRA,15/10/2015,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,114407,"235,422.87",DEFRA SEPT. 2015 BILL,BD1 3AZ,SME,,0,Asset,
DEFRA,DEFRA,01/10/2015,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6161087,"25,820.00",PO 343252 BASELINE MEASUREMENT OF UK STRATOSPHERIC OZONE AND SPECTRAL UV CHARGES FOR SEPT 2015,OX11 0QR,,Exempt,AQNONRDX,Expense,
DEFRA,DEFRA,23/10/2015,Other Current Payments E,Policy Delivery DG,Ricardo-A E A Ltd,6161310,"56,744.72",PO 358322 INVOICE FOR PERIOD SEPTEMBER 2015,OX11 0QJ,,1319,0,Expense,
DEFRA,DEFRA,23/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6161207,"61,190.00",PO 366855 MODELLING OF AMBIENT AIR QUALITY CALL OFF ED59323,OX11 0QR,,16507,AQRDXXXX,Expense,
DEFRA,DEFRA,23/10/2015,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6161204,"90,353.00",PO 377990 CONTRACT REF 21316 MONTHLY INVOICE FOR 01-30 SEP 2015 AURN QAQC,OX11 0QR,,18221,AQNONRDX,Expense,
DEFRA,DEFRA,13/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6161136,"39,296.50",PO 351104 CORE WORK UNDERTAKEN,OX11 0QR,,AQ0726,AQRDXXXX,Expense,
DEFRA,DEFRA,27/10/2015,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6161205,"86,761.00",PO 379831 SUPPLIER NO 549133 CONTRACT REF 21549,OX11 0QR,,21549,AQNONRDX,Expense,
DEFRA,DEFRA,09/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Rothamsted Research Ltd,INV104318,"135,373.00",PO 366945 PAYMENT MILESTONE 1,AL5 2JQ,,SCF0102,0,Expense,
DEFRA,DEFRA,05/10/2015,Capital LA Grant E,Policy Delivery DG,Royal Borough of Greenwich,10211311,"76,946.32",PO 371623 REPAIR AND RENEW GRANT CLAIM FOR THE ROYAL BOROUGH OF GREENWICH,SE18 6HQ,,GRANT,0,Expense,
DEFRA,DEFRA,01/10/2015,Grant-in Aid Payments,Policy Delivery DG,Royal Botanic Gardens Kew,KEWGIA071516,"2,000,000.00",PO 376825 THE GRANT IN AID REQUEST TAKES ACCOUNT OF THE PREDICTED BALANCE AT THE END OF JUNE,TW9 3AB,,GIA,0,Expense,
DEFRA,DEFRA,27/10/2015,Contractor - Management Cover,Chief Operating Officer DG,Rural Payments Agency,ARI000652,"219,532.20",PO 379689 RPA ACCENTURE ENVIRONMENTS COSTS RECHARGE AUG 2015,RG1 1AF,SME,DFP,CAPDFA08,Expense,
DEFRA,DEFRA,27/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Rural Payments Agency,ARI000654,"172,878.69",PO 379551 RPA ACCENTURE LEGACY COSTS RECHARGE AUG 2015,RG1 1AF,SME,CAP444,CAPDFA10,Asset,
DEFRA,DEFRA,27/10/2015,IT Software,Chief Operating Officer DG,Rural Payments Agency,ARI000656,"395,333.46",PO 380212 RPA ORACLE 427 PERPETUAL LICENSES AND SUPPORT COSTS AR REFUND 07,RG1 1AF,SME,DFP,CAPDFA08,Expense,
DEFRA,DEFRA,27/10/2015,Contractor - Management Cover,Chief Operating Officer DG,Rural Payments Agency,ARI000655,"28,054.80",PO 380056 RPA DELOITTE COSTS RECHARGE APR JUL 2015 PAYMENTS,RG1 1AF,SME,DFP,CAPDBCFM,Expense,
DEFRA,DEFRA,27/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Rural Payments Agency,ARI000657,"53,702.44",PO 377656 RPA STERIA INV100077398 RECHARGE MAR 15,RG1 1AF,SME,DFP,CAPDFA10,Asset,
DEFRA,DEFRA,23/10/2015,Evidence Non R&D,"Strategy, International and Biosecurity DG",S A M I Consulting Ltd,DEFRA008,"42,093.75",PO 378720 MILESTONE 4 SEPT,RG14 1DY,SME,17273,HSFUTURE,Expense,
DEFRA,DEFRA,07/10/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Sac Commercial Ltd,20824611,"30,000.00",PO 372158 COLLABORATIVE RESEARCH ON THE ROLE OF TRADE BETWEEN UK AND CHINA,EH9 3JG,,SCF0306,RDEVFUND,Expense,
DEFRA,DEFRA,27/10/2015,Capital LA Grant E,Policy Delivery DG,Sedgemoor District Council.,EV023942,"168,146.55",PO 371608 REPAIR AND RENEW GRANT,TA6 3AR,,IGS,0,Expense,
DEFRA,DEFRA,29/10/2015,Contracted Out Services Fixed Charges,Chief Operating Officer DG,Shared Services Connected Ltd,100001560,"502,888.39",PO 366914 FIXED MONTHLY CHARGE OCT 2015,HP2 7AH,,ecm_4524,0,Expense,
DEFRA,DEFRA,15/10/2015,Other Current Payments E,Policy Delivery DG,Soil Association Certification Ltd,191668,"34,231.89",PO 371796 DEFRA GRANT AID TO THE ORGANIC CONTROL BODIES QTR 2 PERIOD 1.7.15 TO 30.9.15,BS1 3NX,SME,,0,Expense,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Sopra Steria Ltd,100080994,"29,195.50",PO 379206 OUR REF 1145889 T&M LEGACY AUGUST 2015,HP2 7AH,,35361,CAPDFA10,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Sopra Steria Ltd,100080992,"65,166.64","PO 380065 OUR REF 1145889 T&M CLIENT ENHANCEMENT JULY, AUGUST 2015",HP2 7AH,,,CAPDFA02,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Sopra Steria Ltd,100080991,"789,637.13","PO 378216 OUR REF 1145889 T&M JULY, AUGUST 2015",HP2 7AH,,42253,CAPDFA02,Asset,
DEFRA,DEFRA,01/10/2015,Current Grants E,Policy Delivery DG,South Downs National Park Authority,80915,"2,086,106.00","PO 377268,  SOUTH DOWNS NATIONAL PARK AUTHORITY Q3",GU29 9SB,,IGS,SDOWNS01,Expense,
DEFRA,DEFRA,27/10/2015,Capital LA Grant E,Policy Delivery DG,South Oxfordshire District Council,10097627,"140,976.59",PO 371730 QTR 1 FY 2015/16 RENEWAL GRANTS,OX10 8NL,,GRANT,0,Expense,
DEFRA,DEFRA,15/10/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",South Western B P S (UK) Ltd,30000289,"51,566.94",PO 377755 NUMBER OF ELECTRONIC MOVES,NW1 5RA,SME,17731,0,Expense,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM067681,"706,224.35",PO 370081  PACK 7 PILLER NELMS OPTIONS NOVEMBER 2014,B11 2LE,SME,16959,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM065888,"71,355.67","PO 378080, SPRINT 49, PORTAL DEVELOPMENT COST",B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM059707,"27,837.56",PO 378080 KAINOS SPRINT 48 LMS DEVELOPMENT COST,B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM063687,"53,825.42",PO 378080 SPRINT 51 PROG COST AND WEB OPS COST,B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM065890,"61,476.79","PO 378080, SPRINT  49, PROGRAMME COST",B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM065889,"31,058.44","PO 378080, SPRINT 49, LMS DEVELOPMENT COST",B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM065891,"82,809.21","PO 378080, SPRINT 51 PORTAL DEVELOPMENT COST",B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM063684,"70,134.30",PO 378080 SPRINT 50 PORTAL DEVELOPMENT COSTS,B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM063685,"44,040.10",PO 378080 SPRINT 50 PROG COST AND WEB OPS COSTS,B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM059708,"60,236.50",PO 378080 KAINOS SPRINT 48 PROGRAMME COST,B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM067680,"564,979.48",PO 377141 Abaco Retainer on WP 3 (Apr to Jul 15),B11 2LE,SME,,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM059706,"85,887.96",PO 378080 KAINOS SPRINT 48 PORTAL DEVELOPMENT COST,B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,29/10/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM063683,"28,865.17",PO 378080 SPRINT 50 LMS DEVELOPMENT COSTS,B11 2LE,SME,18252,CAPDFA01,Asset,
DEFRA,DEFRA,05/10/2015,Capital LA Grant E,Policy Delivery DG,St Albans District Council,947210,"36,072.00",PO 371722 REIMBURSEMENTS OF FLOOD COSTS QTR 1 FY 2015/16,AL1 3JE,,GRANT,0,Expense,
DEFRA,DEFRA,01/10/2015,Capital LA Grant E,Policy Delivery DG,Suffolk Coastal District Council,SI151019,"96,725.57","PO 371709, REPAIR & RENEW GRANT CLAIM Q1 15/16  FOR PERIOD  01/04/15 TO 14/08/15",IP12 1AU,,GRANT,0,Expense,
DEFRA,DEFRA,01/10/2015,Capital LA Grant E,Policy Delivery DG,Swale Borough Council,7220175174,"93,100.00","PO 371741,  REPAIR & RENEW GRANT FUNDS Q1 2015/16",ME10 3HT,,Grant,0,Expense,
DEFRA,DEFRA,29/10/2015,Capital LA Grant E,Policy Delivery DG,Tendring District Council,4194239,"32,668.00",PO 371736 QTR 1 2015.16 FLOOD RECOVERY REPAIR AND RENEW GRANT,CO15 1SE,,IGS,0,Expense,
DEFRA,DEFRA,05/10/2015,Capital LA Grant E,Policy Delivery DG,Test Valley Borough Council,10022275,"67,287.00",PO 371735 TEST VALLEY BOROUGH FLOOD RECOVERY REPAIR AND RENEW GRANT REIMBURSEMENTS APRIL TO JUNE 20015,SP10 3AJ,,IGS,0,Expense,
DEFRA,DEFRA,27/10/2015,Current Grants E,"Strategy, International and Biosecurity DG",The Born Free Foundation Ltd,21015,"36,799.69",PO 376090 DARWIN GRANT CLAIM FORM REF XXIWT007 Q3 FROM OCT TO DEC 2015,RH12 4QP,SME,,IWTXXXXX,Expense,
DEFRA,DEFRA,13/10/2015,Other Current Payments E,Policy Delivery DG,The Coal Authority,CA127710,"347,615.82",PO 377301 WHEAL JANE OPERATIONS,NG18 4RG,SME,17479,0,Expense,
DEFRA,DEFRA,13/10/2015,Other Current Payments E,Policy Delivery DG,The Coal Authority,CA127709,"645,615.00",PO 377916 QTR 3 2015/16 F'CAST REVENUE SPEND,NG18 4RG,SME,FDP,0,Expense,
DEFRA,DEFRA,27/10/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-563962-53322,"35,008.83",SE2940 - Molecular epidemiology of foot-and-mouth disease virus - The Pirbright Institute  Oct 15,GU24 0NF,,SE2940,0,Expense,
DEFRA,DEFRA,27/10/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-563971-53326,"66,567.41",SE2815 - Developing improved methods to quantify transmission of foot-and-mouth disease virus - Pirbright Institute - Oct 15,GU24 0NF,,SE2815,0,Expense,
DEFRA,DEFRA,27/10/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-563969-53324,"76,051.67",SE1128 - Planned R&D in support of FMD diagnostic capability - The Pirbright Institute -  Oct 15,GU24 0NF,,,0,Expense,
DEFRA,DEFRA,05/10/2015,Capital LA Grant E,Policy Delivery DG,Tonbridge & Malling B C,47446,"257,103.68",PO 371758 REPAIR AND RENEW GRANT QTR 1 2015/16,ME19 4LZ,,Grant,0,Expense,
DEFRA,DEFRA,19/10/2015,Treasury Solicitors,Chief Operating Officer DG,Treasury Solicitors Department,A2194,"63,000.00",PO 377853 TO OUR CHARGES FOR PROFESSIONAL WORK FROM 01 OCTOBER - 31 DECEMBER 15,WC2B 4TS,,IGS,0,Expense,
DEFRA,DEFRA,19/10/2015,Treasury Solicitors,Chief Operating Officer DG,Treasury Solicitors Department,A2193,"1,970,250.00",PO 377853 TO OUR CHARGES FOR PROFESSIONAL WORK FROM 01 OCTOBER - 31 DECEMBER 15,WC2B 4TS,,IGS,0,Expense,
DEFRA,DEFRA,23/10/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",University Of Glasgow,201015,"43,049.66",PO 374088 SE3290 (Phase II),G12 8QQ,,16977,0,Expense,
DEFRA,DEFRA,01/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Kent,532991,"30,891.94",PO 374771 INVOICE FOR MILESTONE 7 & 8,CT2 7NZ,,WC1108,BIODECOS,Expense,
DEFRA,DEFRA,27/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Reading,ERS-563609-53282,"49,636.66",AC0122 - Optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems -  University of Reading - Oct 15,RG6 6AH,,,SFFS0005,Expense,
DEFRA,DEFRA,15/10/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of The West Of England,11051016,"43,091.00",PO 377228 SUPPORTING THE UPTAKE,BS16 1QY,,FD2682,0,Expense,
DEFRA,DEFRA,01/10/2015,Purchase of Samples,Chief Operating Officer DG,University Of Warwick,90835971,"26,054.33",RESEARCH PROJECT COSTS,CV4 8UW,,,0,Expense,
DEFRA,DEFRA,05/10/2015,Capital LA Grant E,Policy Delivery DG,Vale Of White Horse District Council,90047954,"35,273.51",PO 371754 REIMBURSEMENTS FOR PAYMENT MADE DURING QTR 1 OF FY 2015/16,OX10 8ED,,Grant,0,Expense,
DEFRA,DEFRA,23/10/2015,Current grants to charitable bodies,Policy Delivery DG,Waste & Resources Action Programme,161015,"-275,356.00",PO 377174 PARTIAL CREDIT NOTE FOR REF INV OCTOBER1,OX16 0AH,,,0,Expense,
DEFRA,DEFRA,19/10/2015,Current grants to charitable bodies,Policy Delivery DG,Waste & Resources Action Programme,Oct-01,"1,058,924.00",PO 377174 CLAIM FOR GRANT FUNDING WRAP,OX16 0AH,,,0,Expense,
DEFRA,DEFRA,09/10/2015,Capital LA Grant E,Policy Delivery DG,Waveney District Council,7199040,"372,473.48",PO 371578 WAVENEY DISTRICT COUNCIL REPAIR AND RENEW CLAIM 01.04.15 TO 14.08.15,NR32 1HH,SME,GRANT,0,Expense,
DEFRA,DEFRA,07/10/2015,Capital LA Grant E,Policy Delivery DG,West Berkshire Council,2.23123E+11,"204,468.32",PO 371731 REPAIR & RENEW GRANT PAYMENT,RG14 5LD,,IGS,0,Expense,
DEFRA,DEFRA,13/10/2015,Capital LA Grant E,Policy Delivery DG,West Oxfordshire District Council,33088882,"49,401.00",PO 371723 REVENUE CONTRIBUTION TO FLOOD ALLEVIATION SCHEMES REVISED FINAL CLAIM RRG,OX28 1NB,,Grant,0,Expense,
DEFRA,DEFRA,26/10/2015,Current Grants E,"Strategy, International and Biosecurity DG",Wildlife Conservation Society,201015,"26,937.50",FOREIGN PAYMENT 22-016 GAF DARWIN INITIATIVE PROJECT 22-016 Q3 2015-16 GRANT CLAIM SECURING LIVELIHOODS HEALTH AND BIODIVERSITY THROUGH SEASCAPE - SCALE SUSTAINABLE FISHERIES CO-MANAGEMENT,10460,,,DARWDFID,Expense,
DEFRA,DEFRA,26/10/2015,Current Grants E,"Strategy, International and Biosecurity DG",Wildlife Conservation Society,2.21015E+12,"30,515.50",FOREIGN PAYMENT DEFRA PROJECT IWT014 Q3 GRANT CLAIM 2015-16 BI - NATIONAL COLLABORATION TO ERADICATE WILDLIFE TRAFFICKING IN BELIZE & GUATEMALA,10460,,,IWTXXXXX,Expense,
DEFRA,DEFRA,26/10/2015,Current Grants E,"Strategy, International and Biosecurity DG",Wildlife Conservation Society,2.21015E+12,"27,955.50",FOREIGN PAYMENT DEFRA DARWIN INITIATIVE PROJECT 21-004 Q3 CLAIM 2015-16,10460,,,DARWDFID,Expense,
DEFRA,DEFRA,26/10/2015,Current Grants E,"Strategy, International and Biosecurity DG",Wildlife Conservation Society,2.21015E+12,"28,626.75",FOREIGN PAYMENT DEFRA PROJECT IWT016 Q3 GRANT CLAIM 2015-16 STRENGTHENING INSTITUTIONAL FRAMEWORKS TO COMBAT WILDLIFE TRAFFICKING IN INDONESIA,10460,,,IWTXXXXX,Expense,
