"Spend over £25,000 - Publication template",,,,,,,

Procurement led,,,,,,,
Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount 
DEFRA,Environment Agency,21-Oct-10,Managed/Outsource Services,CI SD Management MRA,Capgemini UK Plc,2238987,"5,650,083.85"
DEFRA,Environment Agency,19-Oct-10,Main Contractors,AN Capital WiP,Birse Civils Ltd,2238592,"2,725,861.20"
DEFRA,Environment Agency,21-Oct-10,Main Contractors,AN Capital WiP,Birse Civils Ltd,2238969,"1,777,853.70"
DEFRA,Environment Agency,12-Oct-10,Systems Delivery,HO Capital WiP,Capgemini UK Plc,2237975,"1,741,266.41"
DEFRA,Environment Agency,05-Oct-10,Environmental Services,WA Water and Environment,Welsh Water,2032885,"1,696,903.28"
DEFRA,Environment Agency,14-Oct-10,Leasing,Balance Sheet Codes,Hitachi Capital Vehicle Solutions Ltd,2238373,"1,407,731.35"
DEFRA,Environment Agency,26-Oct-10,Environmental Services,AN Capital WiP,Broadland Environmental Services Ltd,2239320,"1,255,809.19"
DEFRA,Environment Agency,12-Oct-10,Construction Service Providers,HO Capital WiP,Halcrow Group Ltd,2238053,"1,135,861.17"
DEFRA,Environment Agency,28-Oct-10,Main Contractors,NE Capital WiP,Birse Civils Ltd,2239600,"961,806.61"
DEFRA,Environment Agency,21-Oct-10,Main Contractors,MI Capital WiP,Jackson Civil Engineering Ltd,2239097,"938,599.88"
DEFRA,Environment Agency,26-Oct-10,Main Contractors,NW Capital WiP,Volkerstevin Ltd,2239551,"829,807.02"
DEFRA,Environment Agency,07-Oct-10,Main Contractors,AN Capital WiP,Interserve Project Services Ltd,2237726,"773,010.13"
DEFRA,Environment Agency,01-Oct-10,Main Contractors,TH Capital WiP,Birse Civils Ltd,2237080,"698,813.59"
DEFRA,Environment Agency,28-Oct-10,Main Contractors,NE Capital WiP,Interserve Project Services Ltd,2239734,"680,696.19"
DEFRA,Environment Agency,21-Oct-10,Main Contractors,NE Capital WiP,Morrison Construction Ltd,2239143,"666,170.31"
DEFRA,Environment Agency,12-Oct-10,Environmental Services,HO Flood Warning Systems,Met Office,2238112,"628,546.28"
DEFRA,Environment Agency,05-Oct-10,Main Contractors,MI Capital WiP,Birse Civils Ltd,2237355,"595,030.25"
DEFRA,Environment Agency,26-Oct-10,Main Contractors,NE Capital WiP,Interserve Project Services Ltd,2239421,"593,684.67"
DEFRA,Environment Agency,28-Oct-10,Building Repair & Maintenance,Bristol 2010,Westmark Cabot Ltd,2239924,"570,511.64"
DEFRA,Environment Agency,14-Oct-10,Leasing,HO Fleet Operations,Hewden Stuart Plc,2238370,"529,508.75"
DEFRA,Environment Agency,07-Oct-10,Main Contractors,TH Capital WiP,Jackson Civil Engineering Ltd,2237730,"520,299.32"
DEFRA,Environment Agency,19-Oct-10,Construction Service Providers,MI Regional Flood Programme Manager,Jacobs Engineering UK Ltd,2238736,"492,868.97"
DEFRA,Environment Agency,07-Oct-10,Construction Service Providers,SO SSD - AEM South Downs,Black & Veatch Ltd,2237602,"492,721.80"
DEFRA,Environment Agency,19-Oct-10,Main Contractors,AN Capital WiP,Team Van Oord,2238897,"486,668.61"
DEFRA,Environment Agency,19-Oct-10,Main Contractors,NE Capital WiP,Morrison Construction Ltd,2238790,"475,067.03"
DEFRA,Environment Agency,12-Oct-10,Engineering Services,SW Devon & Cornwall Area - Devon AEM,Fraikin Ltd,2238040,"456,268.34"
DEFRA,Environment Agency,28-Oct-10,Construction Service Providers,SW Wessex North- Flood Risk,Black & Veatch Ltd,2239601,"437,816.33"
DEFRA,Environment Agency,26-Oct-10,Main Contractors,WA Capital WiP,Birse Civils Ltd,2033128,"396,372.06"
DEFRA,Environment Agency,14-Oct-10,Building Repair & Maintenance,Bristol 2010,Westmark Cabot Ltd,2238534,"393,492.04"
DEFRA,Environment Agency,01-Oct-10,Main Contractors,TH Capital WiP,Team Van Oord,2237292,"387,245.99"
DEFRA,Environment Agency,14-Oct-10,Main Contractors,NW Capital WiP,Volkerstevin Ltd,2238530,"385,062.16"
DEFRA,Environment Agency,26-Oct-10,Main Contractors,AN Capital WiP,Jackson Civil Engineering Ltd,2239426,"373,359.21"
DEFRA,Environment Agency,19-Oct-10,Environmental Services,HO Flood Warning Systems,Met Office,2238780,"367,799.68"
DEFRA,Environment Agency,05-Oct-10,Main Contractors,NE Capital WiP,Interserve Project Services Ltd,2237439,"351,227.04"
DEFRA,Environment Agency,26-Oct-10,Main Contractors,SO Capital WiP,Birse Civils Ltd,2239308,"350,384.04"
DEFRA,Environment Agency,12-Oct-10,Main Contractors,AN Capital WiP,Jackson Civil Engineering Ltd,2238079,"332,023.17"
DEFRA,Environment Agency,19-Oct-10,Main Contractors,TH West-Ops Delivery,J Breheny Contractors Ltd,2238731,"324,098.85"
DEFRA,Environment Agency,19-Oct-10,Main Contractors,WA Capital WiP,Team Van Oord,2033075,"315,226.52"
DEFRA,Environment Agency,12-Oct-10,Main Contractors,AN Capital WiP,Birse Civils Ltd,2237963,"290,023.12"
DEFRA,Environment Agency,28-Oct-10,Construction Service Providers,AN Regional Flood Programme Manager,Atkins Ltd,2239586,"289,240.31"
DEFRA,Environment Agency,26-Oct-10,Main Contractors,TH South East-Tidal Defence Mgr,Team Van Oord,2239534,"286,268.93"
DEFRA,Environment Agency,14-Oct-10,Specialist Contractors,CI SD Management MRA,Rullion Computer Personnel Ltd,2238482,"284,151.19"
DEFRA,Environment Agency,12-Oct-10,Construction Service Providers,SO KES - Flood Risk,Jacobs Engineering UK Ltd,2238080,"279,522.27"
DEFRA,Environment Agency,19-Oct-10,Business Process Outsourcing Services,National Enforcement Service,Post Office Ltd,2238828,"252,636.90"
DEFRA,Environment Agency,05-Oct-10,Construction Service Providers,MI Regional Flood Programme Manager,Atkins Ltd,2237340,"250,093.15"
DEFRA,Environment Agency,05-Oct-10,Fuels,HO Fleet Operations,Arval Phh,2237334,"231,044.08"
DEFRA,Environment Agency,05-Oct-10,Main Contractors,SO Capital WiP,Pevensey Coastal Defence Ltd,2237490,"219,404.26"
DEFRA,Environment Agency,28-Oct-10,Environmental Services,HO Flood Warning Systems,CEFAS,2239623,"217,345.04"
DEFRA,Environment Agency,28-Oct-10,Rail,Head Office,Redfern Travel Ltd,2239844,"214,142.45"
DEFRA,Environment Agency,12-Oct-10,Electricity,AN Central-Ops Delivery,EDF Energy Ltd,2238015,"203,885.13"
DEFRA,Environment Agency,19-Oct-10,Staff Childcare,Recharge to staff,Edenred Childcare Vouchers Ltd,2238664,"195,698.45"
DEFRA,Environment Agency,12-Oct-10,Vehicle Maintenance,HO Fleet Operations,Briggs Marine Contractors Ltd,2237969,"188,695.84"
DEFRA,Environment Agency,14-Oct-10,Rail,Head Office,Redfern Travel Ltd,2238469,"183,435.73"
DEFRA,Environment Agency,26-Oct-10,"Marine, Coastal & Inland Waterways Services",AN Strategic Env Planning Mgr,Entec UK Ltd,2239378,"181,518.74"
DEFRA,Environment Agency,19-Oct-10,Environmental Services,HO Flood Warning Systems,NERC,2238795,"180,531.83"
DEFRA,Environment Agency,14-Oct-10,Vehicles Maintenance,HO Fleet Operations,Hitachi Capital Commercial Vehicle Services,2238372,"172,600.08"
DEFRA,Environment Agency,14-Oct-10,"Marine, Coastal & Inland Waterways Services",AN Northern-AEM - Kesteven/Spalding,P & R Plant Lincolnshire Ltd,2238450,"166,192.00"
DEFRA,Environment Agency,01-Oct-10,Building Management,HO Facilities Management,CB Richard Ellis Ltd,2237103,"159,377.94"
DEFRA,Environment Agency,28-Oct-10,Environmental Services,MI East-AEM - 3,Ove Arup & Partners Ltd,2239818,"159,033.12"
DEFRA,Environment Agency,28-Oct-10,Construction Service Providers,NE Yorkshire Area North and East Yorks FRM,Haskoning UK Ltd,2239714,"157,027.83"
DEFRA,Environment Agency,01-Oct-10,Main Contractors,NE Capital WiP,Morrison Construction Ltd,2237219,"151,238.99"
DEFRA,Environment Agency,01-Oct-10,Main Contractors,AN Central-Ops Delivery,J Breheny Contractors Ltd,2237182,"144,683.89"
DEFRA,Environment Agency,19-Oct-10,Purchase,TH Capital WiP,Adsyst Automation Ltd,2238554,"143,724.72"
DEFRA,Environment Agency,12-Oct-10,Construction Service Providers,TH South East-Tidal Defence Mgr,EC Harris Llp,2238014,"137,963.16"
DEFRA,Environment Agency,12-Oct-10,Leasing,EA Wales,Hitachi Capital Vehicle Solutions Ltd,2032940,"137,846.61"
DEFRA,Environment Agency,21-Oct-10,Construction Service Providers,AN Capital WiP,Ove Arup & Partners Ltd,2239164,"135,739.57"
DEFRA,Environment Agency,21-Oct-10,Leasing,AN Capital WiP,Hydrex Equipment UK Ltd,2239086,"135,495.55"
DEFRA,Environment Agency,07-Oct-10,Environmental Services,MI Capital WiP,On Site Central Ltd,2237802,"135,164.24"
DEFRA,Environment Agency,01-Oct-10,Audit Services,Finance Service Centre,National Audit Office,2237224,"135,000.00"
DEFRA,Environment Agency,19-Oct-10,Non Procurement Related,"Research, Monitoring and Innovation",EPSRC,2238674,"125,000.00"
DEFRA,Environment Agency,14-Oct-10,"Marine, Coastal & Inland Waterways Services",AN Regional Flood Programme Manager,Jeremy Benn Associates Ltd,2238398,"124,160.15"
DEFRA,Environment Agency,28-Oct-10,Environmental Services,AN Northern - Flood Risk,ADC East Anglia Ltd,2239568,"123,724.18"
DEFRA,Environment Agency,26-Oct-10,Non Procurement Related,AN Capital WiP,Northamptonshire County Council,2239467,"120,789.69"
DEFRA,Environment Agency,28-Oct-10,Main Contractors,AN Capital WiP,Team Van Oord,2239896,"120,427.27"
DEFRA,Environment Agency,01-Oct-10,Building Management,FM Operating Unit - Central and South West,Property Income & Reversion Trust Ltd,2237256,"118,370.97"
DEFRA,Environment Agency,14-Oct-10,Construction Service Providers,HO NCPMS National,Arcadis AYH,2238264,"116,293.69"
DEFRA,Environment Agency,07-Oct-10,Main Contractors,SW Procurement,United Utilities Industrial Ltd,2237898,"115,733.59"
DEFRA,Environment Agency,07-Oct-10,Main Contractors,NW Capital WiP,William Pye Ltd,2237912,"114,580.13"
DEFRA,Environment Agency,07-Oct-10,Environmental Services,MI East-AEM - 3,Ove Arup & Partners Ltd,2237806,"114,400.59"
DEFRA,Environment Agency,12-Oct-10,Main Contractors,SW Capital WiP,Team Van Oord,2238202,"114,321.78"
DEFRA,Environment Agency,21-Oct-10,Construction Service Providers,HO NCPMS National,Haskoning UK Ltd,2239074,"108,130.85"
DEFRA,Environment Agency,05-Oct-10,Building Management,SO Regional Facilities,Factory Outlets Ltd,2237410,"107,439.06"
DEFRA,Environment Agency,21-Oct-10,Building Repair & Maintenance,NW South-AEM - Merseyside,Boulting Technology,2238972,"105,518.84"
