"Spend over £25,000 - Publication template",,,,,,,,,,,,,

Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,Contract Number,Supplier Type
Ministry of Justice,MoJ HQ,15-Mar-12,222001-Maintenance,NZ406-Strategic Estates Feeder,DTZ DEBENHAM TIE LEUNG,1070259,"£25,138.75",Managing Agent charges,EH3 9QG,0,Admin,,
Ministry of Justice,MoJ HQ,19-Mar-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,JONES LANG LASALLE LTD,1070688,"£26,489.50","Rent & Services charges - Axis, Birmingham",BS8 9AQ,0,Admin,,
Ministry of Justice,MoJ HQ,19-Mar-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,JONES LANG LASALLE LTD,1070688,"£27,623.75","Rent & Services charges - Axis, Birmingham",BS8 9AQ,0,Admin,,
Ministry of Justice,MoJ HQ,22-Mar-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CBRE CB RICHARD ELLIS,1070907,"£32,587.19","Rent & Service charges - 5th Floor, 30 Millbank",G2 6UA-COLUMBIN,0,Admin,,
Ministry of Justice,MoJ HQ,22-Mar-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CBRE CB RICHARD ELLIS,1070907,"£32,587.19","Rent & Service charges - 5th Floor, 30 Millbank",G2 6UA-COLUMBIN,0,Admin,,
Ministry of Justice,MoJ HQ,22-Mar-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1070874,"£33,333.00","A-R-03187-01-v01 - ICT services needed for OPG's move to Petty France. Phase 13 	 	",WV10 6UH,0,Admin,,
Ministry of Justice,MoJ HQ,22-Mar-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1070874,"£37,701.00","A-R-3092-01-Additional Desktops (Axis)-One off charge -NG210					 	 	 	",WV10 6UH,0,Admin,,
Ministry of Justice,MoJ HQ,19-Mar-12,224000-Staff travel and other,NZ406-Strategic Estates Feeder,AMARYLLIS LIMITED,1070558,"£37,876.45",Clearance of all fixtures and fittings from Archway Tower,CM2 6TE,0,Admin,,
Ministry of Justice,MoJ HQ,22-Mar-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,HOME OFFICE,1071005,"£41,801.29",VAT EXEMPT - utilities costs for Grenadier House -ND235,NP20 9BB,0,Admin,,
Ministry of Justice,MoJ HQ,19-Mar-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,HOME OFFICE,1070670,"£42,597.00",Business rates at Ashley House - VAT EXEMPT,NP20 9BB,0,Admin,,
Ministry of Justice,MoJ HQ,28-Mar-12,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1071459,"£44,058.05","Electricity supply to 102 Petty France (BER NE130), April 2011-March 2012. ",PL3 5XQ,0,Admin,,
Ministry of Justice,MoJ HQ,28-Mar-12,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1071459,"£44,275.77","Electricity supply to 102 Petty France (BER NE130), April 2011-March 2012. ",PL3 5XQ,0,Admin,,
Ministry of Justice,MoJ HQ,19-Mar-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,JONES LANG LASALLE LTD,1070688,"£46,708.72","Rent & Services charges - Axis, Birmingham",BS8 9AQ,0,Admin,,
Ministry of Justice,MoJ HQ,19-Mar-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,JONES LANG LASALLE LTD,1070688,"£50,711.89","Rent & Services charges - Axis, Birmingham",BS8 9AQ,0,Admin
Ministry of Justice,MoJ HQ,28-Mar-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1071386,"£61,612.00","A-S-3385-01 - Assistance with the production of the TOM for the YJB.	 	 	",WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,19-Mar-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,BNP PARIBAS REAL ESTATE,1070577,"£62,500.00",Rent - 2 Carlton Gardens,B3 2BJ,0,Admin
Ministry of Justice,MoJ HQ,28-Mar-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1071386,"£62,707.00",A-R-02566-06 - Application moves (Axis),WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,22-Mar-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,HOME OFFICE,1071005,"£68,865.78",Facilities Management costs. ,NP20 9BB,0,Admin
Ministry of Justice,MoJ HQ,28-Mar-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,LOGICA UK LTD,1071538,"£70,670.02",L-R-02566-04 - Extension of support on app moves and DR for OPG move to Axis (Nov 11 - Mar 12).,CF31 9AP,0,Admin
Ministry of Justice,MoJ HQ,28-Mar-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1071386,"£81,946.00","A-R-02566-10-v01 - Decomissioning redundant equipment and infrastructure within Archway. 	 	 	",WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,22-Mar-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,CBRE CB RICHARD ELLIS,1070907,"£89,501.25","Rent & Service charges - 5th Floor, 30 Millbank",G2 6UA-COLUMBIN,0,Admin
Ministry of Justice,MoJ HQ,08-Mar-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,LANCASTER CLEANING AND SUPPORT SERVICES,1069715,"£89,674.86","Annual cleaning services across the MoJ estate, to be billed monthly and according to property  - 102 Petty France- ND190",DY1 4TA,0,Admin
Ministry of Justice,MoJ HQ,19-Mar-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,1070620,"£103,319.33","Occupancy charge - St Phillips Place, Birmingham",HP2 4XN,0,Admin
Ministry of Justice,MoJ HQ,22-Mar-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,HOME OFFICE,1071005,"£104,381.07",Facilities Management costs. ,NP20 9BB,0,Admin
Ministry of Justice,MoJ HQ,09-Mar-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1069850,"£173,813.00",A-R-02566-06 - Application moves (Axis),WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,08-Mar-12,222001-Maintenance,NZ406-Strategic Estates Feeder,M J FERGUSON LTD,1069729,"£244,677.96",PPM for MoJ HQ Estate (June 2011 - March 2012) ,CIS-CM12 0BT,0,Admin
Ministry of Justice,MoJ HQ,01-Mar-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,HOME OFFICE,1069262,"£255,578.07",Business rates at Ashley House - VAT EXEMPT,NP20 9BB,0,Admin
Ministry of Justice,MoJ HQ,19-Mar-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,DTZ DEBENHAM TIE LEUNG,1070627,"£455,689.25",Rent - Grenadier House,B4 6AJ-VINCENT,0,Admin
Ministry of Justice,MoJ HQ,19-Mar-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,BROOKS PROPERTIES,1070581,"£478,000.00",Rent - Steel House,IRELAND,0,Admin
Ministry of Justice,MoJ HQ,19-Mar-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,YORKE PROPERTY MANAGEMENT LTD,1070838,"£506,000.00",Rent - 81 Chancery Lane,W1K 6WE,0,Admin
Ministry of Justice,MoJ HQ,19-Mar-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,DTZ DEBENHAM TIE LEUNG,1070626,"£956,747.07",Rent - Clive House,B4 6AJ-APIA,0,Admin
Ministry of Justice,MoJ HQ,19-Mar-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,LAND SECURITIES PROPERTIES LTD,1070699,"£3,334,118.50",Rent - 102 Petty France,WC2N 5AF-RENT,0,Admin
