Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Defra,Natural England,Sep-10,Grants & contributions,Evidence and Analysis,Buglife The Invertebrate Cons,129,"61,410.00"
Defra,Natural England,Sep-10,Grants & contributions,Evidence and Analysis,Buglife The Invertebrate Cons,133,"30,705.00"
Defra,Natural England,Sep-10,Telephony costs,Corporate Services,Global Crossing,IN004209,"64,464.89"
Defra,Natural England,Sep-10,Grants & contributions,Evidence and Analysis,People'S Trust For Endangered,2410,"26,000.00"
Defra,Natural England,Sep-10,Training costs,Corporate Services,Udell Group Ltd,862,"37,917.25"
Defra,Natural England,Sep-10,Telephony costs,Corporate Services,Vodafone Ltd,56175790,"151,278.16"
Defra,Natural England,Sep-10,Grants & contributions,National Delivery,CEED,ERS-973818-29424,"31,373.44"
Defra,Natural England,Sep-10,Barclaycard purchases,Corporate Services,Barclaycard Business Issuing,4715320649063146NESEPT2010BILL,"234,215.36"
Defra,Natural England,Sep-10,Video conference service costs,Corporate Services,Global Crossing,80232581,"29,219.21"
Defra,Natural England,Sep-10,Other programme expenditure,National Delivery,A E A Technology plc,6140453,"59,048.30"
Defra,Natural England,Sep-10,Land Management payments,Regional Delivery,Bioscan (UK) Ltd,OX4838,"36,201.75"
Defra,Natural England,Sep-10,Agents Fees,Corporate Services,DEFRA,1000005605,"191,830.72"
Defra,Natural England,Sep-10,Telephony costs,Corporate Services,Global Crossing,IN004243,"60,724.00"
Defra,Natural England,Sep-10,Grants & contributions,Regional Delivery,Humber Inca Ltd,NETGAIN1,"176,866.29"
Defra,Natural England,Sep-10,"IT services, equipment & consumables",Corporate Services,IBM United Kingdom Ltd,5807101744,"54,332.08"
Defra,Natural England,Sep-10,Other programme expenditure,National Delivery,A H D B - H G C A,180004315,"36,668.00"
Defra,Natural England,Sep-10,Asset purchases,Corporate Services,IBM United Kingdom Ltd,5809100388,"56,027.22"
Defra,Natural England,Sep-10,Grants & contributions,Regional Delivery,Kent County Council,ERS-973885-29493,"107,088.86"
Defra,Natural England,Sep-10,Grants & contributions,Regional Delivery,South West Food & Drink Ltd,1636,"127,000.00"
Defra,Natural England,Sep-10,Other programme expenditure,Evidence and Analysis,T N S Uk Ltd,121886,"102,962.90"
Defra,Natural England,Sep-10,Grants & contributions,National Delivery,University Of Leeds,ERS-973879-29497,"30,755.80"
Defra,Natural England,Sep-10,"Monitoring, Evaluation & Surveillance costs",Evidence and Analysis,World Health Organisation,EUDHP56493,"25,000.00"
Defra,Natural England,Sep-10,GIA Funding adjustment ,National Delivery,DEFRA,193010,"80,000.00"
Defra,Natural England,Sep-10,Asset purchases,Corporate Services,DEFRA,1000005706,"49,708.20"
Defra,Natural England,Sep-10,Land Management payments,Regional Delivery,Peak District National Park Au,SIN020855,"32,744.00"
Defra,Natural England,Sep-10,"IT services, equipment & consumables",Corporate Services,Atos Origin IT Services UK Ltd,5584066459,"952,579.55"
Defra,Natural England,Sep-10,Premises costs,Regional Delivery,Conservation Building Services,1211,"28,465.46"
Defra,Natural England,Sep-10,Grants & contributions,Regional Delivery,Cornwall Sea Fisheries,CCCS161531,"57,730.00"
Defra,Natural England,Sep-10,Staff costs,Corporate Services,Home Office Pay & Pensions Ser,8089,"26,359.94"
Defra,Natural England,Sep-10,Land Management payments,Regional Delivery,Moorhouse Commoners Committee,ERS-973938-29548,"36,359.09"
Defra,Natural England,Sep-10,Grants & contributions,National Delivery,Severn Gorge Countryside Trust,ERS-973926-29571,"27,276.49"
Defra,Natural England,Sep-10,Grants & contributions,National Delivery,The Woodland Trust,ERS-973896-29553,"35,721.60"
Defra,Natural England,Sep-10,Grants & contributions,Evidence and Analysis,Maritime & Coastguard Agency,Z0000020,"37,500.00"
Defra,Natural England,Sep-10,Grants & contributions,Regional Delivery,Cotswold Aonb Conservation Boa,ERS-973968-29903,"144,481.50"
Defra,Natural England,Sep-10,Telephony costs,Corporate Services,Global Crossing,IN004326,"60,724.00"
Defra,Natural England,Sep-10,Asset purchases,Corporate Services,IBM United Kingdom Ltd,5809100954,"79,209.10"
Defra,Natural England,Sep-10,Asset purchases,Corporate Services,IBM United Kingdom Ltd,5809100955,"54,094.65"
Defra,Natural England,Sep-10,Grants & contributions,Regional Delivery,Lancashire County Council,ERS-973963-29893,"44,293.90"
Defra,Natural England,Sep-10,Grants & contributions,Regional Delivery,Lincolnshire Wildlife Trust,M10232,"30,000.00"
Defra,Natural England,Sep-10,Grants & contributions,National Delivery,The Wildlife Trust for Birming,ERS-973955-29920,"34,272.63"
Defra,Natural England,Sep-10,Grants & contributions,Regional Delivery,University Of Kent,ERS-973970-29897,"33,416.00"
