Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Defence Science and Technology Laboratory,01/08/2014,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000160503 - 00189498,Repairs & Maintenance,"£41,597.37"
Ministry of Defence,Ministry of Defence,19/08/2014,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000022899,Aviation fuel casual uplift consumed,"£41,588.28"
Ministry of Defence,Ministry of Defence,20/08/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,THE VALUATION OFFICE AGENCY,W1D 5BU,373440,Fees for professional services excluding legal fees,"£41,536.57"
Ministry of Defence,Ministry of Defence,19/08/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,372655,Works - estate management,"£41,518.76"
Ministry of Defence,United Kingdom Hydrographic Office,11/08/2014,Raw Material/ Finished Goods,,FUJIFILM UK Ltd,,2000070313,Raw Material/ Finished Goods,"£41,444.73"
Ministry of Defence,Ministry of Defence,05/08/2014,Fees for professional services,JFC,CGI IT UK LIMITED,CF31 9AP,367659,"Advice and guidance on how to produce the product, but not production of the product itself.","£41,412.90"
Ministry of Defence,Ministry of Defence,08/08/2014,Spend on Inventory - General,Defence Equipment + Support,DYTECNA LTD,PO14 4LW,369105,Spend on Inventory - General,"£41,365.01"
Ministry of Defence,Ministry of Defence,08/08/2014,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,369019,Consumption of engineering and technical inventory,"£41,359.34"
Ministry of Defence,Ministry of Defence,04/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,RAYTHEON SYSTEMS LIMITED,CM19 5BB,367449,Equipment support project costs,"£41,257.95"
Ministry of Defence,Ministry of Defence,21/08/2014,Medical treatment & stores and welfare services,Air Command,TECHNOGYM U K LIMITED,RG12 1WP,373945,Recreational facilities costs in support of social work,"£41,241.85"
Ministry of Defence,Ministry of Defence,06/08/2014,Medical treatment & stores and welfare services,Air Command,THE ROYAL AIR FORCES ASSOCIATION,LE4 5ND,368346,Welfare services including sports equipment and ministers of religion.,"£41,208.00"
Ministry of Defence,Ministry of Defence,11/08/2014,Purchase of inventory and services ,JFC,BOC LIMITED,M28 2UT,369460,Consumption of engineering and technical inventory,"£41,040.72"
Ministry of Defence,Ministry of Defence,22/08/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WOKINGHAM DISTRICT COUNCIL,RG40 1BN,374591,Rent buildings - non civil estate property and married quarter property,"£41,033.92"
Ministry of Defence,Ministry of Defence,20/08/2014,"Transportation of personnel, freight and travel expenses",Defence Equipment + Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,373025,Freight movement costs,"£40,905.75"
Ministry of Defence,Ministry of Defence,27/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,VL TEST SYSTEMS LTD,MK18 1WA,375448,Equipment support non-project costs,"£40,853.99"
Ministry of Defence,Ministry of Defence,27/08/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMBER MERCHANTS LIMITED,BT11 9DT,42655,Estate + facilities management services - accommodation inventory + service,"£40,834.25"
Ministry of Defence,Ministry of Defence,26/08/2014,Medical treatment & stores and welfare services,Defence Equipment + Support,FENTON PHARMACEUTICALS LTD,NW3 6AL,374756,Medical inventory and services excluding the inventory system,"£40,800.00"
Ministry of Defence,Ministry of Defence,04/08/2014,International contributions,HO+CS,DEFENCE SERVICES CENTRAL ACCOUNT,SN6 8LA,367199,Defence military assistance fund international subscriptions and other payments,"£40,757.80"
Ministry of Defence,Defence Science and Technology Laboratory,27/08/2014,Sub Contracted Work,Programme Delivery Directorate,ROKE MANOR RESEARCH LIMITED,,V - 9000160841 - 00190814,Sub Contracted Work,"£40,750.00"
Ministry of Defence,Ministry of Defence,15/08/2014,Spend on Inventory - General,Defence Equipment + Support,LLANELEC PRECISION ENGINEERING COMPANY LIMITED,SA11 1YD,371823,Spend on Inventory - General,"£40,730.98"
Ministry of Defence,Ministry of Defence,11/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,369519,Equipment support non-project costs,"£40,591.09"
Ministry of Defence,Ministry of Defence,22/08/2014,Design services and minor equipment purchases,Land Forces,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,5000117795,Equipment support project costs,"£40,367.92"
Ministry of Defence,Ministry of Defence,01/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,366791,Equipment support non-project costs,"£40,335.80"
Ministry of Defence,Ministry of Defence,14/08/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,EMCOR FACILITIES SERVICES LTD,SO53 3YE,371183,Estate + facilities management services - accommodation inventory + service,"£40,311.70"
Ministry of Defence,Ministry of Defence,14/08/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,371144,Fiscal asset under construction - capital in year addition,"£40,296.25"
Ministry of Defence,Ministry of Defence,07/08/2014,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,368805,Cost of clothing and textile services received,"£40,256.90"
Ministry of Defence,Ministry of Defence,26/08/2014,Education & School Fees,HO+CS,BISR,,CO006,BISR,"£40,197.50"
Ministry of Defence,Ministry of Defence,28/08/2014,Food and clothing,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000117947,Cost of food purchases,"£40,138.58"
Ministry of Defence,Ministry of Defence,27/08/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,WESSEX WATER SERVICES LTD,BA2 7WW,375451,Estate + facilities management services - accommodation inventory + service,"£40,125.34"
Ministry of Defence,Ministry of Defence,08/08/2014,Spend on Inventory - General,Defence Equipment + Support,MILLSTREAM PENTHOUSE SYSTEMS  LIMITED,SM4 4LU,369206,Spend on Inventory - General,"£39,989.70"
Ministry of Defence,Ministry of Defence,21/08/2014,Fuel for military use,DEFENCE INFRASTRUCTURE ORGANISATION,ARVAL UK LTD,SN5 6PE,373518,Oil and lubricants consumed excluding those from the inventory system,"£39,960.39"
Ministry of Defence,Ministry of Defence,05/08/2014,Medical treatment & stores and welfare services,Land Forces,ERSKINE HOSPITAL,PA7 5PU,367693,Welfare services including sports equipment and ministers of religion.,"£39,892.48"
Ministry of Defence,Ministry of Defence,21/08/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CHICHESTER DISTRICT COUNCIL,PO19 1TY,373614,Rent buildings - non civil estate property and married quarter property,"£39,885.85"
Ministry of Defence,Ministry of Defence,12/08/2014,Purchase of inventory and services ,Defence Equipment + Support,AAH PHARMACEUTICALS LTD,CV2 2TX,369860,Consumption of medical dental and veterinary inventory,"£39,875.64"
Ministry of Defence,Ministry of Defence,20/08/2014,Spend on Inventory - General,Defence Equipment + Support,LOGIC M H LTD,NE46 4JL,373144,Spend on Inventory - General,"£39,824.17"
Ministry of Defence,Ministry of Defence,19/08/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,BRITISH GAS TRADING LIMITED,LE19 1ZY,372560,Utilities consumed - gas,"£39,794.70"
Ministry of Defence,Ministry of Defence,28/08/2014,Spend on Inventory - General,Defence Equipment + Support,CHEMETALL LIMITED,MK1 1PB,375562,Spend on Inventory - General,"£39,778.42"
Ministry of Defence,Ministry of Defence,26/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,MERKLE (UK) LIMITED,OL9 7LD,374851,Equipment support non-project costs,"£39,758.69"
Ministry of Defence,Ministry of Defence,20/08/2014,"Transportation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,373025,Freight movement costs,"£39,598.34"
Ministry of Defence,Ministry of Defence,15/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,H M REVENUE & CUSTOMS,M60 9HL,371757,Equipment support project costs,"£39,595.87"
Ministry of Defence,Ministry of Defence,29/08/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SERVEST GROUP LIMITED,IP28 6LG,376243,Estate + facilities management services - accommodation inventory + service,"£39,544.11"
Ministry of Defence,Ministry of Defence,19/08/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,372865,Estate + facilities management services - accommodation inventory + service,"£39,514.50"
Ministry of Defence,Defence Science and Technology Laboratory,22/08/2014,Sub Contracted Work,Programme Delivery Directorate,UNIVERSITY OF MASSACHUSETTS LOWELL,,V - 0000001202 - 00190545,Sub Contracted Work,"£39,285.20"
Ministry of Defence,Ministry of Defence,14/08/2014,Food and clothing,Navy Command,TURNER VIRR & CO. LTD,LS25 2DY,371484,Cost of purchasing and repairing clothing,"£39,283.57"
Ministry of Defence,Ministry of Defence,04/08/2014,"Transportation of personnel, freight and travel expenses",Air Command,STANSTED AIRPORT LIMITED,CM24 1QW,367507,Aircraft landing fees,"£39,280.32"
Ministry of Defence,Ministry of Defence,15/08/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BEZIRKSREGIERUNG DUESSELDORF,,5000117520,Works - estate management,"£39,270.02"
Ministry of Defence,Ministry of Defence,27/08/2014,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,375395,Equipment support non-project costs,"£39,157.36"
Ministry of Defence,Ministry of Defence,14/08/2014,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000022879,Aviation fuel casual uplift consumed,"£39,106.46"
Ministry of Defence,Ministry of Defence,20/08/2014,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,372978,Fees for professional services excluding legal fees,"£39,093.49"
Ministry of Defence,Defence Science and Technology Laboratory,15/08/2014,Sub Contracted Work,Programme Delivery Directorate,QINETIQ LIMITED,,V - 9000160699 - 00190211,Sub Contracted Work,"£39,000.00"
Ministry of Defence,Ministry of Defence,04/08/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,367547,Fiscal asset under construction - capital in year addition,"£38,963.28"
Ministry of Defence,Ministry of Defence,13/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,OCEAN SCIENTIFIC INTERNATIONAL LIMITED,PO9 1QN,370871,Equipment support non-project costs,"£38,908.28"
Ministry of Defence,Ministry of Defence,06/08/2014,Spend on Inventory - General,Defence Equipment + Support,E.P.BARRUS LTD,OX26 4UR,368064,Spend on Inventory - General,"£38,899.06"
Ministry of Defence,Ministry of Defence,04/08/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,FLOGAS BRITAIN LIMITED,LE7 1PF,367235,Utilities consumed - liquid petroleum gas,"£38,802.42"
Ministry of Defence,Ministry of Defence,07/08/2014,Spend on Inventory - General,Defence Equipment + Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,368486,Spend on Inventory - General,"£38,586.12"
Ministry of Defence,Ministry of Defence,19/08/2014,Food and clothing,Defence Equipment + Support,ARAMARK LTD,LS16 6QY,372524,Cost of food services,"£38,585.64"
Ministry of Defence,Defence Science and Technology Laboratory,15/08/2014,Local Authority Rates,Infrastructure,SEVENOAKS DISTRICT COUNCIL,,V - 0000002993 - 00190179,Local Authority Rates,"£38,560.00"
Ministry of Defence,Ministry of Defence,15/08/2014,Spend on Inventory - General,Defence Equipment + Support,ZEPHYR RACING PENNANTS LIMITED,NN14 4LX,372111,Spend on Inventory - General,"£38,524.00"
Ministry of Defence,Ministry of Defence,11/08/2014,Spend on Inventory - General,Defence Equipment + Support,JAGUAR LAND ROVER LIMITED,CV3 4LF,369602,Spend on Inventory - General,"£38,471.72"
Ministry of Defence,Defence Science and Technology Laboratory,12/08/2014,Agency Staff,Programme Delivery Directorate,QINETIQ LIMITED,,V - 9000160642 - 00189969,Agency Staff,"£38,382.61"
Ministry of Defence,Ministry of Defence,29/08/2014,Fuel for military use,Navy Command,CERTAS ENERGY UK LIMITED,WA3 6XG,375990,Cost of ground diesel fuel consumed,"£38,269.20"
Ministry of Defence,Ministry of Defence,01/08/2014,Spend on Inventory - General,Defence Equipment + Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,366645,Spend on Inventory - General,"£38,266.12"
Ministry of Defence,Ministry of Defence,26/08/2014,"Adminstration, claims, compensation and awards",HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,"£38,197.36"
Ministry of Defence,Ministry of Defence,07/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,ASPIRE CONSULTING LIMITED,B77 4RP,368425,Equipment support non-project costs,"£38,160.08"
Ministry of Defence,Ministry of Defence,21/08/2014,Fuel for military use,Defence Equipment + Support,ARVAL UK LTD,SN5 6PE,373518,Oil and lubricants consumed excluding those from the inventory system,"£38,069.19"
Ministry of Defence,Ministry of Defence,21/08/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,EAST LINDSEY DISTRICT COUNCIL,LN11 8XN,373675,Rent buildings - non civil estate property and married quarter property,"£38,056.11"
Ministry of Defence,Ministry of Defence,20/08/2014,Fuel for military use,DEFENCE INFRASTRUCTURE ORGANISATION,WATSON PETROLEUM LTD,SN15 5DN,373466,Cost of ground diesel fuel consumed,"£38,031.24"
Ministry of Defence,Ministry of Defence,14/08/2014,Food and clothing,Defence Equipment + Support,ELIOR UK PLC,SK11 6ET,371181,Cost of food services,"£37,965.49"
Ministry of Defence,Ministry of Defence,08/08/2014,Payment of utilities,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,369086,Utilities consumed - electricity,"£37,865.71"
Ministry of Defence,Ministry of Defence,14/08/2014,Research and development,Defence Equipment + Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,371144,Research and development incurred on projects with defence science and technology laboratory,"£37,813.70"
Ministry of Defence,Ministry of Defence,06/08/2014,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,368373,Cost of ground diesel fuel consumed,"£37,796.40"
Ministry of Defence,Ministry of Defence,06/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,367964,Equipment support non-project costs,"£37,702.40"
Ministry of Defence,Ministry of Defence,22/08/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,VALE OF GLAMORGAN COUNCIL,CF63 4YN,374561,Rent buildings - non civil estate property and married quarter property,"£37,656.95"
Ministry of Defence,Ministry of Defence,26/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,MARSHALL LAND SYSTEMS LTD,CB5 8RX,374848,Equipment support non-project costs,"£37,605.00"
Ministry of Defence,Ministry of Defence,06/08/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,MABANAFT DEUTSCHLAND GMBH,,5000117254,Utilities consumed - heating oil,"£37,551.72"
Ministry of Defence,Ministry of Defence,18/08/2014,Administration,Navy Command,DENTSU AEGIS UK LIMITED,WC28 5PS,372219,General administration,"£37,500.00"
Ministry of Defence,Defence Science and Technology Laboratory,22/08/2014,Sub Contracted Research,Programme Delivery Directorate,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000160768 - 00190539,Sub Contracted Research,"£37,475.11"
Ministry of Defence,Defence Science and Technology Laboratory,12/08/2014,Capital Asset expenditure,Infrastructure,SERCO LIMITED,,V - 9000160643 - 00190028,Capital Asset expenditure,"£37,469.64"
Ministry of Defence,Ministry of Defence,01/08/2014,Food and clothing,Land Forces,TECHNOGYM U K LIMITED,RG12 1WP,367012,Cost of purchasing and repairing clothing,"£37,466.40"
Ministry of Defence,Ministry of Defence,15/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,KY11 9HQ,371588,Equipment support project costs,"£37,294.24"
Ministry of Defence,Ministry of Defence,27/08/2014,Spend on Inventory - General,Defence Equipment + Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,CF33 6NU,375114,Spend on Inventory - General,"£37,253.61"
Ministry of Defence,Ministry of Defence,15/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,371772,Equipment support project costs,"£37,161.60"
Ministry of Defence,Ministry of Defence,08/08/2014,International contributions,HO+CS,CRANFIELD UNIVERSITY,MK43 0AL,369072,Defence military assistance fund international subscriptions and other payments,"£37,148.31"
Ministry of Defence,Ministry of Defence,21/08/2014,Food and clothing,Defence Equipment + Support,ELIOR UK PLC,SK11 6ET,373680,Cost of food purchases,"£37,143.03"
Ministry of Defence,Ministry of Defence,08/08/2014,Spend on Inventory - General,Defence Equipment + Support,"AAR INTERNATIONAL, INC.",TW6 2RE,368953,Spend on Inventory - General,"£37,078.26"
Ministry of Defence,Ministry of Defence,29/08/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,NW1.04 LIMITED,M14 4HB,376186,Rent buildings - non civil estate property and married quarter property,"£37,043.10"
Ministry of Defence,Defence Science and Technology Laboratory,22/08/2014,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000160802 - 00188661,Repairs & Maintenance,"£37,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2014,Sub Contracted Work,Programme Delivery Directorate,PROJECT4 TECHNOLOGIES LIMITED,,V - 9000160761 - 00189819,Sub Contracted Work,"£36,925.00"
Ministry of Defence,Ministry of Defence,12/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,CONWAY PACKING SERVICES LTD,DY4 7UD,369943,Equipment support non-project costs,"£36,857.50"
Ministry of Defence,Ministry of Defence,11/08/2014,Purchase of inventory and services ,Defence Equipment + Support,BOC LIMITED,M28 2UT,369460,Consumption of engineering and technical inventory,"£36,759.33"
Ministry of Defence,Ministry of Defence,08/08/2014,Food and clothing,Air Command,TECHNOGYM U K LIMITED,RG12 1WP,369335,Cost of purchasing and repairing clothing,"£36,694.80"
Ministry of Defence,Ministry of Defence,12/08/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,HCR LTD,RG21 7DT,370006,Rent land - non civil estate property + married quarter property,"£36,595.20"
Ministry of Defence,Ministry of Defence,15/08/2014,IT and communication services,Defence Equipment + Support,ULTRA ELECTRONICS LIMITED,BH21 7SQ,372087,Information technology services,"£36,576.50"
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2014,Sub Contracted Work,Programme Delivery Directorate,BAE SYSTEMS INTEGRATED SYSTEM TECH. LIMITED.,,V - 9000160729 - 00185878,Sub Contracted Work,"£36,550.00"
Ministry of Defence,Ministry of Defence,28/08/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,HERTSMERE BOROUGH COUNCIL,WD6 1WA,375673,Rent buildings - non civil estate property and married quarter property,"£36,512.06"
Ministry of Defence,Ministry of Defence,26/08/2014,Purchase of inventory and services ,Defence Equipment + Support,AAH PHARMACEUTICALS LTD,CV2 2TX,374607,Consumption of medical dental and veterinary inventory,"£36,501.86"
Ministry of Defence,Ministry of Defence,13/08/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,WESTFALEN WESER NETZ AG,,5000117474,Utilities consumed - water + sewage,"£36,454.76"
Ministry of Defence,Ministry of Defence,27/08/2014,Spend on Inventory - General,Defence Equipment + Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,375136,Spend on Inventory - General,"£36,449.46"
Ministry of Defence,Ministry of Defence,21/08/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CHERWELL DISTRICT COUNCIL,OX15 4BH,373612,Rent buildings - non civil estate property and married quarter property,"£36,359.71"
Ministry of Defence,Ministry of Defence,14/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,AT ENGINE CONTROLS LTD,M28 2QB,371056,Equipment support non-project costs,"£36,244.00"
Ministry of Defence,Ministry of Defence,11/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,KEYMED (MEDICAL & INDUSTRIAL EQUIPMENT) LTD,SS2 5QH,369616,Equipment support non-project costs,"£36,240.00"
Ministry of Defence,Ministry of Defence,21/08/2014,Spend on Inventory - General,Defence Equipment + Support,RIGHTON LIMITED,BS37 5FF,373892,Spend on Inventory - General,"£36,232.68"
Ministry of Defence,Ministry of Defence,14/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,THALES UK LIMITED,RH10 9HA,371465,Equipment support non-project costs,"£36,216.26"
Ministry of Defence,Ministry of Defence,15/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,THALES UK LIMITED,RH10 9HA,372052,Equipment support non-project costs,"£36,216.26"
Ministry of Defence,Ministry of Defence,21/08/2014,Fuel for military use,HO+CS,ARVAL UK LTD,SN5 6PE,373518,Oil and lubricants consumed excluding those from the inventory system,"£36,178.43"
Ministry of Defence,DEFENCE INFRASTRUCTURE ORGANISATION,22/06/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,Blanc Huage,,CO003,Estate management,"£36,106.33"
Ministry of Defence,Defence Science and Technology Laboratory,01/08/2014,Sub Contracted Work,Programme Delivery Directorate,UNIVERSITY OF SOUTHAMPTON,,V - 9000160502 - 00188289,Sub Contracted Work,"£36,041.00"
Ministry of Defence,Council of Reserve Forces and Cadets Association,21/07/2014,Assets in the Course of Construction,Capital Expenditure,Leicester Office Furnishers,,1618,Assets in the Course of Construction,"£36,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,29/08/2014,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000160898 - 00190738,Repairs & Maintenance,"£36,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,15/08/2014,Sub Contracted Work,Programme Delivery Directorate,UNIVERSITY OF BRISTOL,,V - 9000160672 - 00189999,Sub Contracted Work,"£35,778.00"
Ministry of Defence,Defence Science and Technology Laboratory,15/08/2014,Sub Contracted Work,Programme Delivery Directorate,LONDON SCHOOL OF HYGIENE & TROPICAL MED,,V - 9000160678 - 00189640,Sub Contracted Work,"£35,564.97"
Ministry of Defence,Ministry of Defence,08/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,KONGSBERG MARITIME LIMITED,AB22 8GT,369177,Equipment support non-project costs,"£35,371.14"
Ministry of Defence,Ministry of Defence,12/08/2014,Externally delivered education and training,Land Forces,ACCIDON'T LIMITED,G84 7RR,369861,External military training ,"£35,349.60"
Ministry of Defence,Ministry of Defence,06/08/2014,Fees for professional services,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,368042,Fees for professional services excluding legal fees,"£35,318.40"
Ministry of Defence,United Kingdom Hydrographic Office,15/08/2014,Raw Material/ Finished Goods,,Antalis McNaughton,,2000070368,Raw Material/ Finished Goods,"£35,280.00"
Ministry of Defence,Defence Science and Technology Laboratory,01/08/2014,Sub Contracted Work,Programme Delivery Directorate,ARKE LIMITED,,V - 9000160494 - 00188267,Sub Contracted Work,"£35,189.96"
Ministry of Defence,Ministry of Defence,01/08/2014,"Transportation of personnel, freight and travel expenses",Defence Equipment + Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,366691,Freight movement costs,"£35,160.05"
Ministry of Defence,Ministry of Defence,22/08/2014,Design services and minor equipment purchases,Land Forces,WINGGLIDER LIMITED,LS19 6JT,374589,Equipment support project costs,"£35,121.92"
Ministry of Defence,Ministry of Defence,21/08/2014,Spend on Inventory - General,Defence Equipment + Support,OLDBURY ENGINEERING CO LIMITED,RH6 9HT,373843,Spend on Inventory - General,"£35,120.42"
Ministry of Defence,Ministry of Defence,04/08/2014,Externally delivered education and training,HO+CS,HOME OFFICE,NP20 9BB,2.00E+11,External military training ,"£35,000.00"
Ministry of Defence,Ministry of Defence,12/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,OROLIA LIMITED,PO3 5PB,370074,Equipment support project costs,"£34,965.00"
Ministry of Defence,Ministry of Defence,11/08/2014,Food and clothing,Land Forces,BEAVERFIT LIMITED,SY6 6NJ,369451,Cost of purchasing and repairing clothing,"£34,921.68"
Ministry of Defence,Defence Science and Technology Laboratory,01/08/2014,Sub Contracted Work,Programme Delivery Directorate,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000160468 - 00188551,Sub Contracted Work,"£34,899.43"
Ministry of Defence,Ministry of Defence,22/08/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,FLOGAS BRITAIN LIMITED,LE7 1PF,374222,Utilities consumed - liquid petroleum gas,"£34,714.65"
Ministry of Defence,Defence Science and Technology Laboratory,01/08/2014,Sub Contracted Work,Programme Delivery Directorate,QINETIQ LIMITED,,V - 9000160501 - 00187795,Sub Contracted Work,"£34,705.74"
Ministry of Defence,Ministry of Defence,08/08/2014,Spend on Inventory - General,DEFENCE INFRASTRUCTURE ORGANISATION,FORBO FLOORING UK LIMITED,DE5 3NT,369124,Spend on Inventory - General,"£34,693.20"
Ministry of Defence,Ministry of Defence,26/08/2014,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,374971,Military short term detached duty,"£34,665.30"
Ministry of Defence,Ministry of Defence,01/08/2014,"Purchase of munitions, other inventory or fuel",Defence Equipment + Support,ZOK INTERNATIONAL GROUP LIMITED,GU29 0JT,367081,Raw materials and consumable oil and lubricants inventory purchased,"£34,642.94"
Ministry of Defence,Ministry of Defence,07/08/2014,"Purchase of munitions, other inventory or fuel",Defence Equipment + Support,ZOK INTERNATIONAL GROUP LIMITED,GU29 0JT,368948,Raw materials and consumable oil and lubricants inventory purchased,"£34,642.94"
Ministry of Defence,Defence Science and Technology Laboratory,22/08/2014,Sub Contracted Work,Programme Delivery Directorate,POLARIS CONSULTING LIMITED,,V - 9000160788 - 00190500,Sub Contracted Work,"£34,612.42"
Ministry of Defence,Ministry of Defence,06/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,CAE (UK) PLC,RH15 9TW,367998,Equipment support project costs,"£34,522.20"
Ministry of Defence,Ministry of Defence,16/08/2014,Agency Staff,HO+CS,NCMS Ltd.,,CO004,Agency Staff,"£34,429.91"
Ministry of Defence,Ministry of Defence,11/08/2014,Design services and minor equipment purchases,Defence Equipment + Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,369587,Equipment support non-project costs,"£34,390.73"
Ministry of Defence,Council of Reserve Forces and Cadets Association,29/07/2014,Assets in the Course of Construction,Capital Expenditure,John Martin-Hoyes Ltd,,1167,Assets in the Course of Construction,"£34,260.00"
Ministry of Defence,Ministry of Defence,12/08/2014,Fuel for military use,Defence Equipment + Support,CERTAS ENERGY UK LIMITED,WA3 6XG,369932,Cost of ground diesel fuel consumed,"£34,249.20"
Ministry of Defence,Ministry of Defence,08/08/2014,Development costs for military equipment,Defence Equipment + Support,FUJITSU SERVICES LIMITED,TW18 3BF,369129,Intangible fiscal asset  - in year capital addition,"£34,216.00"
Ministry of Defence,Defence Science and Technology Laboratory,15/08/2014,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000160701 - 00190373,Repairs & Maintenance,"£34,195.06"
Ministry of Defence,Ministry of Defence,06/08/2014,Spend on Inventory - General,Defence Equipment + Support,WYEDEAN WEAVING COMPANY  LIMITED (THE),BD22 8PA,368379,Spend on Inventory - General,"£34,181.08"
