Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,03/10/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNITED NATIONS ENVIRONMENT PROG,20000117,193498.45,SOP5 - PREPAYMENT TOWARDS 2017 UK CONTRIBUTION TO THE TRUST FUND FOR THE MONTREAL PROTCOCOL ON SUBSTANCES THAT DEPLETE THE OZONE LAYER,100,CUSTOMER,,0,Expense,
DEFRA,DEFRA,03/10/2016,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,SUFFOLK COUNTY COUNCIL,1003006696,35148,AONB - countryside  protection to  ensure the conservation and enhancement of their special qualities. ,IP1 2BX,SUPPLIER,,DEA10042,Expense,
DEFRA,DEFRA,03/10/2016,IA - POA & AUC - COST - ADDITIONS,CAP DELIVERY PROGRAMME,BRAMBLE HUB LTD,1003006757,29599.97,JAVA Development for the land management system cevelopment project - August 2016,SE1 7SP,SUPPLIER(1),CAP637,DEA10023,Asset,188679823
DEFRA,DEFRA,03/10/2016,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK PROPERTY HOLDING COSTS,WORCESTERSHIRE COUNTY COUNCIL,1003006768,73126.39,FR5511 INSTALLATION OF SECURITY DOORS AND ADDITIONAL TEA POINTS TO FLOORS 1 & 2 AT COUNTY HALL,WR5 2NP,SUPPLIER,23321,DE012907,Asset,705672142
DEFRA,DEFRA,03/10/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,PLANT HEALTH,FERA SCIENCE LIMITED,1003006774,259233,SEP 2016 SPECIALIST FACILITIES SERVICES,YO41 1LZ,SUPPLIER(1),20350,0,Expense,207199894
DEFRA,DEFRA,03/10/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CAP DELIVERY PROGRAMME,ATOS IT SERVICES UK LTD,1003006779,237652.36,ATOS Paas funds from 1st July to 30th September 16. FY16/17,WV10 6UH,SUPPLIER,CAP503,DEA10029,Expense,232327983
DEFRA,DEFRA,03/10/2016,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,CHICHESTER HARBOUR AONB,1003006780,45953,AONB-countryside protection to ensure the conservation and enhancement of their special qualities. ,PO20 7AW,CUSTOMER,,0,Expense,192711069
DEFRA,DEFRA,03/10/2016,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,STRATEGIC WORKFORCE PLANNING AND BUSINESS ANALYSIS,MINISTRY OF JUSTICE,2003000210,90057,RECOVERY FROM OTHER GVT DEPARTMENTS CSHR CASEWORK SERVICES CHARGE DEFRA,NP20 9BB,SUPPLIER,IGS,0,Expense,
DEFRA,DEFRA,03/10/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,ALB PARTNERSHIP AND PUBLIC APPOINTMENTS,JSS PENSIONS ADMINISTRATION,2003000211,99245.64,SEPTEMBER 2016 PENSIONS,SN2 1FF,OGD,,0,Expense,618367325
DEFRA,DEFRA,04/10/2016,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,JOINT NATURE CONSERVATION COMMITTEE,10000457,810000,SOP6 - JNCC03102016GIA,PE1 1JY,NDPB,,0,Expense,
