Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Ministry of Justice,MoJ HQ,07-Apr-14,912200-Other Movements in Year,KY300-Legal Services Strategy,LEGAL AID AGENCY (LAA),4457,"59,180,000.00",MoJ Corporate - Legal Aid Funding
Ministry of Justice,MoJ HQ,14-Apr-14,912200-Other Movements in Year,KY300-Legal Services Strategy,LEGAL AID AGENCY (LAA),4478,"24,309,000.00",MoJ Corporate - Legal Aid Funding
Ministry of Justice,MoJ HQ,22-Apr-14,912200-Other Movements in Year,KY300-Legal Services Strategy,LEGAL AID AGENCY (LAA),4492,"23,004,000.00",MoJ Corporate - Legal Aid Funding
Ministry of Justice,MoJ HQ,28-Apr-14,912200-Other Movements in Year,KY300-Legal Services Strategy,LEGAL AID AGENCY (LAA),4525,"14,534,000.00",MoJ Corporate - Legal Aid Funding
Ministry of Justice,MoJ HQ,01-Apr-14,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CCRC (CRIMINAL CASES REVIEW COMMISSION),4370,"500,000.00",Monthly Grant in Aid payment to CCRC (April) 
Ministry of Justice,MoJ HQ,01-Apr-14,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CICA (CRIMINAL INJURIES COMPENSATION AUTHORITY),4371,"20,000,000.00",Grant in Aid Payment to CICA
Ministry of Justice,MoJ HQ,01-Apr-14,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,THE PAROLE BOARD#KY14820017,4373,"1,060,000.00",Grant in Aid to NDPBs
Ministry of Justice,MoJ HQ,14-Apr-14,265000-IT & Telecommunications,LZ600-Transforming Justice,CERTUS SOLUTIONS (UK) LLP,1129490,"47,212.50","Implementing changes to current MoJ Shared Services HR/Payroll systems and processes, including undertaking analysis and
 testing of existing data to support incoming NPS staff."
Ministry of Justice,MoJ HQ,14-Apr-14,265000-IT & Telecommunications,LZ600-Transforming Justice,CERTUS SOLUTIONS (UK) LLP,1129490,"9,442.50","Implementing changes to current MoJ Shared Services HR/Payroll systems and processes, including undertaking analysis and
 testing of existing data to support incoming NPS staff."
Ministry of Justice,MoJ HQ,17-Apr-14,265000-IT & Telecommunications,LZ600-Transforming Justice,CERTUS SOLUTIONS (UK) LLP,1129785,"49,517.50","Implementing changes to current MoJ Shared Services HR/Payroll systems and processes, including undertaking analysis and
 testing of existing data to support incoming NPS staff."
Ministry of Justice,MoJ HQ,17-Apr-14,265000-IT & Telecommunications,LZ600-Transforming Justice,CERTUS SOLUTIONS (UK) LLP,1129785,"9,903.50","Implementing changes to current MoJ Shared Services HR/Payroll systems and processes, including undertaking analysis and
 testing of existing data to support incoming NPS staff."
Ministry of Justice,MoJ HQ,03-Apr-14,264000-Consultancy,LZ600-Transforming Justice,ERNST & YOUNG LLP,1128196,"234,839.00",Contract ITT 651 RM2764 - Business and System Readiness Testing
Ministry of Justice,MoJ HQ,24-Apr-14,264000-Consultancy,LZ600-Transforming Justice,ERNST & YOUNG LLP,1130259,"231,606.00",Contract ITT 651 RM2764 - Business and System Readiness Testing
Ministry of Justice,MoJ HQ,11-Apr-14,264000-Consultancy,LZ600-Transforming Justice,GOVERNMENT ACTUARY'S DEPARTMENT,4473,"29,674.79",Actuarial advice with expertise in the mechanics and regulation of the Local Government Pension Scheme
Ministry of Justice,MoJ HQ,03-Apr-14,266000-Judicial Costs,LZ600-Transforming Justice,HAMMICKS LEGAL INFORMATION SERVICES,1128229,-706.91,Legal publications for the judiciary and courts
Ministry of Justice,MoJ HQ,03-Apr-14,266000-Judicial Costs,LZ600-Transforming Justice,HAMMICKS LEGAL INFORMATION SERVICES,1128229,-40.75,Legal publications for the judiciary and courts
Ministry of Justice,MoJ HQ,03-Apr-14,266000-Judicial Costs,LZ600-Transforming Justice,HAMMICKS LEGAL INFORMATION SERVICES,1128229,40.75,Legal publications for the judiciary and courts
Ministry of Justice,MoJ HQ,03-Apr-14,266000-Judicial Costs,LZ600-Transforming Justice,HAMMICKS LEGAL INFORMATION SERVICES,1128229,706.91,Legal publications for the judiciary and courts
Ministry of Justice,MoJ HQ,03-Apr-14,266000-Judicial Costs,LZ600-Transforming Justice,HAMMICKS LEGAL INFORMATION SERVICES,1128229,706.91,Legal publications for the judiciary and courts
Ministry of Justice,MoJ HQ,03-Apr-14,266000-Judicial Costs,LZ600-Transforming Justice,HAMMICKS LEGAL INFORMATION SERVICES,1128229,"2,648.75",Legal publications for the judiciary and courts
