Health and Beauty Spas,·         Some of the hotels booked by our Hotel provider for staff on detached duty fall into this category
Shoe Stores,·         Specialist boots on health grounds for Military staff
Pet stores/Food & Supply,·         Food and Supplies for the Defence Animal Centre and MOD Police and guard dogs
Books and Periodicals,"·         Books and publications for our libraries and schools that are not available on contract e.g. second hand books, "
Beauty and Barber shops,·         Specialist Medical and trauma training
Speciality Cleaning/Polishing,"·         Industrial leak and spill management, industrial safety and plant maintenance products"
Tailor/Seamstress/Alters,"·         Ceremonial clothing e.g. Trooping the Colour, Queens Birthday parade"
,·         Mounting  of military medals on uniforms
Children/Infants wear stores,·         Some retailers in this category also supply adult clothing/products 
,·         Specialist clothing requiring motifs e.g. t-shirts for the Red Arrows
,·         Equipment for battle field tests
,·         Items for our schools and sponsorship of sports clothing for local schools with military logos
Mens/Womens Clothing Stores,·         Specialist Outdoor Clothing e.g. adventure training clothing
,·         Purchase of items of uniform from specialist Suppliers
Advertising Services,"·         Payment to local radio companies and Newspapers for ""advertising space"" by the Military Recruiting Teams   "
,·         Sign making Services
,·         Exhibition displays
Commercial Photo/Art/Graph,·         Safety Sign making Services
Management/Consult/Public Relations Services,·         Specialist training providers
,·         Payments to Professional Bodies
Civic/Social/Fraternal Associations,·         Payments to Professional Bodies
,·         Payments to Local Councils
Statutory Bodies - Fines,·         Payments to the Police for advanced driving courses
Cable/Pay TV Services,·         Sky installations for MOD establishments and ships
Boat Dealers,·         Repairs to ships and boats
,·         Purchase of specialist paint for ships
Dentists/Orthodontists,·         Dental equipment for Military staff dental check ups
General Retail – Women’s Access/Speciality,·         Waterproof Clothing and products for Adventure training 
,·         Waterproof Clothing for Search and Rescue teams 
Timeshare,·         Temporary accommodation (short term holiday home let) for Service Families awaiting Service Accommodation 
Pkg Stores/Beer/Wine/Liquor,·         The purchase of alcohol for cooking purposes at the Defence School of Catering for trainee chefs.
Member Clubs/Sport/Rec/Golf,·         Some of the hotels booked by our Hotel provider for staff on detached duty fall into this category
,·         Military training courses
,·         Adventure training courses including hire of facilities and instruction
Detective/Protective Agency,·         CCTV Equipment
,·         Threat Detection Equipment
Variety Stores,·         Specialist boots on health grounds for Military staff
,·         Security Equipment
Public Golf Courses,·         Some of the hotels booked by our Hotel provider for staff on detached duty fall into this category
Art Dealers and Galleries,·         Digital images/photographs and the copyright to use those digital images/photographs in Departmental publications/presentations


MoD GPC TRANSPARENCY DATA FOR MARCH 2013,,,,,

UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC54491,01-Mar-13,Auto Rental                        ,Auto Rental                 ,£518.40,54491
MODGPC54492,12-Mar-13,Auto Rental                        ,Auto Rental                 ,"£2,080.40",54492
MODGPC54493,04-Mar-13,Automotive Fuel                    , SERVICE STATIONS,"£2,227.20",54493
MODGPC54494,06-Mar-13,Books and Periodicals              , BOOK STORES,"£1,704.00",54494
MODGPC54495,13-Mar-13,Books and Periodicals              , BOOK STORES,£881.83,54495
MODGPC54496,13-Mar-13,Books and Periodicals              , BOOK STORES,"£1,504.93",54496
MODGPC54497,13-Mar-13,Books and Periodicals              , BOOK STORES,"£1,199.92",54497
MODGPC54498,12-Mar-13,Books and Periodicals              , BOOK STORES,£773.85,54498
MODGPC54499,08-Mar-13,Books and Periodicals              , BOOK STORES,£724.75,54499
MODGPC54500,07-Mar-13,Books and Periodicals              , BOOK STORES,£759.50,54500
MODGPC54501,01-Mar-13,Books and Periodicals              , BOOK STORES,£525.00,54501
MODGPC54502,01-Mar-13,Books and Periodicals              , BOOK STORES,£519.99,54502
MODGPC54503,01-Mar-13,Books and Periodicals              , BOOK STORES,£799.00,54503
MODGPC54504,05-Mar-13,Books and Periodicals              , BOOK STORES,£644.90,54504
MODGPC54505,13-Mar-13,Books and Periodicals              , BOOK STORES,£549.95,54505
MODGPC54506,13-Mar-13,Books and Periodicals              , BOOK STORES,£800.36,54506
MODGPC54507,11-Mar-13,Books and Periodicals              , BOOK STORES,"£1,142.36",54507
MODGPC54508,12-Mar-13,Books and Periodicals              , BOOK STORES,"£1,117.57",54508
MODGPC54509,13-Mar-13,Books and Periodicals              , BOOK STORES,"£2,664.74",54509
MODGPC54510,12-Mar-13,Books and Periodicals              , BOOK STORES,£738.14,54510
MODGPC54511,01-Mar-13,Books and Periodicals              , BOOK STORES,£907.89,54511
MODGPC54512,11-Mar-13,Books and Periodicals              , BOOK STORES,£617.30,54512
MODGPC54513,04-Mar-13,Books and Periodicals              , BOOK STORES,"£1,007.59",54513
MODGPC54514,04-Mar-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£897.01,54514
MODGPC54515,07-Mar-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£883.39,54515
MODGPC54516,05-Mar-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"£5,000.00",54516
MODGPC54517,05-Mar-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"£5,000.00",54517
MODGPC54518,05-Mar-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£720.75,54518
MODGPC54519,07-Mar-13,Books and Periodicals              , BOOK STORES,"£1,327.08",54519
MODGPC54520,11-Mar-13,Books and Periodicals              , BOOK STORES,£650.00,54520
MODGPC54521,11-Mar-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"£2,034.40",54521
MODGPC54522,12-Mar-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"£1,467.90",54522
MODGPC54523,07-Mar-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"£1,329.95",54523
MODGPC54524,07-Mar-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£533.70,54524
MODGPC54525,07-Mar-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£568.62,54525
MODGPC54526,12-Mar-13,Books and Periodicals              , BOOK STORES,£670.00,54526
MODGPC54527,04-Mar-13,Books and Periodicals              , BOOK STORES,"£3,906.84",54527
MODGPC54528,04-Mar-13,Books and Periodicals              , BOOK STORES,"£3,333.43",54528
MODGPC54529,11-Mar-13,Books and Periodicals              , BOOK STORES,£885.00,54529
MODGPC54530,07-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£982.80,54530
MODGPC54531,13-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,688.00",54531
MODGPC54532,04-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£858.17,54532
MODGPC54533,07-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£614.05,54533
MODGPC54534,06-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£926.59,54534
MODGPC54535,13-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,375.70",54535
MODGPC54536,13-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,399.92",54536
MODGPC54537,06-Mar-13,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,£696.21,54537
MODGPC54538,13-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£996.00,54538
MODGPC54539,07-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£717.08,54539
MODGPC54540,11-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,180.80",54540
MODGPC54541,13-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£555.19,54541
MODGPC54542,01-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£594.57,54542
MODGPC54543,12-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£797.00,54543
MODGPC54544,13-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£681.72,54544
MODGPC54545,01-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£808.80,54545
MODGPC54546,11-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,740.74",54546
MODGPC54547,13-Mar-13,Building Materials                 , PLUMBING/HEATING EQUIPMENT,£718.25,54547
MODGPC54548,05-Mar-13,Building Materials                 , PLUMBING/HEATING EQUIPMENT,£619.50,54548
MODGPC54549,13-Mar-13,Building Materials                 , PLUMBING/HEATING EQUIPMENT,£593.67,54549
MODGPC54550,04-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£2,454.70",54550
MODGPC54551,11-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,858.48",54551
MODGPC54552,11-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,200.00",54552
MODGPC54553,07-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£588.00,54553
MODGPC54554,04-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£620.09,54554
MODGPC54555,05-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,749.60",54555
MODGPC54556,07-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£2,539.71",54556
MODGPC54557,05-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,462.20",54557
MODGPC54558,05-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,248.72",54558
MODGPC54559,05-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£601.92,54559
MODGPC54560,06-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,361.78",54560
MODGPC54561,11-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£746.40,54561
MODGPC54562,04-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£586.97,54562
MODGPC54563,04-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,550.45",54563
MODGPC54564,06-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,000.80",54564
MODGPC54565,04-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£11,988.67",54565
MODGPC54566,04-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,909.56",54566
MODGPC54567,08-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£2,124.72",54567
MODGPC54568,12-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,680.00",54568
MODGPC54569,01-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£798.12,54569
MODGPC54570,12-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£729.60,54570
MODGPC54571,12-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,777.20",54571
MODGPC54572,07-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,370.72",54572
MODGPC54573,07-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£751.91,54573
MODGPC54574,08-Mar-13,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,"£4,848.00",54574
MODGPC54575,11-Mar-13,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,"£1,480.80",54575
MODGPC54576,13-Mar-13,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,"£2,636.40",54576
MODGPC54577,13-Mar-13,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,"£1,065.60",54577
MODGPC54578,04-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,025.12",54578
MODGPC54579,07-Mar-13,Building Materials                 , PLUMBING/HEATING EQUIPMENT,£865.68,54579
MODGPC54580,08-Mar-13,Building Materials                 , PLUMBING/HEATING EQUIPMENT,£629.88,54580
MODGPC54581,06-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£644.72,54581
MODGPC54582,06-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,526.40",54582
MODGPC54583,12-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£797.42,54583
MODGPC54584,05-Mar-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£643.92,54584
MODGPC54585,05-Mar-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£606.05,54585
MODGPC54586,13-Mar-13,Building Services                  , AIR COND/REFRIG REPAIR SHOP,"£2,623.70",54586
MODGPC54587,06-Mar-13,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£3,650.40",54587
MODGPC54588,11-Mar-13,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£9,611.64",54588
MODGPC54589,01-Mar-13,Building Services                  , ELECTRICAL CONTRACTORS,"£1,137.96",54589
MODGPC54590,01-Mar-13,Building Services                  , ELECTRICAL CONTRACTORS,"£3,348.00",54590
MODGPC54591,07-Mar-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£6,666.72",54591
MODGPC54592,06-Mar-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£1,620.00",54592
MODGPC54593,05-Mar-13,Building Services                  , ELECTRICAL CONTRACTORS,£535.20,54593
MODGPC54594,05-Mar-13,Building Services                  ," HEATING, PLUMBING, AIR COND",£803.10,54594
MODGPC54595,01-Mar-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,£613.08,54595
MODGPC54596,01-Mar-13,Building Services                  , ELECTRICAL CONTRACTORS,"£4,166.40",54596
MODGPC54597,08-Mar-13,Building Services                  , ELECTRICAL CONTRACTORS,"£2,178.00",54597
MODGPC54598,05-Mar-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£1,077.42",54598
MODGPC54599,13-Mar-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£1,287.96",54599
MODGPC54600,12-Mar-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,£924.98,54600
MODGPC54601,11-Mar-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,£990.15,54601
MODGPC54602,01-Mar-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£2,001.60",54602
MODGPC54603,05-Mar-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,£647.08,54603
MODGPC54604,05-Mar-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,£966.05,54604
MODGPC54605,04-Mar-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,£751.75,54605
MODGPC54606,01-Mar-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,£640.51,54606
MODGPC54607,03-Mar-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,£800.64,54607
MODGPC54608,01-Mar-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"£2,617.38",54608
MODGPC54609,07-Mar-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,£575.64,54609
MODGPC54610,12-Mar-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"£2,293.70",54610
MODGPC54611,01-Mar-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"£1,534.32",54611
MODGPC54612,12-Mar-13,Catering and Catering Supplies     , CATERERS,"£3,712.80",54612
MODGPC54613,12-Mar-13,Catering and Catering Supplies     , CATERERS,£618.68,54613
MODGPC54614,12-Mar-13,Catering and Catering Supplies     , CATERERS,£630.00,54614
MODGPC54615,13-Mar-13,Catering and Catering Supplies     , CATERERS,£630.00,54615
MODGPC54616,01-Mar-13,Catering and Catering Supplies     , CATERERS,£676.51,54616
MODGPC54617,01-Mar-13,Catering and Catering Supplies     , CATERERS,"£2,150.23",54617
MODGPC54618,12-Mar-13,Catering and Catering Supplies     , CATERERS,£675.00,54618
MODGPC54619,12-Mar-13,Catering and Catering Supplies     , CATERERS,£675.00,54619
MODGPC54620,04-Mar-13,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"£1,065.19",54620
MODGPC54621,04-Mar-13,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"£2,538.77",54621
MODGPC54622,05-Mar-13,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,£510.00,54622
MODGPC54623,01-Mar-13,Cleaning Services and Supplies     , DRY CLEANERS,£568.80,54623
MODGPC54624,06-Mar-13,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,"£7,455.60",54624
MODGPC54625,07-Mar-13,Cleaning Services and Supplies     , DRY CLEANERS,"£1,796.94",54625
MODGPC54626,12-Mar-13,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£2,043.67",54626
MODGPC54627,12-Mar-13,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£2,404.34",54627
MODGPC54628,05-Mar-13,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£1,025.70",54628
MODGPC54629,09-Mar-13,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£1,034.52",54629
MODGPC54630,01-Mar-13,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£509.33,54630
MODGPC54631,12-Mar-13,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£1,886.04",54631
MODGPC54632,13-Mar-13,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£725.90,54632
MODGPC54633,06-Mar-13,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£2,857.54",54633
MODGPC54634,07-Mar-13,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£1,140.00",54634
MODGPC54635,08-Mar-13,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£526.74,54635
MODGPC54636,12-Mar-13,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£1,622.11",54636
MODGPC54637,01-Mar-13,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£595.00,54637
MODGPC54638,05-Mar-13,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£954.00,54638
MODGPC54639,01-Mar-13,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£594.00,54639
MODGPC54640,13-Mar-13,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£1,639.95",54640
MODGPC54641,08-Mar-13,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£572.00,54641
MODGPC54642,11-Mar-13,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£3,192.00",54642
MODGPC54643,08-Mar-13,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£864.00,54643
MODGPC54644,12-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£540.00,54644
MODGPC54645,01-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,329.84",54645
MODGPC54646,01-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£624.31,54646
MODGPC54647,06-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£800.18,54647
MODGPC54648,11-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,084.80",54648
MODGPC54649,08-Mar-13,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£804.21,54649
MODGPC54650,04-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£7,679.70",54650
MODGPC54651,05-Mar-13,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£693.72,54651
MODGPC54652,11-Mar-13,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£869.00,54652
MODGPC54653,12-Mar-13,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£5,940.00",54653
MODGPC54654,07-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,152.89",54654
MODGPC54655,12-Mar-13,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£524.40,54655
MODGPC54656,01-Mar-13,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£526.68,54656
MODGPC54657,04-Mar-13,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£694.80,54657
MODGPC54658,13-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£721.94,54658
MODGPC54659,06-Mar-13,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£520.00,54659
MODGPC54660,01-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£3,931.99",54660
MODGPC54661,05-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£4,063.80",54661
MODGPC54662,04-Mar-13,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£1,172.96",54662
MODGPC54663,06-Mar-13,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£667.16,54663
MODGPC54664,07-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£770.48,54664
MODGPC54665,08-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£3,925.15",54665
MODGPC54666,12-Mar-13,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£795.96,54666
MODGPC54667,07-Mar-13,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY","£3,427.92",54667
MODGPC54668,08-Mar-13,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",£597.75,54668
MODGPC54669,06-Mar-13,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY","£1,055.88",54669
MODGPC54670,06-Mar-13,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY","£1,232.18",54670
MODGPC54671,08-Mar-13,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY","£1,051.96",54671
MODGPC54672,04-Mar-13,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£1,464.48",54672
MODGPC54673,04-Mar-13,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£1,740.00",54673
MODGPC54674,04-Mar-13,Freight and Storage                , PUBLIC WAREHOUSING,£847.08,54674
MODGPC54675,06-Mar-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£668.16,54675
MODGPC54676,04-Mar-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£53,706.24",54676
MODGPC54677,04-Mar-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,243.20",54677
MODGPC54678,04-Mar-13,General Retail and Wholesale       , SPORTING GOODS STORES,£756.90,54678
MODGPC54679,11-Mar-13,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"£1,677.00",54679
MODGPC54680,05-Mar-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£2,602.15",54680
MODGPC54681,12-Mar-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£751.06,54681
MODGPC54682,05-Mar-13,General Retail and Wholesale       , LUGGAGE/LEATHER STORES,"£3,288.00",54682
MODGPC54683,06-Mar-13,General Retail and Wholesale       , ELECTRONICS STORES,£545.74,54683
MODGPC54684,11-Mar-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£512.50,54684
MODGPC54685,12-Mar-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,818.00",54685
MODGPC54686,12-Mar-13,General Retail and Wholesale       , SPORTING GOODS STORES,"£5,962.72",54686
MODGPC54687,06-Mar-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£2,587.80",54687
MODGPC54688,06-Mar-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£2,587.80",54688
MODGPC54689,05-Mar-13,General Retail and Wholesale       , SHOE STORES,"£1,403.63",54689
MODGPC54690,08-Mar-13,General Retail and Wholesale       , SHOE STORES,"£1,681.27",54690
MODGPC54691,13-Mar-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£7,945.62",54691
MODGPC54692,05-Mar-13,General Retail and Wholesale       , SPORTING GOODS STORES,"£4,895.40",54692
MODGPC54693,08-Mar-13,General Retail and Wholesale       , SPORTING GOODS STORES,£522.35,54693
MODGPC54694,11-Mar-13,General Retail and Wholesale       , SPORTING GOODS STORES,£739.96,54694
MODGPC54695,01-Mar-13,General Retail and Wholesale       , SPORTING GOODS STORES,£739.32,54695
MODGPC54696,12-Mar-13,General Retail and Wholesale       , SPORTING GOODS STORES,"£2,704.00",54696
MODGPC54697,11-Mar-13,General Retail and Wholesale       , DISCOUNT STORES,£573.90,54697
MODGPC54698,01-Mar-13,General Retail and Wholesale       , DISCOUNT STORES,"£1,927.88",54698
MODGPC54699,04-Mar-13,General Retail and Wholesale       , DISCOUNT STORES,£728.91,54699
MODGPC54700,12-Mar-13,General Retail and Wholesale       , DISCOUNT STORES,"£1,208.91",54700
MODGPC54701,08-Mar-13,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,"£2,400.00",54701
MODGPC54702,07-Mar-13,General Retail and Wholesale       , HOME SUPPLY WAREHOUSE STORES,"£3,059.50",54702
MODGPC54703,01-Mar-13,General Retail and Wholesale       , CHILDREN/INFANTS WEAR STORES,£598.00,54703
MODGPC54704,01-Mar-13,General Retail and Wholesale       , PET STORES/FOOD & SUPPLY,"£1,008.00",54704
MODGPC54705,07-Mar-13,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS","£1,158.00",54705
MODGPC54706,12-Mar-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"£2,007.79",54706
