Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) 
FCO,FCO,9-Oct-12,Information Systems Maintenance,DG CHANGE & DELIVERY,3M UNITED KINGDOM PLC,1056837," 61,687.50 "
FCO,FCO,9-Oct-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,3M UNITED KINGDOM PLC,1056837," 12,337.50 "
FCO,FCO,25-Oct-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,GENESIS,2011594," 33,868.25 "
FCO,FCO,30-Oct-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,SILVEIRA HOUSE,700002880," 29,953.06 "
FCO,FCO,2-Oct-12,Rental Payments - non residential,DG CHANGE & DELIVERY,APIA ASSET MANAGEMENT LIMITED,1056193," 35,196.00 "
FCO,FCO,2-Oct-12,Rental Payments - non residential,DG CHANGE & DELIVERY,APIA ASSET MANAGEMENT LIMITED,1056193," 7,039.20 "
FCO,FCO,11-Oct-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,ALBANY ASSOCIATES INTERNATIONAL LTD,1057114," 26,400.00 "
FCO,FCO,15-Oct-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,ALBANY ASSOCIATES INTERNATIONAL LTD,1057333," 48,000.00 "
FCO,FCO,15-Oct-12,Ministerial Visits,DG CENTRAL GROUP,NETJETS UK LIMITED,1057364," 57,888.72 "
FCO,FCO,16-Oct-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,YOUTH AGENDA,700002848," 42,304.84 "
FCO,FCO,9-Oct-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,TAILLEFER PLUMBING & HEATING INC,40010002737," 40,814.46 "
FCO,FCO,11-Oct-12,General Information Services,DG CHANGE & DELIVERY,BULLET MARKETING LTD,1057128," 26,666.00 "
FCO,FCO,11-Oct-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BULLET MARKETING LTD,1057128," 5,333.20 "
FCO,FCO,24-Oct-12,General Information Services,DG CHANGE & DELIVERY,BULLET MARKETING LTD,1058202," 26,666.00 "
FCO,FCO,24-Oct-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BULLET MARKETING LTD,1058202," 5,333.20 "
FCO,FCO,16-Oct-12,Rental Payments - non residential,DG CHANGE & DELIVERY,KBC VERZEKERINGEN NV,1018520," 26,189.88 "
FCO,FCO,10-Oct-12,Specialist Contractors,DG CENTRAL GROUP,MEDLEY BUSINESS SOLUTIONS,1057082," 1,974.00 "
FCO,FCO,10-Oct-12,Specialist Contractors,DG CENTRAL GROUP,MEDLEY BUSINESS SOLUTIONS,1057082," 23,688.00 "
FCO,FCO,10-Oct-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,MEDLEY BUSINESS SOLUTIONS,1057082," 5,132.40 "
FCO,FCO,22-Oct-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,TERAQUAD LTD,1057937," 22,206.57 "
FCO,FCO,22-Oct-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,TERAQUAD LTD,1057937," 4,441.31 "
FCO,FCO,19-Oct-12,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,EDENRED,1057845," 39,217.00 "
FCO,FCO,19-Oct-12,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,EDENRED,1057845, 784.34 
FCO,FCO,19-Oct-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,EDENRED,1057845, 156.87 
FCO,FCO,5-Oct-12,Rental Payments - non residential,DG CHANGE & DELIVERY,BIDWELLS,1056718," 25,759.00 "
FCO,FCO,5-Oct-12,Rental Payments - non residential,DG CHANGE & DELIVERY,BIDWELLS,1056718," 28,685.00 "
FCO,FCO,5-Oct-12,Rental Payments - non residential,DG CHANGE & DELIVERY,BIDWELLS,1056718," 5,737.00 "
FCO,FCO,5-Oct-12,Rental Payments - non residential,DG CHANGE & DELIVERY,BIDWELLS,1056718," 5,151.80 "
FCO,FCO,3-Oct-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1056520," 31,433.82 "
FCO,FCO,3-Oct-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1056520," 6,286.76 "
FCO,FCO,3-Oct-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1056520," (31,433.82)"
FCO,FCO,3-Oct-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1056520," (6,286.76)"
FCO,FCO,3-Oct-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1056520," 31,433.82 "
