Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,STOCKPORT MBC,3000048127,84047,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS SK13XE,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ROCHDALE METROPOLITAN BOROUGH COUNCIL,3000048155,85608,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS OL161EW,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SUNDERLAND CITY COUNCIL,3000048150,89691,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS SR27DN,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,GWYNEDD COUNCIL,3000048092,90112,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS LL551SH,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,TRAFFORD METROPOLITAN BOROUGH COUNCIL,3000048202,90958,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS M171HH,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NORTHUMBERLAND COUNTY COUNCIL,3000048214,95276,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NE612EF,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF RICHMOND UPON THAMES,3000048142,102007,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS TW13BZ,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF BROMLEY,3000048117,102335,Payment to local authorities fund the implementation of Individual Electoral Registration ,BR13UH,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CITY & COUNCIL OF SWANSEA,3000048147,103398,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SA13SN,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ROYAL BOROUGH OF KINGSTON UPON THAMES,3000048179,105033,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS KT11EU,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF MERTON,3000048216,105217,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SM45DX,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,METROPOLITAN BOROUGH OF WIRRAL,3000048185,107055,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CH448ED,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,RHONDDA CYNON TAFF COUNCIL,3000048118,110288,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CF399TE,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,OTHER IS IT COSTS VAT RECOV,CO IT SYSTEMS,NORTH HIGHLAND LTD,3000048162,112440,Payment for interim IT specialists,SL61NJ,SME,Programme
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF HARROW,3000048215,114124,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS HA12XY,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CHESHIRE WEST & CHESTER COUNCIL,3000048125,114369,Payment to local authorities to fund the implementation of Individual Electoral Registration ,CH11SG,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF HILLINGDON,3000048159,119111,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS UB81UW,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SALFORD CITY COUNCIL,3000048173,119838,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS M275DA,Large,Grants
Cabinet Office,Crown Commercial Service,29/04/2014,Whitehall heating systems management,Whitehall District Heating Systems,Cofely,PINVP2P 2774,127030.62,Whitehall heating systems management,HP12 3TA,Large,Programme 
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF REDBRIDGE,3000048213,133777,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS IG11NY,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SEFTON METROPOLITAN BOROUGH COUNCIL,3000048156,137217,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS L207AE,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF ENFIELD,3000048188,138377,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS EN13XF,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF HOUNSLOW,3000048219,142096,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS TW34DN,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BOLTON METROPOLITAN BOROUGH COUNCIL,3000048114,142628,Payment to local authorities to fund the implementation of Individual Electoral Registration ,BL11US,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF WALTHAM FOREST,3000048201,151895,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS E174JF,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF CROYDON,3000048132,178288,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS CR93JS,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NEWCASTLE CITY COUNCIL,3000048166,180790,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NE992BN,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ROYAL BOROUGH OF KENSINGTON AND CHELSEA,3000048168,183165,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS W87NX,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF EALING,3000048139,185132,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS W52HL,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF ISLINGTON,3000048224,185596,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS N12UD,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF LEWISHAM,3000048141,187368,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SE64RU,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF HACKNEY,3000048091,203052,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS E81EA,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF HAMMERSMITH & FULHAM,3000048182,204735,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS W69JU,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF HARINGEY,3000048160,213400,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS N227TR,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF TOWER HAMLETS,3000048169,217029,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS E142BG,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF BRENT,3000048184,217641,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS HA99HD,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF BARNET,3000048177,222207,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS N111NP,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CARDIFF CITY COUNCIL,3000048105,231043,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS CF104UW,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF SOUTHWARK,3000048220,239017,Payment to local authorities to fund the implementation of Individual Electoral Registration ,SE1P4DJ,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF CAMDEN,3000048111,240544,Payment to local authorities to fund the implementation of Individual Electoral Registration ,NW32ND,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF NEWHAM,3000048175,244069,Payment to local authorities to fund the implementation of Individual Electoral Registration ,E162QU,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF WANDSWORTH,3000048170,245789,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SW182PU,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF LAMBETH,3000048143,267975,Payment to local authorities to fund the implementation of Individual Electoral Registration ,SW29JE,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LIVERPOOL CITY COUNCIL,3000048124,272840,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS L22DH,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF WESTMINSTER,3000048192,279069,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS SW1E6QP,Large,Grants
Cabinet Office,CABINET OFFICE,29/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,MANCHESTER CITY COUNCIL,3000048136,414236,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS M602LA,Large,Grants
Cabinet Office,CABINET OFFICE,30/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GPU POLICY AND STRATEGY ADMIN,TAUWHARE & CO LTD,3000048238,29849.76,Payment for interim IT specialists,CB226RW,SME,Admin
Cabinet Office,CABINET OFFICE,30/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,VALE OF WHITE HORSE DISTRICT COUNCIL,3000048251,40477,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS OX143JE,Large,Grants
Cabinet Office,CABINET OFFICE,30/04/2014,PROFESSIONAL SERVICES NON VAT RECOVERABLE,YOUTH POLICY,DFE RM SHARED SERVICES,3000048249,43891.8,Associated costs related to the transfer of Youth Policy work from DfE to the Cabinet Office ,CF143UW,Government Department,Grants
Cabinet Office,CABINET OFFICE,30/04/2014,OTHER IS IT COSTS VAT RECOV,GPU POLICY AND STRATEGY ADMIN,CORPORATE DOCUMENT SERVICES LTD,3000048272,57348,"Support, maintenance and minor developments of e-PIMS.",LS27LY,Large,Admin
Cabinet Office,CABINET OFFICE,30/04/2014,RESOURCE GRANTS PRIVATE SECTOR,SECTOR SUPPORT,THE TIM PARRYJOHNATHAN BALL FOUNDATION FOR PEACE,1001008,75000,Grant to Foundation bringing together victims and survivors of terrorism ,WA51HQ,Large,Grants
Cabinet Office,CABINET OFFICE,30/04/2014,PENSIONER PAYROLL CONTRACTOR,ROYAL MAIL SERVICE PENSIONS,ROYAL MAIL GROUP LTD,3000048240,394963.75,Pensions administration scheme charge,BL49XX,Large,Admin
Cabinet Office,CABINET OFFICE,30/04/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,THOUGHTWORKS LTD,3000048269,428441.5,Identity Assurance Programme software development ,USA,Large,Programme
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,, ,,,,
