Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
DEFRA,Core Dept,02-Jun-10,Other Current Payments E,Environment and Rural Group,A D A S UK Ltd,RIRP043450,"£46,060.78"
DEFRA,Core Dept,02-Jun-10,Other Current Payments (R&D) (E),Environment and Rural Group,A D A S UK Ltd,240510,"£28,254.84"
DEFRA,Core Dept,02-Jun-10,Other Current Payments E,Environment and Rural Group,A E A Technology - SPM Lead Co,6139356,"£25,629.58"
DEFRA,Core Dept,02-Jun-10,Consultancy Non-Scheme,Law and Corporate Services,Alpine Resourcing Ltd,5746,"£31,353.92"
DEFRA,Core Dept,02-Jun-10,Computer and IT Services (Non-DELTA Exp),Law and Corporate Services,Alpine Resourcing Ltd,5698,"£33,642.04"
DEFRA,Core Dept,02-Jun-10,Capital Grants to PCs,Environment and Rural Group,British Waterways,250510,"£4,702,000.00"
DEFRA,Core Dept,02-Jun-10,Telephone Call Charges (C),Law and Corporate Services,Buying Solutions,SINMSD7698,"£427,578.49"
DEFRA,Core Dept,02-Jun-10,Other Current Payments (GB),Food and Farming Group,Conwy County Borough Council,PP242641105,"£34,144.91"
DEFRA,Core Dept,02-Jun-10,Gas,Law and Corporate Services,Corona Energy,V4656193,"£31,439.87"
DEFRA,Core Dept,02-Jun-10,Gas,Law and Corporate Services,Corona Energy,V4656193010409,"£28,653.04"
DEFRA,Core Dept,02-Jun-10,Other Current Payments (GB),Environment and Rural Group,Department For Transport,9300071416,"£191,526.48"
DEFRA,Core Dept,02-Jun-10,IT Other Network Services,Strategy and Evidence Group,Dept For Communities & Local G,1800014674,"£2,558,228.80"
DEFRA,Core Dept,02-Jun-10,Current Grants E,Food and Farming Group,"DURBIN, M C~34/794/0009",220410,"£35,774.00"
DEFRA,Core Dept,02-Jun-10,Other Current Payments UK,Environment and Rural Group,Entec UK Ltd,470985,"£27,537.30"
DEFRA,Core Dept,02-Jun-10,Other Current Payments E,Environment and Rural Group,Environment Agency,1120737,"£42,382.11"
DEFRA,Core Dept,02-Jun-10,Grant-in Aid Payments,Environment and Rural Group,Environment Agency,EAGIAJUNE10,"£40,000,000.00"
DEFRA,Core Dept,02-Jun-10,Other Current Payments E,Strategy and Evidence Group,Environment Agency,1121388,"£200,000.00"
DEFRA,Core Dept,02-Jun-10,Agency Recharge,Law and Corporate Services,Interserve (Facilities Mngmnt),FI00003986,"£42,148.43"
DEFRA,Core Dept,02-Jun-10,Other Current Payments E,Strategy and Evidence Group,Jacobs Engineering UK Ltd,B1472100001AH,"£33,082.95"
DEFRA,Core Dept,02-Jun-10,Other Current Payments (GB),Food and Farming Group,L G C Limited,50015939,"£104,304.25"
DEFRA,Core Dept,02-Jun-10,Grant-in Aid Payments,Environment and Rural Group,Marine Management Organisation,240510,"£3,842,000.00"
DEFRA,Core Dept,02-Jun-10,Grant-in Aid Payments,Environment and Rural Group,Natural England,210510,"£18,000,000.00"
DEFRA,Core Dept,02-Jun-10,Consultancy Non-Scheme,Strategy and Evidence Group,R S M Tenon,MJO1108,"£41,280.98"
DEFRA,Core Dept,02-Jun-10,Other Current Payments E,Environment and Rural Group,Shropshire Council,GXX001502A,"£75,000.00"
DEFRA,Core Dept,02-Jun-10,Other Current Payments E,Environment and Rural Group,The National Trust,AR261111,"£25,000.00"
DEFRA,Core Dept,02-Jun-10,Other Current Payments (R&D) (E),Environment and Rural Group,UK Water Industry Research Ltd,S377,"£38,645.75"
DEFRA,Core Dept,02-Jun-10,Other Current Payments (GB),Food and Farming Group,Wildfowl & Wetlands Trust,CI002371,"£25,600.90"
DEFRA,Core Dept,03-Jun-10,Local Area Agreement - Current,Environment and Rural Group,Dept For Communities & Local G,270510,"£249,750.00"
