Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Department of Health,01/06/2011,Outsourcing Contract,COMMISSIONING,POHWER,SINV501,354709
Department of Health,Department of Health,01/06/2011,Rates,FINANCE & OPERATIONS (DM),DEPARTMENT FOR WORK AND PENSIONS (DWP),5023966,112233.6
Department of Health,Department of Health,01/06/2011,Rent of Land & Buildings (non-PFI operating lease),FINANCE & OPERATIONS (DM),DEPARTMENT FOR WORK AND PENSIONS (DWP),5023966,484377.1
Department of Health,Department of Health,01/06/2011,Utilities,FINANCE & OPERATIONS (DM),DEPARTMENT FOR WORK AND PENSIONS (DWP),5023966,40526.48
Department of Health,Department of Health,01/06/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),"ASHTON, LEIGH & WIGAN PCT",HAFS-10708,44000000
Department of Health,Department of Health,01/06/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),BARKING AND DAGENHAM PCT,HAFS-10709,23500000
Department of Health,Department of Health,01/06/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),BARNET PCT,HAFS-10710,35000000
Department of Health,Department of Health,01/06/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),BASSETLAW PCT,HAFS-10711,13300000
Department of Health,Department of Health,01/06/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),BATH & NORTH EAST SOMERSET PCT,HAFS-10712,18000000
Department of Health,Department of Health,01/06/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),BEDFORDSHIRE PCT,HAFS-10713,46000000
Department of Health,Department of Health,01/06/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),BERKSHIRE EAST PCT,HAFS-10714,43827000
Department of Health,Department of Health,01/06/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),BERKSHIRE WEST PCT,HAFS-10715,40500000
Department of Health,Department of Health,01/06/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),BEXLEY CARE TRUST,HAFS-10716,24000000
