Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,AHDB,08/08/2016,Invoice,,ADAS UK Ltd,RIRP091084,48179,Research: AHDB Horticulture - CP 107c Soils Programme: Precision farming technologies to drive sustainable intensification in horticulture cropping systems,WV9 5AP,,,,,685426895
DEFRA,AHDB,08/08/2016,Invoice,,The Dairy Council,11660,50000,Research: AHDB Dairy - Funds to support a programme of research and engagement on dairy in human nutrition 01/07/16 - 30/09/16,WC1V 7EP,,,,,232893550
DEFRA,AHDB,10/08/2016,Invoice,,Nsure BV,20160711,35468.3,Research: AHDB Horticulture - FV448/3130448005 An early warning system for risk of cavity spot in crops - Jan to June 2016 costs, ,,,,,
DEFRA,AHDB,12/08/2016,Invoice,,University of Lincoln,INV0008214,29998,"Research: AHDB Horticulture - Genetic and Environmental Interactions in Poinsettia Production and Shelf Life,  work undertaken 30-06-15 to 01-03-16 including  final report",LN6 7TS,,,,,599033800
DEFRA,AHDB,19/08/2016,Invoice,,TNS UK Ltd,260164087,39503.21,Research: AHDB Potatoes - Chilled and Frozen Potato data delivery plus switching analysis,W5 1UA,,,,,210325428
DEFRA,AHDB,24/08/2016,Invoice,,SEGES P/S,1063672,25099.68,"Research: AHDB Dairy - EuroDairy project, pre-payment. EU Grant Agreement 696364. AHDB reference 4110053016", ,,,,,
DEFRA,AHDB,24/08/2016,Invoice,,Own Capital of the Institute for Agricultural and Fisheries Research (EV ILVO),167000019,25800.88,"Research: AHDB Dairy - EuroDairy project, pre-payment. EU Grant Agreement 696364, AHDB reference 4110053016", ,,,,,
DEFRA,AHDB,24/08/2016,Invoice,,CENTRE NATIONAL INTERPROFESSIONNEL DE L'ECONOMIE LAITIERE,35286,29619.73,"Research: AHDB Dairy - EuroDairy project, pre-payment. EU Grant Agreement 696364", ,,,,,
DEFRA,AHDB,24/08/2016,Invoice,,Institut De L'elevage,F1600963,51010.6,"Research: AHDB Dairy - EuroDairy project, pre-payment. EU Grant Agreement 696364", ,,,,,
DEFRA,AHDB,26/08/2016,Invoice,,Harper Adams University College,SINV.47,39595,Research: AHDB Horticulture - CP 121 Towards precision inputs through improved understanding of the underlying causes of in-field variation in crop maturity and yield (Studentship) Charges 1 April 2015 and 1 April 2016, ,,,,,159144848
DEFRA,AHDB,26/08/2016,Invoice,,ICA Ltd,011224/ICA1734,104508.5,Works: AHDB Potatoes - 2b Valuation 2 - 10 new storage cells with environmental control at Sutton Bridge crop research 2015-109,TN12 6UT,,,,,619448319
DEFRA,CEFAS,04/08/2016,Hotels/Accommodation,Monitoring and Programme Management,Foreign and Commonwealth Office,20092925,26902.38,12 months accommodation in Kuwait,,OGD,,C6332,,GB 88881 3560
DEFRA,CEFAS,11/08/2016,Lab Services,Aquatic Health & Hygiene,SAMS Research Services Ltd,20092917,36185.6,Phytoplankton Analysis 2/7/2016 - 27/07/2016,PA37 1SZ,STAN,,C5666,,GB 828 9579 61
DEFRA,CEFAS,17/08/2016,Charters,Fisheries and Ecosystem,TECHNICAL UNIVERSITY OF DENMARK,20093297,131543.95,Participation in Acoustic survey in Norway 27/4-26/5/16,,STAN,,MD003,,
DEFRA,DEFRA,01/08/2016,EXP - CURRENT GRANTS TO CENTRAL GOVERNMENT,ANIMAL HEALTH: PUBLIC HEALTH,APHA,2003000079,145090.98,FALLEN STOCK,YO41 1LZ,SUPPLIER(1),DFP,0,Expense,
DEFRA,DEFRA,01/08/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,CAPITA BUSINESS SERVICES LTD,1003003586,40953.37,CONTRACTOR  LABOUR 16/4/16 TO 11/7/16  ,SL6 1DP,SUPPLIER,,0,Expense,
DEFRA,DEFRA,02/08/2016,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,ENVIRONMENT AGENCY,30000010,45000000,SOP6 -  EA GIA AUGUST 2016,EC2M 4RB,NDPB,,0,Expense,
DEFRA,DEFRA,02/08/2016,RES - I&E RESERVE - GENERAL FUND - NET PARLIAMENTARY FUNDING - AGENCY FUNDING,BALANCE SHEET,ANIMAL AND PLANT HEALTH AGENCY,30000012,11500000,SOP6 - APHA FUNDING AUG 2016,YO1 7PX,SUPPLIER,,0,Revenue,
DEFRA,DEFRA,02/08/2016,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,NATURAL ENGLAND,30000011,8000000,SOP6 -NE GIA AUGUST 2016,EC2M 4RB,NDPB,,0,Expense,
DEFRA,DEFRA,02/08/2016,RES - I&E RESERVE - GENERAL FUND - NET PARLIAMENTARY FUNDING - AGENCY FUNDING,BALANCE SHEET,FORESTRY COMMISSION,30000014,7500000,SOP6  FC FUNDING AUGUST 2016,EH12 7AT,Government Agency,,0,Revenue,
DEFRA,DEFRA,02/08/2016,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,ROYAL BOTANIC GARDENS KEW,10000427,2500000,SOP6 - RBG-KEW GIA AUGUST 2016,TW9 3AB,NDPB,,0,Expense,
DEFRA,DEFRA,02/08/2016,RES - I&E RESERVE - GENERAL FUND - NET PARLIAMENTARY FUNDING - AGENCY FUNDING,BALANCE SHEET,CEFAS,30000013,1100000,SOP6 -  CEFAS FUNDING AUG 2016,NR33 0HT,SUPPLIER,,0,Revenue,
DEFRA,DEFRA,02/08/2016,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,JOINT NATURE CONSERVATION COMMITTEE,10000426,700000,SOP6  - JNCC GIA AUGUST 2016,BX1 1LT,NDPB,,0,Expense,
