"Spend over £25,000 - Publication template",,,,,,,,

Procurement led,,,,,,,,
Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount ,VAT registration number
DEFRA,Environment Agency,22-Jul-10,Building Management,AN Capital WiP,Dabbrook Services Ltd,874488,"48,729.60",
DEFRA,Environment Agency,27-Jul-10,Building Management,AN Regional Facilities,Peterborough City Council,834677,"189,979.74",
DEFRA,Environment Agency,27-Jul-10,Building Management,AN Regional Facilities,Peterborough City Council,834672,"58,335.77",
DEFRA,Environment Agency,27-Jul-10,Building Management,FM Operating Unit - Central and South West,Solihull Metropolitan Borough Council,832276,"113,850.00",
DEFRA,Environment Agency,27-Jul-10,Building Management,MI Regional Facilities,Solihull Metropolitan Borough Council,832273,"157,361.54",
DEFRA,Environment Agency,15-Jul-10,Building Management,Nat Trading and Reg Services,Siemens IT Solutions & Services Ltd,872401,"25,057.17",
DEFRA,Environment Agency,27-Jul-10,Building Management,NE Facilities,Leeds City Council,832470,"178,020.00",
DEFRA,Environment Agency,27-Jul-10,Building Management,NE Facilities,Leeds City Council,832483,"117,486.64",
DEFRA,Environment Agency,27-Jul-10,Building Management,NE Facilities,Leeds City Council,831672,"34,362.00",
DEFRA,Environment Agency,06-Jul-10,Building Management,NLS Support Leeds,Guildhall Property Management Ltd,868584,"74,906.25",
DEFRA,Environment Agency,27-Jul-10,Building Management,NLS Support Leeds,Leeds City Council,832477,"109,684.45",
DEFRA,Environment Agency,27-Jul-10,Building Management,NW Regional Facilities,Warrington Borough Council,832166,"204,385.14",
DEFRA,Environment Agency,27-Jul-10,Building Management,NW Regional Facilities,Warrington Borough Council,832169,"198,694.52"
DEFRA,Environment Agency,27-Jul-10,Building Management,SO Regional Facilities,Worthing Borough Council,832153,"152,644.55"
DEFRA,Environment Agency,06-Jul-10,Building Management,TH Regional Facilities,HR Wallingford Ltd,848984,"122,200.00"
DEFRA,Environment Agency,06-Jul-10,Building Management,TH Regional Facilities,HR Wallingford Ltd,868288,"52,473.15"
DEFRA,Environment Agency,20-Jul-10,Building Management,TH South East-Tidal Defence Mgr,Port of London Authority,873583,"80,001.86"
DEFRA,Environment Agency,27-Jul-10,Building Repair & Maintenance,AN Capital WiP,Cema Ltd,861968,"46,125.86"
DEFRA,Environment Agency,01-Jul-10,Building Repair & Maintenance,AN Capital WiP,LES Engineering Ltd,866255,"59,689.12"
DEFRA,Environment Agency,20-Jul-10,Building Repair & Maintenance,AN Eastern-AEM - Norfolk,Vinci Construction UK Ltd,872714,"30,550.00"
DEFRA,Environment Agency,27-Jul-10,Building Repair & Maintenance,Bristol 2010,Westmark Cabot Ltd,875214,"473,605.35"
DEFRA,Environment Agency,01-Jul-10,Building Repair & Maintenance,Bristol 2010,Westmark Cabot Ltd,867650,"367,586.10"
DEFRA,Environment Agency,27-Jul-10,Building Repair & Maintenance,HO Business Finance,Lumsden & Carroll Construction Ltd,869942,"115,581.99"
DEFRA,Environment Agency,15-Jul-10,Building Repair & Maintenance,HO Capital WiP,Integrated Water Services Ltd,872378,"36,025.50"
DEFRA,Environment Agency,15-Jul-10,Building Repair & Maintenance,HO Capital WiP,Roshal Space Consultants Ltd,869833,"64,320.57"
DEFRA,Environment Agency,08-Jul-10,Building Repair & Maintenance,NW Capital WiP,Boulting Technology,868960,"26,636.26"
DEFRA,Environment Agency,20-Jul-10,Building Repair & Maintenance,TH Capital WiP,Sales Service & Maintenance Ltd,869954,"72,581.79"
DEFRA,Environment Agency,08-Jul-10,Business Process Outsourcing Services,National Enforcement Service,Post Office Ltd,871106,"661,003.07"
DEFRA,Environment Agency,08-Jul-10,Cleaning,National Facilities Manager,Superclean Services Wothorpe Ltd,868728,"30,739.72"
