Department,Entity,Payment date,Transaction Number,Invoice Amount,Supplier ,Account Description
FCO,FCO,16/05/2014,4695811,2500000.00,COMPUTACENTER UK LTD,Temporary Staff (Admin and Clerical Only)
FCO,FCO,14/05/2014,4694278,1375897.00,HEWLETT PACKARD LTD,Specialist Contractors
FCO,FCO,20/05/2014,4694414,1282041.00,CONTROLLED BUILDING MEASURESLTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/05/2014,4695807,1062506.00,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,21/05/2014,4701175,987384.00,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
FCO,FCO,20/05/2014,4702533,928798.10,G4S RISK MANAGEMENT LTD FORMALLY ARMOURGROUP SERVICES LTD,UK Guarding Contracts Overseas
FCO,FCO,15/05/2014,4698663,852316.50,GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,28/05/2014,4710006,793206.80,ISS FACILITY SERVICES LTD FCO OP - POE,"Bank Charges (Oracle Cash Management Control Account), Electricity Non-Residential, Electricity Residential, Gas Non-Residential, Gas Residential, Rental Payments - non residential, Rental Payments - residential, Telephone Call Charges, Water Non-Residential, Water Residential"
FCO,FCO,21/05/2014,4701113,692550.00,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
FCO,FCO,28/05/2014,4702289,671147.00,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,IT/IS Consultancy
FCO,FCO,02/05/2014,4687871,642735.90,JUAN GAVIRIA RESTREPO & CIA,Rental Payments - non residential
FCO,FCO,28/05/2014,4706785,616701.00,FCO SERVICES,Postal Services
FCO,FCO,20/05/2014,4702532,604360.50,G4S RISK MANAGEMENT LTD FORMALLY ARMOURGROUP SERVICES LTD,UK Guarding Contracts Overseas
FCO,FCO,28/05/2014,4710279,600000.00,FCO SERVICES,Specialist Contractors
