Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,GLA,30/07/2013,Legal Fees,,Parosha Chandran,,"25,000.00",Appeal Costs,EC47 7AH,Legal,,B0870000,Expense,
DEFRA,GLA,05/07/2013,External Audit costs 12/13,,National Audit office,,"27,510.00",Litigation/Prosecution costs,SW1W9SP,Audit,,B0940000,Expense,
DEFRA,VMD,05/07/2013,STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FOOD & ENV. RESEARCH AGENCY,64074,"196,643.47",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme,YO4 1LZ,GOVN,,,ADMINISTRATION,
DEFRA,VMD,10/07/2013,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,64102,"37,235.09",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,YO1 7PX,GOVN,,,ADMINISTRATION,
DEFRA,VMD,10/07/2013,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,64103,"37,235.09",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,0,GOVN,,,ADMINISTRATION,
DEFRA,VMD,10/07/2013,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,64104,"37,235.09",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,0,0,,,ADMINISTRATION,
DEFRA,VMD,29/07/2013,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,AHVLA,64286,"113,719.19",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,0,0,,,ADMINISTRATION,
DEFRA,AHDB,16/07/2013,Invoice,,Reaseheath College,7329,"25,000.00",Lean Management project for Dairy Farming in the UK,CW5 6DF,Reaseheath College,,,,625021777
DEFRA,AHDB,22/07/2013,Invoice,,Mylnefield Research Service,SLINV/00001089,"25,746.25",Raspberry breeding consortium project ,DD2 5DA,Mylnefield Research Service,,,,108249520
DEFRA,AHDB,30/07/2013,Invoice,,Interbull Centre,IB 26/13,"28,716.52",Dairy cattle fertility project,PO BOX 7023,Interbull Centre,,,,791452415
