Spend over £25000 - Publication template,,,,,,,
,,,,,,,
Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Education,National College for Leadership of Schools and Children's Services,29/10/2010,Grants Made,School Leadership Development,Altrincham Grammar School for Girls,Collaborative fund Grant,62548.00
Department for Education,National College for Leadership of Schools and Children's Services,12/10/2010,Programme Costs,School Leadership Development,Anglia Ruskin University,104273,33165.00
Department for Education,National College for Leadership of Schools and Children's Services,29/10/2010,Grants Made,School Leadership Development,Ashton on Mersey School,Collaborative fund Grant,56301.00
Department for Education,National College for Leadership of Schools and Children's Services,29/10/2010,Grants Made,School Leadership Development,Beaver Road Primary School,Collaborative fund Grant,39710.00
Department for Education,National College for Leadership of Schools and Children's Services,20/10/2010,Grants Made,School Leadership Development,Blessed Thomas Holford Catholic College,Collaborative fund grant,25327.00
Department for Education,National College for Leadership of Schools and Children's Services,29/10/2010,Grants Made,School Leadership Development,Bolton MBC - St Pauls CE Primary School,Collaborative fund Grant,30250.00
Department for Education,National College for Leadership of Schools and Children's Services,13/10/2010,Grants Made,"Policy, Research & Development",Brigshaw High School,Yorks & Humber Emerging Acad,27000.00
Department for Education,National College for Leadership of Schools and Children's Services,18/10/2010,Irrecoverable Input VAT,Corporate Services,BT Global Services Solutions,104126,11809.52
Department for Education,National College for Leadership of Schools and Children's Services,18/10/2010,Outsourcing,Continuous Leadership Learning,BT Global Services Solutions,104126,56435.00
Department for Education,National College for Leadership of Schools and Children's Services,18/10/2010,Outsourcing,Corporate Services,BT Global Services Solutions,104126,67483.00
Department for Education,National College for Leadership of Schools and Children's Services,07/10/2010,Irrecoverable Input VAT,Continuous Leadership Learning,BT Global Services Solutions,104136,8615.23
Department for Education,National College for Leadership of Schools and Children's Services,07/10/2010,Outsourcing,Continuous Leadership Learning,BT Global Services Solutions,104136,49229.90
Department for Education,National College for Leadership of Schools and Children's Services,19/10/2010,Irrecoverable Input VAT,Continuous Leadership Learning,BT Global Services Solutions,104376,9876.12
Department for Education,National College for Leadership of Schools and Children's Services,19/10/2010,Irrecoverable Input VAT,Corporate Services,BT Global Services Solutions,104376,11809.51
Department for Education,National College for Leadership of Schools and Children's Services,19/10/2010,Outsourcing,Continuous Leadership Learning,BT Global Services Solutions,104376,56435.00
Department for Education,National College for Leadership of Schools and Children's Services,19/10/2010,Outsourcing,Corporate Services,BT Global Services Solutions,104376,67483.02
Department for Education,National College for Leadership of Schools and Children's Services,26/10/2010,Grants Made,"Policy, Research & Development",Buckinghamshire CC,RTF Annual grant,26000.00
Department for Education,National College for Leadership of Schools and Children's Services,29/10/2010,Grants Made,School Leadership Development,Cheadle Hulme High School,Collaborative fund Grant,65300.00
Department for Education,National College for Leadership of Schools and Children's Services,20/10/2010,Grants Made,School Leadership Development,Corngreaves Primary School,Collaborative fund grant,42355.00
Department for Education,National College for Leadership of Schools and Children's Services,06/10/2010,Building Running Costs,Corporate Services,Department for Education,104050,31683.00
Department for Education,National College for Leadership of Schools and Children's Services,14/10/2010,Finance Leases > 1 Yr,Corporate Services,Department for Education,LCC Lease Q3,187500.00
Department for Education,National College for Leadership of Schools and Children's Services,06/10/2010,Irrecoverable Input VAT,Childrens Services,Deloitte,103623,79934.94
Department for Education,National College for Leadership of Schools and Children's Services,06/10/2010,Programme Costs,Childrens Services,Deloitte,103623,456771.10
Department for Education,National College for Leadership of Schools and Children's Services,06/10/2010,Irrecoverable Input VAT,Childrens Services,Deloitte,103654,109716.06
Department for Education,National College for Leadership of Schools and Children's Services,06/10/2010,Programme Costs,Childrens Services,Deloitte,103654,626948.92
Department for Education,National College for Leadership of Schools and Children's Services,19/10/2010,Consultancy Fees,Childrens Services,Deloitte,104390,27715.30
Department for Education,National College for Leadership of Schools and Children's Services,19/10/2010,Irrecoverable Input VAT,Childrens Services,Deloitte,104390,4850.18
Department for Education,National College for Leadership of Schools and Children's Services,19/10/2010,Consultancy Fees,Childrens Services,Deloitte,104443,27568.00
Department for Education,National College for Leadership of Schools and Children's Services,19/10/2010,Externals Travel & Subsistence,Childrens Services,Deloitte,104443,323.20
Department for Education,National College for Leadership of Schools and Children's Services,19/10/2010,Irrecoverable Input VAT,Childrens Services,Deloitte,104443,4880.96
Department for Education,National College for Leadership of Schools and Children's Services,20/10/2010,Grants Made,School Leadership Development,Earls High School,Collaborative fund grant,78640.00
Department for Education,National College for Leadership of Schools and Children's Services,13/10/2010,Programme Costs,Continuous Leadership Learning,EMLC,104313,142884.00
Department for Education,National College for Leadership of Schools and Children's Services,22/10/2010,Programme Costs,Continuous Leadership Learning,EMLC,104535,39755.98
Department for Education,National College for Leadership of Schools and Children's Services,25/10/2010,Consultancy Fees,Continuous Leadership Learning,EMLC,104536,-450.00
Department for Education,National College for Leadership of Schools and Children's Services,06/10/2010,EHP Liability,Continuous Leadership Learning,EMLC,Nat Col EHP Payment Scheme,7917.41
Department for Education,National College for Leadership of Schools and Children's Services,11/10/2010,EHP Liability,Continuous Leadership Learning,EMLC,Nat Col EHP Payment Scheme,23636.72
Department for Education,National College for Leadership of Schools and Children's Services,18/10/2010,EHP Liability,Continuous Leadership Learning,EMLC,Nat Col EHP Payment Scheme,4938.20
Department for Education,National College for Leadership of Schools and Children's Services,26/10/2010,EHP Liability,Continuous Leadership Learning,EMLC,Nat Col EHP Payment Scheme,11940.15
Department for Education,National College for Leadership of Schools and Children's Services,04/10/2010,Programme Costs,Childrens Services,Eastern Leadership Centre,103951,145444.00
Department for Education,National College for Leadership of Schools and Children's Services,29/10/2010,Programme Costs,Continuous Leadership Learning,Eastern Leadership Centre,104742,42146.21
Department for Education,National College for Leadership of Schools and Children's Services,06/10/2010,Programme Costs,Continuous Leadership Learning,SELT,104073,72800.00
Department for Education,National College for Leadership of Schools and Children's Services,06/10/2010,Programme Costs,Continuous Leadership Learning,SELT,104107,103050.00
Department for Education,National College for Leadership of Schools and Children's Services,21/10/2010,Programme Costs,Continuous Leadership Learning,SELT,104494,26949.00
Department for Education,National College for Leadership of Schools and Children's Services,26/10/2010,Programme Costs,Continuous Leadership Learning,SELT,104610,104473.00
Department for Education,National College for Leadership of Schools and Children's Services,26/10/2010,Programme Costs,Continuous Leadership Learning,SELT,104613,42500.00
Department for Education,National College for Leadership of Schools and Children's Services,27/10/2010,Programme Costs,Continuous Leadership Learning,SELT,104648,36000.00
Department for Education,National College for Leadership of Schools and Children's Services,29/10/2010,Programme Costs,Continuous Leadership Learning,SELT,104758,61546.20
Department for Education,National College for Leadership of Schools and Children's Services,06/10/2010,EHP Liability,Continuous Leadership Learning,SELT,Nat Col EHP Payment Scheme,5728.75
Department for Education,National College for Leadership of Schools and Children's Services,11/10/2010,EHP Liability,Continuous Leadership Learning,SELT,Nat Col EHP Payment Scheme,17236.52
Department for Education,National College for Leadership of Schools and Children's Services,18/10/2010,EHP Liability,Continuous Leadership Learning,SELT,Nat Col EHP Payment Scheme,19536.01
Department for Education,National College for Leadership of Schools and Children's Services,26/10/2010,EHP Liability,Continuous Leadership Learning,SELT,Nat Col EHP Payment Scheme,9122.10
Department for Education,National College for Leadership of Schools and Children's Services,20/10/2010,Grants Made,School Leadership Development,Elmridge Primary School,Collaborative fund grant,29946.67
Department for Education,National College for Leadership of Schools and Children's Services,26/10/2010,Grants Made,School Leadership Development,Fairlawn Primary School,Collaborative fund Grant,38840.00
