Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA ,29/01/2016,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260008709,101843.57,PO 380810 DEFRA CR 31 FR4,SE1 2AP,SME,CAP493,CAPDFA03,Asset,
DEFRA,DEFRA ,11/01/2016,AR Refunds,Chief Operating Officer DG,AR Refund January 2016,60116,143600.61,AR REFUND EUROPEAN COMM BAL PAYMENT COTE C(2015) 7407,BT4 3SB,,,0,Asset,
DEFRA,DEFRA ,15/01/2016,Current Grants E,Environment and Rural DG Group,Met Office,I0100394,566000,PO 361544 FLOOD FORECASTING CENTRE,EX1 3PB,,IGS,0,Expense,
DEFRA,DEFRA ,21/01/2016,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,WSP CEL Ltd,223725,43680,"PO 378644,  PROJECT E5803, WSP FEES & EXPENSES",CV4 8HS,,22166,B087P001,Asset,
DEFRA,DEFRA ,29/01/2016,Network Services - Including Assets,Chief Operating Officer DG,IBM United Kingdom Ltd,5801160519,28680.6,PO 381778 CCN6167 CATCH UP CHARGE PO 381778 1.6.15 TO 31.12.15,GU1 2LD,SME,10040,0,Expense,
DEFRA,DEFRA ,04/01/2016,Prog - Admin Costs - FLS Office Services Consultancy,Environment and Rural DG Group,Ashurst LLP,401330,32635.51,PO 368304 PROFESSIONAL FEES,EC2A 2HA,,20238,0,Expense,
DEFRA,DEFRA ,05/01/2016,Current Grants E,Environment and Rural DG Group,North York Moors National Park,221215,1023197,PO 377271 NORTH YORK MOORS GRANT CLAIM 2015/16 GRANT CLAIM QTR 4,YO62 5BP,SME,GIA,YORKMOOR,Expense,
DEFRA,DEFRA ,25/01/2016,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR114,1089811.31,CHAPS PAYMENT  OF DEFRAS BUILDING UTILITY BILLS CAPITA INVOICE NO CAPFR114,EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA ,11/01/2016,Evidence Non R&D,Environment and Rural DG Group,Ricardo-A E A Ltd,6162208,86761,PO 379831 INVOICER FOR 01OCTOBER TO 31ST DECEMBER 2015,OX11 0QR,,21549,AQNONRDX,Expense,
DEFRA,DEFRA ,21/01/2016,Evidence Non R&D,Environment and Rural DG Group,National Physical Laboratory,127417,95754.91,PO 341690 PAH CORE RUN RATE,TW11 0LW,SME,13181,AQNONRDX,Expense,
DEFRA,DEFRA ,15/01/2016,Other Current Payments (Evidence R&D),,A H D B,180024083,161282,PO 376899 MILESTONE 3 ESTABLISH SYSTEM AND CONTRACT FOR DELIVERING DATA COLLECTIONS,CV8 2TL,,DFP,0,Expense,
DEFRA,DEFRA ,25/01/2016,Other Current Payments (Evidence R&D) (Agency),,Animal and Plant Health Agency,ERS-567236-53937,52350.08,SE1960 - TSE Strategic Competencies - APHA  FY15/16,KT15 3NB,SME,DFP,0,Expense,
DEFRA,DEFRA ,19/01/2016,Other Current Payments (Evidence R&D) (Agency),,C E F A S,8005490,61415.25,PO 371252 AQUATICS R&D FUNDING,NR33 0HT,SME,DFP,0,Expense,
DEFRA,DEFRA ,19/01/2016,Other Current Payments (Evidence R&D),,B B S R C,BBSR13041,217151.82,"PO 371271,  Q3 15/16 CO FUNDING BB/L012472/1",SN2 1UH,,,0,Expense,
