Department,Entity,Payment date,Transaction Number,Invoice Amount ,Supplier ,Account Description
FCO,FCO,09/10/2013,"4,459,550","-305,886.00",CAPITA SYMONDS LIMITED,Residential Property Services
FCO,FCO,24/10/2013,"4,480,188","-163,000.00",CROWN ESTATE COMMIS CASH A C,"Rental Payments - non residential, Rental Payments - residential"
FCO,FCO,23/10/2013,"4,456,672","-148,750.10",CORPORATE TELEVISION NETWORK LTD,Inward visits to the UK and UK Conferences
FCO,FCO,03/10/2013,"4,454,795","-131,948.40",KOIZA INTERNATIONAL LTD,"Purchase of Furniture, Fittings and Domestic Appliances, Recharge Suspense Account (Oracle PA Control Account)"
FCO,FCO,22/10/2013,"4,474,401","-96,150.00",HEWLETT PACKARD LTD,Information Systems Implementation
FCO,FCO,30/10/2013,"4,485,501","-75,080.00",VODAFONE LTD CABLE AND WIRELESS UK,FTN Unitary Payment
FCO,FCO,28/10/2013,"4,481,387","-31,924.00",CROWN AGENTS BANK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/10/2013,"4,473,121","-31,304.96",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29/10/2013,"4,482,309","25,000.00",OXFORD SAID BUSINESS SCHOOL,Training
FCO,FCO,09/10/2013,"4,459,294","25,169.10",VFS BUSINESS INFORMATION CONSULTING (SHANGHAI) CO LTD,Commercial Partners (Visa)
FCO,FCO,16/10/2013,"4,468,864","25,266.37",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,16/10/2013,"4,469,895","25,309.72",INTERSERVE FM LTD,"Construction Project more than £10k, Repair and maintenance of furniture and fittings"
FCO,FCO,09/10/2013,"4,460,849","25,352.96",CASPIAN MOTORS LLP,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,04/10/2013,"4,456,889","25,354.00",PACE FUELCARE LIMITED,Fuel Oil Non-Residential
FCO,FCO,15/10/2013,"4,465,094","25,361.27",SANSEI SISTEMA DE SEGURANCA LTDA,"Property Maintenance Overseas Residential, Security: Works Residential"
FCO,FCO,29/10/2013,"4,472,678","25,383.21",INTERSERVE FM LTD,"Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Minor New Works <10K, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Rematching / Reinstatement, Residential Property Services, Waste Disposal"
FCO,FCO,31/10/2013,"4,484,383","25,393.87",AFGHANISTAN JUSTICE ORGANIZATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/10/2013,"4,465,911","25,424.95",G4S SECURITY SERVICES OY,Local Guards
FCO,FCO,31/10/2013,"4,486,831","25,515.77",INTERNATIONAL CENTRE FOR PRISON STUDIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/10/2013,"4,485,529","25,606.14",VODAFONE LTD CABLE AND WIRELESS UK,FTN Unitary Payment
FCO,FCO,09/10/2013,"4,456,547","25,849.27",G4S SECURITY SERVICES KENYA LTD,"Local Guards, Recharge Suspense Account (Oracle PA Control Account)"
FCO,FCO,31/10/2013,"4,486,827","25,912.72",EIC LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,23/10/2013,"4,471,786","25,940.02",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,28/10/2013,"4,481,531","26,008.32",LONDON ENERGY,Electricity Non-Residential
FCO,FCO,16/10/2013,"4,462,449","26,131.88",SADO EHITUS OU,Rental Payments - residential
FCO,FCO,22/10/2013,"4,476,108","26,194.02",NEW ERA OIL AND GAS,Fuel Oil Non-Residential
FCO,FCO,16/10/2013,"4,468,847","26,224.50",INTERSERVE FM LTD,FM Interserve BES Maintenance
FCO,FCO,30/10/2013,"4,475,969","26,284.47",FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
FCO,FCO,06/10/2013,"4,458,506","26,428.61",MOEVENPICK HOTEL,Accommodation
FCO,FCO,31/10/2013,"4,486,824","26,435.00",MOWGLI FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/10/2013,"4,459,517","26,543.34",DIPLOMAT FREIGHT SERVICES LTD(DFS),Programme Spend (Oracle Projects Control Account)
FCO,FCO,04/10/2013,"4,456,710","26,724.35",UNHAS SOMALIA,Post - Air Travel
FCO,FCO,29/10/2013,"4,472,675","26,806.81",INTERSERVE FM LTD,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Estates Management Services, Grounds Maintenance, Mail & Porterage Services, Minor New Works <10K, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Residential Property Services, Waste Disposal"
