"Spend over £25,000 - Publication template",,,,,,,,,,,,,,,,,,,Large,Administration
,,,,,,,,,,,,,,,,,,,SME,Programme
Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,,,,,VSO,Grant
Defra,Fera,01/12/2011,Direct Subcontractors,Operations Directorate,University of East Anglia,61242,36665.41,Sub-Contract Work To Uea For Fera,NR4 7TJ,,N/A,R6MQ1040,Administration,,,,,,,
Defra,Fera,01/12/2011,Direct Subcontractors,Policy & Regulation,Agri-Food and Bioscience Institute,61516,99060.73,Pbr/Nl Work Grasses And Herbage,BT9 5PX,,N/A,W8CA1090,Administration,,,,,,,
Defra,Fera,12/12/2011,Prepayment Postal Visa Card,Finance And Corporate Services,National Westminster Bank plc,62191,129802.20,National Westminster Bank Plc,SS1 9AJ,,N/A,!,Administration,,,,,,,
Defra,Fera,14/12/2011,Other Direct,Policy & Regulation,European and Mediterranean Plant,1316,95214.68,European And Mediterranean Plant,.,,N/A,W4PY1000,Administration,,,,,,,
Defra,Fera,14/12/2011,Defra Central Overheads,Finance And Corporate Services,'D E F R A,62071,31475.00,D E F R A for services,YO1 7PX,,N/A,!,Administration,,,,,,,
Defra,Fera,14/12/2011,Purchase Of Publications,External Affairs Directorate,*Elsevier BV,1312,34557.03,Science Direct Freedom Collect,.,,N/A,!,Administration,,,,,,,
Defra,Fera,14/12/2011,Purchase Of Publications,External Affairs Directorate,*Elsevier BV,1313,54773.45,Electronic Subscription ,.,,N/A,!,Administration,,,,,,,
Defra,Fera,16/12/2011,Notional Estates Charges (Swm),Finance And Corporate Services,DTZ,62381,3794496.40,Dtz - Accommodation Charges,B4 6AJ,,N/A,!,Administration,,,,,,,
Defra,Fera,16/12/2011,Notional Estates Charges (Swm),Operations Directorate,DTZ,62381,39958.77,Dtz - Accommodation Charges,B4 6AJ,,N/A,!,Administration,,,,,,,
Defra,Fera,16/12/2011,Notional Estates Chgs (Policy),Policy & Regulation,DTZ,62381,71263.03,Dtz - Accommodation Charges,B4 6AJ,,N/A,!,Administration,,,,,,,
Defra,Fera,16/12/2011,Notional Estates Chgs (Phsi),Operations Directorate,DTZ,62381,240804.84,Dtz - Accommodation Charges,B4 6AJ,,N/A,!,Administration,,,,,,,
Defra,Fera,16/12/2011,Notional Estates Chgs (Err),Policy & Regulation,DTZ,62381,54803.53,Dtz - Accommodation Charges,B4 6AJ,,N/A,!,Administration,,,,,,,
Defra,Fera,20/12/2011,Direct Subcontractors,Policy & Regulation,NIAB,61723,35369.37,Routine Service,CB3 0LE,,N/A,W8CA1000,Administration,,,,,,,
Defra,Fera,20/12/2011,Direct Subcontractors,Policy & Regulation,NIAB,61724,156755.12,Routine Service,CB3 0LE,,N/A,W8CB1000,Administration,,,,,,,
Defra,Fera,20/12/2011,Direct Subcontractors,Policy & Regulation,NIAB,61765,43807.63,Routine Service,CB3 0LE,,N/A,W8CC1000,Administration,,,,,,,
Defra,Fera,20/12/2011,Direct Subcontractors,Policy & Regulation,NIAB,61766,32674.41,Routine Service,CB3 0LE,,N/A,W8CC1000,Administration,,,,,,,
,,,,,,Sum:,4951481.60,,,,,,,,,,,,,
