Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,22/02/2013,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,170678,Property dwellings private finance initiative - service concession arrangement service charge,"23,474,589.47"
Ministry of Defence,Ministry of Defence,20/02/2013,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11110,Monthly GPC payment,"10,752,324.25"
Ministry of Defence,Ministry of Defence,05/02/2013,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,162722,Estate core services charge,"7,534,062.79"
Ministry of Defence,Ministry of Defence,21/02/2013,Fees for professional services,Head Office & Corporate Services,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,170147,Fees for professional services excluding legal fees,"7,449,733.32"
Ministry of Defence,Ministry of Defence,18/02/2013,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11108,Monthly GPC payment,"7,411,802.29"
Ministry of Defence,Ministry of Defence,08/02/2013,Estate management,Defence Infrastructure Organisation ,MODUS SERVICES LIMITED,SW1A 2HB,164965,Works - estate management,"7,348,863.88"
Ministry of Defence,Ministry of Defence,20/02/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,169809,Estate core services charge,"6,942,404.62"
Ministry of Defence,Ministry of Defence,12/02/2013,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,165692,Works - estate management,"6,228,270.30"
Ministry of Defence,Ministry of Defence,22/02/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,171134,Cost of food purchases,"5,717,261.02"
Ministry of Defence,Ministry of Defence,06/02/2013,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,163192,Grant in aid to the council of reserve forces and cadet associations,"5,527,954.00"
Ministry of Defence,Ministry of Defence,14/02/2013,Property leases,Defence Infrastructure Organisation ,RMPA SERVICES PLC,CO2 7ST,167552,Property dwellings private finance initiative - service concession arrangement service charge,"5,523,235.22"
Ministry of Defence,Ministry of Defence,11/02/2013,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,165423,Estate + facilities management services - accommodation inventory + service,"5,385,939.02"
Ministry of Defence,Ministry of Defence,25/02/2013,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,171618,Estate core services charge,"5,184,796.46"
Ministry of Defence,Ministry of Defence,13/02/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,166498,Fiscal asset under construction - capital in year addition,"4,714,811.49"
Ministry of Defence,Ministry of Defence,08/02/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,164818,Utilities consumed - electricity,"4,333,101.09"
Ministry of Defence,Ministry of Defence,06/02/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,163119,Estate core services charge,"4,325,710.49"
Ministry of Defence,Ministry of Defence,08/02/2013,Fees for professional services,Head Office & Corporate Services,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,164665,Fees for professional services excluding legal fees,"3,728,895.33"
Ministry of Defence,Ministry of Defence,11/02/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,165389,Utilities consumed - electricity,"3,699,191.10"
Ministry of Defence,Ministry of Defence,15/02/2013,Spend on Inventory - General,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,168202,Spend on Inventory - General,"3,423,880.80"
Ministry of Defence,Ministry of Defence,22/02/2013,Property leases,Defence Infrastructure Organisation ,SEVERN TRENT COSTAIN WATER LIMITED,B37 7YG,171184,Property non dwellings private finance initiative - service concession arrangement service charge,"3,285,095.69"
Ministry of Defence,Ministry of Defence,11/02/2013,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,165352,Works - estate management,"3,205,762.48"
Ministry of Defence,Ministry of Defence,15/02/2013,Property leases,Defence Infrastructure Organisation ,SEVERN TRENT COSTAIN WATER LIMITED,B37 7YG,168255,Property non dwellings private finance initiative - service concession arrangement service charge,"3,184,385.05"
Ministry of Defence,Ministry of Defence,13/02/2013,Property leases,Defence Infrastructure Organisation ,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,166762,Property non dwellings private finance initiative - service concession arrangement service charge,"3,032,918.29"
Ministry of Defence,Ministry of Defence,12/02/2013,Grants to Reserves Forces and Cadets Association,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,165730,Grants to reserve forces and cadet associations,"3,025,623.26"
Ministry of Defence,Ministry of Defence,06/02/2013,Rental of plant and machinery,Defence Equipment & Support,ALC (SPC) LIMITED,OX25 2LD,163096,Plant + machinery private finance initiative - service concession arrangements service charge,"3,018,155.09"
Ministry of Defence,Ministry of Defence,11/02/2013,Property leases,Defence Infrastructure Organisation ,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,165440,Property non dwellings private finance initiative - service concession arrangement service charge,"2,997,256.63"
Ministry of Defence,Ministry of Defence,27/02/2013,Rental of plant and machinery,Defence Equipment & Support,ALC (SPC) LIMITED,OX25 2LD,172782,Plant + machinery private finance initiative - service concession arrangements service charge,"2,980,462.05"
Ministry of Defence,Ministry of Defence,12/02/2013,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,165743,Estate core services charge,"2,811,766.28"
Ministry of Defence,Ministry of Defence,11/02/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,5000091602,Estate core services charge,"2,734,562.98"
Ministry of Defence,Ministry of Defence,01/02/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,161881,Estate core services charge,"2,697,613.48"
Ministry of Defence,Ministry of Defence,15/02/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,167861,Fiscal asset under construction - capital in year addition,"2,576,478.95"
Ministry of Defence,Ministry of Defence,05/02/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000018154,Raw materials and consumable aviation fuel inventory purchased,"2,499,838.06"
Ministry of Defence,Ministry of Defence,05/02/2013,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,162723,Property non dwellings private finance initiative - service concession arrangement service charge,"2,430,808.48"
Ministry of Defence,Ministry of Defence,08/02/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,164561,Estate core services charge,"2,415,521.29"
Ministry of Defence,Ministry of Defence,20/02/2013,Administration,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,169583,General administration,"2,391,607.89"
Ministry of Defence,Ministry of Defence,21/02/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLION CONSTRUCTION LIMITED,WV1 4HY,170117,Fiscal asset under construction - capital in year addition,"2,387,399.00"
Ministry of Defence,Ministry of Defence,06/02/2013,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,163124,Equipment support non-project costs,"2,106,140.00"
Ministry of Defence,Ministry of Defence,22/02/2013,Property leases,Defence Infrastructure Organisation ,VEOLIA WATER NEVIS LIMITED,WS11 8JP,171293,Property non dwellings private finance initiative - service concession arrangement service charge,"2,088,445.98"
Ministry of Defence,Ministry of Defence,13/02/2013,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,166447,Fees for professional services excluding legal fees,"2,064,663.56"
Ministry of Defence,Ministry of Defence,20/02/2013,Utilities consumed - electricity,Joint Forces Command,AQUAGIB,,44376/1 44382/1-2,Utilities consumed - electricity,"2,059,257.06"
Ministry of Defence,Ministry of Defence,08/02/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,THALES OPTRONICS LTD,G51 4BZ,165205,Single use military equipment asset under construction - capital in year addition,"2,057,442.71"
Ministry of Defence,Ministry of Defence,18/02/2013,Fees for professional services,Head Office & Corporate Services,SERCO LIMITED,RG27 9UY,168888,Fees for professional services excluding legal fees,"2,046,933.00"
Ministry of Defence,Ministry of Defence,18/02/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,SERVICES SOUND & VISION CORPORATION,SL9 8TN,168889,Recreational facilities costs in support of social work,"2,022,290.00"
Ministry of Defence,Ministry of Defence,27/02/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,172899,Utilities consumed - gas,"1,872,168.16"
Ministry of Defence,Defence Science and Technology Laboratory,15/02/2013,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000149473 - 00154846,,"1,749,108.95"
Ministry of Defence,Ministry of Defence,21/02/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,170415,Estate core services charge,"1,679,768.55"
Ministry of Defence,Ministry of Defence,18/02/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,168841,Cost of food purchases,"1,672,729.68"
Ministry of Defence,Ministry of Defence,27/02/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,SKANSKA UK PLC,GU21 6HR,173265,Fiscal asset under construction - capital in year addition,"1,662,855.40"
Ministry of Defence,Ministry of Defence,18/02/2013,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,168690,Fiscal asset under construction - capital in year addition,"1,625,640.76"
Ministry of Defence,Ministry of Defence,08/02/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000091539,Works services - excluding United States forces/NATO + married quarters,"1,619,070.27"
Ministry of Defence,Ministry of Defence,13/02/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,166391,Estate core services charge,"1,616,200.97"
Ministry of Defence,Ministry of Defence,11/02/2013,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,165311,Transport fighting equipment operating lease,"1,582,421.58"
Ministry of Defence,Ministry of Defence,20/02/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,169663,Utilities consumed - gas,"1,576,697.51"
Ministry of Defence,Ministry of Defence,14/02/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,167284,Utilities consumed - electricity,"1,546,159.66"
Ministry of Defence,Ministry of Defence,06/02/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,HAIX SCHUHE PRODUKTIONS UND VERTRIEBS GMBH,,3000008763,Raw materials and consumable clothing and textiles inventory purchased,"1,529,288.10"
Ministry of Defence,Ministry of Defence,12/02/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,165955,Works - estate management,"1,527,254.92"
Ministry of Defence,Ministry of Defence,12/02/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,165743,Fiscal asset under construction - capital in year addition,"1,517,604.37"
Ministry of Defence,Ministry of Defence,07/02/2013,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,164086,Estate core services charge,"1,481,747.39"
Ministry of Defence,Ministry of Defence,22/02/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,170961,Estate core services charge,"1,462,427.02"
Ministry of Defence,Ministry of Defence,05/02/2013,Property leases,Defence Infrastructure Organisation ,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,162755,Property dwellings private finance initiative - service concession arrangement service charge,"1,453,184.93"
Ministry of Defence,Ministry of Defence,18/02/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,168515,Utilities consumed - gas,"1,414,395.74"
Ministry of Defence,Ministry of Defence,06/02/2013,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,163605,Fees for professional services excluding legal fees,"1,397,615.51"
Ministry of Defence,Ministry of Defence,20/02/2013,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,169592,Equipment support non-project costs,"1,358,791.00"
Ministry of Defence,Ministry of Defence,11/02/2013,Estate management,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,165434,Estate + facilities management services - accommodation inventory + service,"1,344,248.30"
Ministry of Defence,Ministry of Defence,12/02/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,165730,Fiscal asset under construction - capital in year addition,"1,297,976.25"
Ministry of Defence,Ministry of Defence,25/02/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,171591,Works - estate management,"1,296,364.37"
Ministry of Defence,Ministry of Defence,11/02/2013,IT and communication services,Land Forces,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,165426,IT and communications private finance initiative - service concession arrangements service charge,"1,268,365.00"
Ministry of Defence,Ministry of Defence,25/02/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,171449,Utilities consumed - gas,"1,233,325.69"
Ministry of Defence,Ministry of Defence,19/02/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,169120,Utilities consumed - gas,"1,225,677.55"
Ministry of Defence,Ministry of Defence,28/02/2013,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,173431,External military training ,"1,220,160.00"
Ministry of Defence,Ministry of Defence,27/02/2013,Fees for professional services,Head Office & Corporate Services,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,172907,Fees for professional services excluding legal fees,"1,203,473.91"
Ministry of Defence,Ministry of Defence,06/02/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,163563,Cost of food purchases,"1,184,275.76"
Ministry of Defence,Ministry of Defence,05/02/2013,Environmental clear up,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,162632,Non nuclear environmental decommissioning liability provision payment against provision,"1,183,794.24"
Ministry of Defence,Ministry of Defence,08/02/2013,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,165149,Equipment support non-project costs,"1,153,427.26"
Ministry of Defence,Ministry of Defence,15/02/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000008806,Spend on Inventory - General,"1,132,937.97"
Ministry of Defence,Ministry of Defence,08/02/2013,Fees for professional services,Joint Forces Command,CRANFIELD UNIVERSITY,MK43 0AL,164659,Fees for professional services excluding legal fees,"1,090,367.33"
Ministry of Defence,Ministry of Defence,12/02/2013,Transport hire charges,Land Forces,BUSVERKEHR OSTWESTFALEN GMBH,,5000091705,Transport other hire charge,"1,064,148.38"
Ministry of Defence,Ministry of Defence,01/02/2013,Property leases,Joint Forces Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,161879,Property non dwellings private finance initiative - service concession arrangement service charge,"1,045,304.79"
Ministry of Defence,Ministry of Defence,20/02/2013,Property leases,Joint Forces Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,169808,Property non dwellings private finance initiative - service concession arrangement service charge,"1,045,304.79"
Ministry of Defence,Ministry of Defence,18/02/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BP OIL INTERNATIONAL LIMITED,TW16 7BP,2000018247,Raw materials and consumable aviation fuel inventory purchased,"1,044,684.56"
Ministry of Defence,Defence Science and Technology Laboratory,08/02/2013,Sub Contracted Research,Programme Office,MET OFFICE,,V - 9000149204 - 00153124,,"1,041,666.60"
Ministry of Defence,Ministry of Defence,06/02/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,"1,000,000.00"
Ministry of Defence,Ministry of Defence,22/02/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,170899,Works services - excluding United States forces/NATO + married quarters,"968,378.92"
Ministry of Defence,Ministry of Defence,15/02/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,168267,Estate + facilities management services - accommodation inventory + service,"938,670.46"
Ministry of Defence,Defence Science and Technology Laboratory,15/02/2013,Sub Contracted Work,Operations,ECONOMIC & SOCIAL RESEARCH COUNCIL,,V - 9000149431 - 00154216,,"900,000.00"
Ministry of Defence,Ministry of Defence,28/02/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,PRIDE (SERP) LTD,GU11 2ER,174111,Fiscal asset under construction - capital in year addition,"881,274.20"
Ministry of Defence,Ministry of Defence,11/02/2013,Design services and minor equipment purchases,Defence Equipment & Support,AGUSTAWESTLAND LIMITED,BA20 2YB,165287,Equipment support non-project costs,"841,984.00"
Ministry of Defence,Ministry of Defence,22/02/2013,Spend on Inventory - General,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,171134,Spend on Inventory - General,"838,969.30"
Ministry of Defence,Ministry of Defence,18/02/2013,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,168888,Works - estate management,"835,190.72"
Ministry of Defence,Ministry of Defence,26/02/2013,Medical treatment & stores and welfare services,Land Forces,SSAFA GSTT CARE LLP,SE1 2LP,172664,Medical health services,"831,620.54"
Ministry of Defence,Ministry of Defence,12/02/2013,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,165620,External military training ,"810,240.69"
Ministry of Defence,Ministry of Defence,20/02/2013,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,169729,Utilities consumed - heating oil,"786,990.63"
Ministry of Defence,Ministry of Defence,06/02/2013,Fees for professional services,Defence Equipment & Support,L.E.K. CONSULTING LLP,SW1X 7JL,163424,The provision of advice and assistance relating to the strategy of an organisation,"775,136.33"
Ministry of Defence,Ministry of Defence,11/02/2013,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS MARINE LTD,GU14 6YU,165322,Equipment support non-project costs,"761,823.00"
Ministry of Defence,Defence Science and Technology Laboratory,01/02/2013,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000149036 - 00153702,,"760,415.08"
Ministry of Defence,Ministry of Defence,26/02/2013,Design services and minor equipment purchases,Defence Equipment & Support,PRICEWATERHOUSECOOPERS LLP,E14 9SQ,172603,Equipment support non-project costs,"753,096.40"
Ministry of Defence,Ministry of Defence,11/02/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK FLAGSHIP LIMITED,BH23 6BS,165312,Estate + facilities management services - accommodation inventory + service,"751,821.38"
Ministry of Defence,Ministry of Defence,26/02/2013,Property leases,Defence Infrastructure Organisation ,TRICOMM HOUSING LIMITED,EH3 7HL,172713,Property dwellings private finance initiative - service concession arrangement service charge,"736,261.97"
Ministry of Defence,Ministry of Defence,05/02/2013,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,162617,Movement of service personnel,"728,780.04"
Ministry of Defence,Ministry of Defence,21/02/2013,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11111,Monthly GPC payment,"707,505.20"
Ministry of Defence,Ministry of Defence,11/02/2013,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,165311,Equipment support non-project costs,"706,988.50"
Ministry of Defence,Ministry of Defence,28/02/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,173814,Utilities consumed - electricity,"705,136.86"
Ministry of Defence,Ministry of Defence,26/02/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,THE MAERSK COMPANY LTD,NE1 2HJ,172702,Raw materials and consumable marine fuel inventory purchased,"698,450.00"
Ministry of Defence,Ministry of Defence,22/02/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,170961,Fiscal asset under construction - capital in year addition,"691,055.46"
Ministry of Defence,Ministry of Defence,19/02/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,HAIX SCHUHE PRODUKTIONS UND VERTRIEBS GMBH,,3000008817,Raw materials and consumable clothing and textiles inventory purchased,"688,383.30"
Ministry of Defence,Ministry of Defence,15/02/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,HAIX SCHUHE PRODUKTIONS UND VERTRIEBS GMBH,,3000008805,Raw materials and consumable clothing and textiles inventory purchased,"687,705.00"
Ministry of Defence,Ministry of Defence,08/02/2013,Payment of utilities,Defence Equipment & Support,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,164818,Utilities consumed - electricity,"678,114.66"
Ministry of Defence,Ministry of Defence,22/02/2013,Externally delivered education and training,Defence Infrastructure Organisation ,WEHRBEREICHSVERWALTUNG,,5000092373,External military training ,"677,966.10"
Ministry of Defence,Ministry of Defence,13/02/2013,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,166380,Property dwellings private finance initiative - service concession arrangement service charge,"677,935.49"
Ministry of Defence,Ministry of Defence,07/02/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,HENRY BROTHERS (MAGHERAFELT)LIMITED,BT45 6HJ,38011,Fiscal asset under construction - capital in year addition,"672,841.20"
Ministry of Defence,Ministry of Defence,11/02/2013,Spend on Inventory - General,Defence Equipment & Support,LINCAD LIMITED,GU12 5QF,165445,Spend on Inventory - General,"650,993.76"
Ministry of Defence,Ministry of Defence,12/02/2013,Fees for professional services,Head Office & Corporate Services,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,165945,Fees for professional services excluding legal fees,"650,000.00"
Ministry of Defence,Ministry of Defence,07/02/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,WV1 4HY,163815,Fiscal asset under construction - capital in year addition,"632,669.78"
Ministry of Defence,Ministry of Defence,20/02/2013,IT and communication services,Defence Equipment & Support,LOGICA UK LIMITED,CF31 9AP,169789,Information technology services,"631,257.87"
Ministry of Defence,Ministry of Defence,22/02/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,171266,Works - estate management,"629,627.60"
Ministry of Defence,Ministry of Defence,18/02/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,168900,Estate + facilities management services - accommodation inventory + service,"627,587.75"
Ministry of Defence,Ministry of Defence,18/02/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,168526,Equipment support project costs,"621,064.46"
Ministry of Defence,Ministry of Defence,07/02/2013,Design services and minor equipment purchases,Defence Equipment & Support,WARTSILA UK LIMITED,PO15 5SD,164489,Equipment support project costs,"617,333.80"
Ministry of Defence,Ministry of Defence,07/02/2013,Grants to NDPBs,Navy Command,SEA CADET CORPS,SE1 7JF,164372,Operating costs grant in aid to the royal navy marine society and sea cadets.,"611,144.00"
Ministry of Defence,Ministry of Defence,14/02/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,167228,Utilities consumed - gas,"610,962.56"
Ministry of Defence,Ministry of Defence,05/02/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,162716,Fiscal asset under construction - capital in year addition,"600,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,08/02/2013,Sub Contracted Research,Programme Office,IBM UNITED KINGDOM LIMITED,,V - 9000149196 - 00152520,,"597,366.46"
Ministry of Defence,Ministry of Defence,22/02/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000008837,Spend on Inventory - General,"596,109.24"
Ministry of Defence,Ministry of Defence,13/02/2013,Externally delivered education and training,Land Forces,BABCOCK TRAINING LIMITED,PO6 4PR,174396,External military training ,"594,510.98"
Ministry of Defence,Ministry of Defence,25/02/2013,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,171571,Estate + facilities management services - accommodation inventory + service,"591,453.69"
Ministry of Defence,Ministry of Defence,06/02/2013,Fees for professional services,Land Forces,BABCOCK LAND LIMITED,BH23 9BS,163121,Fees for professional services excluding legal fees,"589,893.80"
Ministry of Defence,Ministry of Defence,05/02/2013,Payment of utilities,Defence Infrastructure Organisation ,E.ON,,5000091314,Utilities consumed - gas,"581,784.85"
Ministry of Defence,Ministry of Defence,15/02/2013,Fees for professional services,Head Office & Corporate Services,IBM UNITED KINGDOM LIMITED,PO6 3AE,168039,Fees for professional services excluding legal fees,"563,970.00"
Ministry of Defence,Ministry of Defence,22/02/2013,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BOEHMETAL GMBH,,5000092369,Utilities consumed - gas,"555,511.28"
Ministry of Defence,Ministry of Defence,18/02/2013,Purchase of general transport equipment,Defence Equipment & Support,TERBERG DTS (UK) LIMITED,HX5 9DA,5000092173,Transport other asset - in year capital addition,"552,717.32"
Ministry of Defence,Ministry of Defence,21/02/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,170591,Works - estate management,"552,291.91"
Ministry of Defence,Ministry of Defence,07/02/2013,Spend on Inventory - General,Air Command,KEMIRA OYJ.,,164077,Spend on Inventory - General,"550,784.79"
Ministry of Defence,Ministry of Defence,11/02/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,165549,Works - estate management,"539,597.29"
Ministry of Defence,Ministry of Defence,21/02/2013,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,170140,Cost of food services,"535,920.04"
Ministry of Defence,Ministry of Defence,08/02/2013,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,164563,External military training ,"533,194.50"
Ministry of Defence,Ministry of Defence,19/02/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,169473,Cost of food services,"530,996.09"
Ministry of Defence,Ministry of Defence,06/02/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,163612,Estate + facilities management services - accommodation inventory + service,"526,852.62"
Ministry of Defence,Ministry of Defence,25/02/2013,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000092484,Works - estate management,"520,396.29"
