Department Family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,1-Aug-11,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,1134,"3,107,193.37",Surrender of Consolidated Fund Extra Receipts and Fine Income to HM Treasury,NP10 8BA,0,Balance Sheet
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1054701,"26,335.14",All other costs including compensation payments (special & ex-gratia) & publications,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1054701,"23,738.16",All other costs including compensation payments (special & ex-gratia) & publications,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1054701,"5,267.03",All other costs including compensation payments (special & ex-gratia) & publications,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1054701,"4,780.63",All other costs including compensation payments (special & ex-gratia) & publications,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1054701,"4,747.63",All other costs including compensation payments (special & ex-gratia) & publications,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1054701,115,All other costs including compensation payments (special & ex-gratia) & publications,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1054701,50,All other costs including compensation payments (special & ex-gratia) & publications,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1054701,0.44,All other costs including compensation payments (special & ex-gratia) & publications,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1054701,-0.02,All other costs including compensation payments (special & ex-gratia) & publications,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1054701,"-4,780.63",All other costs including compensation payments (special & ex-gratia) & publications,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1054716,"25,632.90","Judicial related costs including training, travel & subsistence",LS16 6RF,0,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,MF400-DJO - TRIBS,CALDER CONFERENCES LTD,1054716,"22,703.92",All other costs including compensation payments (special & ex-gratia) & publications,LS16 6RF,0,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1054716,"4,167.17","Judicial related costs including training, travel & subsistence",LS16 6RF,0,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CALIBRE CONSULTANCY LTD,1054717,"24,759.20","Includes costs relating to service charges, property hirings, security, cleaning & waste removal",RG6 4HS,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CALIBRE CONSULTANCY LTD,1054717,"4,951.84","Includes costs relating to service charges, property hirings, security, cleaning & waste removal",RG6 4HS,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,NZ401-Finance Group Feeder,KPMG,1054766,"25,126.00",All other costs including compensation payments (special & ex-gratia) & publications,E14 5AG,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,NZ401-Finance Group Feeder,KPMG,1054766,"4,790.00",All other costs including compensation payments (special & ex-gratia) & publications,E14 5AG,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,MD600-Information Directorate,LEXIS NEXIS,1054771,"1,583,333.00",All other costs including compensation payments (special & ex-gratia) & publications,SM2 5AS,0,Admin
Ministry of Justice,MoJ HQ,1-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1054773,"57,256.39","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",CF31 9AP,E046,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1054773,"27,800.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,264000-Consultancy,PZ501-MoJ ICT Feeder,MOORHOUSE CONSULTING LTD,1054781,"120,978.00","All consultancy related costs (excluding contract & agency) as defined by Procurement guidance: The provision of knowledge &/or objective advice & assistance relating to strategy, structure, management or operations of an organisation in pursuit of its purposes and objectives. Such assistance will be provided outside the ‘business-as-usual’ environment when in-house skills are not available.",SW1H 0EX,0,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,264000-Consultancy,PZ501-MoJ ICT Feeder,MOORHOUSE CONSULTING LTD,1054781,"24,195.60","All consultancy related costs (excluding contract & agency) as defined by Procurement guidance: The provision of knowledge &/or objective advice & assistance relating to strategy, structure, management or operations of an organisation in pursuit of its purposes and objectives. Such assistance will be provided outside the ‘business-as-usual’ environment when in-house skills are not available.",SW1H 0EX,0,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,262000-SCA Costs,LZ430-I&B Operations,NATIONAL SAVINGS & INVESTMENTS,1054787,"690,449.00",Shared Service Centre Costs,SW1V 2QX,0,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,262000-SCA Costs,LZ430-I&B Operations,NATIONAL SAVINGS & INVESTMENTS,1054787,"400,308.00",Shared Service Centre Costs,SW1V 2QX,0,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,223000-Other Expenditure,NZ406-Strategic Estates Feeder,RSA,1054816,"29,834.92",All other costs including compensation payments (special & ex-gratia) & publications,RH12 1XL,0,CLOSED
Ministry of Justice,MoJ HQ,1-Aug-11,263000-Other Contracted Out Services,RG999-CFLAP Accumulator,STAFFORDSHIRE COUNTY COUNCIL,1054821,"134,466.00",Costs for contracted out services that are not part of a PFI,ST16 2NF,0,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,263000-Other Contracted Out Services,RG999-CFLAP Accumulator,STAFFORDSHIRE COUNTY COUNCIL,1054821,"26,893.20",Costs for contracted out services that are not part of a PFI,ST16 2NF,0,Programme
Ministry of Justice,MoJ HQ,1-Aug-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1054823,"319,880.80","Capital Purchases of Plant, Machinery, Equipment, IT, Land, Buildings and Motor Vehicles",M14 0WN,E012,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1054873,"1,491,296.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1054873,"654,642.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1054873,"385,683.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1054873,"332,241.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1054873,"157,500.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1054873,"88,944.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1054873,"87,175.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1054873,"58,346.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1054873,"27,180.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS,1054902,"249,462.39","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",MK3 5JP,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS,1054902,"49,892.48","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",MK3 5JP,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CAPITA HARTSHEAD LTD,1054904,"42,284.06",Costs for contracted out services that are not part of a PFI,DL1 9HN,0,Admin
Ministry of Justice,MoJ HQ,4-Aug-11,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CAPITA HARTSHEAD LTD,1054904,"8,456.81",Costs for contracted out services that are not part of a PFI,DL1 9HN,0,Admin
Ministry of Justice,MoJ HQ,4-Aug-11,212001-Agency staff,NZ401-Finance Group Feeder,CAPITA RESOURCING LTD,1054905,"37,646.50",Contract & agency staff not on the payroll (excluding consultancy costs),SL6 1DP,0,Admin
Ministry of Justice,MoJ HQ,4-Aug-11,212001-Agency staff,NZ401-Finance Group Feeder,CAPITA RESOURCING LTD,1054905,"7,529.30",Contract & agency staff not on the payroll (excluding consultancy costs),SL6 1DP,0,Admin
Ministry of Justice,MoJ HQ,4-Aug-11,263000-Other Contracted Out Services,ME600-Legal Directorate,GOVERNMENT ACTUARY'S DEPARTMENT,1054951,"21,548.80",Costs for contracted out services that are not part of a PFI,EC4A 1AB,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,263000-Other Contracted Out Services,ME600-Legal Directorate,GOVERNMENT ACTUARY'S DEPARTMENT,1054951,"4,309.76",Costs for contracted out services that are not part of a PFI,EC4A 1AB,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,266000-Judicial Costs,MD600-Information Directorate,HAMMICKS LEGAL INFORMATION SERVICES,1054960,"289,875.62","Judicial related costs including training, travel & subsistence",EC4A 2NJ,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,266000-Judicial Costs,MD600-Information Directorate,HAMMICKS LEGAL INFORMATION SERVICES,1054960,"203,819.01","Judicial related costs including training, travel & subsistence",EC4A 2NJ,0,Admin
Ministry of Justice,MoJ HQ,4-Aug-11,266000-Judicial Costs,MD600-Information Directorate,HAMMICKS LEGAL INFORMATION SERVICES,1054960,"40,865.67","Judicial related costs including training, travel & subsistence",EC4A 2NJ,0,Admin
Ministry of Justice,MoJ HQ,4-Aug-11,266000-Judicial Costs,MD600-Information Directorate,HAMMICKS LEGAL INFORMATION SERVICES,1054960,601.29,"Judicial related costs including training, travel & subsistence",EC4A 2NJ,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,266000-Judicial Costs,MD600-Information Directorate,HAMMICKS LEGAL INFORMATION SERVICES,1054960,509.34,"Judicial related costs including training, travel & subsistence",EC4A 2NJ,0,Admin
Ministry of Justice,MoJ HQ,4-Aug-11,266000-Judicial Costs,MD600-Information Directorate,HAMMICKS LEGAL INFORMATION SERVICES,1054960,120.26,"Judicial related costs including training, travel & subsistence",EC4A 2NJ,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,266000-Judicial Costs,MD600-Information Directorate,HAMMICKS LEGAL INFORMATION SERVICES,1054960,"-40,763.80","Judicial related costs including training, travel & subsistence",EC4A 2NJ,0,Admin
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"935,887.43","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
