Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,Government Procurement Service,30/01/2014,IT Security Support for user centre licenses and 4 hour hardware replacement,IT,INTEGRALIS LTD,PINVP2P 2435,26862.63,IT Security Support ,LS27UA,Large,Admin
Cabinet Office,Government Procurement Service,30/01/2014,Service charges,Estates Management,DTZ,PINDOH 37754,34340,Service charges,B4 6AJ,Large,Admin
Cabinet Office,Government Procurement Service,30/01/2014,Rent for accommodation in The Capital building,Estates Management,DTZ,PINDOH 37754,39060,Rent for accommodation ,B4 6AJ,Large,Admin
Cabinet Office,Government Procurement Service,30/01/2014,Rent for accommodation in The Capital building,Estates Management,DTZ,PINDOH 37754,39215,Rent for accommodation,B4 6AJ,Large,Admin
Cabinet Office,CABINET OFFICE,30/01/2014,FM CONTRACT FIXED COSTS,ROSEBERY COURT FM CONTRACT,MITIE BUSINESS SERVICES LTD,3000044046,49299.23,Facilities Management Services,BS167FN-1,large,Admin
Cabinet Office,CABINET OFFICE,30/01/2014,RESOURCE GRANTS PRIVATE SECTOR,TSS STRATEGIC FUNDING,ACEVO,3000044023,69167,Strategic Partners Transition Programme Grant ,WC1A1NU,SME,Grants
Cabinet Office,Government Procurement Service,30/01/2014,General rates charges,Estates Management,DTZ,PINDOH 37330,136511.02,Rates charges,B4 6AJ,Large,Admin
Cabinet Office,CABINET OFFICE,30/01/2014,PENSIONER PAYROLL CONTRACTOR,SME 2015 Programme,MYCSP LTD,3000044021,395852,Royal Mail Statutory Pension Scheme Administration Charge,LS27UA,Large,Admin
Cabinet Office,CABINET OFFICE,30/01/2014,OTHER LEGAL FEES,ISSC2,DLA PIPER UK,3000044049,618463.4,"Support for the Independent Shared Services Centre 2 project, including development of financial models, business transfer agreements, transitional arrangements for services and assets, and stakeholder engagement.",LS14BY,Large,Admin
Cabinet Office,CABINET OFFICE,31/01/2014,PUBLICITY PRODUCTION COST,GREAT CAMPAIGN PROGRAMME,RADLEY YELDAR LTD,3000044104,25090,GREAT Campaign ,EC2A2PB,SME,Programme
Cabinet Office,CABINET OFFICE,31/01/2014,SUBSIDY,ERG CIVIL SERVICE PAY AND PENSIONS,EUROPEAN INSTITUTE OF PUBLIC ADMINISTRATION,2000449,45617,UK subsidy for the European Institute of Public Administration - the leading centre of European learning and development for the public sector,NETHERLANDS,Large,Admin
Cabinet Office,CABINET OFFICE,31/01/2014,RESOURCE GRANTS LOCAL AUTHORIT,ELECTORAL REGISTRATION TRANSFORMATION PROGRAMME,CENTRAL SCOTLAND VALUATION JOINT BOARD,3000044093,51450.32,Development costs for the Individual Electoral Registration system ,FK79JQ,Government Department,Programme
Cabinet Office,CABINET OFFICE,31/01/2014,FM CONTRACT FIXED COSTS,TOTAL FM CONTRACT,GOVERNMENT PROCUREMENT SERVICE,3000392,70281.84,Facilities Management Services,L39PP,Government Department,Admin
Cabinet Office,CABINET OFFICE,31/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000044076,132036.99,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,31/01/2014,PENSIONER PAYROLL CONTRACTOR,SME PENSIONS PROGRAMME,MYCSP LTD,1000922,412609,MyCSP Administration Charges,LS27UA,Large,Admin
Cabinet Office,CABINET OFFICE,31/01/2014,PENSIONER PAYROLL CONTRACTOR,SME CONTRACT MANAGMENT LEAD,MYCSP LTD,3000044101,463792.21,MyCSP Administration Charges,LS27UA,Large,Admin
