Health and Beauty Spas,·         Some of the hotels booked by our Hotel provider for staff on detached duty fall into this category
Shoe Stores,·         Specialist boots on health grounds for Military staff
Pet stores/Food & Supply,·         Food and Supplies for the Defence Animal Centre and MOD Police and guard dogs
Books and Periodicals,·         Books and publications for our libraries and schools that are not available on contract e.g. second hand books 
Beauty and Barber shops,·         Specialist Medical and trauma training
Speciality Cleaning/Polishing,"·         Industrial leak and spill management, industrial safety and plant maintenance products"
Tailor/Seamstress/Alters,"·         Ceremonial clothing e.g. Trooping the Colour, Queens Birthday parade"
,·         Mounting  of military medals on uniforms
Children/Infants wear stores,·         Some retailers in this category also supply adult clothing/products 
,·         Specialist clothing requiring motifs e.g. t-shirts for the Red Arrows
,·         Equipment for battle field tests
,·         Items for our schools and sponsorship of sports clothing for local schools with military logos
Mens/Womens Clothing Stores,·         Specialist Outdoor Clothing e.g. adventure training clothing
,·         Purchase of items of uniform from specialist Suppliers
Advertising Services,"·         Payment to local radio companies and Newspapers for ""advertising space"" by the Military Recruiting Teams   "
,·         Sign making Services
,·         Exhibition displays
Commercial Photo/Art/Graph,·         Safety Sign making Services
Management/Consult/Public Relations Services,·         Specialist training providers
,·         Payments to Professional Bodies
Civic/Social/Fraternal Associations,·         Payments to Professional Bodies
,·         Payments to Local Councils
Statutory Bodies - Fines,·         Payments to the Police for advanced driving courses
Cable/Pay TV Services,·         Sky installations for MOD establishments and ships
Boat Dealers,·         Repairs to ships and boats
,·         Purchase of specialist paint for ships
Dentists/Orthodontists,·         Dental equipment for Military staff dental check ups
General Retail – Women’s Access/Speciality,·         Waterproof Clothing and products for Adventure training 
,·         Waterproof Clothing for Search and Rescue teams 
Timeshare,·         Temporary accommodation (short term holiday home let) for Service Families awaiting Service Accommodation 
Pkg Stores/Beer/Wine/Liquor,·         The purchase of alcohol for cooking purposes at the Defence School of Catering for trainee chefs.
,·         The provision and payment of Catering courses
Member Clubs/Sport/Rec/Golf,·         Some of the hotels booked by our Hotel provider for staff on detached duty fall into this category
,·         Military training courses
,·         Adventure training courses including hire of facilities and instruction
Detective/Protective Agency,·         CCTV Equipment
,·         Threat Detection Equipment
Variety Stores,·         Specialist boots on health grounds for Military staff
,·         Security Equipment
,·         Survival Equipment,,,,
,·         Calor Gas Supplies,,,,
,·         Pressure Washers/Steam Cleaners,,,,
Public Golf Courses,·         Some of the hotels booked by our Hotel provider for staff on detached duty fall into this category,,,,
Art Dealers and Galleries,·         Digital images/photographs and the copyright to use those digital images/photographs in Departmental publications/presentations,,,,
Stamp and Coin stores,"·         The manufacture and payment for coins for ""gifting"" purposes",,,,


MoD GPC TRANSPARENCY DATA FOR JULY 2014,,,,,
UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC93265,11-Jul-14,Auto Rental                        ,Auto Rental                        ,548.38,93265
MODGPC93266,10-Jul-14,Auto Rental                        ,Auto Rental                        ,579.6,93266
MODGPC93267,01-Jul-14,Auto Rental                        ,Auto Rental                        ,824.1,93267
MODGPC93268,12-Jul-14,Auto Rental                        ,Auto Rental                        ,827,93268
MODGPC93269,01-Jul-14,Automotive Fuel                    ,SERVICE STATIONS,2432.59,93269
MODGPC93270,01-Jul-14,Books and Periodicals              , BOOK STORES,1244,93270
MODGPC93271,09-Jul-14,Books and Periodicals              , BOOK STORES,601.68,93271
MODGPC93272,09-Jul-14,Books and Periodicals              , BOOK STORES,744.02,93272
MODGPC93273,08-Jul-14,Books and Periodicals              , BOOK STORES,512.7,93273
MODGPC93274,10-Jul-14,Books and Periodicals              , BOOK STORES,2124.75,93274
MODGPC93275,08-Jul-14,Books and Periodicals              , BOOK STORES,512.64,93275
MODGPC93276,08-Jul-14,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,553.43,93276
MODGPC93277,01-Jul-14,Books and Periodicals              , BOOK STORES,594,93277
MODGPC93278,01-Jul-14,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,3340.26,93278
MODGPC93279,02-Jul-14,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,2085.6,93279
MODGPC93280,03-Jul-14,Books and Periodicals              , BOOK STORES,2799.01,93280
MODGPC93281,10-Jul-14,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,1269.36,93281
MODGPC93282,08-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,979.78,93282
MODGPC93283,01-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,804,93283
MODGPC93284,01-Jul-14,Building Materials                 , CONSTRUCTION MATERIALS - DEF,3830.35,93284
MODGPC93285,01-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,507.12,93285
MODGPC93286,09-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,692.24,93286
MODGPC93287,08-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,2424,93287
MODGPC93288,08-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,2640,93288
MODGPC93289,08-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,2914.08,93289
MODGPC93290,04-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,3158.9,93290
MODGPC93291,01-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,3207.32,93291
MODGPC93292,04-Jul-14,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,595.64,93292
MODGPC93293,01-Jul-14,Building Materials                 , PLUMBING/HEATING EQUIPMENT,619.12,93293
MODGPC93294,01-Jul-14,Building Materials                 , PLUMBING/HEATING EQUIPMENT,559.94,93294
MODGPC93295,08-Jul-14,Building Materials                 , CONSTRUCTION MATERIALS - DEF,1604.32,93295
MODGPC93296,10-Jul-14,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,3306,93296
MODGPC93297,03-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,559.96,93297
MODGPC93298,01-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,682.41,93298
MODGPC93299,02-Jul-14,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,2422.37,93299
MODGPC93300,01-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,1298.92,93300
MODGPC93301,01-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,1298.92,93301
MODGPC93302,01-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,1298.92,93302
MODGPC93303,01-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,1298.92,93303
MODGPC93304,07-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,593.8,93304
MODGPC93305,01-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,997.92,93305
MODGPC93306,09-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,3699.36,93306
MODGPC93307,01-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,578.28,93307
MODGPC93308,07-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,577.56,93308
MODGPC93309,09-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,731.7,93309
MODGPC93310,04-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,625.87,93310
MODGPC93311,04-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,1406.71,93311
MODGPC93312,11-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,1076.88,93312
MODGPC93313,03-Jul-14,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,2030.31,93313
MODGPC93314,02-Jul-14,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,5970,93314
MODGPC93315,02-Jul-14,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,534.48,93315
MODGPC93316,04-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,504.38,93316
MODGPC93317,03-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,3537.66,93317
MODGPC93318,04-Jul-14,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,1648.99,93318
MODGPC93319,10-Jul-14,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,594,93319
MODGPC93320,01-Jul-14,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,508.63,93320
MODGPC93321,03-Jul-14,Building Services                  , SPEC CONTRACTORS - DEFAULT,2217.74,93321
MODGPC93322,11-Jul-14,Building Services                  ," HEATING, PLUMBING, AIR COND",860.28,93322
MODGPC93323,08-Jul-14,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,2437.66,93323
MODGPC93324,02-Jul-14,Building Services                  , ELECTRICAL CONTRACTORS,1326,93324
MODGPC93325,10-Jul-14,Building Services                  , ELECTRICAL CONTRACTORS,4558.2,93325
MODGPC93326,08-Jul-14,Building Services                  , ELECTRICAL CONTRACTORS,1878,93326
MODGPC93327,08-Jul-14,Building Services                  , ELECTRICAL CONTRACTORS,3096,93327
MODGPC93328,08-Jul-14,Building Services                  , ELECTRICAL CONTRACTORS,3576,93328
MODGPC93329,02-Jul-14,Building Services                  , ROOFING/SIDING/SHEET METAL,522,93329
MODGPC93330,03-Jul-14,Building Services                  , ELECTRICAL CONTRACTORS,1600,93330
MODGPC93331,01-Jul-14,Building Services                  , SPEC CONTRACTORS - DEFAULT,1908,93331
MODGPC93332,04-Jul-14,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,3182.4,93332
MODGPC93333,03-Jul-14,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,681.72,93333
MODGPC93334,03-Jul-14,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,1686.6,93334
MODGPC93335,03-Jul-14,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,1384.8,93335
MODGPC93336,11-Jul-14,Business Clothing and Footwear     , COMMERCIAL FOOTWEAR,500.9,93336
MODGPC93337,02-Jul-14,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,595.74,93337
MODGPC93338,01-Jul-14,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,1044.9,93338
MODGPC93339,07-Jul-14,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,2972.14,93339
MODGPC93340,08-Jul-14,Catering and Catering Supplies     , CATERERS,2689.8,93340
MODGPC93341,09-Jul-14,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,1092.69,93341
MODGPC93342,11-Jul-14,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,1378.29,93342
MODGPC93343,09-Jul-14,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,1214.82,93343
MODGPC93344,07-Jul-14,Catering and Catering Supplies     , CATERERS,3339.86,93344
MODGPC93345,04-Jul-14,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,797.66,93345
MODGPC93346,01-Jul-14,Catering and Catering Supplies     , CATERERS,832,93346
MODGPC93347,07-Jul-14,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,920,93347
MODGPC93348,03-Jul-14,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,1279.83,93348
MODGPC93349,07-Jul-14,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,5000,93349
MODGPC93350,11-Jul-14,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,1589.55,93350
MODGPC93351,09-Jul-14,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,3997.44,93351
MODGPC93352,02-Jul-14,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,592.58,93352
MODGPC93353,11-Jul-14,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,7455.6,93353
MODGPC93354,10-Jul-14,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,1828.8,93354
MODGPC93355,03-Jul-14,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,563.9,93355
MODGPC93356,01-Jul-14,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,511.78,93356
MODGPC93357,04-Jul-14,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,518.75,93357
MODGPC93358,09-Jul-14,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,3102,93358
MODGPC93359,04-Jul-14,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,1054.96,93359
MODGPC93360,04-Jul-14,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,2515.4,93360
MODGPC93361,07-Jul-14,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,526.8,93361
MODGPC93362,08-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,3528,93362
MODGPC93363,10-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,1025,93363
MODGPC93364,04-Jul-14,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,3389.76,93364
MODGPC93365,02-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,5000,93365
MODGPC93366,02-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,3009.75,93366
MODGPC93367,08-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,4290,93367
MODGPC93368,10-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,3745,93368
MODGPC93369,08-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,665,93369
MODGPC93370,04-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,1704,93370
MODGPC93371,08-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,1672.5,93371
MODGPC93372,07-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,6300,93372
MODGPC93373,07-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,1174,93373
MODGPC93374,09-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,15914,93374
MODGPC93375,09-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,816,93375
MODGPC93376,04-Jul-14,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,540,93376
MODGPC93377,09-Jul-14,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,612.79,93377
MODGPC93378,05-Jul-14,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,1476.13,93378
MODGPC93379,04-Jul-14,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,823.02,93379
MODGPC93380,02-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,2091,93380
MODGPC93381,01-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,600,93381
MODGPC93382,03-Jul-14,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,1821.6,93382
MODGPC93383,01-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,2667.6,93383
MODGPC93384,01-Jul-14,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,1000,93384
MODGPC93385,03-Jul-14,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,1128,93385
MODGPC93386,09-Jul-14,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,519.98,93386
MODGPC93387,03-Jul-14,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,3213.3,93387
MODGPC93388,11-Jul-14,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,1074,93388
MODGPC93389,03-Jul-14,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,1185.7,93389
MODGPC93390,07-Jul-14,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,1722.83,93390
MODGPC93391,09-Jul-14,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,995.43,93391
MODGPC93392,08-Jul-14,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,2523.68,93392
MODGPC93393,04-Jul-14,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,2926.81,93393
MODGPC93394,04-Jul-14,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,3120,93394
MODGPC93395,03-Jul-14,Computer Equipment & Services      , COMPUTER NETWORK/INFO SVCS,805.9,93395
MODGPC93396,09-Jul-14,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,960,93396
MODGPC93397,09-Jul-14,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,687.73,93397
MODGPC93398,01-Jul-14,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,1858.56,93398
MODGPC93399,08-Jul-14,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,2285.05,93399
MODGPC93400,07-Jul-14,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,627.47,93400
MODGPC93401,08-Jul-14,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,1899.6,93401
MODGPC93402,03-Jul-14,Computer Equipment & Services      , COMPUTER NETWORK/INFO SVCS,598.74,93402
MODGPC93403,04-Jul-14,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,847.69,93403
MODGPC93404,11-Jul-14,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,1170.44,93404
MODGPC93405,09-Jul-14,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,637.86,93405
MODGPC93406,09-Jul-14,Estate and Garden Services         , FLORISTS,934.49,93406
MODGPC93407,11-Jul-14,Estate and Garden Services         , FLORISTS,810.56,93407
MODGPC93408,09-Jul-14,Financial Services                 , FINANCIAL INST/MERCHANDISE,4987.4,93408
MODGPC93409,02-Jul-14,Freight and Storage                , MOTOR FREIGHT CARRIERS,1691.25,93409
MODGPC93410,07-Jul-14,Freight and Storage                , MOTOR FREIGHT CARRIERS,1170,93410
MODGPC93411,09-Jul-14,General Retail and Wholesale       , MUSIC STORES/PIANOS,4996.8,93411
MODGPC93412,04-Jul-14,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,2400,93412
MODGPC93413,08-Jul-14,General Retail and Wholesale       , SHOE STORES,600.86,93413
MODGPC93414,11-Jul-14,General Retail and Wholesale       , SHOE STORES,619.4,93414
MODGPC93415,10-Jul-14,General Retail and Wholesale       , SHOE STORES,545.77,93415
MODGPC93416,04-Jul-14,General Retail and Wholesale       , FURNITURE/EQUIP STORES,857.14,93416
MODGPC93417,10-Jul-14,General Retail and Wholesale       , MISC SPECIALTY RETAIL,538.52,93417
MODGPC93418,01-Jul-14,General Retail and Wholesale       , SHOE REPAIR/SHINE/HAT CLEAN,800,93418
MODGPC93419,01-Jul-14,General Retail and Wholesale       , DISCOUNT STORES,3008.88,93419
MODGPC93420,07-Jul-14,General Retail and Wholesale       , MISC SPECIALTY RETAIL,1041.58,93420
MODGPC93421,09-Jul-14,General Retail and Wholesale       , ELECTRONICS STORES,3803.72,93421
MODGPC93422,11-Jul-14,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,691.2,93422
MODGPC93423,02-Jul-14,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,919.9,93423
MODGPC93424,09-Jul-14,General Retail and Wholesale       , SPORTING GOODS STORES,3489.24,93424
MODGPC93425,02-Jul-14,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,618.22,93425
MODGPC93426,10-Jul-14,General Retail and Wholesale       , MISC SPECIALTY RETAIL,3925,93426
MODGPC93427,09-Jul-14,General Retail and Wholesale       , MISC SPECIALTY RETAIL,3260,93427
MODGPC93428,05-Jul-14,General Retail and Wholesale       , MUSIC STORES/PIANOS,864,93428
MODGPC93429,05-Jul-14,General Retail and Wholesale       , MUSIC STORES/PIANOS,720,93429
MODGPC93430,10-Jul-14,General Retail and Wholesale       , MUSIC STORES/PIANOS,1350,93430
MODGPC93431,04-Jul-14,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,625.7,93431
MODGPC93432,08-Jul-14,General Retail and Wholesale       , ELECTRONICS STORES,827.88,93432
MODGPC93433,01-Jul-14,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,514.8,93433
MODGPC93434,08-Jul-14,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",1985.76,93434
MODGPC93435,11-Jul-14,General Retail and Wholesale       , ELECTRONICS STORES,7971.86,93435
MODGPC93436,03-Jul-14,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,1890.56,93436
MODGPC93437,01-Jul-14,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,2165.4,93437
MODGPC93438,09-Jul-14,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,792,93438
MODGPC93439,08-Jul-14,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,8424,93439
MODGPC93440,09-Jul-14,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,796.43,93440
MODGPC93441,01-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,722.88,93441
MODGPC93442,10-Jul-14,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,3515.45,93442
MODGPC93443,10-Jul-14,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,1050.08,93443
MODGPC93444,10-Jul-14,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,1467.98,93444
MODGPC93445,07-Jul-14,General Retail and Wholesale       , SPORTING GOODS STORES,599.94,93445
MODGPC93446,08-Jul-14,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,858,93446
MODGPC93447,01-Jul-14,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,926.16,93447
MODGPC93448,03-Jul-14,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,926.16,93448
MODGPC93449,07-Jul-14,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,705.78,93449
MODGPC93450,07-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,2135.6,93450
MODGPC93451,01-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,1370,93451
MODGPC93452,04-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,4625.6,93452
MODGPC93453,09-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,736,93453
MODGPC93454,11-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,4620,93454
MODGPC93455,08-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,3175.3,93455
MODGPC93456,08-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,1779.3,93456
MODGPC93457,09-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,4948.6,93457
MODGPC93458,04-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,732.3,93458
MODGPC93459,04-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,1789.5,93459
MODGPC93460,04-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,651.8,93460
MODGPC93461,04-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,758.16,93461
MODGPC93462,04-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,1709.45,93462
MODGPC93463,08-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,929,93463
MODGPC93464,01-Jul-14,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,1857,93464
MODGPC93465,07-Jul-14,General Retail and Wholesale       , ELECTRONICS STORES,1308,93465
MODGPC93466,11-Jul-14,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,644.74,93466
MODGPC93467,10-Jul-14,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,9262.26,93467
MODGPC93468,03-Jul-14,General Retail and Wholesale       , MISC SPECIALTY RETAIL,1103.19,93468
MODGPC93469,03-Jul-14,General Retail and Wholesale       , MISC SPECIALTY RETAIL,657.6,93469
MODGPC93470,02-Jul-14,General Retail and Wholesale       , MISC SPECIALTY RETAIL,1722,93470
MODGPC93471,07-Jul-14,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,3120.1,93471
MODGPC93472,08-Jul-14,General Retail and Wholesale       , SPORTING GOODS STORES,708,93472
MODGPC93473,08-Jul-14,General Retail and Wholesale       , SPORTING GOODS STORES,4500,93473
MODGPC93474,03-Jul-14,General Retail and Wholesale       , SPORTING GOODS STORES,820.77,93474
MODGPC93475,02-Jul-14,General Retail and Wholesale       , HARDWARE STORES,1380,93475
MODGPC93476,11-Jul-14,General Retail and Wholesale       , HARDWARE STORES,538.8,93476
MODGPC93477,09-Jul-14,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,3361.2,93477
MODGPC93478,07-Jul-14,General Retail and Wholesale       , HARDWARE STORES,522.46,93478
MODGPC93479,03-Jul-14,General Retail and Wholesale       , SPORTING GOODS STORES,500,93479
MODGPC93480,11-Jul-14,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,1356.63,93480
MODGPC93481,03-Jul-14,General Retail and Wholesale       , ELECTRONICS STORES,4831.2,93481
MODGPC93482,08-Jul-14,General Retail and Wholesale       , MISC SPECIALTY RETAIL,2412,93482
MODGPC93483,03-Jul-14,General Retail and Wholesale       , MISC SPECIALTY RETAIL,1467.43,93483
