Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,03/05/2016,Gas,Chief Operating Officer DG,Corona Energy,11028871,68992,SITE 281 GAS 01/03/2016 to 01/04/2016  A/C Site 281,WD17 1JW,,,B2810000,Expense,
DEFRA,DEFRA,03/05/2016,Evidence Non R&D,Environment and Rural DG Group,Kings College London,SINV1234448,26358,PO 342822 CONTRACT REF RMP 13569 01 JAN TO 31 MAR 2016,SE1 8WA,,AQ0643,0,Expense,
DEFRA,DEFRA,03/05/2016,Grant-in Aid Payments,Environment and Rural DG Group,Royal Botanic Gardens Kew,KEWGIA011617290416,3050000,PO 383105 PAYMENT OF RBG KEW GRANT IN AID MAY 2016,TW9 3AB,,GIA,0,Expense,
DEFRA,DEFRA,03/05/2016,Gas,Chief Operating Officer DG,Corona Energy,11028883,34089.71,SITE 087 GAS 01/03/2016 to 01/04/2016  A/C Site 087,WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA,03/05/2016,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR126,494709.75,CHAPS PAYMENT- DEFRA CAPITA FUNDING REQUEST INVOICE NO - CAPFR126,EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,03/05/2016,Gas,Chief Operating Officer DG,Corona Energy,11028858,49193.28,SITE 087 GAS 01/03/2016 to 01/04/2016  A/C 20404458/10,WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA,03/05/2016,Gas,Chief Operating Officer DG,Corona Energy,11035744,70745.5,SITE 087 GAS 01/03/2016 to 01/04/2016  A/C 20404458/1,WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA,03/05/2016,Evidence Non R&D,"Strategy, International, Food and Farming DG Group",University Of Nottingham,7717862,234401,PO 352254 CORE ACTIVITY,NG7 2RD,,10992,0,Expense,
DEFRA,DEFRA,03/05/2016,Other Current Payments (Evidence R&D),Environment and Rural DG Group,University Of East Anglia,1103999,233370.5,PO 381397 DEFRA DEMONSTRATION,NR4 7TJ,,LM0304,0,Expense,
DEFRA,DEFRA,03/05/2016,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5804160274,26279.55,PO 372640 APR 14G-010 01.01.16 TO 22.01.16,GU1 2LD,SME,10040,PITF0600,Expense,
DEFRA,DEFRA,03/05/2016,Current Grants E,"Strategy, International, Food and Farming DG Group",Traffic International,110416,29767,PO 377223 REF 22-010 Q1 APR 2016 - JUNE 2016 DARWIN GRANT CLAIM FORM,CB3 0DL,,,DARWDFID,Expense,
DEFRA,DEFRA,03/05/2016,Computer & IT Services,Chief Operating Officer DG,Atos IT Services UK Ltd,5584209902,124268.4,PO 382286 GENESIS AMSSSI TRANSITION,WV10 6UH,,22928,0,Expense,
DEFRA,DEFRA,03/05/2016,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00053151,270852.14,PO 377869 SBEWS SWM CONTRACT BILLING FOR COMPLETED BCP WORKS ON DEFRA ESTATE,BS32 4NH,,10040,0,Expense,
DEFRA,DEFRA,03/05/2016,Other Current Payments E,"Strategy, International, Food and Farming DG Group",A H D B,180025187,55000,PO 377610 PROJECT MANAGEMENT AND SERVER HOSTING AND SOFTWARE LICENSES,CV8 2TL,,17019,AHDB0002,Expense,
DEFRA,DEFRA,04/05/2016,Grant-in Aid Payments,Environment and Rural DG Group,Natural England,260416,8000000,PO 383096 MAY GRANT IN AID,YO1 7PX,,GIA,0,Expense,
DEFRA,DEFRA,04/05/2016,Grant-in Aid Payments,"Strategy, International, Food and Farming DG Group",Marine Management Organisation,280416,1000000,PO 383175 MAY GRANT AID PAYMENT,NE4 7YH,,GIA,0,Expense,
DEFRA,DEFRA,04/05/2016,Grant-in Aid Payments,Environment and Rural DG Group,Environment Agency,EAGIAMAY2016,15000000,PO 383148 EA FLOOD DEFENCE GIA MAY 2016,BS1 5AH,,GIA,0,Expense,
DEFRA,DEFRA,04/05/2016,International Subscriptions (Foreign Payments),"Strategy, International, Food and Farming DG Group",National Measurement Office,E018058,46103,PO 381538 PAYMENT FOR THE IMPLEMENTATION OF MOU,TW11 0JZ,,FDP,NAGOYAPI,Expense,
DEFRA,DEFRA,04/05/2016,Other Current Payments (GB),"Strategy, International, Food and Farming DG Group",Food Standards Agency,1703468,25924.18,PO 378400 FS317 OTHER SERVICES ENGLAND & WALES,YO1 2YX,,IGS,ABPO0001,Expense,
DEFRA,DEFRA,04/05/2016,Other Current Payments (GB),"Strategy, International, Food and Farming DG Group",Food Standards Agency,1703439,26772.72,PO 378400 FS317 OTHER SERVICES,YO1 2YX,,IGS,ABPO0001,Expense,
DEFRA,DEFRA,04/05/2016,Evidence Non R&D,"Strategy, International, Food and Farming DG Group",Food Standards Agency,1703479,39524.79,PO 377907 Q4 JAN - MAR 2016 FS901 BRAINSTEM SURVEY SAMPLES,YO1 2YX,,FDP,TSE001CA,Expense,
DEFRA,DEFRA,04/05/2016,Security Services (C),Chief Operating Officer DG,Home Office,1130422,68835,PO 383021 CONTRIBUTION TO GSZ FY 15/16,SW1P 4DF,,IGS,0,Expense,
DEFRA,DEFRA,04/05/2016,Current Grants E,"Strategy, International, Food and Farming DG Group",C E F A S,70416,49362,"PO 383613,  DARWIN REF NO - DPLUS045, CLAIM PERIOD 01 APRIL 2016 TO 30 JUNE 2016",NR33 0HT,SME,23064,DARWPLUS,Expense,
DEFRA,DEFRA,05/05/2016,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,042016REDFERN,-262766.88,TO CREATE I-EXPENSE FOR REDFERN BILL POST SOP,BD1 3AZ,SME,,0,Asset,
DEFRA,DEFRA,06/05/2016,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5804160926,26609.44,PO 379380 APR 15D-001 01.04.2016 TO 30.04.2016,GU1 2LD,SME,10040,B177P003,Asset,
DEFRA,DEFRA,06/05/2016,Overhead Incidental Expenses,Chief Operating Officer DG,Vodafone Ltd,79596233,42000,"PO 383640, VODAFONE BILL",RG14 5FF,,21901,0,Expense,
DEFRA,DEFRA,06/05/2016,Other Current Payments E,"Strategy, International, Food and Farming DG Group",University Of Reading,113538,31361.25,PO 371105 NFC GC0147 APR 2016 PAYMENT,RG6 6AH,,GC0146,PGR00001,Expense,
DEFRA,DEFRA,06/05/2016,Evidence Non R&D,"Strategy, International, Food and Farming DG Group",Animal and Plant Health Agency,5000081140,48345.57,PO 377904 LAB SURVEILLANCE - FALLEN STOCK DEC 15,YO1 7PX,SME,FDP,0,Expense,
DEFRA,DEFRA,06/05/2016,Other Current Payments (Evidence R&D),Environment and Rural DG Group,Ricardo-A E A Ltd,6163987,46496.88,PO 351104 CORE WORK UNDERTAKEN FOR THE NAEI AQPI APR 2016,OX11 0QR,,AQ0726,AQRDXXXX,Expense,
DEFRA,DEFRA,06/05/2016,Other Current Payments E,Environment and Rural DG Group,Dorset County Council,1800616402,2250000,PO383576 SETTLEMENT PORTLAND COASTAL STRIP,DT1 1XJ,,,0,Expense,
DEFRA,DEFRA,06/05/2016,AR Refunds,Chief Operating Officer DG,Department Of Energy and Climate Change,6.05E+13,76543.5,DEPT OF ENERGY & CLIMATE CHANGE,YO1 7PX,SME,,0,Asset,
DEFRA,DEFRA,06/05/2016,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Sopra Steria Ltd,100089379,207990,PO 383217 COUNTRYSIDE STEWARDSHIP,HP2 7AH,,CAP582,CAPDFA02,Asset,
DEFRA,DEFRA,06/05/2016,Training - Learning & Development,Chief Operating Officer DG,Cabinet Office,250014417,65361.6,PO 382253 16.02.2016 - 31.03.2016 PSYCHOMETRIC REPORT,FY5 3TA,,IGS,0,Expense,
DEFRA,DEFRA,06/05/2016,Current Grants E,"Strategy, International, Food and Farming DG Group",Stop Ivory,2016003,281384.06,"PO 382381, FLIGHT INTERNATIONAL",WC1R 4QD,SME,22906,IWTXXXXX,Expense,
DEFRA,DEFRA,06/05/2016,Overhead Incidental Expenses,Chief Operating Officer DG,Vodafone Ltd,79596228,47022,"PO 383640, VODAFONE BILL",RG14 5FF,,21901,0,Expense,
DEFRA,DEFRA,06/05/2016,Overhead Incidental Expenses,Chief Operating Officer DG,Vodafone Ltd,79596230,47022,"PO 383640, VODAFONE BILL",RG14 5FF,,21901,0,Expense,
DEFRA,DEFRA,06/05/2016,Current Grants E,"Strategy, International, Food and Farming DG Group",Environmental Investigation Agency (UK) Ltd,140416,27014.25,"PO 383609, DARWIN REF NO - IWT030, CLAIM PERIOD 01 APRIL 2016 TOI 30 JUNE 2016",N1 0NY,SME,23115,IWTXXXXX,Expense,
DEFRA,DEFRA,06/05/2016,Current Grants E,"Strategy, International, Food and Farming DG Group",Zoological Society Of London,180416,42636.5,"PO 383608 DARWIN REF NO - IWT031, CLAIM PERIOD 01 APRIL 2016 TOI 30 JUNE 2016",NW1 4RY,,23116,IWTXXXXX,Expense,
DEFRA,DEFRA,06/05/2016,Other Current Payments (Evidence R&D),"Strategy, International, Food and Farming DG Group",Rothamsted Research Ltd,INV104920,80051,PO 366945 PROJECT SS314,AL5 2JQ,,SCF0102,0,Expense,
DEFRA,DEFRA,06/05/2016,Evidence Non R&D,"Strategy, International, Food and Farming DG Group",Animal and Plant Health Agency,5000081141,51721.32,PO 377904 LAB SURVEILLANCE - FALLEN STOCK JAN 16,YO1 7PX,SME,FDP,0,Expense,
DEFRA,DEFRA,06/05/2016,FM Projects Non Capital Works,Chief Operating Officer DG,Fera Science Limited,6138007945,58968,PO 382719 FR/000378 IT SUPPORT FOR EASTER SHUTDOWN WORK,YO41 1LZ,,20350,B2810000,Expense,
DEFRA,DEFRA,06/05/2016,Estates Professional Fees & Services,Chief Operating Officer DG,Smiths Gore,100316,30621.12,PO 372079 SALE OF ARTHUR RICKWOOD,DG1 1DG,SME,21089,0,Expense,
DEFRA,DEFRA,06/05/2016,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5804160560,72568.42,PO 375126 APR 14F 005 1.4.16 TO 30.4.16,GU1 2LD,SME,10040,0,Expense,
DEFRA,DEFRA,06/05/2016,Other Current Payments (GB),"Strategy, International, Food and Farming DG Group",O S P A R Commission,151115,266824.85,PO 381064 CONVENTION FOR PROTECTION OF MARINE ENVIRONMENT REF: OCC/14,WC2A 2JQ,SME,FDP,0,Expense,
DEFRA,DEFRA,06/05/2016,Grant-in Aid Payments,Environment and Rural DG Group,Joint Nature Conservation Committee,260416,672000,PO 383315 GRANT IN AID PAYMENT FOR JNCC - MAY 2016,PE1 1JY,SME,GIA,0,Expense,
DEFRA,DEFRA,06/05/2016,Overhead Incidental Expenses,Chief Operating Officer DG,Vodafone Ltd,79596232,47022,"PO 383640, VODAFONE BILL",RG14 5FF,,21901,0,Expense,
DEFRA,DEFRA,06/05/2016,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5804161183,30205.2,"PO 371933,  APR 14G-007-11, 04/03/2016 TO 25/03/2016",GU1 2LD,SME,10040,PTRS0800,Expense,
DEFRA,DEFRA,06/05/2016,Software Services/Non-Standard Software,Chief Operating Officer DG,IBM United Kingdom Ltd,5801160370,25046.12,"PO 374759,  APR 14-075, 30/10/2015 TO 27/11/2015",GU1 2LD,SME,10040,CAPDFA08,Expense,
DEFRA,DEFRA,06/05/2016,Current Grants E,"Strategy, International, Food and Farming DG Group",Chagos Conservation Trust,150316,35061,"PO 383620, DARWIN REF NO - DPLUS041, CLAIM PERIOD 01 APRIL 2016 TO 30 JUNE 2016",SE5 8AL,SME,23060,DARWPLUS,Expense,
DEFRA,DEFRA,06/05/2016,Other Current Payments (Evidence R&D),"Strategy, International, Food and Farming DG Group",University of Huddersfield HEC,5047401,30000,PO 383103 FOO319,HD1 3DH,,FO0319,SFFS0003,Expense,
DEFRA,DEFRA,06/05/2016,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5804160210,43004.6,PO 379980 FROM 01/04/2016 TO 30/04/2016,GU1 2LD,SME,10040,PTRS6000,Expense,
DEFRA,DEFRA,06/05/2016,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5804160212,111121.8,PO 380092 APR 15D 002 SIGNED ACCEPTANCE 01.04.16 TO 30.04.16,GU1 2LD,SME,10040,B129P007,Asset,
DEFRA,DEFRA,06/05/2016,Current Grants E,"Strategy, International, Food and Farming DG Group",R U S I Trading Ltd,170316,39746,"PO 383612, DARWIN REF NO - IWT021, QTR - 1, CLAIM PERIOD 01 APRIL 2016 TOI 30 JUNE 2016",SW1A 2ET,SME,23106,IWTXXXXX,Expense,
DEFRA,DEFRA,06/05/2016,Current Grants E,"Strategy, International, Food and Farming DG Group",Tusk Trust,240316,52341,PO 383605 REF NO. IWT032 Q1 APR 2016 - JUN 2016 ADVANCE CLAIM,SP8 4AA,SME,23117,IWTXXXXX,Expense,
DEFRA,DEFRA,06/05/2016,Current Grants E,"Strategy, International, Food and Farming DG Group",R S P B,2.30E+12,31530.75,"PO 383615, DARWIN REF NO - DPLUS053, CLAIM PERIOD 01 APRIL 2016 TO 30 JUNE 2016",SG19 2DL,,23072,DARWPLUS,Expense,
DEFRA,DEFRA,06/05/2016,Current Grants E,"Strategy, International, Food and Farming DG Group",Tusk Trust,2.40E+12,97095,"PO 240316, DARWIN REF NO - IWT024, QTR 1, CLAIM PERIOD - 01 APRIL 2016 TO 30 JUNE 2016",SP8 4AA,SME,23109,IWTXXXXX,Expense,
DEFRA,DEFRA,06/05/2016,Training - Learning & Development,Chief Operating Officer DG,C I P S,242682,53700,"PO 382683 COURSE FEE FOR INDUCTION, TUITION MODULES 1-5",PE9 3NZ,SME,22922,0,Expense,
DEFRA,DEFRA,06/05/2016,IT Maintenance,Chief Operating Officer DG,Specialist Computer Centres,OPM144858,29411.34,PO 380630 CONSULTANCY,B11 2LE,SME,CAP471,CAPDFA07,Expense,
DEFRA,DEFRA,10/05/2016,Other Current Payments (Evidence R&D),Environment and Rural DG Group,University Of Exeter,GHB0126477,68414.1,"PO 363252 SP1311 MILESTONE 8, 9 OBJECTIVE 2.2-2.4",EX4 4QJ,,SP1311,0,Expense,
DEFRA,DEFRA,10/05/2016,Overhead Incidental Expenses,Chief Operating Officer DG,Shared Services Connected Ltd,100002734,131096.4,PO 377864 ORACLE LICENCE FEE YEAR 2 SCHEDULE 7 LINE TOTAL CLOUD,HP2 7AH,,27761096,0,Expense,
DEFRA,DEFRA,10/05/2016,IT Software,Chief Operating Officer DG,Specialist Computer Centres,OPM148645,36495.58,PO 380483 CONSULTANCY,B11 2LE,SME,CAP473,CAPDFA07,Expense,
DEFRA,DEFRA,10/05/2016,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM150060,38908.18,PO 380849 CONSULTANCY,B11 2LE,SME,CAP580,CAPDFA02,Asset,
DEFRA,DEFRA,10/05/2016,Agency temps - secretarial,Chief Operating Officer DG,H H R UK Ltd,DEFRAAPR16001,145383.6,PO382999 1ST APR TO 29 APR 16 MILESTONE 18,W1H 1DP,SME,23007,SOPD1314,Expense,
DEFRA,DEFRA,10/05/2016,Payments to Agencies GB,"Strategy, International, Food and Farming DG Group",Fera Science Limited,6138007853,311079.6,PO 383418 APR SPECIALIST FACILITIES SERVICES CALL OFF INVOICE FOR FY 2016/17,YO41 1LZ,,IGS,0,Expense,
DEFRA,DEFRA,10/05/2016,Evidence Non R&D,"Strategy, International, Food and Farming DG Group",Fera Science Limited,6138008081,520035.9,PO 383564 APR 2016 PLANT & BEE HEALTH SERVICES FOR FY 2016/17,YO41 1LZ,,IGS,0,Expense,
DEFRA,DEFRA,10/05/2016,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM147630,30061.5,PO 380849 CONSULTANCY,B11 2LE,SME,CAP500,CAPDFA02,Asset,
DEFRA,DEFRA,10/05/2016,Evidence Non R&D,Environment and Rural DG Group,Jacobs UK Ltd,B206880024,25156.69,"PO 376959,  PROFESSIONAL SERVICE RELATING TO  WASTE DATA FLOW 2015-17",RG41 5TU,,BRAVO 21119,0,Expense,
DEFRA,DEFRA,10/05/2016,Other Current Payments E,"Strategy, International, Food and Farming DG Group",University Of Reading,112520,28653.42,PO 371105 LONG TERM HOUSING MAINTENANCE,RG6 6AH,,GC0146,PGR00001,Expense,
DEFRA,DEFRA,10/05/2016,Advisory Services,Chief Operating Officer DG,Shared Services Connected Ltd,100002876,270340.99,"PO 366914,  CHARGES FOR SERVICE BETWEEN 01/05/2016 TO 31/05/2016",HP2 7AH,,ecm_4524,0,Expense,
DEFRA,DEFRA,10/05/2016,IT Software,Chief Operating Officer DG,M D S Technologies Ltd,5182,104689.24,"PO 382016,  PHYSICAL SERVERS AND STORAGE",SN14 0GX,SME,CAP502,CAPDFA08,Expense,
DEFRA,DEFRA,10/05/2016,Other Current Payments (Evidence R&D),"Strategy, International, Food and Farming DG Group",University Of Reading,ERS-572358-54691,52050.66,AC0122 - Optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems -  University of Reading - May 16,RG6 6AH,,,SFFS0005,Expense,
DEFRA,DEFRA,10/05/2016,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,122916,262766.88,122916 DEFRA APRIL 2016 BILL,BD1 3AZ,SME,,0,Asset,
DEFRA,DEFRA,10/05/2016,Current grants to charitable bodies,Environment and Rural DG Group,Waste & Resources Action Programme,May-16,998933,"PO 383138,  CLAIM FROM GRANT FUNDING WRAP",OX16 0AH,,2080263009,0,Expense,
DEFRA,DEFRA,10/05/2016,Other Current Payments (Evidence R&D),Environment and Rural DG Group,Cranfield University,ERS-572575-54685,30780.68,SP1621  May 16/17,MK43 0AL,,SP1621,0,Expense,
DEFRA,DEFRA,10/05/2016,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00052269,91637.13,PO 378132 & MULTI PO SBEWS/ SWM CONTRACT,BS32 4NH,,10195L,0,Expense,
DEFRA,DEFRA,27/05/2016,EXP - PURCHASE OF G&S - ACCOM & BLDNG MGMT - REACTIVE ELEMENT OF CORE IFM FEE,NETWORK ESTATES - PERFORMANCE,INTERSERVE (FACILITIES MNGMNT) LTD,FI00056037,3190589.65,Interserve Core FM and Reactive contract PO’s for 2016/17 - Std 12 mthly invoices throughout 2016/17 (Reactive),BS32 4NH,SUPPLIER(1),,0,Expense,
DEFRA,DEFRA,27/05/2016,EXP - PURCHASE OF G&S - ACCOM & BLDNG MGMT - REACTIVE ELEMENT OF CORE IFM FEE,NETWORK ESTATES - PERFORMANCE,INTERSERVE (FACILITIES MNGMNT) LTD,FI00056037,3190589.65,PO 383456 REACTIVE MAINTENANCE FUND FRW 10321-00 01.04.2016 - 30.04.2016,BS32 4NH,SUPPLIER(1),,0,Expense,
DEFRA,DEFRA,27/05/2016,EXP - PURCHASE OF G&S - ACCOM & BLDNG MGMT - ESTATES IFM CORE MAINTENANCE,NETWORK ESTATES - PERFORMANCE,INTERSERVE (FACILITIES MNGMNT) LTD,FI00056036,3190589.65,Interserve Core FM and Reactive contract PO’s for 2016/17 - Std 12 mthly invoices throughout 2016/17 (Core FM),BS32 4NH,SUPPLIER(1),,0,Expense,
DEFRA,DEFRA,27/05/2016,EXP - PURCHASE OF G&S - ACCOM & BLDNG MGMT - ESTATES IFM CORE MAINTENANCE,NETWORK ESTATES - PERFORMANCE,INTERSERVE (FACILITIES MNGMNT) LTD,FI00056036,3190589.65,PO 383457 CORE CONTRACT FRAMEWORK FRW 10321-00 01.04.2016 - 30.04.2016,BS32 4NH,SUPPLIER(1),,0,Expense,
DEFRA,DEFRA,27/05/2016,EXP - PURCHASE OF G&S - ICT OUTSOURCING & MAINT/SUPPORT - IBM BASE SERVS CONTROL,IBM SERVICES - ADMIN COSTS,IBM UNITED KINGDOM LTD,5805160356,6536251.06,May16 IT Baselined Services ref CMM April 16 - June16,GU1 2LD,SUPPLIER,,0,Expense,
