Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,57847,-5.31,-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,57847,-0.52,-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,57847,14.95,-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,57847,2901.94,-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2015,ICT Infrastructure Specific Service,"Finance, Commercial & Digital Transformation - Modernisation Fund and Shared Services",XMA LTD,58794,51.71,-ICT Infrastructure Specific Service,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2015,ICT Infrastructure Specific Service,"Finance, Commercial & Digital Transformation - Modernisation Fund and Shared Services",XMA LTD,58796,51.71,-ICT Infrastructure Specific Service,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2015,Consultancy Expenditure,"Finance, Commercial & Digital Transformation - Projects & Commercial Directorate",UK SHARED BUSINESS SERVICES LTD,107906,11154.67,-Consultancy Expenditure,SN2 1FF,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),108658,11610.34,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/11/2015,Leadership & People Management,"People, Strategy and Higher Education - Human Resources",HM REVENUE & CUSTOMS,108948,4320.00,-Leadership & People Management,BN12 4XH,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/11/2015,Taxi Services,Economics & Markets - Labour Market,BCCP LTD,110297,31.72,-Taxi Services,BN3 1UY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/11/2015,Taxi Services,Economics & Markets - Labour Market,BCCP LTD,110297,141.39,-Taxi Services,BN3 1UY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,112364,-232.81,-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,112364,1070.21,-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,112364,27096.77,-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,112369,-63.82,-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,112369,242.06,-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,112369,61319.14,-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2015,Rail Travel,"Skills, Deregulation and Local Growth - Enterprise & Skills",MYCSP LTD,112447,33.60,-Rail Travel,SK3 0XN,VENDOR,,,
