Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description,Total
Ministry of Defence,Ministry of Defence,20/09/2013,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,251472,Spend on Inventory - General,"15,450.60"
Ministry of Defence,Ministry of Defence,23/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,251921,Medical health services,"15,426.67"
Ministry of Defence,Ministry of Defence,13/09/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,249068,Cost of other material consumed,"15,408.65"
Ministry of Defence,Ministry of Defence,12/09/2013,Fees for professional services,Defence Infrastructure Organisation ,SECURITAS SECURITY SERVICES (UK) LIMITED,B6 7SS,248889,Fees for professional services excluding legal fees,"15,320.30"
Ministry of Defence,Ministry of Defence,19/09/2013,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,250928,Spend on Inventory - General,"15,296.20"
Ministry of Defence,Ministry of Defence,05/09/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,246517,Estate + facilities management services - accommodation inventory + service,"15,252.11"
Ministry of Defence,Ministry of Defence,04/09/2013,Food and clothing,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,246100,Cost of purchasing and repairing clothing,"15,240.55"
Ministry of Defence,Ministry of Defence,23/09/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,251819,Consumption of medical dental and veterinary inventory,"15,231.57"
Ministry of Defence,Ministry of Defence,03/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,245455,Medical health services,"15,217.35"
Ministry of Defence,Ministry of Defence,27/09/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,254796,Cost of other material consumed,"15,215.55"
Ministry of Defence,Ministry of Defence,10/09/2013,Spend on Inventory - General,Defence Equipment & Support,REXEL UK LTD,EN6 9EB,247975,Spend on Inventory - General,"15,161.50"
Ministry of Defence,Ministry of Defence,25/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,253066,Medical health services,"15,141.00"
Ministry of Defence,Ministry of Defence,19/09/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,251388,Cost of other material consumed,"15,137.06"
Ministry of Defence,Ministry of Defence,26/09/2013,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,254717,Cost of ground diesel fuel consumed,"15,123.24"
Ministry of Defence,Ministry of Defence,25/09/2013,Spend on Inventory - General,Defence Equipment & Support,E.P.BARRUS LTD,OX26 4UR,253019,Spend on Inventory - General,"15,113.84"
Ministry of Defence,Ministry of Defence,13/09/2013,Externally delivered education and training,Head Office & Corporate Services,DERBYSHIRE STRONGE LIMITED,HR2 6FE,249138,External military training ,"15,000.00"
Ministry of Defence,Ministry of Defence,10/09/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,247686,Spend on Inventory - General,"14,988.00"
Ministry of Defence,Ministry of Defence,04/09/2013,Fuel for military use,Defence Infrastructure Organisation ,GB OILS LIMITED,WA3 6XG,178517,Cost of ground diesel fuel consumed,"14,979.36"
Ministry of Defence,Ministry of Defence,16/09/2013,"Adminstration, claims, compensation and awards",Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,249617,Cost of claims/compensation and related expenses against MOD,"14,971.48"
Ministry of Defence,Ministry of Defence,26/09/2013,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,254093,Works services - excluding United States forces/NATO + married quarters,"14,931.79"
Ministry of Defence,Ministry of Defence,03/09/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,245390,Consumption of medical dental and veterinary inventory,"14,905.32"
Ministry of Defence,Ministry of Defence,17/09/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,250375,Cost of other material consumed,"14,783.35"
Ministry of Defence,Ministry of Defence,13/09/2013,IT and communication services,Defence Infrastructure Organisation ,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,249269,Information technology services,"14,773.07"
Ministry of Defence,Ministry of Defence,10/09/2013,"Transportation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,247969,Military short term detached duty,"14,727.20"
Ministry of Defence,Ministry of Defence,02/09/2013,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,AGILITY LOGISTICS LIMITED,RG1 2LG,244886,Movement of service personnel,"14,699.25"
Ministry of Defence,Ministry of Defence,24/09/2013,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,252862,Cost of other material consumed,"14,693.64"
Ministry of Defence,Ministry of Defence,24/09/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,252761,Single use military equipment asset under construction - capital in year addition,"14,688.00"
Ministry of Defence,Ministry of Defence,12/09/2013,Payment of utilities,Joint Forces Command,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,248611,Utilities consumed - electricity,"14,661.79"
Ministry of Defence,Ministry of Defence,17/09/2013,Payment of utilities,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,250366,Utilities consumed - heating oil,"14,638.02"
Ministry of Defence,Ministry of Defence,25/09/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,252869,Consumption of medical dental and veterinary inventory,"14,633.20"
Ministry of Defence,Ministry of Defence,12/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,248675,Medical health services,"14,606.27"
Ministry of Defence,Ministry of Defence,04/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,MANITOWOC CRANE GROUP (UK) LTD,MK18 4FD,245916,Equipment support non-project costs,"14,539.63"
Ministry of Defence,Ministry of Defence,05/09/2013,Administration,Head Office & Corporate Services,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,246306,General administration,"14,531.28"
Ministry of Defence,Ministry of Defence,27/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,254953,Medical health services,"14,523.98"
Ministry of Defence,Ministry of Defence,12/09/2013,Rent and rates,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000101879,Rent buildings - non civil estate property and married quarter property,"14,458.97"
Ministry of Defence,Ministry of Defence,02/09/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,245014,Raw materials and consumable engineering and technical fiscal inventory purchased,"14,440.50"
Ministry of Defence,Ministry of Defence,16/09/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,249856,Military short term detached duty,"14,416.60"
Ministry of Defence,Ministry of Defence,30/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,TELEVISION INSTALLATION SERVICES (MANSFIELD) LIMITED,NG18 5BU,255635,Equipment support non-project costs,"14,348.52"
Ministry of Defence,Ministry of Defence,17/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,250074,Medical health services,"14,324.12"
Ministry of Defence,Ministry of Defence,16/09/2013,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,249856,Military short term detached duty,"14,200.75"
Ministry of Defence,Ministry of Defence,04/09/2013,Rent and rates,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,245724,Rent buildings - non civil estate property and married quarter property,"14,132.46"
Ministry of Defence,Ministry of Defence,11/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,248210,Medical health services,"14,029.11"
Ministry of Defence,Ministry of Defence,25/09/2013,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,253325,Cost of ground diesel fuel consumed,"13,958.40"
Ministry of Defence,Ministry of Defence,23/09/2013,Externally delivered education and training,Land Forces,SERCO LIMITED,RG27 9UY,252348,External military training ,"13,957.57"
Ministry of Defence,Ministry of Defence,13/09/2013,Fuel for military use,Defence Equipment & Support,HENTY OIL LTD,SW1E 5BH,249233,Cost of ground diesel fuel consumed,"13,894.61"
Ministry of Defence,Ministry of Defence,13/09/2013,Fees for professional services,Head Office & Corporate Services,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,249132,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"13,883.58"
Ministry of Defence,Ministry of Defence,16/09/2013,Payment of utilities,Defence Equipment & Support,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,249648,Utilities consumed - electricity,"13,883.25"
Ministry of Defence,Ministry of Defence,23/09/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,251873,Cost of other material consumed,"13,847.26"
Ministry of Defence,Ministry of Defence,06/09/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,246854,Single use military equipment asset under construction - capital in year addition,"13,839.54"
Ministry of Defence,Ministry of Defence,09/09/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,247116,Consumption of medical dental and veterinary inventory,"13,836.64"
Ministry of Defence,Ministry of Defence,30/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,255456,Equipment support non-project costs,"13,732.92"
Ministry of Defence,Ministry of Defence,09/09/2013,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,247632,Cost of ground diesel fuel consumed,"13,709.48"
Ministry of Defence,Ministry of Defence,05/09/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,246174,Cost of other material consumed,"13,709.14"
Ministry of Defence,Ministry of Defence,05/09/2013,Fuel for military use,Land Forces,HENTY OIL LTD,SW1E 5BH,246304,Cost of ground diesel fuel consumed,"13,665.60"
Ministry of Defence,Ministry of Defence,23/09/2013,"Transportation of personnel, freight and travel expenses",Air Command,G A NEWSOME (HAULAGE) LIMITED,CW5 6BJ,251998,Freight movement costs,"13,653.78"
Ministry of Defence,Ministry of Defence,11/09/2013,Fuel for military use,Defence Equipment & Support,HENTY OIL LTD,SW1E 5BH,248206,Cost of ground diesel fuel consumed,"13,631.83"
Ministry of Defence,Ministry of Defence,19/09/2013,Spend on Inventory - General,Defence Equipment & Support,PLANET PLATFORMS LIMITED,WF2 0XG,251233,Spend on Inventory - General,"13,552.95"
Ministry of Defence,Ministry of Defence,24/09/2013,Externally delivered education and training,Air Command,SERCO LIMITED,RG27 9UY,252794,External military training ,"13,530.06"
Ministry of Defence,Ministry of Defence,09/09/2013,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,247205,Cost of other material consumed,"13,479.49"
Ministry of Defence,Ministry of Defence,20/09/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Schools + community relations initiatives,"13,443.84"
Ministry of Defence,Ministry of Defence,10/09/2013,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,247738,Estate + facilities management services - accommodation inventory + service,"13,431.98"
Ministry of Defence,Ministry of Defence,13/09/2013,Estate management,Air Command,XEROX (UK) LIMITED,BN13 1QG,249491,Estate + facilities management services - accommodation inventory + service,"13,350.00"
Ministry of Defence,Ministry of Defence,05/09/2013,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,246289,Utilities consumed - heating oil,"13,349.36"
Ministry of Defence,Ministry of Defence,27/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,254750,Equipment support non-project costs,"13,349.26"
Ministry of Defence,Ministry of Defence,04/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,245766,Equipment support non-project costs,"13,339.30"
Ministry of Defence,Ministry of Defence,09/09/2013,Spend on Inventory - General,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,247239,Spend on Inventory - General,"13,285.80"
Ministry of Defence,Ministry of Defence,06/09/2013,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,246717,Intangible fiscal asset  - in year capital addition,"13,270.34"
Ministry of Defence,Ministry of Defence,27/09/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,255239,Cost of other material consumed,"13,270.16"
Ministry of Defence,Ministry of Defence,27/09/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,254749,Consumption of medical dental and veterinary inventory,"13,244.26"
Ministry of Defence,Ministry of Defence,26/09/2013,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,254717,Cost of ground diesel fuel consumed,"13,218.30"
Ministry of Defence,Ministry of Defence,24/09/2013,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,AGILITY LOGISTICS LIMITED,RG1 2LG,252478,Movement of service personnel,"13,172.90"
Ministry of Defence,Ministry of Defence,03/09/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,245390,Consumption of medical dental and veterinary inventory,"13,136.61"
Ministry of Defence,Ministry of Defence,06/09/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,246588,Consumption of medical dental and veterinary inventory,"13,122.78"
Ministry of Defence,Ministry of Defence,04/09/2013,Spend on Inventory - General,Defence Equipment & Support,MANITOWOC CRANE GROUP (UK) LTD,MK18 4FD,245916,Spend on Inventory - General,"13,050.67"
Ministry of Defence,Ministry of Defence,20/09/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,BUNZL UK LIMITED,W1H 7JT,178698,Spend on Inventory - General,"12,846.64"
Ministry of Defence,Ministry of Defence,03/09/2013,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,245592,Military short term detached duty,"12,801.00"
Ministry of Defence,Ministry of Defence,26/09/2013,IT and communication services,Land Forces,CANON (UK) LIMITED,RH2 8BF,254151,Computer equipment costing below the capitalisation threshold,"12,785.36"
Ministry of Defence,Ministry of Defence,06/09/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,246643,Cost of other material consumed,"12,756.76"
Ministry of Defence,Ministry of Defence,13/09/2013,Food and clothing,Joint Forces Command,SODEXO LTD,M50 0AL,249429,Cost of food services,"12,716.94"
Ministry of Defence,Ministry of Defence,26/09/2013,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,254093,Works - estate management,"12,697.77"
Ministry of Defence,Ministry of Defence,13/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,BMT ISIS LIMITED,BA2 3DQ,249079,Equipment support non-project costs,"12,694.50"
Ministry of Defence,Ministry of Defence,20/09/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,AGILITY LOGISTICS LIMITED,RG1 2LG,251403,Movement of service personnel,"12,667.77"
Ministry of Defence,Ministry of Defence,12/09/2013,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000101879,Utilities consumed - water + sewage,"12,611.11"
Ministry of Defence,Ministry of Defence,25/09/2013,Purchase of inventory and services ,Defence Equipment & Support,3M UNITED KINGDOM PUBLIC LIMITED COMPANY,RG12 8HT,252867,Raw material and consumable or capital spare purchased,"12,582.94"
Ministry of Defence,Ministry of Defence,19/09/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,250983,Freight movement costs,"12,555.27"
Ministry of Defence,Ministry of Defence,26/09/2013,Rent and rates,Defence Infrastructure Organisation ,SOUTH EAST RESERVE FORCES AND  CADETS ASSOCIATION,GU11 2HJ,254603,Rent land - non civil estate property + married quarter property,"12,505.00"
Ministry of Defence,Ministry of Defence,12/09/2013,Development costs for military equipment,Defence Equipment & Support,QUINTEC ASSOCIATES LTD,RG21 4HJ,248852,FATS CDEL Tasks – SUME CDEL,"12,451.20"
Ministry of Defence,Ministry of Defence,06/09/2013,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,RH10 9WE,246705,Works in aid of disposal,"12,337.00"
Ministry of Defence,Ministry of Defence,17/09/2013,Payment of utilities,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,250366,Utilities consumed - heating oil,"12,256.99"
Ministry of Defence,Ministry of Defence,12/09/2013,Fees for professional services,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,248573,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"12,253.74"
Ministry of Defence,Ministry of Defence,27/09/2013,Purchase of inventory and services ,Joint Forces Command,BOC LIMITED,M28 2UT,254806,Consumption of engineering and technical inventory,"12,253.04"
Ministry of Defence,Ministry of Defence,12/09/2013,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,248642,Utilities consumed - heating oil,"12,228.48"
Ministry of Defence,Ministry of Defence,10/09/2013,Transport hire charges,Navy Command,BUSVERKEHR OSTWESTFALEN GMBH,,5000101749,Transport other hire charge,"12,200.85"
Ministry of Defence,Ministry of Defence,04/09/2013,IT and communication services,Joint Forces Command,STERIA LIMITED,HP2 7AH,246057,Information technology services,"12,200.00"
Ministry of Defence,Ministry of Defence,12/09/2013,Fees for professional services,Head Office & Corporate Services,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,248573,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"12,167.08"
Ministry of Defence,Ministry of Defence,24/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,252661,Medical health services,"12,163.62"
Ministry of Defence,Ministry of Defence,11/09/2013,Fees for professional services,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,248160,Fees for professional services excluding legal fees,"12,113.35"
Ministry of Defence,Ministry of Defence,04/09/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,245688,Consumption of medical dental and veterinary inventory,"12,077.88"
Ministry of Defence,Ministry of Defence,19/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,251049,Medical health services,"12,044.08"
Ministry of Defence,Ministry of Defence,09/09/2013,Fees for professional services,Defence Infrastructure Organisation ,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,247239,Fees for professional services excluding legal fees,"12,022.61"
Ministry of Defence,Ministry of Defence,30/09/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,255300,Cost of other material consumed,"12,019.84"
Ministry of Defence,Ministry of Defence,27/09/2013,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,254928,Utilities consumed - heating oil,"11,958.01"
Ministry of Defence,Ministry of Defence,10/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,SELEX ES LTD,SS14 3EL,247998,Equipment support project costs,"11,943.29"
Ministry of Defence,Defence Science and Technology Laboratory,20/09/2013,Consumable Materials,Operations,BARCLAYCARD,,G - 9000154752 - 00171400,Consumable Materials,"11,941.95"
Ministry of Defence,Ministry of Defence,13/09/2013,Spend on Inventory - General,Land Forces,HESCO BASTION LTD,LS9 0NP,249235,Spend on Inventory - General,"11,896.80"
Ministry of Defence,Ministry of Defence,20/09/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,251442,Cost of other material consumed,"11,878.11"
Ministry of Defence,Defence Science and Technology Laboratory,20/09/2013,Travel & Subsistence,Infrastructure,BARCLAYCARD,,G - 9000154753 - 00171401,Travel & Subsistence,"11,833.69"
Ministry of Defence,Ministry of Defence,26/09/2013,Fuel for military use,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,254717,Cost of ground diesel fuel consumed,"11,817.72"
Ministry of Defence,Ministry of Defence,30/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,MACTAGGART  SCOTT & COMPANY LTD,EH20 9SP,255469,Equipment support non-project costs,"11,799.00"
Ministry of Defence,Ministry of Defence,27/09/2013,Fees for professional services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,254953,Fees for professional services excluding legal fees,"11,762.89"
Ministry of Defence,Ministry of Defence,06/09/2013,Fees for professional services,Joint Forces Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,246717,Fees for professional services excluding legal fees,"11,721.46"
Ministry of Defence,Ministry of Defence,04/09/2013,IT and communication services,Land Forces,STERIA LIMITED,HP2 7AH,246057,IT Services -internal costs,"11,712.00"
Ministry of Defence,Ministry of Defence,06/09/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,246588,Consumption of medical dental and veterinary inventory,"11,682.34"
Ministry of Defence,Ministry of Defence,17/09/2013,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,250011,Estate + facilities management services - accommodation inventory + service,"11,661.18"
Ministry of Defence,Ministry of Defence,10/09/2013,Fuel for military use,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,248049,Cost of ground diesel fuel consumed,"11,634.12"
Ministry of Defence,Ministry of Defence,19/09/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,250881,Cost of other material consumed,"11,610.16"
Ministry of Defence,Ministry of Defence,25/09/2013,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,253340,Cost of other material consumed,"11,585.53"
Ministry of Defence,Ministry of Defence,24/09/2013,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,252765,Military short term detached duty,"11,541.70"
Ministry of Defence,Ministry of Defence,23/09/2013,Fees for professional services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,252028,Fees for professional services excluding legal fees,"11,532.26"
Ministry of Defence,Ministry of Defence,12/09/2013,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,248476,Works - estate management,"11,479.65"
Ministry of Defence,Ministry of Defence,05/09/2013,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,246517,Cost of food services,"11,460.89"
Ministry of Defence,Ministry of Defence,03/09/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,245424,Cost of other material consumed,"11,453.60"
Ministry of Defence,Ministry of Defence,26/09/2013,Spend on Inventory - General,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,254051,Spend on Inventory - General,"11,417.03"
Ministry of Defence,Ministry of Defence,05/09/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,246517,Cost of food services,"11,319.45"
Ministry of Defence,Ministry of Defence,16/09/2013,Fuel for military use,Joint Forces Command,GB OILS LIMITED,WA3 6XG,178654,Cost of ground diesel fuel consumed,"11,184.00"
Ministry of Defence,Ministry of Defence,25/09/2013,Fuel for military use,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,253325,Cost of ground diesel fuel consumed,"11,172.48"
Ministry of Defence,Ministry of Defence,25/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,SELEX ES LTD,SS14 3EL,253233,Equipment support non-project costs,"11,149.20"
Ministry of Defence,Ministry of Defence,20/09/2013,Payment of utilities,Air Command,WATSON PETROLEUM LTD,SN15 5DN,251806,Utilities consumed - heating oil,"10,989.25"
Ministry of Defence,Ministry of Defence,18/09/2013,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,250554,Utilities consumed - heating oil,"10,954.43"
Ministry of Defence,Ministry of Defence,04/09/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Schools + community relations initiatives,"10,944.77"
Ministry of Defence,Ministry of Defence,06/09/2013,Research and development,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,246972,Research and development excluding defence science and technology laboratory,"10,870.00"
Ministry of Defence,Ministry of Defence,04/09/2013,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,W1H 7JT,178510,Spend on Inventory - General,"10,839.75"
Ministry of Defence,Ministry of Defence,11/09/2013,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,248367,Works - estate management,"10,824.16"
Ministry of Defence,Ministry of Defence,27/09/2013,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,255143,Works - estate management,"10,824.16"
Ministry of Defence,Ministry of Defence,17/09/2013,IT and communication services,Joint Forces Command,SERCO LIMITED,RG27 9UY,250308,Computer equipment costing below the capitalisation threshold,"10,823.77"
Ministry of Defence,Ministry of Defence,13/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,249098,Equipment support non-project costs,"10,703.50"
Ministry of Defence,Ministry of Defence,27/09/2013,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,254806,Consumption of engineering and technical inventory,"10,693.18"
Ministry of Defence,Ministry of Defence,05/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,TERBERG DTS (UK) LIMITED,HX5 9DA,246545,Equipment support non-project costs,"10,677.02"
Ministry of Defence,Ministry of Defence,06/09/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000101648,Fiscal asset under construction - capital in year addition,"10,672.83"
Ministry of Defence,Ministry of Defence,17/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,250171,Medical health services,"10,634.13"
Ministry of Defence,Ministry of Defence,30/09/2013,Spend on Inventory - General,Defence Equipment & Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,255456,Spend on Inventory - General,"10,581.38"
Ministry of Defence,Ministry of Defence,13/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,249015,Equipment support non-project costs,"10,556.18"
Ministry of Defence,Ministry of Defence,18/09/2013,Administration,Head Office & Corporate Services,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,250579,General administration,"10,514.54"
Ministry of Defence,Ministry of Defence,17/09/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,250039,Cost of other material consumed,"10,514.13"
Ministry of Defence,Ministry of Defence,04/09/2013,Fees for professional services,Defence Infrastructure Organisation ,MOTT MACDONALD LTD,CR9 2UL,245926,Fees for professional services excluding legal fees,"10,496.32"
