Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Work and Pensions,Jobcentre Plus,17/01/2011,PROGRAMME RECOVERIES,Jobcentre Plus,RSP LTD,2019050310,-58.00
Department for Work and Pensions,Jobcentre Plus,05/01/2011,TEMPORARY (TEMP) STAFF COSTS,Jobcentre Plus,HM LAND REGISTRY,2018845499,"227,544.59"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,WWG SUMMARY,CAPITA RESOURCING LIMITED,2018861337,"2,616.00"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,WWG SUMMARY,CAPITA RESOURCING LIMITED,2018861337,289.26
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,WWG SUMMARY,CAPITA RESOURCING LIMITED,2018861337,509.95
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,Group Finance,CAPITA RESOURCING LIMITED,2018861337,"40,781.69"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,Group Finance,CAPITA RESOURCING LIMITED,2018861337,"4,347.33"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,Group Finance,CAPITA RESOURCING LIMITED,2018861337,"8,189.46"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2018861337,"5,736.94"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2018861337,"2,043.03"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,Corporate IT ,CAPITA RESOURCING LIMITED,2018861337,"5,158.54"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,Corporate IT ,CAPITA RESOURCING LIMITED,2018861337,"42,294.65"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,Corporate IT ,CAPITA RESOURCING LIMITED,2018861337,"57,806.87"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2018861337,"2,451.64"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2018861337,"1,160.61"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,Corporate IT ,CAPITA RESOURCING LIMITED,2018861337,"83,267.75"
Department for Work and Pensions,DWP,06/01/2011,TEMPORARY (TEMP) STAFF COSTS,WWG SUMMARY,CAPITA RESOURCING LIMITED,2018861337,"1,479.91"
Department for Work and Pensions,DWP,07/01/2011,TEMPORARY (TEMP) STAFF COSTS,Group Finance,COMMISSION FOR RURAL COMMUNITIES,2018930065,"40,650.03"
