Department Family,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,Spend
Home Office,Home Office,08/05/2012,Education & Training Services.Training & Development,Group HR,DEPARTMENT FOR WORK & PENSIONS (DWP),3000044758,"£193,728.00"
Home Office,Home Office,01/05/2012,"Comm&SocialServ, PublicOpinion.Public Opinion Surve - ADMN",Group HR,CABINET OFFICE,3000044731,"£56,198.81"
Home Office,Home Office,25/05/2012,Education & Training Services.Training & Development,Group HR,DEPARTMENT FOR WORK & PENSIONS (DWP),3000044847,"£28,500.00"
Home Office,Home Office,29/05/2012,Public Order Jail or prison services.Detention costs,HMIC,MINISTRY OF JUSTICE,3000044866,"£300,000.00"
Home Office,Home Office,17/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,NPIA (G),1001257916,"£4,135,938.00"
Home Office,Home Office,11/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,LONDON ORGANISING COMMITTEE OF THE OLYMPIC GAMES AND PARALYMPIC GAMES (G),1001255353,"£2,318,728.01"
Home Office,Home Office,29/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001263121,"£1,306,086.00"
Home Office,Home Office,29/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001263121,"£1,143,593.00"
Home Office,Home Office,01/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,NATIONAL OFFENDER MANAGEMENT SERVICE (G),3000044737,"£954,028.00"
Home Office,Home Office,29/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001263121,"£798,290.00"
Home Office,Home Office,28/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001262303,"£460,900.00"
Home Office,Home Office,28/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001262303,"£379,828.55"
Home Office,Home Office,08/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,NATIONAL POLICING IMPROVEMENT AGENCY (G),1001253455,"£333,793.56"
Home Office,Home Office,28/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001262303,"£320,016.49"
Home Office,Home Office,28/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,OLYMPIC DELIVERY AUTHORITY (G),1001262312,"£211,027.30"
Home Office,Home Office,29/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001263121,"£158,242.00"
Home Office,Home Office,14/05/2012,Consultancy.Strategy & Change Adv - PROG,OSCT - Office of Security and Counter - Terrorism,KPMG LLP,1001255526,"£150,078.00"
Home Office,Home Office,14/05/2012,Consultancy.Strategy & Change Adv - PROG,OSCT - Office of Security and Counter - Terrorism,KPMG LLP,1001255527,"£146,210.40"
Home Office,Home Office,10/05/2012,Consultancy.Strategy & Change Adv - PROG,OSCT - Office of Security and Counter - Terrorism,KPMG LLP,1001254961,"£142,663.80"
Home Office,Home Office,28/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001262303,"£111,270.45"
Home Office,Home Office,28/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001262303,"£96,128.00"
Home Office,Home Office,18/05/2012,"IT, TelecommsManaged Service.Software as Service (SaaS)",OSCT - Office of Security and Counter - Terrorism,HEWLETT PACKARD,1001258036,"£89,659.64"
Home Office,Home Office,28/05/2012,Grants,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001262303,"£84,905.00"
Home Office,Home Office,30/05/2012,Professional & Admin Services.Facilities Man Serv - ADMN,OSCT - Office of Security and Counter - Terrorism,MOREDUN RESEARCH INSTITUTE,1001263183,"£78,532.20"
Home Office,Home Office,24/05/2012,Professional & Admin Services.Seconded in Staff costs,OSCT - Office of Security and Counter - Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001260680,"£76,480.63"
