Department,Entity,Payment date,Transaction Number,Invoice Amount,Supplier ,Account Description
FCO,FCO,02/02/2016,5354025,"249,077.10",MORSON HUMAN RESOURCES LTD,Residential Property Services
FCO,FCO,02/02/2016,5354053,"113,529.50",DEMOCRACY REPORTING INTERNATIONAL GMBH,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/02/2016,5353892,"111,143",UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/02/2016,5353784,"78,107",ASSOCIATION FOR THE PREVENTION OF TORTURE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/02/2016,5354171,"56,209.34",REDBASE SERVICE CC,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,02/02/2016,5354038,"51,898",PHYSICIANS FOR HUMAN RIGHTS INC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/02/2016,5354041,"51,370",INSTITUTE FOR WAR AND PEACE REPORTING IWPR,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/02/2016,5353574,"40,000",INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/02/2016,5353916,"37,095",WEI YANG AND PARTNERS LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/02/2016,5354005,"36,040",INSTITUT FRANCAIS,Language Tuition: Essential
FCO,FCO,02/02/2016,5353860,"31,164.17",ASSOCIACAO NACIONAL DE PESQUISA E DESENVOLVIMENTO DAS EMPRESAS INOVADORAS ANPEI,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/02/2016,5354032,"27,172",AMEC ENVIRONMENT AND INFRASTRUCTURE UK LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/02/2016,5354105,"25,925",IIZUKA,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,02/02/2016,5354015,"25,712.95",G4S SECURE SOLUTIONS UK,Manned Guarding Services
FCO,FCO,02/02/2016,5353341,"25,400.30",CHINA CIVIL AVIATION PASSENGER AND CARGO SALES CORPORATION,"Post - Air Travel, Programme Spend (Oracle Projects Control Account), Training Course: Journeys"
FCO,FCO,02/02/2016,5354036,"25,000",IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/02/2016,5354181,"-135,885.70",E2V TECHNOLOGIES,Vehicle Maintenance
FCO,FCO,03/02/2016,5355543,"135,218",WORLD RESOURCES INSTITUTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/02/2016,5355152,"118,635.70",REUTERS FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/02/2016,5354731,"109,548.70",INSTITUTE FOR STATE EFFECTIVENESS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/02/2016,5354735,"95,218.24",NORWEGIAN CHURCH AID,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/02/2016,5355637,"63,684.32",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,03/02/2016,5355511,"38,108",GLOBAL RIGHTS COMPLIANCE LLP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/02/2016,5355674,"30,791.13",CITY OF LONDON POLICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/02/2016,5355673,"30,554.22",CITY OF LONDON POLICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/02/2016,5355115,"30,524.74",INTERNATIONAL PEACE COOPERATION CENTER,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/02/2016,5354774,"25,764.89",CHINA ENERGY NET CONSULTING CO LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/02/2016,5355044,"25,666.44",CAMERA DE COMERT BRITANICA ROMANA,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,04/02/2016,5357836,"233,640",UNHCR,Programme Spend (Oracle Projects Control Account)
FCO,FCO,04/02/2016,5357178,"172,732",CONTROL RISKS GROUP,UK Mobile Guarding Contract overseas
FCO,FCO,04/02/2016,5357307,"87,529.56",LONDON SOUTH BANK UNIVERSITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,04/02/2016,5357183,"53,878",CONTROL RISKS GROUP,UK Mobile Guarding Contract overseas
FCO,FCO,04/02/2016,5356874,"42,840.69",RANGER PROTECTION AND SECURITY COMPANY LTD,Local Guards
FCO,FCO,04/02/2016,5357079,"27,339.48",PILGRIMS AFRICA LTD,Local Guards
FCO,FCO,04/02/2016,5357087,"27,083.12",PILGRIMS AFRICA LTD,Local Guards
FCO,FCO,04/02/2016,5357094,"27,083.12",PILGRIMS AFRICA LTD,Local Guards
FCO,FCO,05/02/2016,5359582,"1,293,215",SIREN ASSOCIATES LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/02/2016,5359620,"996,184.70",GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,05/02/2016,5359332,"134,456.20",LANGUAGE SERVICES DIRECT,Language Tuition: Essential
FCO,FCO,05/02/2016,5359355,"68,497.88",LANGUAGE SERVICES DIRECT,Language Tuition: Essential
FCO,FCO,05/02/2016,5359795,"46,667",OCULUS DEFENCE CONSULTANCY LIMITED,Information Systems Implementation
FCO,FCO,05/02/2016,5359989,"35,021.75",INFORMED SOLUTIONS LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,05/02/2016,5358479,"29,166.26",SEVEN WEST MEDIA LIMITED,"Business Hospitality (former DEE), Programme Spend (Oracle Projects Control Account)"
FCO,FCO,05/02/2016,5359342,"28,239.16",LANGUAGE SERVICES DIRECT,Language Tuition: Essential
FCO,FCO,08/02/2016,5361100,"319,792",BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,"Assets Under Construction (Oracle PA Control Account), Specialist Contractors"
FCO,FCO,08/02/2016,5361624,"250,000",MULTINATIONAL FORCE AND OBSERVERS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/02/2016,5361362,"182,467.90",BHV,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/02/2016,5361677,"129,012",IREX,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/02/2016,5361230,"99,457.14",CONCEPT BUILDING SERVICES SOUTHERN LTD,Construction Project more than £10k
FCO,FCO,08/02/2016,5361684,"82,723.46",THE SHAIKH GROUP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/02/2016,5361171,"55,066",CAFOD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/02/2016,5361423,"48,694.43",WHITES CONSULTANTS LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/02/2016,5361668,"46,304",G4S SECURITY SERVICES KENYA LTD,UK Guarding Contracts Overseas
FCO,FCO,08/02/2016,5361323,"39,342",CONSOLIDATED PR LTD,General Information Services
FCO,FCO,08/02/2016,5361311,"30,600",IIZUKA,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,08/02/2016,5361663,"29,489",FOUNDATION DE I APPEL DE GENEVE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/02/2016,5361641,"26,650",TFPL LTD,Specialist Contractors
FCO,FCO,08/02/2016,5361652,"25,964.74",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,08/02/2016,5361654,"25,659",DIPLOMATIC MISSION SUPPLIES LTD,"Purchase of Furniture, Fittings and Domestic Appliances"
FCO,FCO,09/02/2016,5362321,"515,464.30",THE UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/02/2016,5362925,"500,000",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/02/2016,5362494,"249,614",UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/02/2016,5362609,"180,388",CAPGEMINI UK PLC,Estates Management Services
FCO,FCO,09/02/2016,5362590,"105,963.60",HEALIX INTERNATIONAL LTD,Fco Healthcare Scheme
FCO,FCO,09/02/2016,5362529,"105,329.50",COMPUTACENTER UK LTD,Specialist Contractors
FCO,FCO,09/02/2016,5362602,"69,827.61",CAPGEMINI UK PLC,Estates Management Services
FCO,FCO,09/02/2016,5363223,"61,209.15",FCO SERVICES,Security: Works Non-Residential
FCO,FCO,09/02/2016,5362962,"55,103.61",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/02/2016,5362958,"48,648.73",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/02/2016,5362516,"43,158",IISS - INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/02/2016,5364047,"40,276.65",PENAL REFORM INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/02/2016,5364147,"37,676.50",IOM INTERNATIONAL ORG FOR MIGRATION,Compensation Payments
FCO,FCO,09/02/2016,5362501,"32,925",THE ASIA FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/02/2016,5362511,"32,259",IISS - INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/02/2016,5362530,"31,842.83",ESCOIA SA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/02/2016,5364008,"31,250",KAINOS SOFTWARE LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/02/2016,5362329,"29,868.25",MSA GLOBAL LLC,Security: Works Non-Residential
FCO,FCO,09/02/2016,5363882,"29,176.20",STRUCTURE TONE SOUTHWEST INC,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/02/2016,5362517,"27,441.66",COMPUTACENTER UK LTD,Specialist Contractors
FCO,FCO,09/02/2016,5364143,"25,480.69",PENAL REFORM INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/02/2016,5362790,"-192,292.30",FCO SERVICES,Construction Project more than £10k
FCO,FCO,10/02/2016,5365733,"58,034.71",TRAVEL EXPERIENCE LTD,Chogm
FCO,FCO,10/02/2016,5366005,"55,228.60",DANISH REFUGEE COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/02/2016,5365502,"55,039",ORGANISATION FOR ECONOMIC CO OPERATION AND DEVELOPMENT OECD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/02/2016,5366063,"53,580.90",FUNDACION ACCION CONTRA EL HAMBRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/02/2016,5366002,"46,910.55",DANISH REFUGEE COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/02/2016,5365181,"46,700.70",AXIOM INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/02/2016,5366050,"46,367",NEETI FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/02/2016,5365999,"42,891",NGO MEDIA REFORMS CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/02/2016,5365943,"42,262",INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/02/2016,5365625,"36,860.45",CENTR FOR SOCIAL RESEARCH ANALITIKA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/02/2016,5364815,"34,563.21",MINISTRY OF FINANCE,Rental Payments - non residential
FCO,FCO,10/02/2016,5365947,"25,906.88",DX NETWORK SERVICES,Postal Services
FCO,FCO,10/02/2016,5365214,"25,438.18",TEAM 3 LIMITED,Local Guards
FCO,FCO,11/02/2016,5367654,"476,389.90",ARTEOS GMBH,"Electricity Non-Residential, Estates - Other Machinery and Equipment, Pfi : Public/Private Partnership Consultants Fees Non-Residential, Waste Disposal, Water Residential"
FCO,FCO,11/02/2016,5367878,"436,108",AXIOM INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/02/2016,5368041,"256,641.60",INTERNATIONAL REPUBLICAN INSTITUTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/02/2016,5367680,"240,207.90",G4S SECURE SOLUTIONS UK,Manned Guarding Services
FCO,FCO,11/02/2016,5368135,"96,487.23",PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
FCO,FCO,11/02/2016,5368026,"85,718.60",STABILIZATION SUPPORT SERVICES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/02/2016,5368094,"82,937.91",INITIATIVE POUR LEADERSHIP COHESIF,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/02/2016,5368128,"30,268.86",PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
FCO,FCO,11/02/2016,5367933,"29,805.73",FIELD FISHER WATERHOUSE,Legal Charges
FCO,FCO,11/02/2016,5368085,"28,962.96",DX NETWORK SERVICES,Postal Services
FCO,FCO,11/02/2016,5368017,"27,531.86",BRIEF PVT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/02/2016,5367862,"26,215.30",VERIFICATION TRAINING AND INFORMATION CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/02/2016,5367292,"26,168.56",WS ATKINS INTERNATIONAL AND CO LLC,Construction Project more than £10k
FCO,FCO,12/02/2016,5370249,"300,662.90",OROSTREAM INTERNATIONAL CONTRACTS LTD,Construction Project more than £10k
FCO,FCO,12/02/2016,5369410,"74,400.83",PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
FCO,FCO,12/02/2016,5370338,"66,386.76",COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/02/2016,5370149,"66,244.50",CROWN AGENTS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/02/2016,5370176,"50,535.13",GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/02/2016,5369631,"32,400.43",BRITCHAM BUSINESS SERVICES,UKTI HQ Allocation- DSO
FCO,FCO,12/02/2016,5369477,"28,968.58",AFGHAN KNOWLEDGE SOLUTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/02/2016,5370172,"-34,748",COMPUTACENTER UK LTD,Specialist Contractors
FCO,FCO,15/02/2016,5372101,"501,000",IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/02/2016,5371025,"219,703.50",COMMISSION FOR JUSTICE AND ACCOUNTABILITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/02/2016,5371583,"108,194.70",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,15/02/2016,5371867,"102,296",FCO SERVICES,Misc Security Payments
FCO,FCO,15/02/2016,5371544,"97,849.03",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,15/02/2016,5372077,"87,213",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/02/2016,5372075,"85,964.75",BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/02/2016,5371587,"78,144.39",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,15/02/2016,5371957,"76,000",THE HALO TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/02/2016,5371586,"66,901.57",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,15/02/2016,5370889,"59,077.01",DIPLOMAT FREIGHT SERVICES LTD(DFS),Post - Air Travel
FCO,FCO,15/02/2016,5371773,"59,042.13",GROUNDTRUTH CONSULTING LTD,Training Courses
FCO,FCO,15/02/2016,5372039,"58,603",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/02/2016,5372076,"56,576.57",ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/02/2016,5371364,"55,500",COLLIERS,Estates Management Services
FCO,FCO,15/02/2016,5371914,"52,758",FCO SERVICES,Misc Security Payments
FCO,FCO,15/02/2016,5371750,"50,425.58",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/02/2016,5372182,"48,525",AGILE BYTE LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/02/2016,5371585,"47,259.19",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,15/02/2016,5371746,"43,900.24",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/02/2016,5371342,"40,855",CLIMATE PARLIAMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/02/2016,5371836,"40,688.75",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/02/2016,5371866,"40,293",FCO SERVICES,Information Systems Implementation
