Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Defra,Fera,04/05/2011,Direct Subcontractors,Contingency Response,*DSTL,47525,"44,189.60"
Defra,Fera,05/05/2011,Other Direct,Gds,Health and Safety Laboratory,46952,"41,666.66"
Defra,Fera,11/05/2011,Legal Fees,Fin & Corp Services Director,'D E F R A,46597,"100,000.00"
Defra,Fera,11/05/2011,Direct Subcontractors,Intellectual Property,IP Pragmatics Limited,48156,"27,852.75"
Defra,Fera,13/05/2011,Prepayment Postal Visa Card,Financial Accounts,National Westminster Bank plc,48805,"87,779.87"
Defra,Fera,13/05/2011,Direct Subcontractors,Phytophthora,Forest Research,48697,"83,790.00"
Defra,Fera,26/05/2011,Scientific Equipment Maintenan,Lcms,Spectrometry Vision Ltd,49146,"74,132.00"
Defra,Fera,27/05/2011,I/Gen S/Ware: Capital At Cost,Phsi Leadership Team,'D E F R A,48606,"147,126.20"
Defra,Fera,27/05/2011,Direct Subcontractors,Varieties And Seeds Delivery,NIAB,48373,"92,101.08"
Defra,Fera,27/05/2011,Direct Subcontractors,Varieties And Seeds Delivery,NIAB,48378,"76,488.55"
Defra,Fera,27/05/2011,Direct Subcontractors,Varieties And Seeds Delivery,NIAB,48379,"44,372.52"
