Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description, Total 
Ministry of Defence,Ministry of Defence,25/11/2013,Rent and rates,Defence Infrastructure Organisation ,CITY OF WESTMINSTER,SW1E 6QP,277566,Rent buildings - non civil estate property and married quarter property,"63,989.70"
Ministry of Defence,Ministry of Defence,19/11/2013,IT and communication services,Air Command,COMPUTACENTER (UK) LIMITED,SE1 8HL,274544,Computer equipment costing below the capitalisation threshold,"63,653.40"
Ministry of Defence,Ministry of Defence,29/11/2013,Rent and rates,Defence Infrastructure Organisation ,SCC (SOUTH WEST) LIMITED,PL4 8HB,280228,Rent buildings - non civil estate property and married quarter property,"63,523.50"
Ministry of Defence,Ministry of Defence,14/11/2013,Spend on Inventory - General,Defence Equipment & Support,MICHELIN TYRE PLC,ST4 4EY,272974,Spend on Inventory - General,"63,523.12"
Ministry of Defence,Ministry of Defence,25/11/2013,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BIELEFELD GMBH,,5000104837,Utilities consumed - electricity,"63,515.38"
Ministry of Defence,Royal Hospital Chelsea GIA,31/10/2013,Contracted Out Security,Royal Hospital Chelsea,Wilson James Limited,,PIN120927,Contracted Out Security,"63,448.26"
Ministry of Defence,Ministry of Defence,22/11/2013,Purchase of general transport equipment,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE SERVICES,MK19 7BH,276206,Transport other asset - in year capital addition,"63,196.04"
Ministry of Defence,Ministry of Defence,29/11/2013,International contributions,Head Office & Corporate Services,WORLD HEALTH ORGANISATION,,3000009842,Defence military assistance fund international subscriptions and other payments,"63,034.00"
Ministry of Defence,Defence Science and Technology Laboratory,08/11/2013,Sub Contracted Research,Operations,NATURAL ENVIRONMENT RESEARCH COUNCIL,,V - 9000155556 - 00173123,Sub Contracted Research,"63,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,Sub Contracted Research,Operations,QINETIQ LIMITED,,V - 9000156030 - 00174627,Sub Contracted Research,"63,000.00"
Ministry of Defence,Ministry of Defence,22/11/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,276457,Cost of food purchases,"62,744.14"
Ministry of Defence,Ministry of Defence,14/11/2013,Administration,Navy Command,DATAFORCE INTERACT LIMITED,NN3 6DF,272672,General administration,"62,704.28"
Ministry of Defence,Defence Science and Technology Laboratory,08/11/2013,Consumable Materials,Operations,CRAWLEY CREATURES LIMITED,,V - 9000155567 - 00171355,Consumable Materials,"62,679.00"
Ministry of Defence,Ministry of Defence,28/11/2013,IT and communication services,Navy Command,EUROPEAN ELECTRONIQUE LIMITED,OX29 4TT,279273,Computer equipment costing below the capitalisation threshold,"62,505.00"
Ministry of Defence,Ministry of Defence,15/11/2013,Externally delivered education and training,Air Command,STAFFORDSHIRE UNIVERSITY,ST16 9EF,273811,External military training ,"62,384.00"
Ministry of Defence,Ministry of Defence,26/11/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,278241,Spend on Inventory - General,"62,380.70"
Ministry of Defence,Ministry of Defence,15/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000104405,Fiscal asset under construction - capital in year addition,"62,371.68"
Ministry of Defence,Ministry of Defence,06/11/2013,Externally delivered education and training,Land Forces,INZPIRE LIMITED,LN6 3QR,269485,External military training ,"62,365.76"
Ministry of Defence,Ministry of Defence,28/11/2013,Design services and minor equipment purchases,Land Forces,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,DL1 9HN,279203,Equipment support project costs,"62,352.73"
Ministry of Defence,Ministry of Defence,27/11/2013,Rent and rates,Defence Infrastructure Organisation ,HUGHES ELLARD LIMITED,SO17 1XF,278835,Rent buildings - non civil estate property and married quarter property,"62,310.60"
Ministry of Defence,Ministry of Defence,27/11/2013,Rent and rates,Defence Infrastructure Organisation ,CBRE LIMITED,G2 6UA,278736,Rent buildings - non civil estate property and married quarter property,"62,250.00"
Ministry of Defence,Ministry of Defence,25/11/2013,Rent and rates,Defence Infrastructure Organisation ,MIDLOTHIAN COUNCIL,EH22 1YB,277788,Rent buildings - non civil estate property and married quarter property,"62,210.56"
Ministry of Defence,Ministry of Defence,15/11/2013,Medical treatment & stores and welfare services,Joint Forces Command,PLYMOUTH COMMUNITY HEALTHCARE CIC,WF3 1WE,273734,Medical health services,"62,126.54"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,Sub Contracted Research,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000155978 - 00171440,Sub Contracted Research,"62,071.00"
Ministry of Defence,Ministry of Defence,14/11/2013,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,272799,Cost of food services,"62,050.84"
Ministry of Defence,Ministry of Defence,22/11/2013,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,276601,Spend on Inventory - General,"61,874.92"
Ministry of Defence,Ministry of Defence,29/11/2013,Fees for professional services,Joint Forces Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,279640,"Advice and guidance on how to produce the product, but not production of the product itself.","61,686.00"
Ministry of Defence,Ministry of Defence,01/11/2013,Externally delivered education and training,Land Forces,WBL SERVICES LIMITED,OX2 9HA,268351,External military training ,"61,681.95"
Ministry of Defence,Ministry of Defence,27/11/2013,Research and development,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,278689,Research and development excluding defence science and technology laboratory,"61,434.00"
Ministry of Defence,Ministry of Defence,20/11/2013,Rent and rates,Defence Infrastructure Organisation ,COTSWOLD DISTRICT COUNCIL,GL7 1PY,275004,Rent buildings - non civil estate property and married quarter property,"61,247.32"
Ministry of Defence,Ministry of Defence,11/11/2013,Fees for professional services,Joint Forces Command,CAPITA BUSINESS SERVICES LTD,DL1 9HN,270998,Fees for professional services excluding legal fees,"61,117.00"
Ministry of Defence,Ministry of Defence,15/11/2013,Estate management,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,273463,Estate + facilities management services - accommodation inventory + service,"61,058.44"
Ministry of Defence,Ministry of Defence,25/11/2013,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GUETERSLOH GMBH,,5000104838,Utilities consumed - gas,"61,023.97"
Ministry of Defence,Defence Science and Technology Laboratory,15/11/2013,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000155735 - 00171409,Sub Contracted Work,"60,891.00"
Ministry of Defence,Ministry of Defence,25/11/2013,Estate management,Land Forces,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,277575,Estate + facilities management services - accommodation inventory + service,"60,510.60"
Ministry of Defence,Ministry of Defence,22/11/2013,Spend on Inventory - General,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,276273,Spend on Inventory - General,"60,445.44"
Ministry of Defence,Ministry of Defence,19/11/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,274622,Works services - excluding United States forces/NATO + married quarters,"60,231.44"
Ministry of Defence,Ministry of Defence,11/11/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,270941,Spend on Inventory - General,"60,176.38"
Ministry of Defence,Ministry of Defence,14/11/2013,Externally delivered education and training,Land Forces,SERCO LIMITED,RG27 9UY,273143,External military training ,"60,141.82"
Ministry of Defence,Ministry of Defence,21/11/2013,Inventory Accruals,Defence Equipment & Support,MAN DIESEL & TURBO UK LIMITED,SK7 5BP,275649,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"60,126.51"
Ministry of Defence,Ministry of Defence,27/11/2013,Rent and rates,Defence Infrastructure Organisation ,LEE BARON GROUP LIMITED,W1B 2AG,278866,Rent buildings - non civil estate property and married quarter property,"60,098.30"
Ministry of Defence,Defence Science and Technology Laboratory,22/11/2013,Sub Contracted Work,Operations,NYQUIST SOLUTIONS LIMITED,,V - 9000155889 - 00173167,Sub Contracted Work,"60,080.00"
Ministry of Defence,Defence Science and Technology Laboratory,15/11/2013,Sub Contracted Research,Operations,ROLLS ROYCE PLC,,V - 0000002721 - 00173563,Sub Contracted Research,"60,034.42"
Ministry of Defence,Security Services Group,13/11/2013,Estates-Equipment/Works,DIO-SSG,ELECTRONIC SECURITY SOLUTIONS,DL1 1QE,AP081314002,Estates-Equipment/Works," 60,016.21 "
Ministry of Defence,Ministry of Defence,07/11/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,FYLDE BOROUGH COUNCIL,FY8 1LW,270056,Cost of claims/compensation and related expenses against MOD,"60,000.00"
Ministry of Defence,Ministry of Defence,25/11/2013,Externally delivered education and training,Defence Equipment & Support,OXFORD SAID BUSINESS SCHOOL LTD,OX1 5NY,277934,External military training ,"60,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,Sub Contracted Work,Operations,NITEWORKS,,V - 9000156038 - 00174527,Sub Contracted Work,"60,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,Sub Contracted Work,Operations,BAE SYSTEMS (OPS.) LIMITED T/A CORDA LIMITED,,V - 9000156019 - 00173929,Sub Contracted Work,"59,990.51"
Ministry of Defence,Ministry of Defence,26/11/2013,Purchase of inventory and services ,Defence Equipment & Support,WINCANTON GROUP LIMITED,SN14 0WT,278642,Raw materials and consumable aviation fuel inventory purchased,"59,890.43"
Ministry of Defence,Ministry of Defence,25/11/2013,Fuel for military use,Air Command,CERTAS ENERGY UK LIMITED,WA3 6XG,179571,Cost of ground diesel fuel consumed,"59,889.79"
Ministry of Defence,Ministry of Defence,07/11/2013,Food and clothing,Land Forces,ELIOR UK PLC,SK11 6ET,270032,Cost of food services,"59,804.09"
Ministry of Defence,Ministry of Defence,25/11/2013,Rent and rates,Defence Infrastructure Organisation ,ROYAL BOROUGH OF KINGSTON  UPON THAMES,KT1 1EU,278009,Rent buildings - non civil estate property and married quarter property,"59,749.82"
Ministry of Defence,Defence Support Group,14/11/2013,Works - Fees,Business Stream 1,BABCOCK SUPPORT SERVICES LTD,,10220082,Works - Fees,"59,661.14"
Ministry of Defence,Defence Support Group,14/11/2013,Works - Fees,Land Supply,BABCOCK SUPPORT SERVICES LTD,,10220061,Works - Fees,"59,641.41"
Ministry of Defence,Security Services Group,13/11/2013,Estates-Equipment/Works,DIO-SSG,SECURE ACCESS TECHNOLOGIES LTD,LU7 2RG,AP081314003,Estates-Equipment/Works," 59,329.91 "
Ministry of Defence,Defence Science and Technology Laboratory,15/11/2013,Sub Contracted Work,Operations,UNIVERSITY OF LIVERPOOL,,V - 9000155687 - 00173350,Sub Contracted Work,"59,230.00"
Ministry of Defence,Ministry of Defence,22/11/2013,Spend on Inventory - General,Defence Equipment & Support,CHEMETALL LIMITED,MK1 1PB,276031,Spend on Inventory - General,"59,145.12"
Ministry of Defence,Defence Science and Technology Laboratory,15/11/2013,Security Costs,Infrastructure,DEFENCE BUSINESS SERVICES FINANCE,,V - 9000155674 - 00173726,Security Costs,"59,139.56"
Ministry of Defence,Ministry of Defence,25/11/2013,Rent and rates,Defence Infrastructure Organisation ,SUFFOLK COASTAL DISTRICT COUNCIL,IP12 1AU,278088,Rent buildings - non civil estate property and married quarter property,"59,038.02"
Ministry of Defence,Defence Science and Technology Laboratory,08/11/2013,Energy & Utility,Infrastructure,EDF ENERGY CUSTOMERS PLC,,V - 0000002715 - 00172966,Energy & Utility,"58,999.08"
Ministry of Defence,Ministry of Defence,06/11/2013,Fuel for military use,Defence Infrastructure Organisation ,CERTAS ENERGY UK LIMITED,WA3 6XG,179305,Cost of ground diesel fuel consumed,"58,819.20"
Ministry of Defence,Ministry of Defence,20/11/2013,Rent and rates,Defence Infrastructure Organisation ,CANTERBURY CITY COUNCIL,CT1 1YW,274960,Rent buildings - non civil estate property and married quarter property,"58,658.64"
Ministry of Defence,Ministry of Defence,01/11/2013,Design services and minor equipment purchases,Defence Equipment & Support,MUSTANG MARINE (WALES) LIMITED,SA72 6TE,268146,Equipment support project costs,"58,540.08"
Ministry of Defence,Ministry of Defence,06/11/2013,Medical treatment & stores and welfare services,Land Forces,WRVS SERVICES WELFARE LIMITED,CF23 8RP,269794,Welfare services including sports equipment and ministers of religion.,"58,327.63"
Ministry of Defence,Ministry of Defence,25/11/2013,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE HERFORD GMBH,,5000104839,Utilities consumed - gas,"58,220.35"
Ministry of Defence,Ministry of Defence,08/11/2013,Payment of utilities,Defence Equipment & Support,CERTAS ENERGY UK LIMITED,FK5 4RB,179333,Utilities consumed - heating oil,"57,878.88"
Ministry of Defence,Ministry of Defence,22/11/2013,"Transportation of personnel, freight and travel expenses",Navy Command,AGILITY LOGISTICS LIMITED,RG1 2LG,275932,Movement of service personnel,"57,874.16"
Ministry of Defence,Ministry of Defence,28/11/2013,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,D 30169,5000105006,Works - estate management,"57,716.78"
Ministry of Defence,Council of Reserve Forces and Cadet Association,31/10/2013,Statutory & Mandatory Works,Estates Management,J Tomlinson Ltd,,2569,Statutory & Mandatory Works,"57,603.47"
Ministry of Defence,United Kingdom Hydrographic Office,06/11/2013,Electricity,Facilities Management,EDF Energy,,2000066464,Electricity,"57,478.84"
Ministry of Defence,Defence Science and Technology Laboratory,08/11/2013,Sub Contracted Work,Operations,ATLAS ELEKTRONIK UK LIMITED,,V - 9000155582 - 00170452,Sub Contracted Work,"57,478.00"
Ministry of Defence,Ministry of Defence,29/11/2013,Spend on Inventory - General,Defence Equipment & Support,DS SMITH CORRUGATED PACKAGING LIMITED,LE10 3BX,279832,Spend on Inventory - General,"57,414.29"
Ministry of Defence,Ministry of Defence,12/11/2013,"Adminstration, claims, compensation and awards",Land Forces,LEGAL SERVICES COMMISSION,NG1 2AS,271724,Cost of claims/compensation and related expenses against MOD,"57,408.00"
Ministry of Defence,Ministry of Defence,25/11/2013,Rent and rates,Defence Infrastructure Organisation ,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,CB3 6EA,278061,Rent buildings - non civil estate property and married quarter property,"57,381.56"
Ministry of Defence,Defence Science and Technology Laboratory,22/11/2013,Professional Services,Operations,CHEMRING COUNTERMEASURES LIMITED,,V - 9000155836 - 00173347,Professional Services,"57,372.00"
Ministry of Defence,Ministry of Defence,26/11/2013,"Transportation of personnel, freight and travel expenses",Land Forces,CEGA AIR AMBULANCE LIMITED,PO18 8UE,278292,Movement of service personnel,"57,292.00"
Ministry of Defence,Ministry of Defence,25/11/2013,Rent and rates,Defence Infrastructure Organisation ,UTTLESFORD DISTRICT COUNCIL,CB11 4ER,278153,Rent buildings - non civil estate property and married quarter property,"57,214.24"
Ministry of Defence,Ministry of Defence,01/11/2013,Spend on Inventory - General,Defence Equipment & Support,E.P.BARRUS LTD,OX26 4UR,268002,Spend on Inventory - General,"57,143.80"
Ministry of Defence,Defence Support Group,07/11/2013,Electricity,Business Stream 3,EDF ENERGY 1 LIMITED,,10219287,Electricity,"56,855.68"
Ministry of Defence,Defence Science and Technology Laboratory,01/11/2013,Sub Contracted Work,Operations,C SOFTWARE LIMITED,,V - 9000155437 - 00172623,Sub Contracted Work,"56,800.00"
Ministry of Defence,Defence Science and Technology Laboratory,01/11/2013,Publications/Subscriptions,Infrastructure,CAMBRIDGE INFORMATION LIMITED,,V - 9000155487 - 00173283,Publications/Subscriptions,"56,700.00"
Ministry of Defence,Ministry of Defence,20/11/2013,Payment of utilities,Defence Infrastructure Organisation ,NEW NIEDERRHEIN ENERGIE UND WASSER GMBH,,5000104566,Utilities consumed - electricity,"56,693.03"
Ministry of Defence,Ministry of Defence,13/11/2013,Fuel for military use,Defence Equipment & Support,CERTAS ENERGY UK LIMITED,WA3 6XG,179384,Cost of ground diesel fuel consumed,"56,615.16"
Ministry of Defence,Ministry of Defence,25/11/2013,Rent and rates,Defence Infrastructure Organisation ,NORTHUMBERLAND COUNTY COUNCIL,NE61 2EF,277914,Rent buildings - non civil estate property and married quarter property,"56,550.52"
Ministry of Defence,Ministry of Defence,07/11/2013,Spend on Inventory - General,Defence Equipment & Support,ITW LIMITED,LS26 8BS,270106,Spend on Inventory - General,"56,533.45"
Ministry of Defence,Ministry of Defence,08/11/2013,Purchase of buildings - Non Dwellings,Defence Equipment & Support,BACHE PALLETS LTD,DY9 8HU,270511,Property building non dwelling asset - in year capital addition,"55,872.00"
Ministry of Defence,Ministry of Defence,08/11/2013,Fuel for military use,Joint Forces Command,PETROLINA (HOLDINGS) PUBLIC LTD,,5000104139,Oil and lubricants consumed excluding those from the inventory system,"55,858.12"
Ministry of Defence,Ministry of Defence,12/11/2013,"Transportation of personnel, freight and travel expenses",Air Command,ISS MEDICLEAN LIMITED,GU21 5RW,271712,Military short term detached duty,"55,849.02"
Ministry of Defence,Ministry of Defence,18/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,WYG MANAGEMENT SERVICES LIMITED,L2 6RE,274456,Fiscal asset under construction - capital in year addition,"55,844.90"
Ministry of Defence,Ministry of Defence,03/11/2013,Administration,Head Office & Corporate Services,BAE Systems Ltd.,,CO006,General administration,"55,742.09"
Ministry of Defence,Ministry of Defence,15/11/2013,IT and communication services,Defence Equipment & Support,SUPERLETTER.COM INC,,273818,Information technology services,"55,718.36"
Ministry of Defence,Ministry of Defence,06/11/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK SUPPORT SERVICES LIMITED,BA1 5AB,269310,Works - estate management,"55,715.82"
Ministry of Defence,Defence Science and Technology Laboratory,15/11/2013,Sub Contracted Research,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000155666 - 00173877,Sub Contracted Research,"55,702.40"
Ministry of Defence,Ministry of Defence,18/11/2013,Purchase of inventory and services ,Defence Equipment & Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,273950,Cost of other material consumed,"55,627.92"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,Sub Contracted Work,Operations,LONDON SCHOOL OF HYGIENE & TROPICAL MED,,V - 9000156006 - 00173960,Sub Contracted Work,"55,344.90"
Ministry of Defence,Ministry of Defence,18/11/2013,IT and communication services,Head Office & Corporate Services,PROBRAND LIMITED,B1 3BP,274318,Computer equipment costing below the capitalisation threshold,"55,289.23"
Ministry of Defence,Defence Science and Technology Laboratory,12/11/2013,Sub Contracted Work,Operations,RJD TECHNOLOGY LIMITED,,V - 9000155636 - 00168479,Sub Contracted Work,"55,100.40"
Ministry of Defence,Defence Science and Technology Laboratory,15/11/2013,Sub Contracted Research,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000155664 - 00173700,Sub Contracted Research,"55,065.00"
Ministry of Defence,Defence Science and Technology Laboratory,01/11/2013,Sub Contracted Research,Operations,QINETIQ LIMITED,,V - 9000155462 - 00171518,Sub Contracted Research,"55,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,15/11/2013,Sub Contracted Work,Operations,EADS UK LIMITED,,V - 9000155743 - 00161594,Sub Contracted Work,"55,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,15/11/2013,Sub Contracted Work,Operations,IGENCE RADAR LIMITED,,V - 9000155745 - 00172881,Sub Contracted Work,"55,000.00"
Ministry of Defence,Ministry of Defence,25/11/2013,Design services and minor equipment purchases,Defence Equipment & Support,B M T DEFENCE SERVICES LTD,BA2 3DQ,277485,Safety regulators and assuror costs in support of concept procurement operation and disposal of defence equipment and services,"54,755.25"
Ministry of Defence,Ministry of Defence,11/11/2013,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,270972,Consumption of engineering and technical inventory,"54,638.70"
Ministry of Defence,Ministry of Defence,11/11/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,271160,Works - estate management,"54,631.59"
Ministry of Defence,Ministry of Defence,27/11/2013,Fees for professional services,Land Forces,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,278689,Fees for professional services excluding legal fees,"54,593.00"
Ministry of Defence,Ministry of Defence,11/11/2013,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,D 30169,5000104191,Works - estate management,"54,561.07"
Ministry of Defence,Ministry of Defence,20/11/2013,Purchase of inventory and services ,Joint Forces Command,BOC LIMITED,M28 2UT,274931,Consumption of engineering and technical inventory,"54,439.20"
Ministry of Defence,Defence Science and Technology Laboratory,15/11/2013,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000155735 - 00172939,Sub Contracted Work,"54,408.00"
Ministry of Defence,Ministry of Defence,28/11/2013,Spend on Inventory - General,Defence Equipment & Support,DS SMITH CORRUGATED PACKAGING LIMITED,LE10 3BX,279254,Spend on Inventory - General,"54,153.22"
Ministry of Defence,Defence Science and Technology Laboratory,08/11/2013,Sub Contracted Research,Operations,ROLLS ROYCE PLC,,V - 9000155548 - 00168683,Sub Contracted Research,"54,143.58"
Ministry of Defence,Ministry of Defence,21/11/2013,International contributions,Head Office & Corporate Services,THE BRITISH COUNCIL,,275853,Defence military assistance fund international subscriptions and other payments,"53,860.00"
Ministry of Defence,Ministry of Defence,27/11/2013,Rental of plant and machinery,Defence Equipment & Support,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,278709,Plant + machinery private finance initiative - service concession arrangements service charge,"53,693.85"
Ministry of Defence,Ministry of Defence,01/11/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,267963,Freight movement costs,"53,581.38"
Ministry of Defence,Ministry of Defence,06/11/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,269309,Spend on Inventory - General,"53,567.26"
Ministry of Defence,Ministry of Defence,06/11/2013,Spend on Inventory - General,Defence Equipment & Support,KIDDE GRAVINER LIMITED,SL3 0HB,269504,Spend on Inventory - General,"53,559.48"
Ministry of Defence,Ministry of Defence,07/11/2013,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000104112,Utilities consumed - electricity,"53,432.48"
Ministry of Defence,Defence Science and Technology Laboratory,08/11/2013,Sub Contracted Research,Programme Office,BUBBLEPHONE LIMITED,,V - 9000155586 - 00172645,Sub Contracted Research,"53,400.00"
Ministry of Defence,Council of Reserve Forces and Cadet Association,21/10/2013,Assets in the Course of Construction,Capital Expenditure,Advanced Roofing Services,,4826,Assets in the Course of Construction,"53,377.20"
Ministry of Defence,Ministry of Defence,29/11/2013,Rent and rates,Defence Infrastructure Organisation ,CAPITAL SHOPPING CENTRES PLC,SW1H OBU,279703,Rent buildings - non civil estate property and married quarter property,"53,291.40"
Ministry of Defence,Ministry of Defence,25/11/2013,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,277751,Estate + facilities management services - accommodation inventory + service,"53,287.56"
Ministry of Defence,Ministry of Defence,08/11/2013,Design services and minor equipment purchases,Defence Equipment & Support,GARDNER DENVER LIMITED,B98 0DS,270628,Equipment support non-project costs,"53,253.50"
Ministry of Defence,Ministry of Defence,14/11/2013,Spend on Inventory - General,Defence Equipment & Support,CLEENOL GROUP LTD,OX16 1RB,272654,Spend on Inventory - General,"53,240.64"
Ministry of Defence,Ministry of Defence,25/11/2013,Rent and rates,Defence Infrastructure Organisation ,WREKIN DISTRICT COUNCIL,TF3 4LD,278196,Rent buildings - non civil estate property and married quarter property,"53,126.24"
Ministry of Defence,Ministry of Defence,04/11/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,268407,Spend on Inventory - General,"53,091.07"
Ministry of Defence,Ministry of Defence,25/11/2013,IT and communication services,Land Forces,COMPUTACENTER (UK) LIMITED,SE1 8HL,277576,Computer equipment costing below the capitalisation threshold,"53,036.10"
Ministry of Defence,Ministry of Defence,08/11/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,270508,Spend on Inventory - General,"53,026.83"
Ministry of Defence,Ministry of Defence,15/11/2013,IT and communication services,Air Command,EUROPEAN ELECTRONIQUE LIMITED,OX29 4TT,273473,Computer equipment costing below the capitalisation threshold,"53,010.00"
Ministry of Defence,Ministry of Defence,15/11/2013,Design services and minor equipment purchases,Defence Equipment & Support,AGUSTAWESTLAND LIMITED,BA20 2YB,273296,Equipment support non-project costs,"53,006.19"
Ministry of Defence,Ministry of Defence,29/11/2013,Rent and rates,Defence Infrastructure Organisation ,SAVILLS (UK) LIMITED,M2 4AW,280226,Rent buildings - non civil estate property and married quarter property,"53,000.86"
Ministry of Defence,Ministry of Defence,22/11/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,276594,Works - estate management,"52,990.09"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,Capital Asset expenditure,Infrastructure,STERIA LIMITED,,V - 9000156014 - 00174793,Capital Asset expenditure,"52,769.01"
Ministry of Defence,Ministry of Defence,28/11/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,"52,677.09"
Ministry of Defence,Ministry of Defence,07/11/2013,Estate management,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,269928,Estate + facilities management services - accommodation inventory + service,"52,617.97"
Ministry of Defence,Ministry of Defence,29/11/2013,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,GU14 7JP,279620,Estate + facilities management services - accommodation inventory + service,"52,615.89"
Ministry of Defence,Ministry of Defence,11/11/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,270900,Consumption of medical dental and veterinary inventory,"52,606.76"
Ministry of Defence,Ministry of Defence,15/11/2013,Payment of utilities,Defence Equipment & Support,CERTAS ENERGY UK LIMITED,FK5 4RB,179421,Utilities consumed - heating oil,"52,601.49"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,Sub Contracted Research,Operations,PITCH TECHNOLOGIES LIMITED,,V - 9000156052 - 00172323,Sub Contracted Research,"52,500.00"
Ministry of Defence,Ministry of Defence,12/11/2013,Fees for professional services,Head Office & Corporate Services,TNT UK LIMITED,BL0 9AR,271908,Fees for professional services excluding legal fees,"52,468.76"
Ministry of Defence,Ministry of Defence,26/11/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,278240,Spend on Inventory - General,"52,400.18"
Ministry of Defence,Ministry of Defence,01/11/2013,Spend on Inventory - General,Land Forces,BUNZL UK LIMITED,W1H 7JT,179268,Spend on Inventory - General,"52,185.38"
Ministry of Defence,Ministry of Defence,25/11/2013,Rent and rates,Defence Infrastructure Organisation ,THE HIGHLAND COUNCIL,IV3 5NX,278112,Rent buildings - non civil estate property and married quarter property,"52,057.20"
Ministry of Defence,Ministry of Defence,22/11/2013,Spend on Inventory - General,Defence Equipment & Support,WEBER UK LIMITED,CO9 2EX,276627,Spend on Inventory - General,"52,006.76"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,Sub Contracted Work,Operations,GILL RESEARCH & DEVELOPMENT LIMITED,,V - 9000156007 - 00173325,Sub Contracted Work,"52,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,05/11/2013,Sub Contracted Research,Programme Office,THALES MISSILE ELECTRONICS LIMITED,,V - 9000155504 - 00167865,Sub Contracted Research,"51,914.89"
