Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description,  Total  
Ministry of Defence,Ministry of Defence,12/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,RACAL ACOUSTICS LIMITED,HA1 4TR,238188,Equipment support project costs,"15,827.48"
Ministry of Defence,Ministry of Defence,07/08/2013,International contributions,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Defence military assistance fund international subscriptions and other payments,"15,785.83"
Ministry of Defence,Ministry of Defence,22/08/2013,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,241587,Consumption of engineering and technical inventory,"15,686.16"
Ministry of Defence,Ministry of Defence,16/08/2013,Spend on Inventory - General,Defence Equipment & Support,REXEL UK LTD,EN6 9EB,239992,Spend on Inventory - General,"15,675.80"
Ministry of Defence,Ministry of Defence,22/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,241717,Medical health services,"15,629.21"
Ministry of Defence,Ministry of Defence,19/08/2013,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,240395,Medical health services,"15,627.88"
Ministry of Defence,Ministry of Defence,13/08/2013,Spend on Inventory - General,Defence Equipment & Support,E.P.BARRUS LTD,OX26 4UR,238401,Spend on Inventory - General,"15,572.62"
Ministry of Defence,Ministry of Defence,19/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,DY4 7UD,240254,Equipment support project costs,"15,536.44"
Ministry of Defence,British Defence Staff - United States,20-Aug-13,MEDICAL-NON HOSPITAL TREATMENT,Navy Command,MERITAIN HEALTH,,345890,Medical-non hospital treatment,"15,496.47"
Ministry of Defence,Ministry of Defence,05/08/2013,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,235404,Medical health services,"15,496.36"
Ministry of Defence,Ministry of Defence,14/08/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,BUNZL UK LIMITED,W1H 7JT,178240,Spend on Inventory - General,"15,488.65"
Ministry of Defence,Ministry of Defence,09/08/2013,Fuel for military use,Land Forces,HARVEST ENERGY LIMITED,W1G 0PU,237453,Cost of ground unleaded fuel consumed,"15,483.02"
Ministry of Defence,Ministry of Defence,27/08/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,242758,Spend on Inventory - General,"15,391.56"
Ministry of Defence,Ministry of Defence,27/08/2013,Fees for professional services,Defence Equipment & Support,ERA TECHNOLOGY LIMITED.,KT22 7SA,242868,Safety Management,"15,390.00"
Ministry of Defence,Ministry of Defence,08/08/2013,Payment of utilities,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,237263,Utilities consumed - heating oil,"15,376.17"
Ministry of Defence,Ministry of Defence,08/08/2013,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,236922,Utilities consumed - heating oil,"15,320.40"
Ministry of Defence,Ministry of Defence,23/08/2013,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,242118,Consumption of engineering and technical inventory,"15,319.00"
Ministry of Defence,Ministry of Defence,02/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,235001,Medical health services,"15,208.02"
Ministry of Defence,Ministry of Defence,05/08/2013,Spend on Inventory - General,Land Forces,BUNZL UK LIMITED,W1H 7JT,178133,Spend on Inventory - General,"15,191.46"
Ministry of Defence,Ministry of Defence,19/08/2013,Spend on Inventory - General,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,DY4 7UD,240254,Spend on Inventory - General,"15,111.17"
Ministry of Defence,Ministry of Defence,28/08/2013,Spend on Inventory - General,Defence Equipment & Support,NORTHROP GRUMMAN SPERRY  MARINE BV,KT3 4NR,243546,Spend on Inventory - General,"15,109.58"
Ministry of Defence,Ministry of Defence,16/08/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,239615,Consumption of medical dental and veterinary inventory,"14,946.62"
Ministry of Defence,Ministry of Defence,23/08/2013,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,242082,Works services - excluding United States forces/NATO + married quarters,"14,931.79"
Ministry of Defence,Ministry of Defence,12/08/2013,Fuel for military use,Defence Infrastructure Organisation ,GB OILS LIMITED,WA3 6XG,178224,Cost of ground diesel fuel consumed,"14,925.24"
Ministry of Defence,Ministry of Defence,19/08/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,240167,Cost of other material consumed,"14,890.63"
Ministry of Defence,Ministry of Defence,29/08/2013,"Transportation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,243919,Freight movement costs,"14,852.46"
Ministry of Defence,Ministry of Defence,27/08/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,242769,Cost of other material consumed,"14,731.61"
Ministry of Defence,Ministry of Defence,15/08/2013,Fuel for military use,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,239596,Cost of ground diesel fuel consumed,"14,709.60"
Ministry of Defence,Ministry of Defence,28/08/2013,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,W1H 7JT,178380,Spend on Inventory - General,"14,645.53"
Ministry of Defence,Ministry of Defence,01/08/2013,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,234941,Cost of other material consumed,"14,628.20"
Ministry of Defence,Ministry of Defence,15/08/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,239527,Cost of clothing and textile services received,"14,558.60"
Ministry of Defence,Ministry of Defence,06/08/2013,Spend on Inventory - General,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,236029,Spend on Inventory - General,"14,466.20"
Ministry of Defence,Ministry of Defence,20/08/2013,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,240788,Cost of clothing and textile services received,"14,433.36"
Ministry of Defence,Ministry of Defence,09/08/2013,Payment of utilities,Joint Forces Command,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,237419,Utilities consumed - electricity,"14,430.48"
Ministry of Defence,Ministry of Defence,29/08/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,243779,Consumption of medical dental and veterinary inventory,"14,429.79"
Ministry of Defence,Ministry of Defence,27/08/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,243096,Military short term detached duty,"14,396.00"
Ministry of Defence,Ministry of Defence,14/08/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,238669,Cost of other material consumed,"14,295.96"
Ministry of Defence,Ministry of Defence,09/08/2013,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,237773,Cost of other material consumed,"14,266.36"
Ministry of Defence,Ministry of Defence,07/08/2013,Fees for professional services,Joint Forces Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,236430,Fees for professional services excluding legal fees,"14,223.66"
Ministry of Defence,Ministry of Defence,16/08/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,239673,Cost of other material consumed,"14,214.99"
Ministry of Defence,Ministry of Defence,08/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,236813,Medical health services,"14,200.86"
Ministry of Defence,Ministry of Defence,20/08/2013,Estate management,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,240788,Estate + facilities management services - accommodation inventory + service,"14,173.29"
Ministry of Defence,Ministry of Defence,01-Aug-13,Administration,Head Office & Corporate Services,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,234555,General administration,"14,142.79"
Ministry of Defence,Ministry of Defence,06/08/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,236219,Military short term detached duty,"14,135.80"
Ministry of Defence,Ministry of Defence,07/08/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,236318,Consumption of medical dental and veterinary inventory,"14,090.35"
Ministry of Defence,Ministry of Defence,14/08/2013,Spend on Inventory - General,Defence Equipment & Support,EATON AEROSPACE LIMITED,PO14 4QA,238756,Spend on Inventory - General,"14,024.28"
Ministry of Defence,Ministry of Defence,05/08/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,235928,Cost of other material consumed,"13,997.64"
Ministry of Defence,Ministry of Defence,27/08/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000009512,Spend on Inventory - General,"13,919.65"
Ministry of Defence,Ministry of Defence,29/08/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,244378,Cost of other material consumed,"13,879.83"
Ministry of Defence,Ministry of Defence,12/08/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,237842,Cost of other material consumed,"13,853.93"
Ministry of Defence,Ministry of Defence,06/08/2013,"Adminstration, claims, compensation and awards",Land Forces,RICOH UK.LIMITED,NN4 7YL,236227,Cost of claims/compensation and related expenses against MOD,"13,840.30"
Ministry of Defence,Ministry of Defence,28/08/2013,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,243400,Medical health services,"13,832.80"
Ministry of Defence,Ministry of Defence,20/08/2013,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,240933,Military short term detached duty,"13,783.50"
Ministry of Defence,Ministry of Defence,16/08/2013,IT and communication services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,239849,Information technology services,"13,760.00"
Ministry of Defence,Ministry of Defence,13/08/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,CHARLES GEE & CO. LIMITED,EC4V 5JT,238369,Freight movement costs,"13,715.00"
Ministry of Defence,Ministry of Defence,05/08/2013,Fuel for military use,Land Forces,HENTY OIL LTD,SW1E 5BH,235548,Cost of ground diesel fuel consumed,"13,710.22"
Ministry of Defence,Ministry of Defence,21/08/2013,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,241502,Cost of ground diesel fuel consumed,"13,696.80"
Ministry of Defence,Ministry of Defence,02/08/2013,Spend on Inventory - General,Land Forces,BUNZL UK LIMITED,W1H 7JT,178108,Spend on Inventory - General,"13,695.62"
Ministry of Defence,Ministry of Defence,02/08/2013,Externally delivered education and training,Defence Equipment & Support,POLARIS CONSULTING LIMITED,PO7 7SF,235190,External training - civilian,"13,646.00"
Ministry of Defence,Ministry of Defence,21/08/2013,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,241218,Utilities consumed - heating oil,"13,632.94"
Ministry of Defence,Ministry of Defence,28/08/2013,Estate management,Defence Equipment & Support,ELIOR UK PLC,SK11 6ET,243366,Estate + facilities management services - accommodation inventory + service,"13,599.20"
Ministry of Defence,Ministry of Defence,28/08/2013,Food and clothing,Joint Forces Command,TECHNOGYM U K LIMITED,RG12 8PE,243685,Cost of purchasing and repairing clothing,"13,548.66"
Ministry of Defence,Ministry of Defence,22/08/2013,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,241717,Medical health services,"13,543.63"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Consumable Materials,Operations,BARCLAYCARD,,G - 9000154055 - 00169608,,"13,465.81"
Ministry of Defence,Ministry of Defence,22/08/2013,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,241702,Utilities consumed - heating oil,"13,420.97"
Ministry of Defence,Ministry of Defence,28/08/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,243266,Cost of other material consumed,"13,401.00"
Ministry of Defence,Ministry of Defence,15/08/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,239104,Raw materials and consumable aviation fuel inventory purchased,"13,327.24"
Ministry of Defence,Ministry of Defence,05/08/2013,Fuel for military use,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,235520,Cost of ground diesel fuel consumed,"13,194.58"
Ministry of Defence,Ministry of Defence,16/08/2013,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,239769,Cost of clothing and textile services received,"13,127.28"
Ministry of Defence,Ministry of Defence,06/08/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,236080,Fiscal asset under construction - capital in year addition,"13,125.95"
Ministry of Defence,Ministry of Defence,15/08/2013,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,239278,Spend on Inventory - General,"13,105.07"
Ministry of Defence,Ministry of Defence,02/08/2013,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,235298,Cost of other material consumed,"13,103.90"
Ministry of Defence,Ministry of Defence,27/08/2013,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,243132,Cost of food purchases,"13,098.59"
Ministry of Defence,Ministry of Defence,02/08/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,234945,Consumption of medical dental and veterinary inventory,"13,057.62"
Ministry of Defence,Ministry of Defence,14/08/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,239019,Cost of clothing and textile services received,"13,054.31"
Ministry of Defence,Ministry of Defence,08/08/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,236731,Consumption of medical dental and veterinary inventory,"13,037.38"
Ministry of Defence,Ministry of Defence,20/08/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Movement of service personnel,"13,003.81"
Ministry of Defence,Ministry of Defence,30/08/2013,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,244387,Consumption of medical dental and veterinary inventory,"13,002.62"
Ministry of Defence,Ministry of Defence,21/08/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,241032,Consumption of medical dental and veterinary inventory,"12,969.93"
Ministry of Defence,Ministry of Defence,06/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,236029,Equipment support non-project costs,"12,956.53"
Ministry of Defence,Ministry of Defence,14/08/2013,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,238672,Consumption of engineering and technical inventory,"12,916.95"
Ministry of Defence,Ministry of Defence,06/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,AMSAFE BRIDPORT LTD,DT6 3QU,235960,Equipment support non-project costs,"12,837.72"
Ministry of Defence,Ministry of Defence,14/08/2013,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,238733,Works - estate management,"12,829.61"
Ministry of Defence,Ministry of Defence,21/08/2013,"Transportation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,241174,Freight movement costs,"12,821.90"
Ministry of Defence,Ministry of Defence,13/08/2013,Food and clothing,Joint Forces Command,SODEXO LTD,M50 0AL,238556,Cost of food services,"12,716.94"
Ministry of Defence,Ministry of Defence,14/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,238699,Medical health services,"12,714.75"
Ministry of Defence,Ministry of Defence,20/08/2013,Estate management,Land Forces,SODEXO LTD,M50 0AL,240967,Estate + facilities management services - accommodation inventory + service,"12,711.28"
Ministry of Defence,Ministry of Defence,08/08/2013,Fuel for military use,Air Command,EUROSHELL DEUTSCHLAND GMBH,,5000100747,Oil and lubricants consumed excluding those from the inventory system,"12,690.21"
Ministry of Defence,Ministry of Defence,19/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,CHESTERFIELD SPECIAL CYLINDERS LIMITED,S9 1BT,240238,Equipment support non-project costs,"12,624.18"
Ministry of Defence,Ministry of Defence,21/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,241173,Post design services which are not capitalised,"12,621.94"
Ministry of Defence,Ministry of Defence,20/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,240819,Medical health services,"12,593.18"
Ministry of Defence,Ministry of Defence,08/08/2013,Payment of utilities,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,237263,Utilities consumed - heating oil,"12,564.34"
Ministry of Defence,Ministry of Defence,01/08/2013,Purchase of information and communications technology,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,234613,IT + communications asset - in year capital addition,"12,541.38"
Ministry of Defence,Ministry of Defence,02/08/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,"12,483.82"
Ministry of Defence,Ministry of Defence,12/08/2013,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,238314,Cost of other material consumed,"12,464.47"
Ministry of Defence,Ministry of Defence,28/08/2013,Dilapidation charges  ,Defence Infrastructure Organisation ,GVA GRIMLEY LIMITED,B1 2JB,243394,Other provisions payment against provision,"12,402.33"
Ministry of Defence,Ministry of Defence,16/08/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,239615,Consumption of medical dental and veterinary inventory,"12,364.81"
Ministry of Defence,Ministry of Defence,06/08/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,235985,Cost of other material consumed,"12,351.97"
Ministry of Defence,Ministry of Defence,08/08/2013,Fees for professional services,Defence Infrastructure Organisation ,GVA GRIMLEY LIMITED,B1 2JB,236937,Fees for professional services excluding legal fees,"12,310.00"
Ministry of Defence,Ministry of Defence,29/08/2013,Design services and minor equipment purchases,Land Forces,SERCO LIMITED,RG27 9UY,244268,Equipment support non-project costs,"12,306.20"
Ministry of Defence,Ministry of Defence,12/08/2013,Spend on Inventory - General,Air Command,TURNER VIRR & CO. LTD,LS25 2DY,238287,Spend on Inventory - General,"12,283.79"
Ministry of Defence,Ministry of Defence,16/08/2013,Estate management,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,239790,Works - estate management,"12,272.80"
Ministry of Defence,Ministry of Defence,12/08/2013,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,237779,Consumption of medical dental and veterinary inventory,"12,272.00"
Ministry of Defence,Ministry of Defence,20/08/2013,Administration,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,240692,General administration,"12,271.79"
Ministry of Defence,Ministry of Defence,19/08/2013,Fuel for military use,Joint Forces Command,GB OILS LIMITED,WA3 6XG,178303,Cost of ground diesel fuel consumed,"12,249.36"
Ministry of Defence,Ministry of Defence,20/08/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,240709,Cost of other material consumed,"12,218.11"
Ministry of Defence,Ministry of Defence,06/08/2013,"Transportation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,236219,Military short term detached duty,"12,207.40"
Ministry of Defence,Ministry of Defence,02/08/2013,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,234945,Consumption of medical dental and veterinary inventory,"12,193.46"
Ministry of Defence,Ministry of Defence,29/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,DL1 9HN,243881,Equipment support project costs,"12,162.13"
Ministry of Defence,Ministry of Defence,05/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,DRUMGRANGE LTD,KT16 9JX,235478,Equipment support project costs,"12,098.00"
Ministry of Defence,Ministry of Defence,05/08/2013,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,235403,Cost of other material consumed,"12,057.84"
Ministry of Defence,Ministry of Defence,08/08/2013,Externally delivered education and training,Air Command,UNIVERSITY OF MANCHESTER,M13 9PL,237257,External military training ,"12,000.00"
Ministry of Defence,Ministry of Defence,08/08/2013,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,236913,Spend on Inventory - General,"11,990.29"
Ministry of Defence,Ministry of Defence,08/08/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,236913,Spend on Inventory - General,"11,963.06"
Ministry of Defence,Ministry of Defence,21/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,241257,Equipment support project costs,"11,888.29"
Ministry of Defence,Ministry of Defence,05/08/2013,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,235396,Cost of other material consumed,"11,868.89"
Ministry of Defence,Ministry of Defence,12/08/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,237779,Consumption of medical dental and veterinary inventory,"11,859.32"
Ministry of Defence,Ministry of Defence,20/08/2013,Spend on Inventory - General,Defence Equipment & Support,HONEYWELL AEROSPACE UK,BA20 2YD,240820,Spend on Inventory - General,"11,851.56"
Ministry of Defence,Ministry of Defence,28/08/2013,Food and clothing,Air Command,TECHNOGYM U K LIMITED,RG12 8PE,243685,Cost of purchasing and repairing clothing,"11,841.53"
Ministry of Defence,Ministry of Defence,16/08/2013,Payment of utilities,Air Command,WATSON PETROLEUM LTD,SN15 5DN,240086,Utilities consumed - heating oil,"11,826.99"
Ministry of Defence,Ministry of Defence,28/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,243403,Medical health services,"11,777.16"
Ministry of Defence,Ministry of Defence,13/08/2013,Spend on Inventory - General,Air Command,FORBO FLOORING UK LIMITED,DE5 3NT,238413,Spend on Inventory - General,"11,776.94"
Ministry of Defence,Ministry of Defence,23/08/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,242042,Consumption of medical dental and veterinary inventory,"11,748.02"
Ministry of Defence,Ministry of Defence,27/08/2013,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,243213,Cost of other material consumed,"11,643.59"
Ministry of Defence,Ministry of Defence,19/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,240395,Medical health services,"11,640.24"
Ministry of Defence,Ministry of Defence,12/08/2013,Food and clothing,Navy Command,TURNER VIRR & CO. LTD,LS25 2DY,238287,Cost of purchasing and repairing clothing,"11,528.01"
Ministry of Defence,Ministry of Defence,29/08/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,MILLBROOK FURNISHING INDUSTRIES LIMITED,SO40 3XJ,244066,Spend on Inventory - General,"11,527.13"
Ministry of Defence,Ministry of Defence,13/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,E.P.BARRUS LTD,OX26 4UR,238401,Equipment support non-project costs,"11,469.93"
Ministry of Defence,Ministry of Defence,22/08/2013,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,241587,Consumption of engineering and technical inventory,"11,465.02"
Ministry of Defence,Ministry of Defence,14/08/2013,Spend on Inventory - General,Land Forces,BUNZL UK LIMITED,W1H 7JT,178240,Spend on Inventory - General,"11,445.35"
Ministry of Defence,Ministry of Defence,12/08/2013,Spend on Inventory - General,Air Command,FORBO FLOORING UK LIMITED,DE5 3NT,237988,Spend on Inventory - General,"11,418.93"
Ministry of Defence,Ministry of Defence,20/08/2013,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,240692,Works - estate management,"11,406.13"
Ministry of Defence,Ministry of Defence,14/08/2013,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,238613,Consumption of medical dental and veterinary inventory,"11,402.71"
Ministry of Defence,Ministry of Defence,05/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,235403,Equipment support non-project costs,"11,394.76"
Ministry of Defence,Ministry of Defence,19/08/2013,Fees for professional services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,240395,Fees for professional services excluding legal fees,"11,362.54"
Ministry of Defence,Ministry of Defence,27/08/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,242713,Consumption of medical dental and veterinary inventory,"11,355.54"
Ministry of Defence,Ministry of Defence,08/08/2013,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,236731,Consumption of medical dental and veterinary inventory,"11,304.54"
Ministry of Defence,Ministry of Defence,06/08/2013,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,236219,Civilian short term detached duty,"11,270.40"
Ministry of Defence,Ministry of Defence,14/08/2013,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,238672,Consumption of engineering and technical inventory,"11,244.95"
Ministry of Defence,Ministry of Defence,27/08/2013,Purchase of inventory and services ,Air Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,242805,Cost of other material consumed,"11,234.64"
Ministry of Defence,Ministry of Defence,08/08/2013,IT and communication services,Air Command,COMPUTACENTER (UK) LIMITED,SE1 8HL,236829,Computer equipment costing below the capitalisation threshold,"11,119.72"
Ministry of Defence,Ministry of Defence,22/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,241916,Equipment support project costs,"11,023.48"
Ministry of Defence,Ministry of Defence,23/08/2013,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,242150,Cost of other material consumed,"11,016.63"
Ministry of Defence,Ministry of Defence,14/08/2013,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,238672,Consumption of engineering and technical inventory,"10,956.22"
Ministry of Defence,Ministry of Defence,12/08/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,238314,Cost of other material consumed,"10,941.49"
Ministry of Defence,Ministry of Defence,13/08/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,WILLIAMS LEA LIMITED,NR3 1PD,238606,Cost of other material consumed,"10,915.19"
Ministry of Defence,Ministry of Defence,28/08/2013,Fees for professional services,Land Forces,SYSTEMS CONSULTANTS SERVICES  LIMITED,RG7 4SA,243680,Fees for professional services excluding legal fees,"10,893.91"
Ministry of Defence,Ministry of Defence,02/08/2013,Research and development,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,235197,Research and development excluding defence science and technology laboratory,"10,870.00"
Ministry of Defence,Ministry of Defence,19/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,SALT SEPARATION SERVICES LIMITED,OL11 1AP,240559,Equipment support project costs,"10,865.50"
