Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,AHDB,02/11/2016,Invoice,,Carat Ltd,298720,2019418,Marketing: AHDB Beef & Lamb - TV adverts air time for midweek mini roast on   24 OCT 16 Spending Controls Ref number SC 16-17/1569 ,NW1 3BF,,,,,466430542
DEFRA,AHDB,02/11/2016,Invoice,,SAC Commercial Ltd,20881165,99500,Genetic evaluations operational services July to Sept 2016,EH9 3JG,,,,,435882817
DEFRA,AHDB,11/11/2016,Invoice,,Intercontinental Le Grand Hotel Paris,929387,27096.91,Events: AHDB Beef & Lamb Export - Deposit for red meat exporters trade dinner in Paris as part of the SIAL Trade Event,,,,,,
DEFRA,AHDB,28/11/2016,Invoice,,NIAB,NI13098,49873,Research: AHDB Cereals & Oilseeds - Work carried out 010716 - 300916 relates to UKCPVS project,CB3 0LE,,,,,100132207
DEFRA,AHDB,28/11/2016,Invoice,,NIAB,NI12503,49873,Research: AHDB Cereals & Oilseeds - Work carried out 010416 - 300616 relates to UKCPVS project,CB3 0LE,,,,,100132207
DEFRA,AHDB,28/11/2016,Invoice,,ICA Ltd,011935/ICA1734,42959.21,Works: AHDB Potatoes - 10 new storage cells with environmental control at Sutton Bridge crop research 2015-109,TN12 6UT,,,,,619448319
DEFRA,APHA,03/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,SCIENCE ADMIN - SSP,LIFE TECHNOLOGIES,1010132,27356.48,"Annual Service Contract for various 
pieces of scientific equipment.  
Servicing due 6 monthly, 
30th September 2016 and 31st March 2017.",PA4 9RE,SUPPLIER(1),,0,Expense,
DEFRA,APHA,09/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,SOUTH EAST FIELD OPERATIONS,XL FARMCARE SOUTH EAST LIMITED~178831566,1010688,101166.28,Providing services for the Veterinary Delivery Partnership Project,BN7 2AH,CUSTOMER,,0,Expense,
DEFRA,APHA,09/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,SOUTH WEST FIELD OPERATIONS,XL FARMCARE WESSEX LTD,1010689,361313.1,Providing services for the Veterinary Delivery Partnership Project,ST15 8NA,SUPPLIER(1),,0,Expense,172798072
DEFRA,APHA,09/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,SOUTH WEST FIELD OPERATIONS,XL FARMCARE WESSEX LTD,1010689,72262.62,VAT on Provision of services for the Veterinary Delivery Partnership Project,ST15 8NA,SUPPLIER(1),,0,Expense,172798072
DEFRA,APHA,10/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,NORTH FIELD OPERATIONS,XL FARMCARE MIDLANDS LTD~114213469,1010769,175452.92,Providing services for the Veterinary Delivery Partnership Project,ST14 8EB,CUSTOMER,,0,Expense,
DEFRA,APHA,10/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,NORTH FIELD OPERATIONS,XL FARMCARE MIDLANDS LTD~114213469,1010769,35090.58,VAT on Provision of services for the Veterinary Delivery Partnership Project,ST14 8EB,CUSTOMER,,0,Expense,
DEFRA,APHA,10/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,SOUTH WEST FIELD OPERATIONS,XL FARMCARE MIDLANDS LTD~114213469,1010769,165423.08,Providing services for the Veterinary Delivery Partnership Project,ST14 8EB,CUSTOMER,,0,Expense,
DEFRA,APHA,10/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,SOUTH WEST FIELD OPERATIONS,XL FARMCARE MIDLANDS LTD~114213469,1010769,33084.62,VAT on Provision of services for the Veterinary Delivery Partnership Project,ST14 8EB,CUSTOMER,,0,Expense,
DEFRA,APHA,10/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,NORTH FIELD OPERATIONS,XL FARMCARE NORTH LTD. ~175942866,1010766,189008.56,Providing services for the Veterinary Delivery Partnership Project,ST15 8NA,CUSTOMER,,0,Expense,
DEFRA,APHA,10/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,NORTH FIELD OPERATIONS,XL FARMCARE NORTH LTD. ~175942866,1010766,37801.71,VAT on Provision of services for the Veterinary Delivery Partnership Project,ST15 8NA,CUSTOMER,,0,Expense,
DEFRA,APHA,11/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,WALES FIELD OPERATIONS,IECHYD DA (GWLEDIG) LTD,1010909,289566.04,Providing services for the Veterinary Delivery Partnership Project,SY23 2WB,SUPPLIER(1),,0,Expense,185 4883 60
DEFRA,APHA,11/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,WALES FIELD OPERATIONS,IECHYD DA (GWLEDIG) LTD,1010909,57913.21,Providing services for the Veterinary Delivery Partnership Project,SY23 2WB,SUPPLIER(1),,0,Expense,185 4883 60
DEFRA,APHA,11/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,WALES FIELD OPERATIONS,MENTER A BUSNES,1010908,142075,Providing services for the Veterinary Delivery Partnership Project,SY23 3AH,SUPPLIER(1),,0,Expense,752746904
DEFRA,APHA,11/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,WALES FIELD OPERATIONS,MENTER A BUSNES,1010908,28415,VAT on Provision of services for the Veterinary Delivery Partnership Project,SY23 3AH,SUPPLIER(1),,0,Expense,752746904
DEFRA,APHA,11/11/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,PLANT VARIETY AND SEEDS,N I A B,1010911,48315.57,Contract Work Lots 6 - 8 October 2016,CB3 0LE,Public Body,,APA2AO00,Expense,100132207
DEFRA,APHA,11/11/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,PLANT VARIETY AND SEEDS,N I A B,1010911,28693.03,Contract Work Lot 9 October 2016,CB3 0LE,Public Body,,APA2AO00,Expense,100132207
DEFRA,APHA,14/11/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,PLANT VARIETY AND SEEDS,N I A B,1011000,110558.16,Contract Work Lots 1 - 4 October 2016,CB3 0LE,Public Body,,APA2AN00,Expense,100132207
DEFRA,APHA,15/11/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER,BACTERIOLOGY,ILLUMINA CAMBRIDGE LTD,1011114,26232.29,Purchase of Specialist Laboratory Kits,CB10 1XL,SUPPLIER(1),,,Expense,
DEFRA,APHA,16/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,SOUTH WEST FIELD OPERATIONS,XL FARMCARE DEVON & CORNWALL LTD,1011181,147371.88,Providing services for the Veterinary Delivery Partnership Project,EX22 6HB,SUPPLIER(1),,0,Expense,179923008
DEFRA,APHA,16/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,SOUTH WEST FIELD OPERATIONS,XL FARMCARE DEVON & CORNWALL LTD,1011181,29474.38,VAT on Provision of services for the Veterinary Delivery Partnership Project,EX22 6HB,SUPPLIER(1),,0,Expense,179923008
DEFRA,APHA,16/11/2016,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY,BUSINESS SUPPORT AND CONTINUOUS IMPROVEMENT,XL FARMCARE DEVON & CORNWALL LTD,1011181,270320.92,Providing services for the Veterinary Delivery Partnership Project,EX22 6HB,SUPPLIER(1),,0,Expense,179923008
