Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,MMO,21/06/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SATELITTE SURVEILLANCE,MMO HEAD OF COASTAL OPS,MINISTRY OF DEFENCE,2005000002,393978.38,Operating costs for ships engaged on offshore protection during Quarter 4 2015/16,L2 3YL,SUPPLIER,Government contract,0,Expense,
DEFRA,MMO,21/06/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CEFAS HLA,MMO MARINE LICENSING,C E F A S,2005000003,250642.3,"Centre for Environment, Fisheries and Aquaculture Science Service Level Agreement charges 2015/16",NR33 0HT,Government Agency,Government contract,0,Expense,
DEFRA,MMO,21/06/2016,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CEFAS HLA,MMO MARINE LICENSING,C E F A S,2005000003,51000,"Centre for Environment, Fisheries and Aquaculture Science Service Level Agreement charges 2015/16",NR33 0HT,Government Agency,Government contract,0,Expense,
DEFRA,AHDB,08/06/2016,Invoice,,Vivactis Public Relations,602812,38452.38,Marketing: AHDB Beef & Lamb. Top pro challenge - April 16. Spending control ref: SC 16-17/1569 ,,,,,,
DEFRA,AHDB,13/06/2016,Invoice,,Ricardo-AEA Ltd,35104,28663,Research: AHDB Potatoes - CP159 The resilience of potato and horticulture businesses to changes in abstraction licensing - research grant,,,,,,
DEFRA,AHDB,13/06/2016,Invoice,,Carat Ltd,602865,39613.46,"Marketing: AHDB Beef & Lamb - Red Tractor BBQ campaign - May 2016 adverts in Chat, Closer, Now & Fabulous publications. Spending Control Ref number SC 16-17/1569 ",,,,,,
DEFRA,AHDB,20/06/2016,Invoice,,Overbury PLC,807655,32613.47,Facilities - fit-out invoice for building maintenance ,,,,,,
DEFRA,AHDB,22/06/2016,Invoice,,ICA Ltd,16918,115133.72,Works: AHDB Potatoes - 10 new storage cells at Sutton Bridge - Phase 2a,,,,,,
DEFRA,AHDB,22/06/2016,Invoice,,ICA Ltd,17096,119937.33,Works: AHDB Potatoes - 10 new storage cells at Sutton Bridge Phase 2a,,,,,,
DEFRA,AHDB,27/06/2016,Invoice,,NIAB EMR,35161,37193,Research: AHDB Horticulture - HDC - SF 145 : Understanding and developing methods for managing spotted wing drosophila (SWD) in the UK: Vital research to maintain the viability of the UK fruit industry. April to June 16 costs,,,,,,
DEFRA,AHDB,27/06/2016,Invoice,,George & Dragon,510439,41470,Marketing: AHDB Pork - Love Pork Campaign fees June & July 2016. Spending control Ref: SC16-17/1607,,,,,,
DEFRA,AHDB,27/06/2016,Invoice,,Unit 4 Business Software Limited,807532,44039.36,"IS - Technical support for Agresso finance system, 01/01/16 - 31/12/16",,,,,,
DEFRA,AHDB,27/06/2016,Invoice,,NIAB EMR,35187,45326,Research: AHDB Horticulture - Project TF 223/31702230 Improving integrated pest and disease management in Tree fruit. April to June 16 costs,,,,,,
DEFRA,AHDB,27/06/2016,Invoice,,Phoenix Software,807626,78716.02,IS - Microsoft licence subscriptions,,,,,,
DEFRA,AHDB,27/06/2016,Invoice,,SAC Commercial Ltd,47641,97500,"Research: AHDB Dairy - Genetic evaluations research, operational services costs - Jan to March 2016",,,,,,
DEFRA,AHDB,27/06/2016,Invoice,,JONES LANG LASALLE,807664,102981.61,Rent: Service charge & rent 01/07/16 - 30/09/16 for Stoneleigh Park HQ buildings,,,,,,
DEFRA,AHDB,27/06/2016,Invoice,,ICA Ltd,17096,110000,Works: AHDB Potatoes - 10 new stores at Sutton Bridge - Phase 2b,,,,,,
DEFRA,AHDB,29/06/2016,Invoice,,Ricardo-AEA Ltd,35104,28644,Research: AHDB Potatoes - CP159 The resilience of potato and horticulture businesses to changes in abstraction licensing - Work undertaken 01/04/16 - 30/06/16 and on delivery of survey data and collated results,,,,,,
DEFRA,RPA,02/06/2016,Agency Staff,Various,Brook Street,30737873,39086.89,For the supply of temp contract staff for the period ended 6th May 2016 ,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,02/06/2016,Contractors - Implementation,Various,Capita Business Services,LO10117981,53736.32,"Fees & expenses for the period ended 7th, 14th 21st & 28th for various temp contract staff",SW1P 1JB,Supplier,n/a,n/a,Admin,GB618184141
DEFRA,RPA,06/06/2016,Agency Staff,Various,Brook Street,30747736,45372.6,For the supply of temp contract staff for the period ended 13th May 2016,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,06/06/2016,Agency Staff,Various,Brook Street,30758372,42609.54,For the supply of temp contract staff for the period ended 20th May 2016,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,06/06/2016,Contractors - Implementation,Various,Capita Business Services,LO10119150,29998.76,Fees & expenses for the  period ended 21st  & 28th May 2016 for various temp contract staff for different people for different weeks from the one above,SW1P 1JB,Supplier,n/a,n/a,Admin,GB618184141
DEFRA,RPA,06/06/2016,IT Outsourced services,Service Management (Admin),IBM,5806160068,1068093.59,Baseline Charges for June 2016,PO6 3AE,Supplier,PO102072,IBMBS000,Admin,GB107328000
DEFRA,RPA,09/06/2016,Agency Staff,Various,Brook Street,30768322,43317.83,For the supply of temp contract staff for the period ended 27th May 2016,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,09/06/2016,"Down Stream Access mailing services
Outsourced Scanning Costs",Managed Document Service (MDS),Williams Lea,DEFRA-RPA16050003,85987.43,RP002 CPH Barcode - April Week 5 POSTAGE plus various other printing ,EC1M 4NA,Supplier,PO101963,MDSBCMS1,Admin,GB662774703
DEFRA,RPA,10/06/2016,IT Outsourced services,CAP DP,IBM,5806160207,57956.45,"RSR5 15 001, CAP Resources",PO6 3AE,Supplier,PO101988,n/a,Admin,GB107328000
DEFRA,RPA,13/06/2016,IT Hardware Maintenance & Support,Service Management (Admin),Reliance,SLINV00039427,55704.96,Lone Worker devices and monitoring - 01/04/16-31/03/17,RG41 5RD,Supplier,PO101007,PRXL0100,Admin,176994050
DEFRA,RPA,15/06/2016,Agency Staff,Various,Brook Street,30778346,34440.83,For the supply of temp contract staff for the period ended 3rd June 2016,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,15/06/2016,Contractors - Implementation,Various,Capita Business Services,LO10120652,89655.67,Fees & expenses for the period ended 4th June 2016 ,SW1P 1JB,Supplier,n/a,n/a,Admin,GB618184141
DEFRA,RPA,15/06/2016,IT Software Assurance,Service Management (Admin),Comparex,160001878VRUKA,32641.15,Enterprise 2014 Core License 2 Licenses Software License Software Assurance,HA1 3EL,Supplier,PO102169,TRKC0001,Admin,Blank
DEFRA,RPA,15/06/2016,IT Software Assurance,Service Management (Admin),Comparex,160001880VRUKA,113727.74,"SQL Server Enterprise 2014 Core License 2, Licenses Software License, Software Assurance",HA1 3EL,Supplier,PO102170,TRKC0002,Admin,Blank
DEFRA,RPA,15/06/2016,Media Monitoring,Corporate Communications,NLA,Q376172,26531.03,Renewal of Copyright Licence No.: L00054147 from 10 May 16 to 9 May 17,TN1 1HJ,Supplier,PO102082,n/a,Admin,GB661865215
DEFRA,RPA,15/06/2016,Telecomms - Consumables,Telecommunications,Vodafone,670177840/000080383877,48991.05,Telephony charges,RG14 2FN,Supplier,PO101894,OFFS0260,Admin,GB569953277
DEFRA,RPA,16/06/2016,"IT Outsourced Services
IT Application Support and Maintenance","CAP DP
Service management Programme",Accenture,3003322580,413629.34,Various Projects for work carried out in  May and Hot Service Charge,EC3M 3BD,Supplier,"PO65289, PO101984, PO101913, PO102097, PO101841, PO102068 & PO102052","FOP01000
SPSS0111",Admin,GB888800182
DEFRA,RPA,16/06/2016,Various,Various,Redfern Travel,1846,142130.56,Travel & Accommodation for May 16,BD1 3AZ,Supplier,n/a,n/a,Admin,GB708374132
DEFRA,RPA,20/06/2016,"Down Stream Access mailing services
Outsourced Scanning Costs
Customer Related Printing - Forms, Booklets & Letters
Outsourced Scanning Costs
","Managed Document Service (MDS)
CAP DP
Customer Communications & Products
",Williams Lea,DEFRA-RPA16050002,142256.88,"SPS Correspondence Scanning - April 2016, acknowledgements etc.",EC1M 4NA,Supplier,"PO101956, 101962, 101601, 102175 & 102163","MDSBPS01
MDSSPS01
MDSFIN01
",Admin,GB662774703
DEFRA,RPA,21/06/2016,IT Outsourced services,Service Management (Admin),IBM,5806160349,36187.96,March Volumetrics True Up,PO6 3AE,Supplier,PO102138,IBMBSVOL,Admin,GB107328000
DEFRA,RPA,21/06/2016,IT Outsourced services,Service Management (Admin),IBM,5806160852,53663.99,ARR 15/071 RPA e mail Gateway milestones 1-4,PO6 3AE,Supplier,PO102074,IBMAPR01,Admin,GB107328000
DEFRA,RPA,21/06/2016,IT Outsourced services,Telecommunications,IBM,5806160854,56994.82,APR 15/055 Unified Comms Removal of MES Deliverable 2 ,PO6 3AE,Supplier,PO101965,RTSP1000,Admin,GB107328000
DEFRA,RPA,22/06/2016,Contractors - Implementation,Various,Capita Business Services,LO10121821,64896,Fees & Expenses for the period ended 11th June 2016 ,SW1P 1JB,Supplier,n/a,n/a,Admin,GB618184141
DEFRA,RPA,24/06/2016,Cartographic & Digitising,Cyient Contracts,Cyient,970006978,98264.69,Seconded Staff for LMS Live Proving ,WC1V 6RL,Supplier,PO101991,n/a,Admin,GB606138070
DEFRA,RPA,24/06/2016,Cartographic & Digitising,Cyient Contracts,Cyient,970007022,80877.33,Seconded Staff for LMS Live Proving,WC1V 6RL,Supplier,PO101991,n/a,Admin,GB606138070
DEFRA,RPA,27/06/2016,Agency Staff,Various,Brook Street,30784458,40924.51,For the supply of temp contract staff for the period ending 10th June 2016,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,27/06/2016,Contractors - Implementation,Various,Capita Business Services,LO10123709,76608.29,Fees & Expenses for the period ended 18th June 2016,SW1P 1JB,Supplier,n/a,n/a,Admin,GB618184141
DEFRA,RPA,28/06/2016,IT Outsourced services,CAP DP,IBM,5806161403,65008.26,APR 15-001 RSR4 - period from 29/04/16 to 27/05/16,PO6 3AE,Supplier,PO101988,n/a,Admin,GB107328000
DEFRA,RPA,30/06/2016,Agency Staff,Various,Brook Street,30703210,60239.45,For the supply of temp contract staff for the period ended 15th April 2016,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,30/06/2016,Agency Staff,Various,Brook Street,30714047,57113.13,For the supply of temp contract staff for the period ended 22nd April 2016 ,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,30/06/2016,Agency Staff,Various,Brook Street,30724386,54691.54,For the supply of temp contract staff for the period ended 29th April 2016,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,30/06/2016,Agency Staff,Various,Brook Street,30798133,34247.3,For the supply of temp contract  staff for the period ending 17th June 2016,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,JNCC,01/06/2016,OFFICE RENT,Governance & Corporate Services,SAVILLS (UK) LTD                                            ,12927,44938.85,Rent & service charge for Monkstone House 24/6/16-23/09/16,M2 4AW,Large,,130,Administration,
DEFRA,JNCC,06/06/2016,TRAVEL & ACCOMMODATION,Marine Protected Areas,REDFERN TRAVEL LTD                                          ,Redfern Statement May 2016 1844,36207.44,Various travel & accommodation charges,BD1 3AZ,SME,,130,Administration,
DEFRA,JNCC,09/06/2016,CONTRIBUTIONS TO PROJECTS WITH PARTNERS,Marine monitoring                                                                                   ,UNIVERSITY OF ST ANDREWS,12912,200000,SCANS III MoU contribution,KY16 9LB,Large,A15-0207-0962,72,Marine Monitoring,
DEFRA,CCW,03/06/2016,Rentals - Operating Lease - IT,ICT Services,CAPITA MANAGED IT SOLUTIONS,6077021721,37165.2,IT Managed Service - Period covering 24 May -23 August 2016,BT36 7LQ,LARGE,N/A,N/A,Programme,GB618184140
DEFRA,CCW,03/06/2016,Consultancy Services,Regulation,PRICEWATERHOUSECOOPERS LLP,1354533192,29400,Fees for CC Water Household competition report,WC2N 6RH,LARGE,N/A,N/A,Programme,GB243823957
DEFRA,CCW,08/06/2016,Research & Design,Market Intelligence,DJS RESEARCH LTD,3732,87214.04,Market Research Services Testing the Waters 2016,SK6 7GH,LARGE,N/A,N/A,Programme,775 7187 79
DEFRA,CCW,16/06/2016,Rent,Corporate Services,G V A GRIMLEY,VSH-RENT,84890.4,"Rent, Service Charge and Rent for Car parking spaces for premises Re. Part 1st Floor, Victoria Square House, Birmingham, Period 24 June 2016- 28 September 2016",B1 2JJ,LARGE,N/A,N/A,Programme,179918444
