Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,24/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000121223,Works - estate management,"£61,972.58"
Ministry of Defence,Ministry of Defence,17/11/2014,Design services and minor equipment purchases,JFC,BRIGGS MARINE CONTRACTORS LIMITED,KY3 9AU,403328,Equipment support non-project costs,"£61,769.59"
Ministry of Defence,Ministry of Defence,12/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,401849,Works services - excluding United States forces/NATO + married quarters,"£61,600.00"
Ministry of Defence,Ministry of Defence,25/11/2014,Fuel for military use,Navy Command,WATSON PETROLEUM LTD,SN15 5DN,408079,Cost of ground diesel fuel consumed,"£61,563.60"
Ministry of Defence,Ministry of Defence,11/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,CR9 2UL,401448,Fiscal asset under construction - capital in year addition,"£61,306.95"
Ministry of Defence,Ministry of Defence,10/11/2014,Spend on Inventory - General,Defence Equipment + Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,400791,Spend on Inventory - General,"£61,283.26"
Ministry of Defence,Ministry of Defence,18/11/2014,Fees for professional services,JFC,CAPITA BUSINESS SERVICES LTD,DL1 9HN,403927,Fees for professional services excluding legal fees,"£61,117.00"
Ministry of Defence,Ministry of Defence,18/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,DM SYSTEMS AND TEST LIMITED,SG6 1TN,403984,Equipment support non-project costs,"£61,100.43"
Ministry of Defence,Ministry of Defence,13/11/2014,Spend on Inventory - General,Defence Equipment + Support,RISBRIDGER LTD,RH1 2LH,402611,Spend on Inventory - General,"£61,056.00"
Ministry of Defence,Ministry of Defence,24/11/2014,Spend on Inventory - General,Defence Equipment + Support,RISBRIDGER LTD,RH1 2LH,407486,Spend on Inventory - General,"£61,056.00"
