Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,31/05/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,135849,Property dwellings private finance initiative - service concession arrangement service charge,"£24,687,054.31"
Ministry of Defence,Ministry of Defence,09/05/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,128894,Property dwellings private finance initiative - service concession arrangement service charge,"£24,571,176.67"
Ministry of Defence,Ministry of Defence,16/05/2016,IT and communication services,JFC,OFFICE OF COMMUNICATIONS (OFCOM),SE1 9HA,132033,Line + telephone rental including commercial charge for use of radio frequencies,"£22,497,188.25"
Ministry of Defence,Ministry of Defence,06/05/2016,Design services and minor equipment purchases,JFC,H M REVENUE & CUSTOMS,CF14 5XZ,128356,Equipment support project costs,"£18,578,491.40"
Ministry of Defence,Ministry of Defence,18/05/2016,Development costs for military equipment,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,GU14 6YU,132493,Intangible single use military equipment asset  - in year capital addition,"£14,959,067.95"
Ministry of Defence,Ministry of Defence,11/05/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,130507,Fiscal asset under construction - capital in year addition,"£14,081,599.85"
Ministry of Defence,Ministry of Defence,27/05/2016,Design services and minor equipment purchases,JFC,COMPAREX UK LIMITED,HA1 3EL,135500,Equipment support non-project costs,"£12,386,379.75"
Ministry of Defence,Ministry of Defence,19/05/2016,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,133029,Equipment support non-project costs,"£12,285,686.54"
Ministry of Defence,Ministry of Defence,23/05/2016,IT and communication services,JFC,H M REVENUE & CUSTOMS,CF14 5XZ,134075,Information technology services,"£11,366,861.21"
Ministry of Defence,Ministry of Defence,11/05/2016,Design services and minor equipment purchases,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,130507,Equipment support non-project costs,"£11,243,199.30"
Ministry of Defence,Ministry of Defence,25/05/2016,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,134657,Utilities consumed - electricity,"£10,302,783.67"
Ministry of Defence,Ministry of Defence,10/05/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000015148,Fiscal asset under construction - capital in year addition,"£9,550,126.56"
Ministry of Defence,Ministry of Defence,24/05/2016,Government Procurement Card,Ministry of Defence,RBS,,11790,Monthly GPG Payment,"£9,027,866.08"
Ministry of Defence,Ministry of Defence,13/05/2016,Government Procurement Card,Ministry of Defence,RBS,,11782,Monthly GPG Payment,"£9,008,220.16"
Ministry of Defence,Ministry of Defence,19/05/2016,Grants to NDPBs,HO+CS,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,6000015442,Pay costs grant in aid to the Commonwealth War Graves commission,"£8,837,500.00"
Ministry of Defence,Ministry of Defence,16/05/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,SW1A 2HB,131936,Property non dwellings private finance initiative - service concession arrangement service charge,"£7,893,636.19"
Ministry of Defence,Ministry of Defence,18/05/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,132869,Property dwellings private finance initiative - service concession arrangement service charge,"£6,554,488.86"
Ministry of Defence,Ministry of Defence,26/05/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV3 0SR,135000,Estate core services charge,"£6,208,708.41"
Ministry of Defence,Ministry of Defence,26/05/2016,Fees for professional services,DES Bespoke Trading Entity,CH2M HILL INTERNATIONAL NUCLEAR SERVICES LTD,W6 7EF,135011,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£5,969,484.42"
Ministry of Defence,Ministry of Defence,06/05/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,128066,Fiscal asset under construction - capital in year addition,"£5,850,000.00"
Ministry of Defence,Ministry of Defence,11/05/2016,Purchase of buildings and military equipment ,JFC,FUJITSU SERVICES LIMITED,W1U 3BW,130439,Fiscal asset under construction - capital in year addition,"£5,698,889.93"
Ministry of Defence,Ministry of Defence,16/05/2016,Estate management,Army TLB,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,131867,Estate + facilities management services - accommodation inventory + service,"£5,555,978.48"
Ministry of Defence,Ministry of Defence,18/05/2016,Government Procurement Card,Ministry of Defence,Barclays Bank PLC,TS17 6YG,11784,Monthly GPG Payment,"£5,554,846.63"
Ministry of Defence,Ministry of Defence,23/05/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,134127,Estate core services charge,"£5,385,187.29"
Ministry of Defence,Ministry of Defence,11/05/2016,Spend on Inventory - General,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,130324,Spend on Inventory - General,"£5,217,084.83"
Ministry of Defence,Ministry of Defence,17/05/2016,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,132413,Fees for professional services excluding legal fees,"£5,197,847.80"
Ministry of Defence,Ministry of Defence,03/05/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,RAFAEL ADVANCED DEFENSE SYSTEMS LTD,,2201394,Single use military equipment asset under construction - capital in year addition,"£4,752,366.31"
Ministry of Defence,Ministry of Defence,03/05/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,RAFAEL ADVANCED DEFENSE SYSTEMS LTD,,2201395,Single use military equipment asset under construction - capital in year addition,"£4,736,532.29"
Ministry of Defence,Ministry of Defence,19/05/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,133011,Fiscal asset under construction - capital in year addition,"£4,636,596.71"
Ministry of Defence,Ministry of Defence,06/05/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,128201,Works services - excluding United States forces/NATO + married quarters,"£4,562,040.56"
Ministry of Defence,Ministry of Defence,18/05/2016,Fees for professional services,DES Bespoke Trading Entity,PRICEWATERHOUSECOOPERS LLP,E14 9SQ,132847,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£4,560,536.40"
Ministry of Defence,Ministry of Defence,11/05/2016,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,130324,Equipment support non-project costs,"£4,435,546.41"
Ministry of Defence,Ministry of Defence,31/05/2016,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,135920,Utilities consumed - gas,"£4,218,512.21"
Ministry of Defence,Ministry of Defence,16/05/2016,Fees for professional services,Army TLB,CAPITA BUSINESS SERVICES LTD,DL1 9HN,131712,Fees for professional services excluding legal fees,"£4,203,304.05"
Ministry of Defence,Ministry of Defence,06/05/2016,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,128244,Fees for professional services excluding legal fees,"£4,188,356.93"
Ministry of Defence,Ministry of Defence,11/05/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,130666,Property non dwellings private finance initiative - service concession arrangement service charge,"£4,052,804.70"
Ministry of Defence,Ministry of Defence,26/05/2016,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,134953,Equipment support non-project costs,"£4,016,008.00"
Ministry of Defence,Ministry of Defence,11/05/2016,Development costs for military equipment,Defence Equipment + Support,THALES UK LIMITED,BS16 1FJ,189012,Intangible fiscal asset  - in year capital addition,"£3,911,100.00"
Ministry of Defence,Ministry of Defence,27/05/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,135618,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,863,646.21"
Ministry of Defence,Ministry of Defence,09/05/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,129231,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,849,603.13"
Ministry of Defence,Ministry of Defence,26/05/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,SOUTH GLOUCESTERSHIRE COUNCIL,BS37 5YU,135325,Rent buildings - non civil estate property and married quarter property,"£3,638,564.33"
Ministry of Defence,Ministry of Defence,27/05/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,135738,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,516,338.01"
Ministry of Defence,Ministry of Defence,06/05/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,128811,Fiscal asset under construction - capital in year addition,"£3,506,796.59"
Ministry of Defence,Ministry of Defence,27/05/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,135482,Estate core services charge,"£3,421,992.93"
Ministry of Defence,Ministry of Defence,24/05/2016,Design services and minor equipment purchases,Defence Equipment + Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000015612,Equipment support non-project costs,"£3,415,827.34"
Ministry of Defence,Ministry of Defence,11/05/2016,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 6BS,130326,External military training ,"£3,130,289.88"
Ministry of Defence,Ministry of Defence,10/05/2016,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,129889,Plant + machinery private finance initiative - service concession arrangements service charge,"£2,973,976.88"
Ministry of Defence,Ministry of Defence,27/05/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,135802,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,769,073.88"
